"","path","Parameter","EstimateNotStd","EstimateStd","jack_001_Anoplogaster_EstimateNotStd","jack_001_Anoplogaster_EstimateStd","jack_002_Arnoglossus_EstimateNotStd","jack_002_Arnoglossus_EstimateStd","jack_003_Brevoortia_EstimateNotStd","jack_003_Brevoortia_EstimateStd","jack_004_Buglossidium_EstimateNotStd","jack_004_Buglossidium_EstimateStd","jack_005_Callionymus_EstimateNotStd","jack_005_Callionymus_EstimateStd","jack_006_Carcharhinus_EstimateNotStd","jack_006_Carcharhinus_EstimateStd","jack_007_Chaenocephalus_EstimateNotStd","jack_007_Chaenocephalus_EstimateStd","jack_008_Channa_EstimateNotStd","jack_008_Channa_EstimateStd","jack_009_Chelon_EstimateNotStd","jack_009_Chelon_EstimateStd","jack_010_Chiloscyllium_EstimateNotStd","jack_010_Chiloscyllium_EstimateStd","jack_011_Chromis_EstimateNotStd","jack_011_Chromis_EstimateStd","jack_012_Engraulis_EstimateNotStd","jack_012_Engraulis_EstimateStd","jack_013_Gadus_EstimateNotStd","jack_013_Gadus_EstimateStd","jack_014_Gasterosteus_EstimateNotStd","jack_014_Gasterosteus_EstimateStd","jack_015_Gillichthys_EstimateNotStd","jack_015_Gillichthys_EstimateStd","jack_016_Glossogobius_EstimateNotStd","jack_016_Glossogobius_EstimateStd","jack_017_Hippocampus_EstimateNotStd","jack_017_Hippocampus_EstimateStd","jack_018_Hippoglossoides_EstimateNotStd","jack_018_Hippoglossoides_EstimateStd","jack_019_Limanda_EstimateNotStd","jack_019_Limanda_EstimateStd","jack_020_Lipophrys_EstimateNotStd","jack_020_Lipophrys_EstimateStd","jack_021_Lutjanus_EstimateNotStd","jack_021_Lutjanus_EstimateStd","jack_022_Mugil_EstimateNotStd","jack_022_Mugil_EstimateStd","jack_023_Notothenia_EstimateNotStd","jack_023_Notothenia_EstimateStd","jack_024_Ophiodon_EstimateNotStd","jack_024_Ophiodon_EstimateStd","jack_025_Pleuronectes_EstimateNotStd","jack_025_Pleuronectes_EstimateStd","jack_026_Pomadasys_EstimateNotStd","jack_026_Pomadasys_EstimateStd","jack_027_Pseudopleuronectes_EstimateNotStd","jack_027_Pseudopleuronectes_EstimateStd","jack_028_Scomber_EstimateNotStd","jack_028_Scomber_EstimateStd","jack_029_Scophthalmus_EstimateNotStd","jack_029_Scophthalmus_EstimateStd","jack_030_Scyliorhinus_EstimateNotStd","jack_030_Scyliorhinus_EstimateStd","jack_031_Sebastolobus_EstimateNotStd","jack_031_Sebastolobus_EstimateStd","jack_032_Solea_EstimateNotStd","jack_032_Solea_EstimateStd","jack_033_Squalus_EstimateNotStd","jack_033_Squalus_EstimateStd","jack_034_Thunnus_EstimateNotStd","jack_034_Thunnus_EstimateStd","jack_035_Torpedo_EstimateNotStd","jack_035_Torpedo_EstimateStd","jack_036_Trematomus_EstimateNotStd","jack_036_Trematomus_EstimateStd","jack_037_Zoarces_EstimateNotStd","jack_037_Zoarces_EstimateStd","jack_038_Chanos_EstimateNotStd","jack_038_Chanos_EstimateStd","jack_039_Dorosoma_EstimateNotStd","jack_039_Dorosoma_EstimateStd","jack_040_Eleginus_EstimateNotStd","jack_040_Eleginus_EstimateStd","jack_041_Gilchristella_EstimateNotStd","jack_041_Gilchristella_EstimateStd","jack_042_Oncorhynchus_EstimateNotStd","jack_042_Oncorhynchus_EstimateStd","jack_043_Salmo_EstimateNotStd","jack_043_Salmo_EstimateStd"
"11","Loo->Lower_jaw_length","p10",0.0494289911884392,0.11562301625026,0.0494773980800314,0.115728448950964,0.0496259076293869,0.116076531882928,0.0492974505508844,0.115315268803644,0.0494189675512307,0.115602357994154,0.0497765468940761,0.116352625521902,0.0492356768683112,0.115156691202331,0.0496322547090718,0.116108917611506,0.0493777821532924,0.115516401563115,0.0494734591732562,0.115724493517406,0.0494426434500453,0.115652639109745,0.0495980158036028,0.115955174319735,0.0490501868543607,0.114684776397051,0.0494924821196274,0.115747101750188,0.0495615337207809,0.115934895406854,0.0490501850631481,0.114726578041581,0.0493526209623042,0.115492682129984,0.049595373984808,0.115976071218782,0.0496401880473243,0.116122024243829,0.0494371445276831,0.115641445461436,0.049431806975009,0.115621926229023,0.0495228430445528,0.115783101066576,0.0494106130621523,0.115572699706474,0.0494203154141253,0.115591475718254,0.0495024848213925,0.115785703631455,0.0494149213893661,0.115586984592739,0.0497747832315334,0.11642238663874,0.0498701815441542,0.116663512244735,0.0493666604966799,0.115481377636691,0.0494523774748935,0.115676533543459,0.0493313435616311,0.115375922157162,0.0494395020695875,0.115597936482889,0.0494320725701236,0.115628404778285,0.0493972332085363,0.115541778304157,0.04941208053845,0.115583814579,0.0494914898979898,0.11576098555062,0.0494056465793918,0.1155728764956,0.0492021700307122,0.115110176985019,0.0494630491170591,0.11571285301755,0.0494137140069857,0.115579535519447,0.0494195694291506,0.11559940069186,0.0494891030327363,0.115762799871186,0.0495330072562204,0.115860778555419,0.0496164333354427,0.116019155441351
"12","Loo->Min_caudalpeduncle_depth","p11",-0.043494822967499,-0.0860067082148082,-0.0435783889630252,-0.0861699963426215,-0.0436130250842612,-0.0862275558425973,-0.043313301981541,-0.0856455915233676,-0.043488815377664,-0.0859973159966837,-0.0435883135965903,-0.0861256293421039,-0.0433600461197394,-0.0857332813099471,-0.0435842323316725,-0.0861722106244527,-0.0434105959407646,-0.0858467272126486,-0.0435371953928595,-0.0860885826556706,-0.0435049408351841,-0.0860249820038928,-0.0435571984638645,-0.0860836384930195,-0.0433563206842964,-0.0857243536073723,-0.0435140890801488,-0.0860257940285249,-0.0435999441222987,-0.0862078417002648,-0.0432833282177704,-0.0856055331184355,-0.0434931274592786,-0.086033115704972,-0.0439031300683225,-0.0868237444041392,-0.0435928490324492,-0.0861896439197707,-0.0434965599511542,-0.0860089493596375,-0.0434652174266766,-0.085941024649911,-0.0433603310486994,-0.085690845097519,-0.0434957746225722,-0.0860051165653944,-0.0434728454067696,-0.0859541651752924,-0.0435505100306307,-0.0861072262729454,-0.0434933600200847,-0.0860037813864627,-0.0437560875811984,-0.0865089646238203,-0.0437848536088961,-0.0865707706095624,-0.0435925685120828,-0.0862078132001737,-0.0435389929516324,-0.0860945035527514,-0.0434663642688225,-0.085938426428553,-0.0434900327576511,-0.0859670344696268,-0.0434933869247268,-0.0860014513303583,-0.0434710826541964,-0.0859554651594766,-0.0435791896955932,-0.0861776840365116,-0.0435389602705506,-0.0860876001673513,-0.0434841113761084,-0.0859898456978062,-0.0432061890423257,-0.0854450887790315,-0.0435209764377601,-0.0860627720994327,-0.0434678572576106,-0.0859500187240345,-0.0434787682579924,-0.0859734229602492,-0.0435296789929147,-0.0860727596414838,-0.0435736887335776,-0.0861571880290195,-0.0436614706284969,-0.0863045769124109
"13","Loo->Woo","p12",2.94324745073211,2.75248048376531,2.9436232968118,2.75513075494495,2.94408249075196,2.7615686397212,2.94268461617499,2.74463699380049,2.9430796719799,2.75265603281975,2.94597603055653,2.75899942763133,2.94316529802085,2.75933969373213,2.94484795613749,2.75781097596737,2.94302771757869,2.75207740473043,2.94338793103722,2.75323216711458,2.94334951273995,2.75295889779674,2.94437459270483,2.7531224187183,2.94199959662124,2.7345911220093,2.9443559626392,2.75130279458766,2.94439331670718,2.75554886285261,2.94386445182088,2.7491876479509,2.94175923333493,2.74586163826902,2.94506526001904,2.77476984165207,2.94470163984076,2.76230187143762,2.94331132788509,2.7526844080768,2.94376010979882,2.75306134342361,2.94405305326311,2.74584710288047,2.94323763167051,2.75279089803905,2.94343676658552,2.75018125492852,2.94395173084518,2.75495436740614,2.94343623647685,2.75382026895998,2.94527543790249,2.7640900106684,2.94600194289746,2.77632175238771,2.94334415983341,2.75246969132454,2.94331111471551,2.75400632472778,2.94332683437949,2.75755499050279,2.94402705558305,2.75351130467447,2.94328570648201,2.75310041341451,2.94314284093736,2.75067790955236,2.94334702801351,2.75207707048415,2.94361668491209,2.75387777701535,2.94288451755267,2.75373525405056,2.94126136783635,2.74026494198011,2.94334112419068,2.75414205531386,2.94321057260954,2.75178763297317,2.94326383990801,2.75179817370046,2.94336683411551,2.75452510023514,2.94374495159086,2.75583483175894,2.94468874413441,2.75628462671521
"14","Max_body_depth->c_m","p13",-2.96040904666539,-0.181449788401045,-3.11420032921361,-0.190973238877519,-3.24912996460794,-0.195125321204905,-2.63787557116902,-0.163347078258748,-2.95482340943254,-0.181126315378406,-3.58137093143176,-0.196154055608321,-3.16141827742927,-0.190290599297078,-3.08470395605323,-0.190792919780983,-2.86047203345939,-0.179525007202904,-3.01727111735862,-0.184832460950531,-2.99701151070813,-0.182960268795924,-3.39305266949344,-0.190549803874323,-2.03354101422509,-0.133352674079903,-2.91688669680777,-0.178402508396385,-3.07931412561304,-0.189063691188945,-2.36754525473758,-0.169153828176448,-3.00741237281215,-0.205088698114995,-3.66315471653819,-0.220554207355191,-3.05438648162685,-0.188184226970553,-2.97640766237742,-0.181931147604222,-2.88165125795348,-0.177047861201098,-3.06697366135172,-0.172267433101712,-3.00281530618658,-0.184937907481635,-2.93868079500784,-0.179325756969226,-3.02773598145284,-0.185095501329464,-2.89412388428185,-0.178159519669825,-3.27028688277453,-0.200331032195868,-3.07504536503163,-0.203302604552941,-2.85347641681109,-0.174288926326949,-3.09171101479822,-0.188965930297066,-2.92814455267384,-0.181809073503977,-3.03160772333221,-0.184966305818209,-3.0269828802265,-0.183994356838954,-2.9619700497405,-0.180101599871363,-2.94427686309993,-0.178835352250398,-3.06566197066905,-0.185713627879234,-2.9862732671868,-0.1829151680706,-2.5283719131302,-0.156125185230448,-2.97162201343034,-0.182788571495161,-2.90376265572361,-0.177508624543038,-2.93231043762626,-0.179320397389996,-3.06841971029752,-0.188542165735599,-3.03929481522207,-0.184459412821239,-3.25050876187659,-0.19144618310918
"15","Max_body_width->c_m","p14",-1.51781236951841,-0.0845359805937345,-1.59485080408323,-0.0888823931345097,-1.976866046132,-0.107875708832101,-1.37623770602615,-0.0774213679019516,-1.52056389267172,-0.0846975620909222,-2.40205313649371,-0.119516115330886,-1.68517708001263,-0.0921714973380369,-1.63142009110091,-0.0917016730009924,-1.43121327726492,-0.0816258395132414,-1.54837603194745,-0.0861928018873784,-1.54622770659312,-0.085775262520776,-1.85312348574882,-0.0945574441153679,-0.9272442751729,-0.0552273750265096,-1.44131810203647,-0.080103671450464,-1.48497617334193,-0.0828606926075136,-1.56363316003922,-0.101484114065476,-0.959074979340833,-0.0594583778155545,-2.25371725813015,-0.123336693969607,-1.80170461167383,-0.100871391996359,-1.52565715451558,-0.0847408809043358,-1.6291019375142,-0.0909434769392638,-1.56396262962025,-0.0798104109129708,-1.47739433300508,-0.0826857947112009,-1.38219835299335,-0.0766448003331978,-1.54672266860808,-0.0859275551054298,-1.54921095238517,-0.08665588686104,-1.76620528325968,-0.0983337009926719,-1.81118122228687,-0.108830404065561,-1.46568231483738,-0.0813447547124063,-1.48870935786778,-0.0826914985679965,-1.51710046715915,-0.085599031372955,-1.7372219882122,-0.096310006448343,-1.50761679059586,-0.0832746798773561,-1.51446167506844,-0.0836758932971671,-1.47412510772412,-0.0813622594508581,-1.59804231400843,-0.0879694665039168,-1.54046427393555,-0.0857410510084593,-1.17548444132676,-0.0659398213574069,-1.53442720667076,-0.0857687415010626,-1.55570298617159,-0.0864113635545702,-1.51066279136752,-0.083945081497807,-1.59499155458491,-0.0890637851108648,-1.54735716952907,-0.0853413251203044,-1.75277927750598,-0.0938097789717535
"16","Lower_jaw_length->c_m","p15",0.907276433813606,0.0969986373937037,0.849567248663039,0.0908906951685353,1.03635731408351,0.108557636898093,0.928533435024242,0.100268133403275,0.903054812105264,0.0965574513732761,1.10723644206695,0.105756524639125,0.904021007193721,0.0949225762576689,1.14512804317729,0.123529173901584,0.913570046903095,0.100012912267034,0.906379771629985,0.0968517180849407,0.91383334994621,0.0973102760247022,0.970731995462896,0.095082189121362,0.408340473820766,0.0466974169575979,0.950008712755768,0.101341667352098,1.0055858916055,0.107694941758889,0.65161219344463,0.0812093468205738,0.868306821945533,0.103316545766112,0.725069961969378,0.0761928293765653,1.08007607279186,0.116063313487525,0.917093692511627,0.0977798074012972,0.937170316739611,0.100427174932029,0.985383216180329,0.0965203051091823,0.858888560664049,0.0922745983498686,0.892707104009938,0.0950193407500837,0.931465464420712,0.0993288643204897,0.88081283395523,0.0945778552890229,0.999736488008776,0.106834069110969,1.08645023801223,0.125289794440977,0.876810077018434,0.0934124159913555,0.899303009817663,0.0958856144096037,0.867330398448701,0.0939408676126282,0.836139814910469,0.0889921075382375,0.939112158874879,0.0995702762525354,0.899501628993456,0.0954005130898261,0.900546497494935,0.0954099552808113,0.924793326345733,0.0977214307023799,0.900412518914026,0.0962028491503336,0.863539430399114,0.0929865369631159,0.964926182829308,0.103527881816614,0.865677026757574,0.0923049524675675,0.912866307638718,0.0973724107441629,0.922530287484025,0.0988835272757891,0.913167512133978,0.0966743740734266,0.971980579875413,0.0998555767730693
"17","Min_caudalpeduncle_depth->c_m","p16",-0.38447603470341,-0.0486253865421771,-0.383830974237426,-0.0485746922488115,-0.389179896812898,-0.0482289002537765,-0.350944545568568,-0.0448314221921775,-0.385111801156336,-0.0487106825920759,-0.473764333008034,-0.0535325883267325,-0.400778836261863,-0.0497789037975581,-0.428237878986392,-0.0546593300673527,-0.377224121091832,-0.0488537329855063,-0.379946082752693,-0.0480271702369799,-0.3886807556139,-0.0489612612293723,-0.408614498038129,-0.047345505072406,-0.381208016791657,-0.051552028897938,-0.458640850993472,-0.0578769036307579,-0.377495613245095,-0.0478295881050411,-0.511147776007013,-0.0753365090280813,-0.237746162258897,-0.0334664319222211,-0.803592994251116,-0.0998514843510441,-0.419332674023424,-0.0533139266700782,-0.384049555505789,-0.0484388852004681,-0.412147793037878,-0.0522469259581498,-0.34419702806049,-0.0398858097198173,-0.354952467923309,-0.0451100534560864,-0.33697359546982,-0.0424297359918251,-0.375035173627562,-0.0473110186968829,-0.39519841684416,-0.0501969421657433,-0.434326026772219,-0.0549091311118016,-0.517100837397074,-0.0705550030305155,-0.384309566023927,-0.048431096731393,-0.395973522277009,-0.0499429968670114,-0.37848817439387,-0.0484931586371986,-0.446368170173444,-0.0561952475898753,-0.39349183990183,-0.0493538619050062,-0.379742427320395,-0.047643237249045,-0.4193724381563,-0.0525576151183172,-0.396564609786077,-0.0495710620640287,-0.384966323987455,-0.0486554971896649,-0.0897941777377225,-0.0114386401915049,-0.412559991541655,-0.0523641868617363,-0.370477162793173,-0.0467289752009057,-0.385132995014275,-0.048596960859998,-0.373337886206947,-0.047339597102006,-0.375885292078289,-0.0470750518159639,-0.436636279829105,-0.0530643983483428
"18","Max_body_depth->TLDiet","p17",0.041189316093958,0.0203386781823286,0.0408957119391055,0.0201907117353115,0.0407751258385652,0.0201332931015756,0.0415895121180735,0.0205421500338465,0.0411727461958898,0.0203306042047777,0.0410788853712529,0.0202881420179553,0.0408414834681756,0.0201670076128845,0.0410077511371536,0.0202467353222107,0.0411114559602417,0.0202993927314725,0.0410831105854437,0.0202855761635016,0.0411619238340404,0.0203250281142658,0.0413916340645686,0.0204407705150293,0.0422358257437354,0.0208667012053077,0.0415854934833431,0.0205353012288391,0.0410772093552344,0.0202812483299678,0.0415513271374729,0.0205209882596401,0.0414091023076997,0.020440466026748,0.0399540814304584,0.0197194267902943,0.0408727952840458,0.020180581207896,0.0411845542954908,0.0203361988214786,0.0412451052109589,0.0203677068826146,0.0419617991476093,0.0207244741824081,0.0413691878843319,0.0204270968792086,0.0413419851701937,0.0204146303349492,0.0411162603815443,0.0203014517375478,0.0411504034852728,0.0203202404297999,0.0409669051082037,0.0202240918383699,0.0402813287732267,0.0198851153833601,0.0414382350739289,0.0204630264236229,0.0410567986041649,0.0202713921863409,0.0410258081485553,0.0202574474473398,0.0411485538341543,0.0203180643147836,0.0411449525339557,0.0203167659154423,0.0414106488562369,0.0204487134906496,0.0414144927963729,0.0204505192544325,0.0411593073761746,0.0203234570775875,0.0411177887976789,0.0203036231036776,0.0417762814740381,0.0206354286417204,0.0411307634859111,0.0203094041973388,0.0411894790189967,0.0203399315027477,0.0412639951949777,0.0203760829251541,0.0410303288864321,0.0202584175235859,0.0410925462892053,0.0202899266347214,0.0409620592718138,0.0202259091314908
"19","Max_body_width->TLDiet","p18",0.0355047985652241,0.0159310338389099,0.0352332199808726,0.015808690641509,0.0347851756267126,0.0156067897261426,0.0360226911810903,0.01616398910769,0.0354998534974251,0.0159288061226098,0.0349356209358865,0.0156742930717722,0.0353343662635296,0.0158545158778702,0.0351461863782737,0.01576993665404,0.0355652002624624,0.0159581118451302,0.0353873082602702,0.0158782343014845,0.0354645002878899,0.0159129083426059,0.0354568212942055,0.0159095519367897,0.0366330920731227,0.0164383352555608,0.0357321217937976,0.0160335321907181,0.035345101787113,0.0158598079226965,0.0359433840881419,0.0161254553517013,0.0361363854963428,0.0162162875630943,0.0339167091386098,0.0152152688553077,0.034900419261621,0.0156586806654848,0.035495406998134,0.0159268154704859,0.035444175655558,0.0159033504967049,0.0361689145179457,0.0162294922989305,0.0356590178586903,0.0160005970459391,0.0357250631422687,0.0160304334852001,0.0353810223630105,0.0158754486757094,0.0354476388182363,0.0159051457491346,0.0349065462687876,0.0156617967235511,0.0341388225325072,0.0153168614635203,0.0355874887379875,0.0159683542018124,0.0354297410192322,0.0158976451482067,0.0353760965375227,0.0158733632049782,0.0353975726867858,0.0158817264971191,0.035494037129809,0.0159265195158911,0.0356851708714364,0.0160120485090699,0.0355927918698005,0.0159708480104417,0.0354021839396631,0.015884873367381,0.0354519288362852,0.0159074533593493,0.0363681264835041,0.0163193747086501,0.0354088325799024,0.0158880023617898,0.0354853070526517,0.0159219987124599,0.0355674990648624,0.0159591857776439,0.0353181628256912,0.0158470218499023,0.0353312182997612,0.0158531969345968,0.0350555985974659,0.0157292917894809
"20","Lower_jaw_length->TLDiet","p19",0.0789662709640547,0.0680144253384078,0.0789401540273105,0.0679935193146436,0.0790771759173795,0.0681043690203425,0.078942142563239,0.0679953634075548,0.0789688135630049,0.0680170395276638,0.0788987353432216,0.067953601534891,0.0790093672101987,0.0680572125447568,0.079199109554779,0.0681986965194955,0.0790287310591377,0.0680663044491228,0.0789701039426691,0.0680173884000994,0.078966932844982,0.0680149029291584,0.0788109294268459,0.0678817551266383,0.0785859973512192,0.0677079421471275,0.0789073170474243,0.0679603420092316,0.0790539484451337,0.0680830986136347,0.0788469867376616,0.0679253282994198,0.0789107795155661,0.0679640466870746,0.0788469516905052,0.0679191350153699,0.0791681337825078,0.06817593877245,0.0789706076246798,0.0680176642996567,0.0789897548849211,0.0680336770241967,0.0787125890279196,0.0677944288955819,0.0788741561528981,0.0679379449280432,0.0789208639757572,0.067975872151671,0.0789830262182663,0.0680264970505328,0.0789723976415588,0.0680211515054612,0.0789945070880091,0.0680290830288338,0.0793597737634422,0.0683343692377843,0.0789306665506192,0.0679857590770498,0.0789606285538862,0.0680098602195692,0.078994212204933,0.0680408618949562,0.0788732917744882,0.0679376766447652,0.0789880604476203,0.0680326160289654,0.0789044180272781,0.0679621522604115,0.0789243738860938,0.067979186083448,0.0789520829280483,0.0680015388990867,0.0789683888639883,0.068017913404237,0.078872809364079,0.0679386504591807,0.0790350268678773,0.0680703185034181,0.0789368257042539,0.067991341906291,0.0789595846076527,0.068008512797668,0.0789839266253896,0.0680281763512497,0.0789627838848937,0.0680100037847705,0.0789696086633975,0.0680151439450899
"21","Min_caudalpeduncle_depth->TLDiet","p20",-0.00492148475588843,-0.00501445036366606,-0.00491262490907135,-0.00500531637196595,-0.00490378877673267,-0.0049964514777521,-0.00491875116461704,-0.00501191709163728,-0.0049244186877365,-0.00501744693683403,-0.00491975699353298,-0.00501273988864519,-0.00495496630936282,-0.00504877288065688,-0.00495444296104703,-0.00504794188544456,-0.00494916956028391,-0.00504270513114912,-0.00491203343320909,-0.00500479692157299,-0.00492165040498198,-0.00501461310700095,-0.00486739431767963,-0.00495939041748415,-0.00493414418808104,-0.00502712389347476,-0.00495794370994991,-0.00505140241406187,-0.00489817572117746,-0.00499066830005042,-0.00511012164093768,-0.00520619085567635,-0.00477916829244673,-0.0048696130419727,-0.00534101592449382,-0.00544020552731515,-0.00495608131931867,-0.00504964084175947,-0.00491926411541056,-0.00501219289926559,-0.00495339612228317,-0.00504697647858662,-0.00484463203194011,-0.00493637764616927,-0.00487681212973179,-0.00496902866320474,-0.00487447438916226,-0.0049666343279504,-0.00490262003063911,-0.00499521469911946,-0.00494351084836016,-0.00503686587225676,-0.00491464964186263,-0.00500719812587645,-0.00511069287924389,-0.00520673253273981,-0.00488405154782461,-0.00497618429579708,-0.00492063167266289,-0.0050135250225601,-0.0049356129836957,-0.00502890916693996,-0.00497159590836372,-0.00506536014443001,-0.00492454897204442,-0.00501759200033736,-0.00490294015502356,-0.0049955784098806,-0.00491437967931991,-0.00500704779018412,-0.00491637172944653,-0.00500920726161833,-0.00492448023570506,-0.00501756712466106,-0.00473292856101428,-0.00482289575742603,-0.00494845149106402,-0.00504186846892252,-0.00491944559889396,-0.00501240115105748,-0.00492191057454491,-0.00501489426849065,-0.00490587245446067,-0.00499856723471903,-0.00489920875021364,-0.00499172727855627,-0.0049214262802718,-0.00501424222064099
"22","c_m->K","p21",0.0583791597132914,0.231203062066988,0.0574706851695932,0.227198639182264,0.0590444489544529,0.23900875549245,0.0616033364572273,0.24233476001106,0.0580156655709742,0.229643510926807,0.0668991844744286,0.302517428734409,0.062478681224501,0.253425149083789,0.0588466545172888,0.230922809091866,0.0568307875627101,0.219186087823416,0.0582569661943215,0.230802552068554,0.0584766914678144,0.232594424436908,0.0684768528428986,0.301890003281081,0.0741051680595015,0.277552550244551,0.0640704799098935,0.256021023635663,0.0562889322385471,0.222027987106095,0.0525092404826975,0.176452233017042,0.053622930456191,0.18909800482769,0.0580584309671346,0.234128197935697,0.0580325618734942,0.228437541049488,0.0584627802557687,0.232236942303807,0.0599275348635573,0.237186364912934,0.0713674332213573,0.316236129955895,0.0597388174068922,0.235722817226091,0.0607958710322412,0.242563234591381,0.0593995046947709,0.236132905619617,0.0572816190006482,0.225531095474413,0.0615265181785484,0.244599812549531,0.0597024429025778,0.218384749259024,0.0618310052566198,0.246692292871405,0.0582798328750975,0.231466238661749,0.0634703005814945,0.249199629959039,0.0661410197146707,0.265661759820066,0.0591645158494671,0.236598880562396,0.0609790890683173,0.244249209749485,0.0599443461021798,0.240148978485815,0.0592460671859435,0.237785016356558,0.0586090957977867,0.232356307085831,0.0622563360256171,0.245741133746536,0.0566628041485278,0.223157725825414,0.0592977503940103,0.235748529192682,0.0588797740846429,0.233882402461863,0.0576937309483186,0.227712892385029,0.0600357393600319,0.240687905714753,0.0627288622268201,0.260515053095005
"23","c_m->M","p22",0.0618312116083245,0.234909975846114,0.0609073675721347,0.230965573868726,0.0631118427502148,0.245243697845252,0.0656592685808779,0.247938788543374,0.0612967242993004,0.232702321859691,0.0694039357713428,0.300598780304212,0.0645912855040989,0.250955677542695,0.062465772613308,0.235211317254572,0.0599238414800732,0.221617968281685,0.0620032338054405,0.235717057242799,0.0619342553622026,0.236327290438964,0.0694822438782961,0.292660692696528,0.0789706965453029,0.283915321456773,0.068282010918635,0.262088652263375,0.0612862751184913,0.232306336861253,0.0541275998718118,0.174158935222922,0.0573891656255012,0.194161238747901,0.0610439858364214,0.235952452525052,0.0628207363076132,0.237608410273733,0.0619879886327069,0.236232954815178,0.0626418723922888,0.237637855636299,0.0799424379731881,0.342995657365905,0.0627229910047551,0.23728700959393,0.064273691879909,0.246035178198337,0.0630336129233643,0.240468919167548,0.060105665841387,0.22682679079091,0.0636890099636799,0.242498485211553,0.0628515341984772,0.220398394273525,0.0655837750240186,0.251121353697385,0.0619555812217711,0.236111378335049,0.0680822665010187,0.25680742394968,0.0681309100727713,0.262141825057161,0.0626932623291849,0.240519876672694,0.0647974049385379,0.249126872401299,0.0635249080814903,0.244211784265255,0.0626208946670514,0.241085172140386,0.0613915075309912,0.233292246088173,0.0650532328469126,0.246081397244845,0.0607073166675322,0.229504342973923,0.0627200123186316,0.239204650780949,0.0623374787594857,0.237549552322325,0.0611314922916445,0.231458668262567,0.06308928538635,0.242557185410697,0.0664873508119084,0.265046612697256
"24","c_m->Woo","p23",-0.0356346788845797,-0.133254465182699,-0.0369932947875849,-0.138365575418576,-0.0396455709064881,-0.151779710047023,-0.0315980712256733,-0.116673984174063,-0.0357678108723537,-0.133751166989871,-0.0350763236802974,-0.147135763997896,-0.0385936004219255,-0.147334872302138,-0.0383824572057428,-0.142435201674924,-0.0359721109106954,-0.131342694615432,-0.0360485570297513,-0.134906563373076,-0.0357518637962726,-0.134248985349629,-0.0335158751275334,-0.136853959391087,-0.0271101911509637,-0.0942425078221207,-0.0347445822038697,-0.13013790827581,-0.0369677617587787,-0.138098791707285,-0.0377725124868667,-0.121010273762301,-0.0351543837675797,-0.117844713160442,-0.0446449405360713,-0.171176002913355,-0.0404072267384555,-0.150788105340944,-0.0356144349340262,-0.133552085677437,-0.0358947047473284,-0.133929862358177,-0.0287159657616523,-0.11695021164323,-0.0360078083686447,-0.134018336770613,-0.0342271226355286,-0.128455788905909,-0.0367377397562774,-0.137834998378796,-0.0364780454603258,-0.135880103011712,-0.0404678829048404,-0.151944646393871,-0.0493634228063438,-0.172441613288601,-0.0351070723489971,-0.13173428982127,-0.0362636283319894,-0.136048738501893,-0.0392896577916732,-0.14531207277294,-0.0361186088245638,-0.135746143324162,-0.0356885725241216,-0.134601792889591,-0.0345983190054596,-0.130346153126146,-0.0348356660357304,-0.131429182724583,-0.0359540995371077,-0.136092754676165,-0.0363037236223525,-0.135917191419899,-0.0289651794856763,-0.107119316919404,-0.0365478276065538,-0.136252146133532,-0.035185234278757,-0.131902026704968,-0.0352008919278076,-0.131903306290932,-0.036820176877016,-0.137431237323688,-0.0368353084763355,-0.139256236222921,-0.0362844634841991,-0.141379511861979
"25","K->Lm","p24",0.163315334928056,0.396519540336535,0.163198583144113,0.396670582830471,0.16368643169721,0.396879893436284,0.163653826349951,0.396101878317472,0.163334051715493,0.396743220580487,0.165622072576872,0.3945020598536,0.163898016053733,0.395712547821951,0.163256302741783,0.396349191328568,0.16292795916449,0.396616051515118,0.163121130533631,0.396077937493094,0.163356040009955,0.396489573568159,0.165448192988894,0.394180593603806,0.164399319601316,0.394861782211543,0.163994665415115,0.395563700478585,0.163099934093462,0.396831883040422,0.161709091066308,0.396755595356151,0.162186389098699,0.397173445414435,0.163368942974474,0.396366809013392,0.163316226390969,0.396830399332212,0.163351777524244,0.396495299675676,0.163432518367318,0.396134708241625,0.166309625663848,0.394279658517338,0.164137880214675,0.398195707078526,0.163629153895469,0.39615000225477,0.163431885225353,0.396325916637959,0.163124060260752,0.396645967410391,0.163769592230647,0.396311774620054,0.162896259819157,0.396797621508072,0.16370842835349,0.395997600805116,0.163345113260965,0.396548024024461,0.164007921639896,0.396612574897606,0.164247890100034,0.395118219678225,0.163940890391997,0.397616987277926,0.163576505078744,0.395864986067967,0.163556691587911,0.396174542050406,0.163511024473,0.396371375252703,0.16337057715011,0.396518565968985,0.163781004902454,0.396236879202643,0.163135162686156,0.396842536747459,0.163440426141989,0.396382588518138,0.163384805520182,0.396422857160335,0.163250121000331,0.396672887857738,0.163560845248921,0.396188137551325,0.164205383486584,0.395752875584228
