"","genus","species","jack_001_Anoplogaster_c_m","jack_002_Arnoglossus_c_m","jack_003_Brevoortia_c_m","jack_004_Buglossidium_c_m","jack_005_Callionymus_c_m","jack_006_Carcharhinus_c_m","jack_007_Chaenocephalus_c_m","jack_008_Channa_c_m","jack_009_Chelon_c_m","jack_010_Chiloscyllium_c_m","jack_011_Chromis_c_m","jack_012_Engraulis_c_m","jack_013_Gadus_c_m","jack_014_Gasterosteus_c_m","jack_015_Gillichthys_c_m","jack_016_Glossogobius_c_m","jack_017_Hippocampus_c_m","jack_018_Hippoglossoides_c_m","jack_019_Limanda_c_m","jack_020_Lipophrys_c_m","jack_021_Lutjanus_c_m","jack_022_Mugil_c_m","jack_023_Notothenia_c_m","jack_024_Ophiodon_c_m","jack_025_Pleuronectes_c_m","jack_026_Pomadasys_c_m","jack_027_Pseudopleuronectes_c_m","jack_028_Scomber_c_m","jack_029_Scophthalmus_c_m","jack_030_Scyliorhinus_c_m","jack_031_Sebastolobus_c_m","jack_032_Solea_c_m","jack_033_Squalus_c_m","jack_034_Thunnus_c_m","jack_035_Torpedo_c_m","jack_036_Trematomus_c_m","jack_037_Zoarces_c_m","jack_038_Chanos_c_m","jack_039_Dorosoma_c_m","jack_040_Eleginus_c_m","jack_041_Gilchristella_c_m","jack_042_Oncorhynchus_c_m","jack_043_Salmo_c_m","full_params...trai."
"Cheilodactylus_fasciatus","Cheilodactylus","Cheilodactylus_fasciatus",19.7223138647685,19.9888751615015,20.119792427281,19.9128765735467,19.1546163283143,19.7688630490783,19.9483657823452,20.4440785840828,20.0020884454763,19.8760566927728,19.7310495193116,19.708346372793,20.0363602566441,19.7584201849032,19.673203758626,20.8338777355994,20.2572041698883,19.8918411353225,19.8682476489143,19.600212813964,19.7721677565256,20.0328070091764,19.9235637980889,19.915524136487,19.9672649785914,19.3825420978844,19.7404334508883,19.7514048559355,19.8170265458014,19.9686140799647,19.6818346318074,19.8031154622257,19.8264317743854,19.9020256278612,19.841890107208,19.9425888472528,19.8278631820794,19.7102287419402,19.976273436173,19.8499020753497,19.9390161868657,19.8474839505867,19.6511140323688,7.43590109253828
"Cheilodactylus_pixi","Cheilodactylus","Cheilodactylus_pixi",19.7204279801404,19.986659881895,20.1176727320311,19.9108613045603,19.1521623180884,19.7669718211198,19.9457316623774,20.4420166086124,20.0000666374854,19.8740109429347,19.728912434925,19.7072816533164,20.0341124611028,19.7561720187125,19.6714728717969,20.8318611257148,20.255268166435,19.8894708574085,19.8661972613083,19.5980961127937,19.7699433533537,20.0309346527355,19.9216016179444,19.9134760516182,19.9653143591578,19.3803168809367,19.7379907432448,19.7494572774881,19.8150038307646,19.9668150942145,19.6799179240924,19.8010098767529,19.8244117706728,19.8999641114357,19.8398193582524,19.9406047858707,19.8261857032253,19.7080395199602,19.9743676998273,19.8478539990309,19.936976914961,19.8455001304607,19.6489213331961,18.8336389443478
"Cheilodactylus_variegatus","Cheilodactylus","Cheilodactylus_variegatus",19.7357068638353,19.9663018143779,20.1445233594782,19.928638693117,19.248496505683,19.7764516476277,19.9351729238016,20.4788223426631,20.0096430387708,19.8932994834393,19.8291715624487,19.7501693342216,20.0925300975212,19.7325061643388,19.7501468415971,20.8663986608171,20.3040341293069,19.8819968308639,19.8867704377499,19.626084765707,19.8780665563179,20.0579602968384,19.9565568312926,19.9230259037199,19.9760992164169,19.3962207060964,19.7529018691267,19.7732672440346,19.838343866269,19.939597085274,19.7472464995322,19.8262959366243,19.8497583217699,19.9310971708953,19.8643020463058,19.9432435991288,19.867012035062,19.7126698441105,20.0028528830259,19.8725473082218,19.950590789199,19.8666705733493,19.6803611706718,18.8338604719992
"Cheilodipterus_alleni","Cheilodipterus","Cheilodipterus_alleni",21.0291119893005,21.3951268399719,21.5138990806997,21.2617935435735,21.0411064850228,21.1424229563155,21.4494441133123,21.8293274036113,21.3418101637263,21.2476931674335,21.5422646222863,20.6667024649432,21.5491601079494,21.1011347034803,20.6577585498277,22.2605175365588,21.333072954205,21.3186989405773,21.2464822891015,20.9821297175972,21.6986419632112,21.3925660344436,21.3657294042604,21.2949230801514,21.2497636637912,20.830429044228,21.1239689273616,21.1199641341351,21.1934030048031,21.1797367536341,21.1156725657715,21.226501280525,21.2337557953484,21.2859350243471,21.2495152860084,21.2426732923551,21.3588736088297,21.0579948310548,21.3231723828622,21.2342770984428,21.3018046098956,21.2456962874277,21.1609137495971,18.8368361311147
"Cheilodipterus_arabicus","Cheilodipterus","Cheilodipterus_arabicus",21.0422478154552,21.4078802365417,21.5193609263568,21.2721994837798,21.0556079866013,21.1570586774815,21.4549591609313,21.8379324213479,21.352601301564,21.258155583656,21.5559670944193,20.67738750131,21.5569695445356,21.1099069242266,20.666793169972,22.2659524984205,21.3566095301041,21.3282033332127,21.2566340940609,20.9915822205052,21.7064868504036,21.4044663876989,21.3755063294526,21.3057478345838,21.2608972506336,20.8429781010685,21.1347362654756,21.1303553438194,21.2046541248069,21.1932915326254,21.1287787648033,21.2364787161691,21.2438365789884,21.2959182658553,21.2605147642648,21.2538863999792,21.3652607972845,21.0670333248663,21.3344137994013,21.2440520988227,21.3129327470789,21.2575803070701,21.1730746865937,18.8331958888593
"Cheilodipterus_artus","Cheilodipterus","Cheilodipterus_artus",21.1441205410873,21.5077737015906,21.6144439963566,21.3727034668486,21.1647669913981,21.2575792724253,21.5680680991238,21.9382834494212,21.4542334786564,21.3600825414157,21.6650255088951,20.7533141835017,21.6666766341954,21.2176331507407,20.7551863943762,22.3773643200054,21.4845031831276,21.4300670757745,21.3582000632006,21.0901558965227,21.8118406255086,21.5036694487806,21.47557371001,21.4072216808076,21.3579369596866,20.9517174599005,21.2422457567982,21.2277403059826,21.3111016999835,21.2872966145183,21.2293067109909,21.3413410376158,21.3450493197095,21.4000900555297,21.3640384376979,21.3540448046905,21.4394445835308,21.1716752424202,21.42994484,21.3447474496981,21.4147300906527,21.3579744028026,21.2822512634883,18.8336389443478
"Cheilodipterus_intermedius","Cheilodipterus","Cheilodipterus_intermedius",21.0197132302983,21.3861869477871,21.5106347829458,21.2545993404093,21.0309089007062,21.1318494021859,21.4463867859678,21.8235690133809,21.3343168387225,21.2404693365057,21.5325415295079,20.6588314895628,21.5441155923683,21.0953349215446,20.6515029121043,22.2572252237207,21.3155362994925,21.312383564182,21.2395044246274,20.975732456151,21.6935579762454,21.3841300646713,21.3590031472743,21.2874160638445,21.2419673009179,20.8216539362853,21.1166971338021,21.1127489796942,21.185549070726,21.1699669734694,21.1063114646268,21.2196868222532,21.2268190938025,21.2790946976746,21.2418820129869,21.2348304331573,21.354669995608,21.0519576516351,21.3152694936388,21.2275938259243,21.2940551162154,21.2373268759695,21.1524276613301,18.8482992666746
"Cheilodipterus_isostigma","Cheilodipterus","Cheilodipterus_isostigma",21.0162384042437,21.3824005402521,21.5084468202179,21.2515010381035,21.0268803935158,21.1278651183807,21.4437860282065,21.8207764901963,21.3311609594655,21.2373591129716,21.5288492219354,20.6565383909749,21.5414636793271,21.0923521549315,20.6492554474387,22.2553228519056,21.3103848679735,21.309049040287,21.2364394876203,20.9727551211038,21.6909914725678,21.3808438227524,21.3560450167779,21.2841709545067,21.2387299242147,20.8179782934464,21.1129633138657,21.1096662711268,21.1823215952659,21.1661635083801,21.1029109596786,21.2166106764559,21.2238364431118,21.2760952165164,21.2386680675944,21.2315660109554,21.3523501658052,21.0489962222917,21.3120762056186,21.2246068595248,21.290811025927,21.2338852370719,21.1489319933222,18.8340819995888
"Cheilodipterus_lachneri","Cheilodipterus","Cheilodipterus_lachneri",21.0291622737723,21.3954982992358,21.515041087757,21.2622710783115,21.0414724637012,21.1423020146873,21.4510130818907,21.8300544723872,21.342248236725,21.2481896938974,21.5424582218221,20.6663501608257,21.5501360182082,21.1019987437037,20.6581565159884,22.2615770768136,21.3319507132909,21.3195801726873,21.2470189419315,20.9828034565435,21.6995933656791,21.3927488423657,21.3662356621828,21.2953793167165,21.250102001681,20.8308320277691,21.1247630809548,21.1203867561885,21.1937879812886,21.1796646042004,21.1157513716886,21.2271045656115,21.2342753468698,21.2865005114518,21.2499700242142,21.2430300796665,21.3595362895399,21.0587782188873,21.3234599622025,21.2348558204934,21.3022177672445,21.2459745980742,21.1613349809071,18.8462659321812
"Cheilodipterus_macrodon","Cheilodipterus","Cheilodipterus_macrodon",21.0146852246752,21.3961267323321,21.5128959080778,21.2522984384807,21.041830339549,21.130150012171,21.4508528934482,21.8213353083289,21.3322231304589,21.2382456406484,21.5326680693997,20.6358443498487,21.5361446618458,21.0950350829982,20.6375054020275,22.2494398113788,21.2794994503648,21.3203706855373,21.2376082059519,20.9763495478598,21.696650506401,21.3808862859998,21.3570359900645,21.2868111387543,21.2397977288688,20.82094671216,21.1175607986002,21.109870203629,21.1793140856024,21.16828489526,21.1003383625413,21.2167427780815,21.224409848241,21.2729012352906,21.2397093236565,21.232636422181,21.3727200341291,21.049967892761,21.3143471538725,21.2257173992984,21.2935658975171,21.2359880608482,21.149976303051,18.8174822414709
"Cheilodipterus_nigrotaeniatus","Cheilodipterus","Cheilodipterus_nigrotaeniatus",21.0326784831847,21.3984868444242,21.5150253086131,21.2644795814534,21.0449449796017,21.1464529933347,21.4504489985863,21.8314428830035,21.3446138121547,21.2503885649163,21.5459400480037,20.6697286593958,21.5509794332757,21.1032522058157,20.6600959032027,22.2616626672347,21.3398490907739,21.3210106537384,21.2490802069967,20.9844932985328,21.7004787496844,21.3957534155941,21.3682347526721,21.2977301166349,21.2526924407689,20.8337232858784,21.1266527864651,21.1226636261646,21.1963489961517,21.183456468216,21.1192219023662,21.2290304417118,21.2363397839967,21.2884777954875,21.2523704507173,21.2456178885398,21.3604047133099,21.0602106135129,21.3261467174954,21.2367588655373,21.3047080945088,21.2488488265816,21.1640963359008,24.4996882480727
"Cheilodipterus_novemstriatus","Cheilodipterus","Cheilodipterus_novemstriatus",20.9418431664821,21.3303718722931,21.4089078791608,21.1688010642405,20.8433822031612,21.0573942909811,21.3705050483798,21.7146651599006,21.2567398683244,21.1520480091844,21.3495868842657,20.5948486516297,21.4132828283797,21.0445016964783,20.5310028359266,22.1433875857231,21.2433306035524,21.2403596697973,21.1490083770933,20.8771103462921,21.494778326618,21.2905168726247,21.2515867493344,21.2074047104652,21.1673340635994,20.7320530775402,21.0272988959247,21.023230309137,21.0944558684593,21.1387640278464,20.9763260845558,21.1223674056984,21.1323100885742,21.180925134675,21.1471342485655,21.1662394420129,21.2262395888042,20.9764230647112,21.2203486119125,21.1330173837663,21.2099620821809,21.1466025118607,21.04794134148,24.5819497332738
"Cheilodipterus_octovittatus","Cheilodipterus","Cheilodipterus_octovittatus",21.0281832822165,21.3944555726915,21.5143130347898,21.2613702585664,21.0403027547601,21.1412618657573,21.4501591747302,21.8292144867235,21.3413304354521,21.2472792863331,21.5413963858048,20.665666091977,21.5492831288728,21.1011073813003,20.6573790966014,22.2608747844636,21.3305437468861,21.3186301417,21.2461198562904,20.9819164962254,21.6987447652151,21.391822623303,21.3653727331133,21.2944538546294,21.2491876049154,20.8297952313472,21.1237454221292,21.1195026898019,21.1928515904311,21.1786899123906,21.1147662343943,21.2261992113823,21.2333863371016,21.2856055562047,21.2490321328099,21.2421045699922,21.3588774442809,21.0578903230948,21.3225521193625,21.2339723522653,21.3012823613747,21.2450222540343,21.1603214530241,26.1551674802869
"Cheilodipterus_parazonatus","Cheilodipterus","Cheilodipterus_parazonatus",21.0381023089333,21.4038724029213,21.5176962410876,21.268938533535,21.0510478189223,21.1524305088869,21.4533001452623,21.8352533145719,21.3492166342269,21.2548777982951,21.5516501792834,20.6739947400738,21.554554769361,21.1071822311735,20.6639610717723,22.2642919557146,21.3491178698518,21.3252483300873,21.2534565082236,20.9886326815261,21.7040595831574,21.4007180058911,21.3724455257963,21.3023535063465,21.257399191824,20.8390364500609,21.1313778545429,21.1270961542685,21.2011214041639,21.1890072882003,21.1246441122384,21.233359700749,21.240680519233,21.2927954275277,21.2570651806652,21.2503642032421,21.3632786680325,21.0642202982059,21.3308790164417,21.2409957174302,21.3094403471747,21.2538421094354,21.1692565621926,18.1125617134871
"Cheilodipterus_persicus","Cheilodipterus","Cheilodipterus_persicus",21.0294279945475,21.395848135759,21.5154707383336,21.2626061855122,21.0418541958015,21.1425476956899,21.4515653017841,21.8304261513229,21.3425794819543,21.2485312887082,21.542775586962,20.6664543637458,21.5505633128948,21.1024126174008,20.6584427246975,22.2619827349697,21.3320816883528,21.3200129534725,21.2473660155056,20.9831761731127,21.7000143611999,21.3930286455479,21.3665669077917,21.2957163762107,21.2504114074918,20.831186927693,21.1251952428422,21.1207059483627,21.1941129139855,21.1799034882226,21.1160246449343,21.2274672713719,21.234616192497,21.2868525676563,21.2503100011198,21.2433462599822,21.3598471910562,21.059174227724,21.3237569812702,21.2352076590358,21.3025483690306,21.2462812771928,21.1616876477403,18.0993379748591
"Cheilodipterus_pygmaios","Cheilodipterus","Cheilodipterus_pygmaios",20.9460942657473,21.3344444506056,21.4104852510697,21.1720950155613,20.8480116711237,21.0621572980339,21.3720332738296,21.7173333525748,21.2601656575744,21.155356999322,21.353988290549,20.5983780229566,21.4156506315005,21.0472024631716,20.5338590237728,22.1449728316317,21.2511499761185,21.243295150528,21.1522097502503,20.8800606805257,21.4971561138874,21.2943437362558,21.2546711303446,21.2108381361655,21.1708875894402,20.7360498296202,21.0306564919497,21.0265296157118,21.0980386879813,21.143169591652,20.9805583505003,21.1255005694282,21.1354914529856,21.1840658924195,21.1506239217199,21.1698144698317,21.2281972469206,20.9792230816721,21.223943007015,21.1360894962808,21.2134999999061,21.1504078317584,21.0518113245463,18.1002266173449
"Cheilodipterus_quinquelineatus","Cheilodipterus","Cheilodipterus_quinquelineatus",21.0979834394156,21.4682645291679,21.5730397240049,21.3274692634876,21.1222899766981,21.212588619308,21.518977976992,21.8928981154874,21.4088366475266,21.3143291910598,21.6179086648192,20.7107160945616,21.6141278103801,21.1696588162588,20.7107132904693,22.3262037293798,21.4138553522915,21.3876363791634,21.3126715992025,21.0466901708198,21.7672214366074,21.4589812152792,21.4307975936497,21.3622505617729,21.3141456222887,20.9034056486057,21.1933040516497,21.1833743928251,21.261777529978,21.2446478702607,21.1831749374162,21.2937596195725,21.2996039551183,21.3512891450465,21.3177033549139,21.3090054724924,21.415243614888,21.1242577262166,21.3877533122283,21.2995275903062,21.3700359549857,21.3131647677651,21.233380739676,18.0991204338927
"Cheilodipterus_singapurensis","Cheilodipterus","Cheilodipterus_singapurensis",21.0177951859529,21.383714416947,21.5085012345191,21.2524952853158,21.028436552276,21.1296618852702,21.443605748895,21.8214219159977,21.3322247959217,21.2383522225983,21.5304023190063,20.6580499762268,21.541894719487,21.0929372083097,20.6501852033583,22.255448616242,21.3138510035454,21.3096933772238,21.2373726621609,20.9735305856254,21.6914501084495,21.3821748283148,21.3569476801227,21.2852199692209,21.2398798172928,20.819261408291,21.1137888339284,21.1106845173466,21.1834708517341,21.1677942159396,21.1044606375511,21.2174859132414,21.2247773590494,21.2769982545684,21.2397492609604,21.2327163012826,21.3527420308043,21.0496613555471,21.3132712515269,21.2254733833958,21.2919262948639,21.235150909849,21.1501708441731,18.1115751647936
"Cheilodipterus_subulatus","Cheilodipterus","Cheilodipterus_subulatus",21.0281832822165,21.3944555726915,21.5143130347898,21.2613702585664,21.0403027547601,21.1412618657573,21.4501591747302,21.8292144867235,21.3413304354521,21.2472792863331,21.5413963858048,20.665666091977,21.5492831288728,21.1011073813003,20.6573790966014,22.2608747844636,21.3305437468861,21.3186301417,21.2461198562904,20.9819164962254,21.6987447652151,21.391822623303,21.3653727331133,21.2944538546294,21.2491876049154,20.8297952313472,21.1237454221292,21.1195026898019,21.1928515904311,21.1786899123906,21.1147662343943,21.2261992113823,21.2333863371016,21.2856055562047,21.2490321328099,21.2421045699922,21.3588774442809,21.0578903230948,21.3225521193625,21.2339723522653,21.3012823613747,21.2450222540343,21.1603214530241,18.0969646083071
"Cheilodipterus_zonatus","Cheilodipterus","Cheilodipterus_zonatus",21.0356183942154,21.4012508562964,21.5159339163754,21.2666860062835,21.0481036410892,21.1497781277179,21.4512500623062,21.8331744708458,21.3469179056323,21.2526023742361,21.5489672732718,20.6722301226506,21.5524624591614,21.1049830547393,20.6620162180198,22.2625883129683,21.3454561176671,21.3229013418158,21.2512129345031,20.986430395997,21.7019766084154,21.3983783994197,21.3702916849719,21.3000366858938,21.2551014605413,20.836432522627,21.1288518594926,21.1248821087874,21.1987713925544,21.1865248623328,21.1221471679546,21.2311053064495,21.2384613271433,21.2905645456718,21.2547167313556,21.2480396265405,21.3616555780121,21.0620239171937,21.3285941936906,21.2387950819152,21.3070949464779,21.2514434057315,21.1667131843402,18.0881929118382
"Cheilopogon_abei","Cheilopogon","Cheilopogon_abei",24.7710735514947,25.2981134191406,25.4301124533878,25.0311464958632,25.4944315844983,25.1446171438375,25.0239741386183,25.3648084058073,25.1729709182217,25.0473815961615,25.7466201921323,23.7360786955778,25.2940694350049,24.9872004851377,23.8076647992953,25.1945316498768,25.5494734908815,24.9944566886747,25.041555904439,24.8010630402639,25.7530395582396,25.2119400638119,25.1431164089835,25.0879596891489,24.9804626270755,24.7667989219535,24.6246636614416,24.8134168067198,25.0528063941852,25.2140507431045,25.0311922431977,25.0664452737647,24.9894251908767,25.1793761587507,25.1009954239842,25.2154004954881,24.9306999812468,24.8363683706878,25.1986697550216,24.9973628436906,25.1591385657742,25.1177547328456,25.2562601708435,18.0993379748591
"Cheilopogon_agoo","Cheilopogon","Cheilopogon_agoo",24.8887212841731,25.4333673119114,25.5371736907805,25.1469346402856,25.6508747388619,25.2687198957052,25.1527742189568,25.4769255735202,25.2897860473813,25.1646899813448,25.8788338206511,23.8132072304869,25.4127409651703,25.1054625244373,23.9184767726391,25.2839642759979,25.7119236009638,25.1262355298641,25.157944351339,24.9216533576882,25.8701622391778,25.324163148401,25.2518320819164,25.2055135346824,25.0967414300533,24.8982015283075,24.7635884765919,24.9263041426295,25.169456345117,25.3294969746519,25.1552678505293,25.1840009424379,25.1045163164533,25.2957482368601,25.2211295710445,25.3321469337198,25.0145168672987,24.9559449810259,25.3131595066014,25.1128687256581,25.2777652520343,25.235271822448,25.386077718202,18.1018086898161
"Cheilopogon_altipennis","Cheilopogon","Cheilopogon_altipennis",24.8758090217891,25.4204938093665,25.5306333936662,25.1362499511283,25.6362686319532,25.2545085912609,25.1457528163587,25.4677453570013,25.278765769162,25.1539300657927,25.8651952311697,23.8031265716312,25.4040795692186,25.0959785417856,23.9092027338142,25.2775461263847,25.6900435923487,25.1160180740022,25.1474464051544,24.9116942017268,25.8614789207006,25.3123186352678,25.2417315584444,25.194441269591,25.0854896376956,24.885485001273,24.7522194734953,24.9156936741144,25.1580384973932,25.3162951249888,25.1423436245127,25.1736032752383,25.0941066550545,25.2853825345934,25.2098861083341,25.32079413108,25.0075691824742,24.9462830297019,25.3018481838349,25.1026960756922,25.2664375218698,25.2233435818306,25.3737271174848,18.1219348213398
"Cheilopogon_arcticeps","Cheilopogon","Cheilopogon_arcticeps",24.8752660759309,25.4192044398264,25.5277590046354,25.1347851395363,25.6349469798828,25.2543257148758,25.1418609103793,25.4657482828731,25.2773816305799,25.1524186012195,25.8643044890022,23.8036090451802,25.401520304129,25.0936511943702,23.9079764206924,25.2748634450627,25.6919393892223,25.1136259478763,25.145850247637,24.9097978224818,25.8589817492983,25.3115038514109,25.2402198717743,25.1930131771516,25.084330266929,24.8841319658287,24.749994834604,24.9143580688576,25.1567660858822,25.3160309446149,25.1417388913718,25.171855661383,25.0925528295421,25.283724797801,25.2084566254379,25.3195902085172,25.0057983127226,24.9441382834338,25.300808157549,25.1010125436725,25.2651028471416,25.2223036685873,25.3723414110203,24.6400391748544
"Cheilopogon_atrisignis","Cheilopogon","Cheilopogon_atrisignis",24.5198819969351,25.045049906762,25.185697637475,24.7853727966955,25.1719076152356,24.8734471303788,24.7883435061378,25.1331630196137,24.923574778229,24.7978615069007,25.4191653760647,23.4877360317919,25.0347846625312,24.7434008143513,23.6465937891606,24.9700641249464,25.2955287261177,24.7625068657968,24.7928181302466,24.5585455215044,25.4213122562288,24.9558304494232,24.8818040527543,24.835266350084,24.7421559061844,24.5072301496546,24.4166249078008,24.5587778970953,24.7977324175805,24.9562633320697,24.760436833296,24.8117451389194,24.7313933665488,24.9246573592105,24.8449614703632,24.9650633581801,24.6704170832086,24.59893786676,24.9483949069599,24.7493600566177,24.910936306768,24.858790530751,24.9764859027445,24.6296534678656
"Cheilopogon_californicus","Cheilopogon","Cheilopogon_californicus",24.8748443839235,25.4194145525795,25.5297362154566,25.1352921217117,25.6350662490454,25.2535120625443,25.1446630629722,25.4668063285915,25.2777977714952,25.1529597801834,25.8641263931271,23.8025158054091,25.4030874736433,25.0949669733616,23.9083784114435,25.2766874823469,25.6888516410645,25.1149463749223,25.146480648232,24.9107179589007,25.8604950685334,25.3113839801203,25.2408061069752,25.1934628246625,25.0845411989457,24.8844063909344,24.7510957673915,24.9147611862089,25.1570609819067,25.3153545800002,25.1413683938303,25.1726205404393,25.0931535512656,25.2844161102514,25.208895776088,25.3198318148833,25.0068176762924,24.9452880089231,25.300914428827,25.1017387345675,25.2654563656853,25.2223678440246,25.3726683082103,24.5665739252307
"Cheilopogon_cyanopterus","Cheilopogon","Cheilopogon_cyanopterus",24.6069665970182,25.1332338321145,25.2543948090333,24.8666399078947,25.2595060473725,24.957835127472,24.8736579263212,25.2130306050759,25.006655466252,24.8800645180858,25.5022428830157,23.5367484835148,25.1123021727806,24.829467367949,23.7188129903919,25.0594729560325,25.4041315210442,24.8465729085751,24.8743496517897,24.6363566590475,25.4915084513667,25.0377875708998,24.9604164893295,24.9178007112149,24.8221007096357,24.5967394407716,24.5046214385891,24.6346041255225,24.8835315000895,25.0340673116543,24.8399697446446,24.8943722211848,24.8109058260616,25.0045416937435,24.928608312244,25.0468413426165,24.7320813617789,24.6817854558727,25.0268602058834,24.8292740705945,24.9959000935824,24.9409457271945,25.0626456060776,21.6189788932363
"Cheilopogon_doederleinii","Cheilopogon","Cheilopogon_doederleinii",24.8838754570896,25.427945321055,25.5326675103657,25.1421231679072,25.6448349351982,25.2637140536017,25.1472997378457,25.4722086133594,25.2849234303015,25.1598159567343,25.8734654091766,23.8101400430208,25.4077579205767,25.1003806882691,23.9143362856471,25.2796506896814,25.7059346482317,25.1208516609641,25.1530930909741,24.9167493988132,25.8652208274758,25.3194680515228,25.2471836233468,25.2005984353603,25.0919770336406,24.8927831815145,24.757942462412,24.9216201448034,25.1645459346962,25.3247721990383,25.1503695265588,25.1790644557972,25.0997287276019,25.2908935876389,25.2161548605339,25.3273128300841,25.0107424807392,24.9509465464925,25.3084690556096,25.108059792263,25.2728364897945,25.230370373875,25.3807586511819,21.6172102399363
"Cheilopogon_dorsomacula","Cheilopogon","Cheilopogon_dorsomacula",25.2970712439217,25.8527657851641,25.8997807464501,25.542894703228,26.1039466535204,25.6828769882526,25.5813108975934,25.8657558722525,25.6920322856921,25.5658303797057,26.3200248751982,24.0876550750434,25.818472107081,25.5255982957931,24.2334822367201,25.7004712310543,26.1860008759978,25.5358988516034,25.5573288454281,25.3079335073368,26.2808104180054,25.7221612095479,25.6475227798119,25.610213351904,25.4826890024482,25.3325003732299,25.1842754596095,25.3100469105685,25.5850528300533,25.7177198552937,25.5509564524448,25.5930956274227,25.501101355679,25.6957819559196,25.6297961928439,25.7306413254156,25.3438521870912,25.3604102437176,25.6967547692984,25.5072834763123,25.6846024683954,25.6398663813832,25.8172035021506,21.6268433831317
"Cheilopogon_exsiliens","Cheilopogon","Cheilopogon_exsiliens",25.092346532476,25.6456803389746,25.7125439220052,25.3418904647724,25.8779771333613,25.4767053416824,25.3586256125372,25.6667467712751,25.4886968411828,25.3621758559637,26.0995380580532,23.940976959247,25.6045813421221,25.3119294985486,24.0610473346843,25.4895381573257,25.9313820343124,25.3281823010619,25.3545191290222,25.1100241966125,26.0728011200686,25.5228479130527,25.4483837642294,25.406310292067,25.2869546603386,25.1129018087749,24.9659316977602,25.1148404264013,25.3737897713183,25.5243373193639,25.3488314671539,25.3845996709012,25.2995059693479,25.4895708873404,25.4226327446605,25.5293020282126,25.1908067488585,25.1525179500643,25.5038171421646,25.3064312328143,25.4800968793008,25.4369914768536,25.5982841381469,25.3224264851554
"Cheilopogon_furcatus","Cheilopogon","Cheilopogon_furcatus",24.6438788519036,25.1858620588845,25.3232119027193,24.9101179025545,25.3902375195108,25.0183875685941,24.899931097877,25.2445419837552,25.049156842527,24.9250774772643,25.6162575549367,23.6494983616862,25.1718697260818,24.8524946026463,23.7440187435118,25.0286605298322,25.4384803572412,24.8841821707607,24.9191637456682,24.6940828107939,25.626649348145,25.0836804723386,25.012282579285,24.962293110899,24.8661970843204,24.6386821953003,24.5140864111198,24.6960667958153,24.9191545980922,25.0926433660385,24.9229151099719,24.938666271332,24.8678373470519,25.0565986380743,24.9772478329969,25.0930383804081,24.8117934372628,24.7149912647698,25.0841728665394,24.8774235220562,25.0344347778,24.9908917920966,25.1297837860361,25.201267949343
"Cheilopogon_heterurus","Cheilopogon","Cheilopogon_heterurus",24.9022331739234,25.4484852975287,25.5497396011009,25.1603509575081,25.6677164728581,25.2826783051708,25.168038865422,25.4900784538294,25.3033448932349,25.1782807504575,25.8938041232003,23.8217609080591,25.426636479733,25.1196321748996,23.930022506156,25.2959916826886,25.7286213254963,25.1412474198997,25.171471664299,24.9353275938814,25.8839419826137,25.3372549178876,25.2647943603198,25.2192187240829,25.1100263414153,24.913309921748,24.7793301148096,24.9393652478304,25.1831484837328,25.3426714559493,25.1689271582718,25.1977659952691,25.1178662347752,25.3092849564683,25.2350011222332,25.3456262630721,25.0250422504699,24.9698824407825,25.3262384933725,25.1262780797274,25.2915084858898,25.248939025073,25.4009089796453,25.3081609439659
"Cheilopogon_hubbsi","Cheilopogon","Cheilopogon_hubbsi",24.8757474886533,25.4202676264229,25.5300293425489,25.1359752237739,25.636043112987,25.2545322583054,25.1449267286253,25.467346554839,25.2785103346718,25.1536453952415,25.8650602913004,23.8032782279707,25.4035545160467,25.0955083421747,23.908974196843,25.2769838021655,25.6905599367432,25.1155369008504,25.1471418899238,24.9113211001153,25.8609676424231,25.3121923843894,25.2414438561772,25.1941763831359,25.0852847798346,24.8852440667208,24.7517804330524,24.9154470798466,25.1578094743774,25.3162963383716,25.1422685038796,25.1732649293196,25.0938110666786,25.2850638553326,25.2096216817855,25.3205799131809,25.0072101550067,24.9458538601304,25.30166988865,25.1023708378838,25.2661943751402,25.2231680940603,25.3734773392816,25.3065094464363
"Cheilopogon_intermedius","Cheilopogon","Cheilopogon_intermedius",24.8636261817147,25.4081217203247,25.523677866531,25.1258622796758,25.6222740854849,25.2412252913235,25.1380422835516,25.4585973889271,25.2680900816552,25.1434582890148,25.8522313320969,23.7938889768566,25.3952448127733,25.0864481254882,23.9002001122495,25.270762144454,25.6702496690112,25.1057853712081,25.1371929065661,24.9018515899845,25.8526424985831,25.3010476172931,25.2318734863921,25.1837039208111,25.0746663044971,24.8732398128262,24.7409654710806,24.9054140883383,25.1470264753064,25.3039269033684,25.1301310068427,25.1633973969928,25.0839481067432,25.2752335425461,25.1989889884412,25.3098633372226,25.0005675762104,24.9366420792495,25.2910054717756,25.0927189896056,25.2554905891043,25.2119266667568,25.3618126764509,25.2929276356171
