"","genus","species","jack_001_Anoplogaster_c_m","jack_002_Arnoglossus_c_m","jack_003_Brevoortia_c_m","jack_004_Buglossidium_c_m","jack_005_Callionymus_c_m","jack_006_Carcharhinus_c_m","jack_007_Chaenocephalus_c_m","jack_008_Channa_c_m","jack_009_Chelon_c_m","jack_010_Chiloscyllium_c_m","jack_011_Chromis_c_m","jack_012_Engraulis_c_m","jack_013_Gadus_c_m","jack_014_Gasterosteus_c_m","jack_015_Gillichthys_c_m","jack_016_Glossogobius_c_m","jack_017_Hippocampus_c_m","jack_018_Hippoglossoides_c_m","jack_019_Limanda_c_m","jack_020_Lipophrys_c_m","jack_021_Lutjanus_c_m","jack_022_Mugil_c_m","jack_023_Notothenia_c_m","jack_024_Ophiodon_c_m","jack_025_Pleuronectes_c_m","jack_026_Pomadasys_c_m","jack_027_Pseudopleuronectes_c_m","jack_028_Scomber_c_m","jack_029_Scophthalmus_c_m","jack_030_Scyliorhinus_c_m","jack_031_Sebastolobus_c_m","jack_032_Solea_c_m","jack_033_Squalus_c_m","jack_034_Thunnus_c_m","jack_035_Torpedo_c_m","jack_036_Trematomus_c_m","jack_037_Zoarces_c_m","jack_038_Chanos_c_m","jack_039_Dorosoma_c_m","jack_040_Eleginus_c_m","jack_041_Gilchristella_c_m","jack_042_Oncorhynchus_c_m","jack_043_Salmo_c_m","full_params...trai."
"Hemiramphus_brasiliensis","Hemiramphus","Hemiramphus_brasiliensis",24.6446269141544,25.3715465948472,25.1401866268989,24.9094538316154,25.4598753659477,24.9442666458976,25.3096983443614,25.3738822970369,25.0221741127487,24.9285151999517,25.5471086978046,23.1241876907869,25.209165668081,24.8922784323793,23.7945948923132,25.3465765243778,25.3659576724447,25.2074922560545,24.921411967208,24.7138836009809,25.4481865078216,24.9992134680035,24.9482843019568,24.9863388137016,24.8667329066591,24.7635258622215,25.0129048441776,24.6622481260159,24.8849267201304,24.8499826781317,24.8124714081387,24.9467209662469,24.8482671262423,24.9723963106209,24.9858776012485,24.972715220396,24.6565150179675,24.7870415436744,24.9758048576994,24.8821611905334,25.0375259564348,24.9625635108285,25.097109420481,22.1766412877736
"Hemiramphus_convexus","Hemiramphus","Hemiramphus_convexus",25.0537664269083,25.7944104025134,25.567698840602,25.3215029546991,25.9061877163364,25.3848849605928,25.6896030717686,25.75434483741,25.4451049352632,25.3426706396234,25.9740264631819,23.426806886771,25.59706953811,25.3325173954165,24.1161185555294,25.6657656634138,25.8275288399495,25.6006864237945,25.3351235072427,25.1243966890017,25.8349069800603,25.4209547342524,25.3577652518304,25.4003429901214,25.2749366631685,25.1902122605479,25.3927339213424,25.0538245075913,25.3114229225092,25.3089426473228,25.2224490235778,25.365069489864,25.2478007801883,25.3943569011286,25.4037634978699,25.4211670589052,25.0418228631604,25.203046372702,25.3979451273625,25.2888842623862,25.4653465467928,25.3863632359978,25.5359267526171,22.1187154345705
"Hemiramphus_depauperatus","Hemiramphus","Hemiramphus_depauperatus",25.0144817812886,25.7527673664045,25.5455429940413,25.2867800445636,25.8714747242178,25.3408583919606,25.6616251145084,25.7232117762125,25.4101189862406,25.3082565921325,25.9397253306759,23.4003838709687,25.5701228752906,25.2992830813873,24.0902406164442,25.6432088031159,25.7680631854252,25.5634985179026,25.3011989345341,25.0922249144423,25.8141773444925,25.3847546402926,25.3259113662939,25.3644776615913,25.2379065544841,25.1514183690551,25.350733365443,25.0197113834243,25.2756693564791,25.2662871040578,25.1876159495422,25.3314622036688,25.2153476624138,25.3618249230907,25.3687848889265,25.385022892216,25.0171795851121,25.1696404062291,25.3627547454526,25.2558626333314,25.4295250231561,25.3484628027567,25.499993478693,22.1733386819279
"Hemiramphus_far","Hemiramphus","Hemiramphus_far",24.6188369240542,25.3282773527069,25.1352954357879,24.88939868998,25.4024003226407,24.9126128610733,25.2940494358206,25.3596423905617,25.0023232021469,24.9084396468738,25.5271849118947,23.1129372264108,25.1950170075292,24.8822469046393,23.7258168273104,25.3885861517915,25.2414020853521,25.1699989025882,24.903130599658,24.6838831203149,25.4614219336384,24.9847117382506,24.9465785088485,24.968381612155,24.8383580351219,24.7297934768418,24.95555474865,24.6448614220518,24.8690614392372,24.822556990631,24.7727384729488,24.9317310921276,24.833410533238,24.9536582489252,24.9638612863872,24.9503176879085,24.6927782471718,24.7653552056977,24.9520324101708,24.864346479553,25.0160498566381,24.9430296042666,25.068233127061,21.904911874882
"Hemiramphus_lutkei","Hemiramphus","Hemiramphus_lutkei",24.7548454471142,25.4648790897058,25.2310141216384,25.0112144298593,25.5669684144377,25.0522950837195,25.4034658329239,25.4723310586691,25.126334540894,25.0318453148621,25.6723298257677,23.2283885390591,25.3153401303525,24.9958859179101,23.8641917619424,25.4734640035066,25.4867202314323,25.2924992748056,25.0241541324802,24.8060908768989,25.5721041877652,25.1079268025206,25.0579286537309,25.0902097891544,24.9632321076062,24.8690843585469,25.0925560415778,24.7640600168314,24.9966232326938,24.9495984456507,24.9186323645094,25.0529845365797,24.9541602818784,25.0776043782465,25.0914888606738,25.0747713447471,24.75350923046,24.8850566649037,25.0754601629714,24.9836155775466,25.1411849242466,25.0681550528623,25.2084584724225,22.170883319727
"Hemiramphus_marginatus","Hemiramphus","Hemiramphus_marginatus",25.0226699425123,25.7617171005206,25.5524220896182,25.2946232392328,25.8814761026137,25.3494292767128,25.6698693903879,25.7307301531547,25.4180741527036,25.3161933326663,25.9487071543332,23.405825873992,25.5779277066916,25.3073244026669,24.0970042360769,25.6498298857944,25.7789667579779,25.572044075441,25.309070202093,25.1000930767799,25.8219332756936,25.3925956253572,25.3334596461924,25.3725112306326,25.2457624928334,25.1603421671981,25.3597781634971,25.0273771467762,25.2837415718876,25.2743433436024,25.1958728452515,25.3394337157335,25.2231251174554,25.3696823869154,25.3769203094325,25.3929801044885,25.0231408190023,25.1775961038302,25.3705179819239,25.2636347650155,25.4376083401667,25.3565906098827,25.5087346647099,22.5677468806689
"Hemiramphus_robustus","Hemiramphus","Hemiramphus_robustus",25.0340876414907,25.7746500941749,25.5635899586908,25.3061747012678,25.8958589013695,25.3611387464963,25.6835236717184,25.7421835321281,25.4297265119166,25.3279013464287,25.9614244372254,23.4128614399471,25.5901313854228,25.3197054310935,24.1069358331017,25.6604969939217,25.7924861863693,25.5851425871608,25.3207447985341,25.1119603835882,25.8340244232031,25.4037264616926,25.3446423629668,25.3842954584657,25.2571336391034,25.1732820077247,25.3734493242803,25.0386009337887,25.2954794454187,25.2854183873785,25.2074293915608,25.3513420183872,25.2346405357942,25.3813793272019,25.3888441333808,25.404526131973,25.0323469123065,25.1897402304682,25.3816903336088,25.2752306637542,25.4494038237574,25.3682542030358,25.5214509145972,22.1743190671167
"Hemiramphus_saltator","Hemiramphus","Hemiramphus_saltator",25.0122980049961,25.7533895284174,25.5541658975822,25.2887688706481,25.8717062154758,25.336967013103,25.6737519473971,25.7276424549028,25.4117113309635,25.3103937718117,25.9386102097324,23.3952629760085,25.5768059597108,25.304891511,24.0917574139163,25.6509645629135,25.7539735597083,25.5690678101242,25.3037377421804,25.096072404231,25.8205790914778,25.3839726970678,25.3282608510104,25.3661987021543,25.238577216767,25.1523329608082,25.3553499255718,25.0212147638587,25.276714762453,25.2630852898238,25.1856993392443,25.334597686912,25.2177231782081,25.3646434822351,25.3704626697802,25.3858900645543,25.0215212349906,25.1744917169438,25.3629886729456,25.2588230484946,25.4308471197855,25.3484858559543,25.5011628481566,22.1720353528222
"Hemiscyllium_freycineti","Hemiscyllium","Hemiscyllium_freycineti",18.3592538725995,18.3623589118768,18.4261202153998,18.3820151757715,18.6091924892482,17.9617944395709,18.3567544325762,18.4261544783949,18.3805619662735,18.4038520397275,18.6060468810501,18.3063663310898,18.4714756689564,18.3217525300385,18.3395014299128,18.3910337401263,18.4349771287423,18.3575107755926,18.3901634712228,18.3905207974598,18.623309872911,18.4091099818409,18.4230077594887,18.3796984217547,18.3630321770767,18.3791661978088,18.3580258088275,18.3823797644916,18.3927111841047,19.2036569715542,18.4712844173927,18.4022930399658,17.9376341647054,18.4130054068324,18.4110955459143,18.3715857837052,18.4305354528492,18.3505589487366,18.409581183615,18.3934210194327,18.3875062774122,18.4008438769709,18.4416389243324,22.1861411888028
"Hemiscyllium_galei","Hemiscyllium","Hemiscyllium_galei",18.3598041164654,18.3628166295567,18.4260829640289,18.3823472678643,18.6097255724152,17.96244849449,18.3566205241829,18.42635095777,18.3809196500035,18.4041820703914,18.6065874897362,18.3069074779328,18.4715794045014,18.3219229833011,18.3397945799053,18.3910180835116,18.4362482316044,18.3577091719239,18.3904707033464,18.3907654385924,18.6234218067984,18.4095753029054,18.4233062113398,18.3800535641774,18.3634282764435,18.3796077306018,18.3582980780042,18.3827246758738,18.3931011547683,19.2042523440851,18.4718260194523,18.4025770536764,17.93794297264,18.4132985064366,18.4114583967505,18.3719798706572,18.430651860284,18.3507601923483,18.4099935012369,18.3937023377634,18.3878840689965,18.4012860213504,18.4420591974632,22.1696410667692
"Hemiscyllium_hallstromi","Hemiscyllium","Hemiscyllium_hallstromi",18.36071414107,18.3640453424309,18.4276611967635,18.3835365199113,18.6110633976526,17.9632743759035,18.3586560188193,18.4276890089414,18.3820921040872,18.4053952934881,18.60768773702,18.3072266414079,18.4731314903586,18.3234193428466,18.3408082129288,18.3925021266035,18.4365845195035,18.3592707858144,18.3917066021633,18.392102632863,18.6249488428577,18.4105474030805,18.4244851085118,18.3812472237669,18.3645161952694,18.3808568606222,18.359849849812,18.3838536719161,18.394246770018,19.2050610464922,18.4727654848347,18.4038728332529,17.939155229427,18.4145543696996,18.4126620130427,18.3730940576816,18.4317770310564,18.3521872958742,18.4110347089337,18.3949584491828,18.3890521171718,18.4023590307513,18.4433029298893,22.1733223221512
"Hemiscyllium_halmahera","Hemiscyllium","Hemiscyllium_halmahera",18.6585618483907,18.6924235810485,18.7893175568093,18.7001192908562,18.9644597299388,18.2934459327405,18.6538671869122,18.7171977449766,18.7078803494499,18.7230351820526,18.9181548822333,18.5077497514754,18.7679763432125,18.6701239543118,18.5999790992275,18.5868679293276,18.7603950242713,18.6697600887392,18.7101528431637,18.7211562707241,18.9063696154132,18.7293222610461,18.7335102352621,18.6958982005595,18.6795931345815,18.7036459248153,18.657170213302,18.6778773696928,18.7150945592989,19.5668740931568,18.7839075719856,18.7241703055653,18.2389147098836,18.7413148618475,18.7316073716545,18.7289511003103,18.7367144023292,18.6785070654843,18.7412655942315,18.7080025151771,18.72017502302,18.7246006035464,18.778553901278,22.2636010507866
"Hemiscyllium_henryi","Hemiscyllium","Hemiscyllium_henryi",18.36071414107,18.3640453424309,18.4276611967635,18.3835365199113,18.6110633976526,17.9632743759035,18.3586560188193,18.4276890089414,18.3820921040872,18.4053952934881,18.60768773702,18.3072266414079,18.4731314903586,18.3234193428466,18.3408082129288,18.3925021266035,18.4365845195035,18.3592707858144,18.3917066021633,18.392102632863,18.6249488428577,18.4105474030805,18.4244851085118,18.3812472237669,18.3645161952694,18.3808568606222,18.359849849812,18.3838536719161,18.394246770018,19.2050610464922,18.4727654848347,18.4038728332529,17.939155229427,18.4145543696996,18.4126620130427,18.3730940576816,18.4317770310564,18.3521872958742,18.4110347089337,18.3949584491828,18.3890521171718,18.4023590307513,18.4433029298893,22.172805577341
"Hemiscyllium_michaeli","Hemiscyllium","Hemiscyllium_michaeli",18.3604156248292,18.3637639954891,18.4275665628039,18.3833115341378,18.6107422421269,17.9629374533645,18.3585706211091,18.4275114688228,18.3818573753377,18.4051695083774,18.6073799993715,18.3069733680322,18.4729785292094,18.32324182805,18.3406121387604,18.3924048875951,18.4360186058479,18.3590767784781,18.3914889571321,18.3919046025496,18.6247941320295,18.4102807750045,18.424275197132,18.3810120944806,18.3642709948013,18.3805809859164,18.3596250236297,18.3836274329227,18.3940001436912,19.2047503682419,18.4724685848809,18.403660901683,17.9389385658492,18.4143413574175,18.4124228960596,18.3728478763444,18.4316485564895,18.3520014893922,18.4107858564632,18.3947504454759,18.3888091176849,18.4020952257026,18.4430365061496,22.3496487071803
"Hemiscyllium_ocellatum","Hemiscyllium","Hemiscyllium_ocellatum",18.3628466482042,18.3663260394744,18.4292782384968,18.3855110519803,18.6136193278844,17.9655343180361,18.3605615269827,18.4295387196295,18.384102320406,18.4073912452167,18.610004196893,18.3087052307722,18.4750163653252,18.3253845821736,18.3425122863925,18.3940635321945,18.4396139233443,18.3613647407834,18.3936790571731,18.3940525229835,18.6268240546899,18.4125683192808,18.4263778453696,18.3832748845481,18.366516241879,18.383125404222,18.3620883969014,18.3857903657906,18.3962959166384,19.2071794095709,18.4749113263091,18.405860857644,17.9411055862348,18.4165186142248,18.414716524984,18.3751180815532,18.4332299309057,18.3541427049978,18.4130185874875,18.3968982191406,18.391099804327,18.4044396845385,18.4455211312846,22.1759795618521
"Hemiscyllium_strahani","Hemiscyllium","Hemiscyllium_strahani",18.36071414107,18.3640453424309,18.4276611967635,18.3835365199113,18.6110633976526,17.9632743759035,18.3586560188193,18.4276890089414,18.3820921040872,18.4053952934881,18.60768773702,18.3072266414079,18.4731314903586,18.3234193428466,18.3408082129288,18.3925021266035,18.4365845195035,18.3592707858144,18.3917066021633,18.392102632863,18.6249488428577,18.4105474030805,18.4244851085118,18.3812472237669,18.3645161952694,18.3808568606222,18.359849849812,18.3838536719161,18.394246770018,19.2050610464922,18.4727654848347,18.4038728332529,17.939155229427,18.4145543696996,18.4126620130427,18.3730940576816,18.4317770310564,18.3521872958742,18.4110347089337,18.3949584491828,18.3890521171718,18.4023590307513,18.4433029298893,22.4848605182132
"Hemiscyllium_trispeculare","Hemiscyllium","Hemiscyllium_trispeculare",18.358732330642,18.3620912279469,18.4267330917075,18.3819258305888,18.608847872967,17.9610843782066,18.3576763147477,18.4263250785812,18.3804275417098,18.4037742918713,18.6056070590118,18.3056505771721,18.4718635743978,18.3220187350871,18.3394098136865,18.391580432787,18.4331503487345,18.3577571967678,18.390128600075,18.3906173916032,18.6236764170097,18.4087402626729,18.4229662386942,18.379575355686,18.3628091885151,18.3789304552822,18.3581557279297,18.3822495750761,18.3925178942305,19.2030306712932,18.4707864441962,18.4023147894173,17.9375885539099,18.4129991967864,18.4109641859813,18.3713751230066,18.4307536002432,18.350753629717,18.4093169168679,18.3934329245178,18.3873395280951,18.4005451670002,18.4414338286418,22.1715880723059
"Hemitripterus_americanus","Hemitripterus","Hemitripterus_americanus",20.1465818346406,20.2216817134844,20.2652472280013,20.2137919218635,19.6453709054772,20.1634385594836,21.2051810172216,20.3417494421297,20.2466688663128,20.1966442728706,19.9493060162667,20.2137604960899,20.2143260525169,19.6939240655832,19.9007025165722,20.6161103556025,20.0324110265255,20.2223747740298,20.1966284853224,20.0682848792261,20.049358629007,20.2276065182461,20.5318116196094,20.5473336430704,20.2311990721295,20.0350111378411,20.1193081275677,20.1853911167447,20.1881065872368,20.323004784254,19.0625533821863,20.1828983960864,20.1904265221256,20.2003204515009,20.1659678956829,20.6826220521548,19.163378457924,20.191876050014,20.1814276154811,20.1878395150181,20.2030047357022,20.1890683495322,20.0757600371933,22.0788806888548
"Hemitripterus_bolini","Hemitripterus","Hemitripterus_bolini",20.8009343926634,20.9257798221928,20.8393275054276,20.8402666234541,20.504539540051,20.8486240721974,21.8544903430463,20.9388046765896,20.8838365205675,20.8333742949998,20.7228423254848,20.7071757707861,20.8577517214392,20.3245969296934,20.4441475170148,21.1498500141464,20.893827155412,20.8815525132175,20.8277984909285,20.702566659297,20.7473960070172,20.8579356290977,21.1471800503512,21.1876260226329,20.8518634511146,20.7395820934836,20.7864600554164,20.8054353453036,20.8338506170494,20.9555184195109,19.756288303062,20.8232063678839,20.8256472956121,20.8356279494726,20.8211935358377,21.3171154810237,19.6684848605096,20.8190538892329,20.8081301449675,20.8131489439749,20.8471728975427,20.8358514441558,20.7912650791923,22.084462888411
"Hemitripterus_villosus","Hemitripterus","Hemitripterus_villosus",20.5169019759301,20.6389662487942,20.6043676078777,20.5757467778409,20.098683970477,20.5458949562517,21.6080032699386,20.6957859879325,20.6159089927427,20.563782334659,20.3633060667465,20.4122773697687,20.5660394972218,20.0811311747914,20.1577552715637,20.9842144672251,20.3861557468344,20.6199937713491,20.5626396778544,20.427297328277,20.4389408926375,20.5910965559303,20.8946434811451,20.921884827254,20.5842568027096,20.4367651486567,20.5055916607459,20.5338357048018,20.5588438404202,20.6796307944121,19.417850823958,20.5544673518587,20.5529427793593,20.5545767728864,20.5406948828498,21.0476194611863,19.5188245875509,20.5600517911082,20.5369678399387,20.5488807300521,20.5811210585978,20.5621990709577,20.4709515834145,22.1770867425326
"Hemitrygon_akajei","Hemitrygon","Hemitrygon_akajei",17.1324697513595,17.1813476688098,17.1640003654957,17.1502907164763,16.8413518216461,15.9989594131701,17.2013375832662,17.2272755371023,17.1714929676069,17.1455911423564,16.948814066062,17.1658550253698,17.1289829284881,17.1797501230725,17.1412250289447,17.3739140767479,17.1688892381734,17.1742746265827,17.1388634438281,17.0810729117625,17.0064805919558,17.1517385304966,17.1260650119585,17.1550396518489,17.1667514825377,17.0476777571302,17.1372267984207,17.1194234714312,17.1291299762239,19.4326924413083,17.0350771708028,17.1195782195572,15.9472452395658,17.1283038709255,17.1392831407845,17.1526419588242,17.0892364544298,17.1418595550814,17.1372826473644,17.1331686035573,17.1531883432812,17.1177283996316,17.0625699788637,22.1750441715839
"Hemitrygon_bennettii","Hemitrygon","Hemitrygon_bennettii",17.2198849181855,17.2776827252348,17.2737167210948,17.2445971519645,16.9890529781052,16.103641160207,17.3034003093534,17.316502169439,17.2655630298533,17.2417326906982,17.0943286609247,17.2747819136938,17.2419072625667,17.2705506916235,17.1984394957436,17.4447694742576,17.2439589962023,17.2663960907471,17.2351492969437,17.1819391982296,17.1594420459615,17.2462107151693,17.2292361091773,17.251965127912,17.257296445086,17.1480500746272,17.2153690446854,17.2227974837475,17.2228519030842,19.5301156177014,17.147360600306,17.2190977187187,16.0508546233439,17.2302187519618,17.2384770392215,17.2485517046582,17.2005281096659,17.2337100987008,17.2338637191167,17.2310278127731,17.2448742269207,17.2168752664025,17.1757252854551,22.1713531547873
"Hemitrygon_fluviorum","Hemitrygon","Hemitrygon_fluviorum",17.3361997619053,17.3711894984472,17.3835126341991,17.3580595727029,17.2117459602141,16.221980623776,17.3887921331574,17.445101807721,17.3727093943079,17.3578054128475,17.3104636296823,17.3713922083324,17.3878126952793,17.3447885561834,17.3396676469224,17.5665761262797,17.3930921376845,17.3631812758295,17.3520107180341,17.3036598813078,17.368856274717,17.3727025186673,17.36076284132,17.3614846737611,17.3630770558397,17.272319940026,17.3331293686682,17.3399269280191,17.3443370835272,19.6040582996654,17.3122458525639,17.3416029542835,16.1712820167792,17.3535375527635,17.3623961688637,17.3487331577675,17.3396881667384,17.3322448236782,17.3589564938375,17.350346256387,17.3592647665721,17.3403715430838,17.312680335452,22.1753152533508
"Hemitrygon_izuensis","Hemitrygon","Hemitrygon_izuensis",17.25755446625,17.3157284630519,17.2944892808615,17.2764358901118,17.0319999044915,16.1447853553714,17.3263111829286,17.344350494068,17.298319605334,17.2738188200143,17.1342253377662,17.3036520404368,17.2686229685736,17.2995058839968,17.2259833664998,17.4651187505669,17.3058991732596,17.2975200368909,17.2665326694346,17.2119489872671,17.1861271456904,17.2809539092918,17.2594095139384,17.2849014822851,17.2905741669529,17.1856380320192,17.2496798852061,17.2543496106299,17.2566721243302,19.5684039091764,17.1850515336324,17.2502863830959,16.0819615462181,17.2612480370789,17.2719003248969,17.282129685491,17.2217492293023,17.2630533394938,17.2672026856698,17.2615302426355,17.27847040488,17.2520084329105,17.2122963198014,21.9543337878019
"Hemitrygon_laevigata","Hemitrygon","Hemitrygon_laevigata",17.2493241430732,17.3065198576195,17.2868357776604,17.2682639173005,17.0217426206857,16.1362834661633,17.3170129549197,17.3363389789862,17.2900607849033,17.265540600079,17.1251078132055,17.2984414840805,17.260159302748,17.2908748721893,17.2189514162944,17.4577924376715,17.2957280766666,17.2883759304623,17.2582931271421,17.2036201048348,17.1777345352444,17.2729797269998,17.2515142711968,17.2765535169584,17.2824821740393,17.176435785955,17.2400912782231,17.2463939136148,17.2483322068089,19.5603794533202,17.1767320850488,17.241902099432,16.0738300207669,17.2530028775391,17.2634511251894,17.2739194809359,17.2153385613383,17.2545638505258,17.2592364560906,17.25336255652,17.2700994025604,17.2436837734793,17.2032626499668,22.0663249058168
"Hemitrygon_longicauda","Hemitrygon","Hemitrygon_longicauda",17.2493241430732,17.3065198576195,17.2868357776604,17.2682639173005,17.0217426206857,16.1362834661633,17.3170129549197,17.3363389789862,17.2900607849033,17.265540600079,17.1251078132055,17.2984414840805,17.260159302748,17.2908748721893,17.2189514162944,17.4577924376715,17.2957280766666,17.2883759304623,17.2582931271421,17.2036201048348,17.1777345352444,17.2729797269998,17.2515142711968,17.2765535169584,17.2824821740393,17.176435785955,17.2400912782231,17.2463939136148,17.2483322068089,19.5603794533202,17.1767320850488,17.241902099432,16.0738300207669,17.2530028775391,17.2634511251894,17.2739194809359,17.2153385613383,17.2545638505258,17.2592364560906,17.25336255652,17.2700994025604,17.2436837734793,17.2032626499668,22.1717371658185
"Hemitrygon_navarrae","Hemitrygon","Hemitrygon_navarrae",17.2493241430732,17.3065198576195,17.2868357776604,17.2682639173005,17.0217426206857,16.1362834661633,17.3170129549197,17.3363389789862,17.2900607849033,17.265540600079,17.1251078132055,17.2984414840805,17.260159302748,17.2908748721893,17.2189514162944,17.4577924376715,17.2957280766666,17.2883759304623,17.2582931271421,17.2036201048348,17.1777345352444,17.2729797269998,17.2515142711968,17.2765535169584,17.2824821740393,17.176435785955,17.2400912782231,17.2463939136148,17.2483322068089,19.5603794533202,17.1767320850488,17.241902099432,16.0738300207669,17.2530028775391,17.2634511251894,17.2739194809359,17.2153385613383,17.2545638505258,17.2592364560906,17.25336255652,17.2700994025604,17.2436837734793,17.2032626499668,22.1021445679093
"Hemitrygon_parvonigra","Hemitrygon","Hemitrygon_parvonigra",17.3450059477181,17.3816738790187,17.3938971740604,17.3676597048914,17.2233431897895,16.2307360187157,17.4017622846798,17.4550311843822,17.3823221969898,17.3675560428844,17.3205069854064,17.3761917428591,17.3987191702486,17.3556460000737,17.3479098387478,17.5764430172746,17.4016070316683,17.3746151448519,17.3618009647033,17.3138207550023,17.3796447417399,17.3815053985707,17.3701288125279,17.3712280960204,17.3723136746359,17.2828661061629,17.3448621826503,17.3491869322932,17.3539306782565,19.6124054450494,17.3212097277325,17.351680277168,16.180923094365,17.363392897118,17.3722446746631,17.3581340934614,17.3477985656608,17.3427918362449,17.3679621547521,17.360144589775,17.3689481737975,17.349736419259,17.3230824460847,22.8032637487203
"Hemitrygon_sinensis","Hemitrygon","Hemitrygon_sinensis",17.2493241430732,17.3065198576195,17.2868357776604,17.2682639173005,17.0217426206857,16.1362834661633,17.3170129549197,17.3363389789862,17.2900607849033,17.265540600079,17.1251078132055,17.2984414840805,17.260159302748,17.2908748721893,17.2189514162944,17.4577924376715,17.2957280766666,17.2883759304623,17.2582931271421,17.2036201048348,17.1777345352444,17.2729797269998,17.2515142711968,17.2765535169584,17.2824821740393,17.176435785955,17.2400912782231,17.2463939136148,17.2483322068089,19.5603794533202,17.1767320850488,17.241902099432,16.0738300207669,17.2530028775391,17.2634511251894,17.2739194809359,17.2153385613383,17.2545638505258,17.2592364560906,17.25336255652,17.2700994025604,17.2436837734793,17.2032626499668,22.1733223221512
"Hemitrygon_yemenensis","Hemitrygon","Hemitrygon_yemenensis",17.2493241430732,17.3065198576195,17.2868357776604,17.2682639173005,17.0217426206857,16.1362834661633,17.3170129549197,17.3363389789862,17.2900607849033,17.265540600079,17.1251078132055,17.2984414840805,17.260159302748,17.2908748721893,17.2189514162944,17.4577924376715,17.2957280766666,17.2883759304623,17.2582931271421,17.2036201048348,17.1777345352444,17.2729797269998,17.2515142711968,17.2765535169584,17.2824821740393,17.176435785955,17.2400912782231,17.2463939136148,17.2483322068089,19.5603794533202,17.1767320850488,17.241902099432,16.0738300207669,17.2530028775391,17.2634511251894,17.2739194809359,17.2153385613383,17.2545638505258,17.2592364560906,17.25336255652,17.2700994025604,17.2436837734793,17.2032626499668,21.8728406158946
"Heniochus_acuminatus","Heniochus","Heniochus_acuminatus",18.3608551250803,18.4914647937066,18.9862500793602,18.6034184079179,18.0969041959721,18.392452367711,18.4426571171433,19.212798963125,18.6415010308261,18.5607110194756,18.7123683660505,19.0356676995762,18.8951660396645,18.190313387339,18.8305857067954,19.4893805560942,18.7756884097155,18.448050866558,18.5625092232867,18.3759621761278,18.9745803539219,18.7503913037403,18.6986681904741,18.5557604770215,18.656751882592,17.9480155529814,18.2867343849135,18.5447010715431,18.4548677428098,18.5288192912358,18.6202999366174,18.4849096621508,18.5848831707271,18.642389626626,18.5282122598521,18.5549948260171,18.8807313982996,18.3110994136804,18.7584050388732,18.5829841279506,18.5675439103579,18.5280839687031,18.3280946820927,21.3785621707168
"Heniochus_chrysostomus","Heniochus","Heniochus_chrysostomus",18.4230855675048,18.5564267310904,19.0531699403608,18.6703089619456,18.1738451691888,18.4573300341355,18.5262477489654,19.2807975118455,18.7068556082347,18.6281990947688,18.7792556822105,19.0958836699767,18.9795646716858,18.2596676946684,18.9164027519645,19.5366279062512,18.897593061006,18.5239661850309,18.6296712600102,18.4487237789288,19.0375519216866,18.8097766607963,18.7580782413212,18.6208288070319,18.7242614993715,18.0221556263895,18.3796820807776,18.6114653977286,18.5229701223869,18.591281117738,18.6928292031028,18.5545407828272,18.651042865348,18.7162619342312,18.5964576064374,18.6209454333172,18.8991031841394,18.3855116529942,18.8208180791175,18.6507518068626,18.6313639701694,18.5919702700117,18.4023392853872,22.1736165100049
"Heniochus_diphreutes","Heniochus","Heniochus_diphreutes",19.4012348009047,19.7012452716878,20.0455515229754,19.6748440508319,19.4083199588467,19.4858713699743,19.7338970523138,20.2833099969609,19.7202103718315,19.6453017750784,19.8821029292102,19.6135005231156,20.0138313458165,19.3565058605275,19.6616228199056,20.5097636698993,19.8285121864831,19.6821666041042,19.6472748581991,19.4741754940339,20.1169884232263,19.7841843099681,19.7519380203582,19.6556710697286,19.7063673759865,19.1357635516138,19.5441999337928,19.5854861463822,19.5364601778816,19.5680304285911,19.6527093278423,19.5938348000415,19.6528777735485,19.716165621951,19.6291986100983,19.6270744851196,19.8342828018887,19.4399609938841,19.7921222357851,19.6605752977225,19.6631534373515,19.6140813918255,19.4910902808006,22.1712651332968
"Heniochus_intermedius","Heniochus","Heniochus_intermedius",18.851312832811,19.0466539341531,19.4733893703844,19.1031500085688,18.6981453793318,18.9044009501093,19.0336206327167,19.7107896682792,19.1451792969232,19.0665819046127,19.2587136115475,19.3232054637417,19.4173167382746,18.7316163864148,19.2229044528384,19.9739224656996,19.2931262622781,19.0118941864882,19.0680335289946,18.8835867587975,19.5032846685662,19.2358962819631,19.1910625621542,19.0679701092773,19.1459938601598,18.500726476697,18.864503657091,19.0302936842733,18.9635328052672,19.0145988314007,19.1054875766745,19.0022103908226,19.0833408421947,19.145088072844,19.0419701521918,19.0554875097404,19.3147494207413,18.8351582083892,19.2404036633127,19.0847282030298,19.078273025856,19.0350703241204,18.8707590888761,22.3911451431819
