"","EstimateStd","jack_001_Anoplogaster_EstimateStd","jack_002_Arnoglossus_EstimateStd","jack_003_Brevoortia_EstimateStd","jack_004_Buglossidium_EstimateStd","jack_005_Callionymus_EstimateStd","jack_006_Carcharhinus_EstimateStd","jack_007_Chaenocephalus_EstimateStd","jack_008_Channa_EstimateStd","jack_009_Chelon_EstimateStd","jack_010_Chiloscyllium_EstimateStd","jack_011_Chromis_EstimateStd","jack_012_Engraulis_EstimateStd","jack_013_Gadus_EstimateStd","jack_014_Gasterosteus_EstimateStd","jack_015_Gillichthys_EstimateStd","jack_016_Glossogobius_EstimateStd","jack_017_Hippocampus_EstimateStd","jack_018_Hippoglossoides_EstimateStd","jack_019_Limanda_EstimateStd","jack_020_Lipophrys_EstimateStd","jack_021_Lutjanus_EstimateStd","jack_022_Mugil_EstimateStd","jack_023_Notothenia_EstimateStd","jack_024_Ophiodon_EstimateStd","jack_025_Pleuronectes_EstimateStd","jack_026_Pomadasys_EstimateStd","jack_027_Pseudopleuronectes_EstimateStd","jack_028_Scomber_EstimateStd","jack_029_Scophthalmus_EstimateStd","jack_030_Scyliorhinus_EstimateStd","jack_031_Sebastolobus_EstimateStd","jack_032_Solea_EstimateStd","jack_033_Squalus_EstimateStd","jack_034_Thunnus_EstimateStd","jack_035_Torpedo_EstimateStd","jack_036_Trematomus_EstimateStd","jack_037_Zoarces_EstimateStd","jack_038_Chanos_EstimateStd","jack_039_Dorosoma_EstimateStd","jack_040_Eleginus_EstimateStd","jack_041_Gilchristella_EstimateStd","jack_042_Oncorhynchus_EstimateStd","jack_043_Salmo_EstimateStd"
"1",-0.0511213567508535,-0.0500889587576638,-0.0646565040032048,-0.0589158164872842,-0.051229435765873,-0.0321763933376711,-0.0585781057015257,-0.0550709181393843,-0.0401219028993227,-0.0541299796396009,-0.0506295110064736,-0.0283140830835901,-0.0168187620033617,-0.0350236361888763,-0.0670229866679943,-0.051812534498257,-0.0373593636745046,-0.0462348068646356,-0.0545141152900922,-0.0504581676580146,-0.0516061242758627,-0.0240393710931029,-0.0477120075034327,-0.0433648165134809,-0.0530948115571763,-0.0539243406557635,-0.060261875816333,-0.0457608866859427,-0.0453229940745934,-0.0501727570479053,-0.0748340883826682,-0.0377581401627423,-0.0492579274147088,-0.0484387705024221,-0.0512586966940833,-0.0487459786844259,-0.0614863576512424,-0.039501393921267,-0.0565554893199375,-0.0526920022867621,-0.0489565239196345,-0.0545835244858574,-0.0503853480594776,-0.0500906415833971
"2",-0.11836469098594,-0.113913616847273,-0.111193278614405,-0.13202255455441,-0.117773100482023,-0.158097963734788,-0.119880493564288,-0.110406918373999,-0.123279263318283,-0.115231530271676,-0.1187650182944,-0.154090673643089,-0.0739783971119234,-0.130477404855141,-0.107321361301854,-0.15589510279193,-0.128344505809668,-0.115069924817905,-0.11086123306261,-0.119812162322589,-0.126175520956356,-0.154792141514674,-0.121571327089349,-0.124129164332152,-0.115806150782854,-0.113642742194804,-0.13103175056487,-0.121023190753564,-0.1144071754842,-0.121007965495809,-0.10626713347236,-0.137372004111622,-0.122742289670623,-0.120168719389599,-0.125179406413549,-0.121225414560803,-0.116479659561188,-0.13268210922004,-0.114701669955006,-0.126032210413439,-0.120840247217637,-0.120669951506567,-0.121044519384543,-0.127917828176487
"3",0.141462745660544,0.131438659721499,0.13388029386406,0.163317997751664,0.14124262288745,0.155162139473932,0.140020998132212,0.127826602905597,0.138279807420841,0.14416576612798,0.141574757741871,0.14020962324938,0.109034985251443,0.140873187838899,0.146826582419253,0.1325334741017,0.0947041173752238,0.14557391477107,0.136230848478483,0.142387054639773,0.148538314270484,0.128457723859601,0.145994012017828,0.142137130602749,0.138240039047558,0.13907278217615,0.137802488651448,0.147798391940617,0.132248880064149,0.143939885929355,0.151347303021557,0.147492423404346,0.143349679357617,0.132499992836823,0.14534218420238,0.142331139400287,0.155679843593598,0.144834280214647,0.143431398284929,0.147371172186563,0.140543978769404,0.147441361625624,0.143256902857463,0.1452221819383
"4",0.281229806523648,0.2803260182178,0.283158629312795,0.28263199185116,0.281126980145952,0.2914994782287,0.28552126095921,0.282511041083568,0.279141254069701,0.281454717507203,0.281452278256415,0.288929068016081,0.280889970344036,0.284389601567346,0.281064001783189,0.274192756167265,0.272926749102366,0.283549068743841,0.282451121879444,0.281296847933189,0.282039891740293,0.289456113671529,0.281259624048859,0.2821399547202,0.282014061993328,0.280617037352356,0.285035001836324,0.282330517271326,0.282420612813708,0.281304110740431,0.28639459807674,0.285344935679701,0.28240149728236,0.28205841751613,0.282402929286276,0.282151795445528,0.282756150464654,0.280368292017146,0.281122971994408,0.281369988010215,0.281236604061028,0.281245095351671,0.282498410689147,0.285322819234861
"5",0.289520964165586,0.288370070125062,0.291678543129749,0.291086337045253,0.289356612714074,0.298626881160929,0.293801245771683,0.291607346764708,0.287103790620194,0.289814261251573,0.28974601002387,0.294508012992284,0.287709909323322,0.293355753028549,0.290471108184406,0.281925492855274,0.279927411025942,0.291333897361548,0.292240992651814,0.289618217744856,0.289764852147827,0.30019017450841,0.289365940758526,0.290440450691436,0.290491718055135,0.288575498610236,0.293316353241996,0.289851682680308,0.290586892625091,0.289916240957892,0.296640710482009,0.293241969877499,0.290865192028009,0.290207725316534,0.290728480144282,0.290369483105919,0.291243670093272,0.287596504901607,0.289578009591586,0.289283956218296,0.289379853648342,0.289622287404907,0.290504566756072,0.293363517623354
"6",-0.176948110172836,-0.177018406862858,-0.176979765807082,-0.176789011572652,-0.176953100601869,-0.176830920054141,-0.176838273273715,-0.17690904617767,-0.176931489266476,-0.176972602799606,-0.176946267342165,-0.176776575237255,-0.176944923802165,-0.176808346368919,-0.177004448034725,-0.176893442719151,-0.177144059927914,-0.177149690615223,-0.176907857957315,-0.176942236832323,-0.176907949675841,-0.176788021494801,-0.176946472241223,-0.176895451473213,-0.176953068842507,-0.176980934871722,-0.176904968220215,-0.176975785447155,-0.176938051158106,-0.176958545696318,-0.176918239365064,-0.176818098866354,-0.176907352382375,-0.176938377067109,-0.176969618216608,-0.176934763529664,-0.176932121005274,-0.176863905535893,-0.176952781112157,-0.176962315697576,-0.17693812383743,-0.176953630893209,-0.17693598146461,-0.176990826896396
"7",-0.782998507372953,-0.782337661219157,-0.783568904170433,-0.785497796662524,-0.782519905179997,-0.797683976086902,-0.785673748961874,-0.784157511628787,-0.781224100639537,-0.782854897453772,-0.783243417017968,-0.796397584938966,-0.791570568604169,-0.78873659638591,-0.782382999245824,-0.777266568230701,-0.777365512509133,-0.782794778337912,-0.782751403104205,-0.783241325630732,-0.78468738681103,-0.80086171091647,-0.783721155217135,-0.785361914392536,-0.784194475893026,-0.78200994031719,-0.785917308722321,-0.780627327689802,-0.786299181582002,-0.782934116686682,-0.784604981624093,-0.789411132318548,-0.783773079412566,-0.785290923865025,-0.785013841357555,-0.784205920520606,-0.782580036564788,-0.784972879214593,-0.78160625653064,-0.783717092129459,-0.783577007132127,-0.782244993722531,-0.784797484085685,-0.788596608939883
"8",-0.673513141223054,-0.673092799778329,-0.673791739263116,-0.676078137615703,-0.672833452246393,-0.684851812606184,-0.673867081486598,-0.675276555700793,-0.672072924942977,-0.673637984748777,-0.673724255098844,-0.681977090994426,-0.681471455686861,-0.679923512041634,-0.674915296963505,-0.669471409332349,-0.669406272672531,-0.671353604619907,-0.674308783027111,-0.673756541126257,-0.674659266229902,-0.693779063815211,-0.673464964373734,-0.6758928093221,-0.675071229203916,-0.672368550622352,-0.67518468334782,-0.67083179755491,-0.676634667026879,-0.67339735936234,-0.6744094864889,-0.677713004833756,-0.674126815953998,-0.675812236666342,-0.67557667726697,-0.674411173009305,-0.672007401707469,-0.674148352517278,-0.672834659288745,-0.67389297791005,-0.6740783170926,-0.67273609955146,-0.67495217032428,-0.678529742822652
"9",-0.0224889095694366,-0.0223207961879358,-0.0221671759641372,-0.0230678939677458,-0.0225047047902407,-0.0224823757835282,-0.0222911730982362,-0.0221145422503207,-0.0226362283075419,-0.0224100758746833,-0.0224590314620454,-0.0222727080060914,-0.0232817135247424,-0.0223684973676578,-0.0221517438467425,-0.0235902138144742,-0.0224485831452042,-0.0217023627829417,-0.0221804927290381,-0.0224761428090654,-0.0225969719144262,-0.0227821934941119,-0.022418542999488,-0.0225155775404688,-0.0223263994056123,-0.0225589378511726,-0.02186945460276,-0.021610011276029,-0.0223176861205374,-0.0223039780187924,-0.022206997065998,-0.0226171546736127,-0.0224102910978397,-0.0225073233156781,-0.0223269439263917,-0.022383980712341,-0.02244478899755,-0.0232758814694685,-0.0224039520565397,-0.02259676597729,-0.0225338488657191,-0.0223659434210499,-0.0222876645314183,-0.0220558041876132
"10",-0.0535543016673875,-0.0538268519732161,-0.05397512948811,-0.0528090340361109,-0.0535275109977307,-0.0538037043864329,-0.0527827475875094,-0.054041115360317,-0.0533371050520866,-0.0537019577573607,-0.0535895746698023,-0.0537301893361496,-0.0526332399877057,-0.0536810491680187,-0.0540275266605172,-0.0524478671673234,-0.053684658359787,-0.0545539793672622,-0.0539913541389118,-0.0535658862607267,-0.0534398444465017,-0.0531159496038359,-0.0535776612782913,-0.0534984608563432,-0.0537775002861922,-0.0535247613241362,-0.0546650815933138,-0.0548108406288111,-0.0536475378851676,-0.0537098873691378,-0.0532235381156169,-0.0533419840664031,-0.0535464438104593,-0.0534244889879931,-0.0537046087805734,-0.0537287972746395,-0.0534837547602712,-0.0525865772744795,-0.0536775174506475,-0.0534463025065952,-0.0534980812708162,-0.0537398049287117,-0.0539027793710942,-0.0540349487391908
