"","label","infered","expected","errorpercent","Booleand_outliers","ID","lab"
"1","Acanthurus_coeruleus",-0.553568506682197,0.398776119957368,-0.553568506682197,0,0,"0"
"2","Alepocephalus_bairdii",-1.3301728675444,-2.20246830165927,-1.3301728675444,0,0,"0"
"3","Alopias_pelagicus",-1.47619059264781,-1.82914985844661,-1.47619059264781,0,0,"0"
"4","Ammodytes_marinus",-0.269630006980979,-0.250598256221919,-0.269630006980979,0,0,"0"
"5","Amphiprion_melanopus",-0.370869613485208,-0.139262067333508,-0.370869613485208,0,0,"0"
"6","Anarhichas_lupus",-1.81789207294808,-1.65595316617557,-1.81789207294808,0,0,"0"
"7","Anoplogaster_cornuta",-1.16182852568731,0.182321556793955,-1.16182852568731,1,1,"Anoplogaster_cornuta"
"8","Aphareus_rutilans",-1.14982262433839,-1.33750419695046,-1.14982262433839,0,0,"0"
"9","Apsilus_dentatus",-1.28916327797242,0.300104592450338,-1.28916327797242,1,2,"Apsilus_dentatus"
"10","Archosargus_rhomboidalis",-1.12924853996359,0.683096844706444,-1.12924853996359,1,3,"Archosargus_rhomboidalis"
"11","Arnoglossus_thori",-0.301308625871677,-0.867500567704723,-0.301308625871677,0,0,"0"
"12","Arripis_truttacea",-0.152940865853382,-0.49429632181478,-0.152940865853382,0,0,"0"
"13","Asterropteryx_semipunctata",0.938175339749219,1.21604415155944,0.938175339749219,0,0,"0"
"14","Balistes_capriscus",-0.0905584386132334,-1.09743797844034,-0.0905584386132334,0,0,"0"
"15","Calamus_bajonado",-1.04691776327849,-1.13943428318836,-1.04691776327849,0,0,"0"
"16","Carcharhinus_falciformis",-1.27147229231207,-1.70016983845428,-1.27147229231207,0,0,"0"
"17","Carcharhinus_melanopterus",-1.27147229231207,-0.798507696217772,-1.27147229231207,0,0,"0"
"18","Chelidonichthys_kumu",-0.862718505943122,-1.27296567581289,-0.862718505943122,0,0,"0"
"19","Chloroscombrus_chrysurus",-0.0725374925071911,0.157003748809665,-0.0725374925071911,0,0,"0"
"20","Coilia_brachygnathus",0.0843167584453571,-0.527632742082372,0.0843167584453571,0,0,"0"
"21","Cyttus_traversi",-1.52973384542611,-2.12026353620009,-1.52973384542611,0,0,"0"
"22","Decapterus_kurroides",0.0902742401326218,0.418710334858185,0.0902742401326218,0,0,"0"
"23","Diplodus_cervinus",-0.912479191817103,-1.53711725085447,-0.912479191817103,0,0,"0"
