"","EstimateStd","jack_ NA_NA_EstimateStd","jack_001_Anoplogaster_EstimateStd","jack_002_Arnoglossus_EstimateStd","jack_003_Brevoortia_EstimateStd","jack_004_Buglossidium_EstimateStd","jack_005_Callionymus_EstimateStd","jack_006_Carcharhinus_EstimateStd","jack_007_Chaenocephalus_EstimateStd","jack_008_Channa_EstimateStd","jack_009_Chelon_EstimateStd","jack_010_Chiloscyllium_EstimateStd","jack_011_Chromis_EstimateStd","jack_012_Engraulis_EstimateStd","jack_013_Gadus_EstimateStd","jack_014_Gasterosteus_EstimateStd","jack_015_Gillichthys_EstimateStd","jack_016_Glossogobius_EstimateStd","jack_017_Hippocampus_EstimateStd","jack_018_Hippoglossoides_EstimateStd","jack_019_Limanda_EstimateStd","jack_020_Lipophrys_EstimateStd","jack_021_Lutjanus_EstimateStd","jack_022_Mugil_EstimateStd","jack_023_Notothenia_EstimateStd","jack_024_Ophiodon_EstimateStd","jack_025_Pleuronectes_EstimateStd","jack_026_Pomadasys_EstimateStd","jack_027_Pseudopleuronectes_EstimateStd","jack_028_Scomber_EstimateStd","jack_029_Scophthalmus_EstimateStd","jack_030_Scyliorhinus_EstimateStd","jack_031_Sebastolobus_EstimateStd","jack_032_Solea_EstimateStd","jack_033_Squalus_EstimateStd","jack_034_Thunnus_EstimateStd","jack_035_Torpedo_EstimateStd","jack_036_Trematomus_EstimateStd","jack_037_Zoarces_EstimateStd","jack_038_Chanos_EstimateStd","jack_039_Dorosoma_EstimateStd","jack_040_Eleginus_EstimateStd","jack_041_Gilchristella_EstimateStd","jack_042_Oncorhynchus_EstimateStd","jack_043_Salmo_EstimateStd"
"1",-0.0511213567508535,-0.0511213564004918,-0.0503722675901597,-0.0650987450178635,-0.0594271309209215,-0.051042407878598,-0.0332490407522439,-0.0592671347737942,-0.0549770136810171,-0.0401353614935108,-0.0553577915463201,-0.0508231159849132,-0.0276584359675865,-0.0171160716145609,-0.035147485860127,-0.066544717269223,-0.0518659442899563,-0.0375176748205105,-0.0453183576370691,-0.0540728017134978,-0.04988207403862,-0.052134883401079,-0.0277499000865411,-0.0484523237927184,-0.0424614332355832,-0.052810530457973,-0.0541639367735468,-0.0592914149012966,-0.0455091050683118,-0.0458745948086615,-0.0497969698852867,-0.0743928637795651,-0.0380144327087121,-0.0497387593976036,-0.0488190746466565,-0.0515500042927588,-0.0486503614053627,-0.0673662868875693,-0.0399884320140776,-0.0565373244700595,-0.0531673006169849,-0.0496570951068867,-0.0545918402148405,-0.0543297409177224,-0.0548141813122367
"2",-0.11836469098594,-0.118364691143877,-0.112660346893027,-0.110513280253443,-0.132050652022496,-0.117777524228168,-0.157461769529294,-0.118952464456614,-0.11049263321761,-0.123255032590877,-0.114135662464843,-0.118685106410643,-0.15457774052929,-0.0737477092197095,-0.131016136106287,-0.107840460608225,-0.155814466285755,-0.127952299408185,-0.114895843654368,-0.111298530344129,-0.119884331307672,-0.125192091626126,-0.152506810271485,-0.121777128586066,-0.124919476063222,-0.116132962193112,-0.113227567799551,-0.131664800474185,-0.121446157625468,-0.114426359270507,-0.12123827157658,-0.106783533028073,-0.136958056420843,-0.122539274792315,-0.119748603628531,-0.124142121575203,-0.120990708235003,-0.111408471418024,-0.131965275939942,-0.114967230707395,-0.125977456815429,-0.119830229324947,-0.120766704194421,-0.118103179371141,-0.122083755742338
"3",0.141462745660544,0.141462745616367,0.129971718402978,0.133751871860021,0.164029330915674,0.141181990012361,0.155837987617452,0.142306973962753,0.127891244014344,0.138293934166984,0.144086414953022,0.141811438157671,0.139408408431653,0.109091036614673,0.141941523372153,0.146863308131862,0.132496523901211,0.0948025820346456,0.145187814273095,0.136852261623085,0.142247121979806,0.148165136633763,0.130740999930269,0.145843709438987,0.142600940243762,0.138617272195032,0.139258824780514,0.138580844256882,0.148143328962407,0.132873841075753,0.143925849925026,0.151326009054261,0.146770103772293,0.143745901430855,0.132950219331093,0.145429927314415,0.14156733826641,0.157085334285519,0.14435797731061,0.143624945002967,0.147829851407247,0.140024569753189,0.14753672093966,0.143042657473392,0.144301967079691
"4",0.281229806523648,0.281229806586518,0.281818161280054,0.282523886732513,0.28439601458382,0.280770370284954,0.293222625209039,0.282181337556897,0.28244638088768,0.279141310658706,0.281151633766796,0.281541385923446,0.286894999318591,0.278080896207362,0.284866457331442,0.281322344623603,0.274177750822954,0.272313023204854,0.283055447006175,0.282284268876689,0.279698631922968,0.281074914187951,0.287347332637839,0.280115515058065,0.281802024362575,0.281812491934012,0.280520131247081,0.283206110474807,0.284301896621596,0.281833241265335,0.280919385280677,0.286032464155612,0.283392776444991,0.282612229653143,0.283544696335773,0.282050908353102,0.281925810016093,0.282285844956589,0.279557758142393,0.280064263985566,0.281270902201718,0.281023912760189,0.281284388230579,0.284759522007375,0.282849115415635
"5",0.289520964165586,0.289520964151359,0.290991239906058,0.291066161643234,0.290838149780043,0.287841299575671,0.29853719448133,0.293167944899955,0.291522317196391,0.287104225439604,0.289331754085143,0.289417389122374,0.293842600853658,0.292327699020668,0.295732326470977,0.290415893359346,0.281923330611717,0.27955111962821,0.293551359436776,0.29203074887793,0.288500121662143,0.288701815408913,0.323107644114521,0.289065148901371,0.291108637287337,0.2907625825573,0.288729379561875,0.294709586084439,0.289593780626852,0.283805277792526,0.289435428535738,0.297022716542584,0.293025295820174,0.294016283538352,0.289556568888497,0.293371996132549,0.290261236799345,0.289760908294667,0.287270149944814,0.289544715841006,0.289293787164063,0.288749926502666,0.289664565928188,0.291049214634086,0.2893102754785
"6",-0.176948110172836,-0.176948110236965,-0.177741643994238,-0.176092502477794,-0.175710314571081,-0.178218819223372,-0.174814564924899,-0.172546761112688,-0.17670737959129,-0.176931766248609,-0.176638556596118,-0.176363264964446,-0.176701722178025,-0.177314691865492,-0.17657898923432,-0.177075122200013,-0.176955781878198,-0.178321908804019,-0.179368199470266,-0.177569335025142,-0.177095258282106,-0.176222351791817,-0.174797855760882,-0.177492297912285,-0.177820711642691,-0.1765755335347,-0.177034791155262,-0.177141459901446,-0.176742556883543,-0.178340600310681,-0.177105722988071,-0.177713746415585,-0.176899693381674,-0.177519775505478,-0.176246909789483,-0.177769121433274,-0.177120672887291,-0.177119745845851,-0.176665243807372,-0.177497523773778,-0.17687652467739,-0.177112689756084,-0.17694950089952,-0.17712335691625,-0.177785869501069
"7",-0.782998507372953,-0.78299850752936,-0.780924260629827,-0.783307842972049,-0.786125043982254,-0.781819760089804,-0.798409489661405,-0.786420649502812,-0.784023474191474,-0.78122379662116,-0.782642002753336,-0.782867435085866,-0.799443164845842,-0.793587985383561,-0.789062813410224,-0.781247996907663,-0.777195308842247,-0.77692355854849,-0.773999016397049,-0.780987083272076,-0.783381334599852,-0.784330287425118,-0.79077817437592,-0.785462672233999,-0.786483781475221,-0.784343301439717,-0.781648509962856,-0.787810940205006,-0.781559941729932,-0.787653141854356,-0.783858354395193,-0.784114408247498,-0.788820398924802,-0.78310647597428,-0.78681489344654,-0.782239157420595,-0.785357848759056,-0.783477302753476,-0.784232323825869,-0.782519130831946,-0.783020516086942,-0.783414280079665,-0.782329752736781,-0.787562664983348,-0.788944340409909
"8",-0.673513141223054,-0.673513141178089,-0.671120579667879,-0.674585675281139,-0.676433181261297,-0.674223332019581,-0.684287846329833,-0.664775020100267,-0.675066137583704,-0.67207310818601,-0.673132193365971,-0.67282367007632,-0.682748031976093,-0.683108886899535,-0.682750545416213,-0.674536723146,-0.669399710941513,-0.668573983809339,-0.681647039604559,-0.673216215795221,-0.673815141435592,-0.674125901600993,-0.725027204957227,-0.673997863774005,-0.676789217608755,-0.677566514528813,-0.672325783940388,-0.671217417312431,-0.670580843386052,-0.681708179807799,-0.6731292864501,-0.673375333171128,-0.677558284665489,-0.672636277522187,-0.675700503456457,-0.67490481128666,-0.674086662504034,-0.671088225967554,-0.675533132321076,-0.673145567362815,-0.673732617837459,-0.673895012805625,-0.672820617385138,-0.677904126823662,-0.685759365071506
"9",-0.0224889095694366,-0.0224889087790358,-0.0231502958507929,-0.0198965181328341,-0.0219395808788695,-0.0220589149272721,-0.0192744238507759,-0.0225119972668936,-0.0214897150628055,-0.022635991212038,-0.0223617203055504,-0.0225057277226588,-0.0239071083382468,-0.0245506515643789,-0.0242357196831239,-0.0267799210908747,-0.0247507134238004,-0.025089595751507,-0.009490100176327,-0.025303500322105,-0.0227563900328661,-0.0240841345733675,-0.0103874460984117,-0.0231772262527903,-0.0230012587361029,-0.0242025226429168,-0.0222342700952695,-0.0236875256054478,-0.0212940585904536,-0.0198945032576189,-0.0214437543272896,-0.0222066657025568,-0.0246412818762188,-0.0217207086764273,-0.0224435777084069,-0.0235478075139423,-0.0225075058603425,-0.0288288076724196,-0.0218957781784979,-0.0220365532354766,-0.019188542171063,-0.0227064976772512,-0.0221680288272709,-0.0216157270315157,-0.019842771413337
"10",-0.0535543016673875,-0.0535543024957174,-0.0522716093226881,-0.0562443365506702,-0.0543925251270609,-0.0536514593276798,-0.0566515011895528,-0.0528509414506341,-0.0542834525230846,-0.0533372665485653,-0.0537777363231603,-0.0534996360526432,-0.0521044158450501,-0.0517003947684,-0.0529354724968968,-0.0487714391834071,-0.0515336296792603,-0.0513852760765511,-0.0706030412532622,-0.0513115089339658,-0.0531087066404008,-0.0520526297010973,-0.0659920870522884,-0.0533037125183788,-0.0539217073281725,-0.0514487188141544,-0.0540780338647999,-0.0514113660628752,-0.0549985414993393,-0.0555396507520139,-0.0547760983651373,-0.0531585493975949,-0.0514022721878128,-0.0541649978011951,-0.0535011599747358,-0.0555102416164976,-0.053490041041678,-0.0483082643260766,-0.0550669914003319,-0.0543213485054944,-0.0580720938929153,-0.0535455041652665,-0.054417931358958,-0.0554939590824977,-0.0552959136981486
