"","path","Parameter","EstimateNotStd","EstimateStd","jack_ NA_NA_EstimateNotStd","jack_ NA_NA_EstimateStd","jack_001_Anoplogaster_EstimateNotStd","jack_001_Anoplogaster_EstimateStd","jack_002_Arnoglossus_EstimateNotStd","jack_002_Arnoglossus_EstimateStd","jack_003_Brevoortia_EstimateNotStd","jack_003_Brevoortia_EstimateStd","jack_004_Buglossidium_EstimateNotStd","jack_004_Buglossidium_EstimateStd","jack_005_Callionymus_EstimateNotStd","jack_005_Callionymus_EstimateStd","jack_006_Carcharhinus_EstimateNotStd","jack_006_Carcharhinus_EstimateStd","jack_007_Chaenocephalus_EstimateNotStd","jack_007_Chaenocephalus_EstimateStd","jack_008_Channa_EstimateNotStd","jack_008_Channa_EstimateStd","jack_009_Chelon_EstimateNotStd","jack_009_Chelon_EstimateStd","jack_010_Chiloscyllium_EstimateNotStd","jack_010_Chiloscyllium_EstimateStd","jack_011_Chromis_EstimateNotStd","jack_011_Chromis_EstimateStd","jack_012_Engraulis_EstimateNotStd","jack_012_Engraulis_EstimateStd","jack_013_Gadus_EstimateNotStd","jack_013_Gadus_EstimateStd","jack_014_Gasterosteus_EstimateNotStd","jack_014_Gasterosteus_EstimateStd","jack_015_Gillichthys_EstimateNotStd","jack_015_Gillichthys_EstimateStd","jack_016_Glossogobius_EstimateNotStd","jack_016_Glossogobius_EstimateStd","jack_017_Hippocampus_EstimateNotStd","jack_017_Hippocampus_EstimateStd","jack_018_Hippoglossoides_EstimateNotStd","jack_018_Hippoglossoides_EstimateStd","jack_019_Limanda_EstimateNotStd","jack_019_Limanda_EstimateStd","jack_020_Lipophrys_EstimateNotStd","jack_020_Lipophrys_EstimateStd","jack_021_Lutjanus_EstimateNotStd","jack_021_Lutjanus_EstimateStd","jack_022_Mugil_EstimateNotStd","jack_022_Mugil_EstimateStd","jack_023_Notothenia_EstimateNotStd","jack_023_Notothenia_EstimateStd","jack_024_Ophiodon_EstimateNotStd","jack_024_Ophiodon_EstimateStd","jack_025_Pleuronectes_EstimateNotStd","jack_025_Pleuronectes_EstimateStd","jack_026_Pomadasys_EstimateNotStd","jack_026_Pomadasys_EstimateStd","jack_027_Pseudopleuronectes_EstimateNotStd","jack_027_Pseudopleuronectes_EstimateStd","jack_028_Scomber_EstimateNotStd","jack_028_Scomber_EstimateStd","jack_029_Scophthalmus_EstimateNotStd","jack_029_Scophthalmus_EstimateStd","jack_030_Scyliorhinus_EstimateNotStd","jack_030_Scyliorhinus_EstimateStd","jack_031_Sebastolobus_EstimateNotStd","jack_031_Sebastolobus_EstimateStd","jack_032_Solea_EstimateNotStd","jack_032_Solea_EstimateStd","jack_033_Squalus_EstimateNotStd","jack_033_Squalus_EstimateStd","jack_034_Thunnus_EstimateNotStd","jack_034_Thunnus_EstimateStd","jack_035_Torpedo_EstimateNotStd","jack_035_Torpedo_EstimateStd","jack_036_Trematomus_EstimateNotStd","jack_036_Trematomus_EstimateStd","jack_037_Zoarces_EstimateNotStd","jack_037_Zoarces_EstimateStd","jack_038_Chanos_EstimateNotStd","jack_038_Chanos_EstimateStd","jack_039_Dorosoma_EstimateNotStd","jack_039_Dorosoma_EstimateStd","jack_040_Eleginus_EstimateNotStd","jack_040_Eleginus_EstimateStd","jack_041_Gilchristella_EstimateNotStd","jack_041_Gilchristella_EstimateStd","jack_042_Oncorhynchus_EstimateNotStd","jack_042_Oncorhynchus_EstimateStd","jack_043_Salmo_EstimateNotStd","jack_043_Salmo_EstimateStd"
"11","Loo->Lower_jaw_length","p10",0.0494289911884392,0.11562301625026,0.0494289912720785,0.115623016474809,0.0501173442615848,0.11720396363045,0.0500510703300251,0.117135256460492,0.0492030740667006,0.115118117407425,0.0494498487567075,0.115582366593731,0.0495147236089163,0.115996821943081,0.049293295249501,0.115361049548589,0.0492901336911055,0.115326742175042,0.0493780506491388,0.115517144479533,0.04947311359417,0.115767957812888,0.0494413602549115,0.115618252106682,0.0499071878305985,0.116684382968577,0.0487820353161718,0.114173542628009,0.0496278467840009,0.116021686553211,0.048714537181145,0.113831462632521,0.0485488989235006,0.113561101028466,0.0487230053655156,0.113892312300926,0.0537973118383481,0.124950780231216,0.0496154532501704,0.116167433346066,0.0492531554894983,0.115254495096812,0.0492247681447234,0.115147931196971,0.0531444511190146,0.12354816194565,0.0496101984607269,0.116067932620429,0.0492602947020527,0.115135835993105,0.0485379024726796,0.113407304556146,0.049582493378536,0.116028690193918,0.0487582001085856,0.113492014268015,0.0497982806725317,0.116569535303955,0.0490150555722209,0.114586959218022,0.0495753202227572,0.11607930796934,0.0493239110002639,0.115314628105853,0.0489930755019959,0.114472445385195,0.0496283095237994,0.116109498666517,0.0493817058571922,0.115647822182579,0.0505985812776503,0.118117442080151,0.0494703291546658,0.115617786995851,0.0483331496275718,0.113027636689937,0.049205001588303,0.115019463695981,0.0501566798340502,0.117405056172833,0.0513082661007782,0.120097647843582,0.0494416648709064,0.115678094125353,0.0497438536794345,0.11635286873752,0.049960240007898,0.116682190527647,0.0492370551208189,0.114896147997642
"12","Loo->Min_caudalpeduncle_depth","p11",-0.043494822967499,-0.0860067082148082,-0.0434948231306304,-0.0860067085706082,-0.0433782393327505,-0.0857234726234276,-0.0436696640678694,-0.0863528606757544,-0.043511741186229,-0.086066759013376,-0.0437510201760386,-0.0864499191988989,-0.0436741057606838,-0.0863233804896297,-0.0429879823776438,-0.0850417130697498,-0.0435381031643688,-0.0860853285013683,-0.0434105889327808,-0.0858468066713293,-0.0435184150957762,-0.0860839157148373,-0.0434518870323843,-0.0858961800705547,-0.0433641530084709,-0.0856285567484775,-0.0431642990185925,-0.0853916189384557,-0.0436656836380187,-0.0863611085653366,-0.0424909088857636,-0.0839430760088621,-0.0434302110239883,-0.0858841398670571,-0.043245254971708,-0.0854429612264625,-0.0523432797657463,-0.104366996976567,-0.0431009777722618,-0.0852215384809112,-0.0432617148667599,-0.0855653022733728,-0.0430874108694864,-0.0851960914085384,-0.0461657968894067,-0.0906051844627581,-0.0437127083827471,-0.0864492536115162,-0.04384221503136,-0.0866569799330095,-0.0434154730340985,-0.0857363729596324,-0.043494353186528,-0.0860290613525704,-0.043397751298795,-0.08540284726616,-0.0437413430179224,-0.0865395291952016,-0.0439680851009309,-0.0868993906562789,-0.0437391202710879,-0.0865742713727654,-0.0434851341378328,-0.0859434201429134,-0.0431708097737363,-0.0852843272346324,-0.0435399745629595,-0.0861062445258595,-0.0434421127916276,-0.0860039103294747,-0.0428601189476057,-0.0845684842590614,-0.0435204131692918,-0.0859816154150615,-0.0423167231149804,-0.0837000104560735,-0.0463650935958269,-0.0922228141887621,-0.0438994635709841,-0.0868324659485587,-0.0441751136421589,-0.0872989787435248,-0.0432993750309822,-0.0856342223862127,-0.0434523018021933,-0.085909403363533,-0.0438475210660574,-0.0865524645029819,-0.0439772361717781,-0.0867343544661869
"13","Loo->Woo","p12",2.94324745073211,2.75248048376531,2.94324745069454,2.75248048306422,2.94481770396717,2.75677516276466,2.94355209072102,2.76065421289458,2.9417005010053,2.75191657106787,2.94290982278204,2.74928386590774,2.94563309781018,2.76046402291611,2.93814643279435,2.75351555987406,2.94484492776152,2.75723108928201,2.94302852267824,2.75208081520955,2.94308970398516,2.75312017007124,2.94271065858253,2.75066807587733,2.94503786246014,2.75449810349409,2.94114749420901,2.73116891644943,2.94366491339106,2.75020148315788,2.94560670720275,2.75489905048174,2.94380956327962,2.74886957242283,2.94128812474867,2.74232868426526,2.95079265210259,2.75651528917397,2.93808950613794,2.78222286301691,2.94282574137485,2.75294590945806,2.94363855596749,2.75198967710633,2.94564315565308,2.7399486907367,2.94343415562065,2.75191597131109,2.9439855134361,2.74725929972111,2.94800932873167,2.75864867556137,2.94336071814613,2.75443218489103,2.94913411524109,2.78067853882817,2.94616677732767,2.77784971144153,2.94620256330187,2.7637737044093,2.9426989456472,2.75294170451966,2.94207047952135,2.75526972386787,2.94362037142782,2.74979700973511,2.94309898912061,2.75048358614953,2.94258528607445,2.74907040758203,2.94157816725186,2.74625040274955,2.94429766638036,2.75117323004549,2.94008855392825,2.80267695587128,2.94060890700916,2.73615890212871,2.9431773569074,2.75318275403642,2.94292791859562,2.74943989574359,2.94315359742704,2.75130424988926,2.94339029578702,2.75453945273692,2.94777478638239,2.80393486939597,2.94794647547647,2.75194125112371
"14","Max_body_depth->c_m","p13",-2.96040904666539,-0.181449788401045,-2.96040905016501,-0.181449788067974,-3.1549213124967,-0.193506239161568,-3.25277271590419,-0.195306293313744,-2.63875108035979,-0.163254156638654,-2.9498057762638,-0.180856818525167,-3.6128648863798,-0.19763880635268,-3.1128466944623,-0.187983653295872,-3.08224597144674,-0.190666574155168,-2.86046898312494,-0.179525017193913,-3.01309775293574,-0.184626245473125,-2.99659350882038,-0.182939007341949,-3.38457722509553,-0.190352720375673,-2.05569653638482,-0.134772844092982,-2.93683032919469,-0.179760928623798,-3.0771109009763,-0.188777062376814,-2.36541069003153,-0.169032160750865,-3.00091079944148,-0.204759609571872,-3.66399291331116,-0.219104772248972,-3.05261882786824,-0.188250677471602,-2.9732357221471,-0.181822947670948,-2.88291266007113,-0.177223687798491,-3.19176010257613,-0.180654364109942,-2.98904097804519,-0.184057944658479,-2.949700909892,-0.180029189595816,-2.99298156320263,-0.183134375894354,-2.89480856228046,-0.178282935958726,-3.30987522166129,-0.202886266796215,-3.07970576134054,-0.203627575350705,-2.86391464887934,-0.175095437107136,-3.08802749547824,-0.188629261714855,-2.92902687876565,-0.181864278468809,-3.03410608011698,-0.18517714529758,-3.02482455882846,-0.183901214375057,-2.96142447607192,-0.180115869972169,-2.94762347786462,-0.179194859119339,-3.06209091014035,-0.185515474176008,-3.0344139517889,-0.186543575021811,-2.52015014538742,-0.15574415855883,-2.96854184702446,-0.182530703653628,-2.90152996063469,-0.177334237261844,-2.93016277094759,-0.179238404153762,-3.07362178573091,-0.188858252570532,-3.19340923170843,-0.194565749516433,-3.22719063389611,-0.190845445912678
"15","Max_body_width->c_m","p14",-1.51781236951841,-0.0845359805937345,-1.51781235610123,-0.084535980504652,-1.61974171323083,-0.0902895484783114,-1.99391648599337,-0.108686711309858,-1.38857020999453,-0.0780966313950217,-1.51527320075797,-0.0844173579313198,-2.4283022004125,-0.120890955987643,-1.63859898233539,-0.0899176189331022,-1.62715018008458,-0.0914686151068504,-1.43122795040169,-0.0816267695642498,-1.54555544688369,-0.086059115463803,-1.5459027671884,-0.0857586659121691,-1.83305246847044,-0.093662703335797,-0.954026550548633,-0.0568497222196437,-1.45873413898435,-0.0811144362675863,-1.48459189525791,-0.0827728072390704,-1.56105454506342,-0.101313721230379,-0.957351768224745,-0.0593692459565329,-2.27660339137801,-0.124131957151528,-1.7486473420481,-0.0979519740704896,-1.51681945184896,-0.0842908004155218,-1.61231936616874,-0.090027902319001,-1.63591308973915,-0.084150192008565,-1.4350655945322,-0.0802896137434924,-1.39690098381092,-0.0774720913691807,-1.54102039954027,-0.0856808152747365,-1.55306624748539,-0.0869256542770991,-1.81139451876114,-0.100893036560361,-1.8006601246346,-0.108200853894472,-1.43361393069683,-0.079644414261448,-1.47918938577695,-0.0821634475929399,-1.51712285858543,-0.0856002455301361,-1.70010395148474,-0.0942478331728788,-1.50108339386975,-0.0829335196307608,-1.51441630002867,-0.0836959108163473,-1.47898695019022,-0.081685048684687,-1.59633546769998,-0.0878827529715307,-1.61410824043897,-0.0899398635244453,-1.1655639487857,-0.0654373225419125,-1.53025674127006,-0.0855265466365301,-1.5549571992811,-0.0863829088152776,-1.50704124624454,-0.0837508493113828,-1.59691534756742,-0.0891804052038489,-1.6868653422935,-0.0934208596805234,-1.70634842257874,-0.0916982376705778
"16","Lower_jaw_length->c_m","p15",0.907276433813606,0.0969986373937037,0.907276433336122,0.0969986372978327,0.840758796061419,0.0899376106668935,1.0402580771729,0.108978499324477,0.930647223208155,0.10052850604164,0.902535442821621,0.0965222885096231,1.10386075006693,0.105319679545531,0.904669451323374,0.095299648759059,1.14244514132116,0.123245930715284,0.913578667368001,0.100013979158006,0.906322398950067,0.0968713228831564,0.913541613357479,0.0972813659423275,0.940088876446851,0.0921611344706205,0.419525972817926,0.0480118983240542,0.951576227130687,0.101581700701125,0.999858296236192,0.107097948694114,0.652926503655525,0.0813615762255926,0.866466552871686,0.103151834807383,0.689716361833683,0.0722792962576513,1.06022316155688,0.113937660063202,0.919366050313774,0.0980570167855263,0.929524273264206,0.0996397966465239,1.00340865498564,0.0990546562412232,0.842516065651058,0.090481579328132,0.893382760837528,0.0951209488877855,0.907887324205501,0.0968903173678383,0.878949546551512,0.0944203055914119,0.998280535943575,0.106762984385006,1.08649783223618,0.125301018516918,0.865972576656839,0.0923619211230115,0.896454198827604,0.0955808127357471,0.867387418635418,0.0939474720393235,0.838397604896142,0.0892744265684624,0.938159294364482,0.0994874951636822,0.901250757150025,0.0956113446372758,0.902735283134522,0.0956989737759899,0.92591448396732,0.0978494130137314,0.897865380254402,0.0963122882484429,0.864066805980274,0.0931369539242958,0.971833106677806,0.104199010687183,0.862192708859768,0.0918453827392697,0.910651500367713,0.0971429017793611,0.923639304191319,0.0990032820079864,0.931261718289159,0.0989749039781683,0.977818793900201,0.100841341419025
"17","Min_caudalpeduncle_depth->c_m","p16",-0.38447603470341,-0.0486253865421771,-0.38447603378174,-0.0486253863965134,-0.386820549664386,-0.0489672684130438,-0.388579081291147,-0.0481788610518965,-0.353884618807214,-0.0452155985850694,-0.385094422395381,-0.0487170273677809,-0.47606748384852,-0.0538357875649685,-0.394797774577324,-0.0491997028355312,-0.427312148501712,-0.0545497625781993,-0.377222250149566,-0.0488535462852716,-0.379124429370987,-0.0479362958753803,-0.388366720457875,-0.048923116272043,-0.39818304437055,-0.0462193187564443,-0.376572377606083,-0.0509862992337975,-0.438458036352183,-0.0553268223336878,-0.378556031087272,-0.0479609464231678,-0.510460774903025,-0.075239622879708,-0.236658950491081,-0.0333327082231483,-0.854704761199724,-0.104336352758959,-0.416295598051449,-0.0529757373774102,-0.385661055552942,-0.0486660226930974,-0.406511819306961,-0.0515523493803852,-0.381022621762228,-0.0445546938423039,-0.34176560334649,-0.0434208264236857,-0.340695458651828,-0.0428950720952305,-0.374318545226078,-0.0472638640194119,-0.396621454514387,-0.0504083378751636,-0.441416872302332,-0.0558379603807848,-0.519534486366753,-0.0708905620764855,-0.381492753936152,-0.0481284225730927,-0.393657778148747,-0.0496514494448199,-0.378647204673547,-0.0485134113030781,-0.43979834124238,-0.0553882765664878,-0.393385421832793,-0.0493516825103187,-0.380156527933411,-0.047707905190683,-0.420202678971098,-0.0527018911024373,-0.396120063814021,-0.0495200927183961,-0.395434272936526,-0.0501499899269588,-0.0795223087436273,-0.0100734572357249,-0.414132169201487,-0.0525467635446423,-0.36991160364076,-0.0466730962554539,-0.384099576298284,-0.048472453266924,-0.371882574316388,-0.0471588024194455,-0.42097615672333,-0.0529366558109182,-0.431134507721699,-0.0526069591764937
"18","Max_body_depth->TLDiet","p17",0.041189316093958,0.0203386781823286,0.0411893164539992,0.0203386783059415,0.0397668608166563,0.0196368992178499,0.0416051611076438,0.0205248203880441,0.0449024810938108,0.0221823672890803,0.0411766990057975,0.0203344710157706,0.0419069776610229,0.0206175884950536,0.0408832040518486,0.0201783509772254,0.0411620353926041,0.0203254850050498,0.0411145213999539,0.0203004024915296,0.0411074424554804,0.020296232863527,0.0411293405432308,0.0203099562557871,0.0399118440423574,0.0197686367580625,0.0408814522365102,0.020191899688768,0.0412831313823643,0.0203920732118542,0.0400277335613088,0.0197529033648297,0.0412808894453426,0.0203918079600723,0.0405491399391893,0.0200298404347569,0.0446256191467416,0.0218779823881591,0.0400909897701265,0.0198079003759532,0.0416188227273186,0.0205594677045806,0.0412018976400622,0.0203729627431346,0.0416815848537148,0.0206782248057356,0.0414208158964379,0.0204638982977984,0.041562079775354,0.0205487557645519,0.041261813500467,0.0203804189198023,0.0412934858499598,0.0203944967913645,0.0393762047535484,0.0194750251885619,0.0403231700950516,0.019907267949854,0.0416429979076022,0.0205770387057955,0.041514696429793,0.02048791238506,0.0409773907623817,0.0202375147691877,0.0406980866151755,0.0201028193100187,0.0413336110828404,0.0204107143867318,0.0414505578075891,0.0204558117243313,0.0416889807054765,0.0205959307291245,0.0410172866407123,0.0202611703041637,0.0398950322853584,0.0197184752589184,0.0425875447236871,0.0210429226498294,0.0419756427050985,0.0207286659301649,0.0430628114891725,0.0212758032780552,0.0416639312788406,0.0205802737632526,0.0410601249260139,0.0202726365295953,0.0408658753930781,0.0202070627705437,0.0419988662707082,0.0207604423388081
"19","Max_body_width->TLDiet","p18",0.0355047985652241,0.0159310338389099,0.0355047981151603,0.0159310337666505,0.0352509827442246,0.0158200592196126,0.0337617083121828,0.0151204088727391,0.0351198147554052,0.0157720593944155,0.0353789668313733,0.0158754427274316,0.0345666131948338,0.01547672026652,0.0354109102964599,0.0158813567899892,0.0347502622944778,0.0155933475261481,0.0355673534132784,0.0159586821933361,0.035370543613109,0.0158697025074268,0.0354756084691372,0.015918584713368,0.0366148933783452,0.0164766847949152,0.0380773375857757,0.017093930584338,0.0360758854853236,0.0161886752327153,0.0365727158755213,0.0164021838392688,0.0364108963183555,0.0163352376674688,0.0367050297796501,0.0164785959882289,0.03089871250975,0.0138121857360426,0.036697163636003,0.0164691488513405,0.0358861174328814,0.0161092560846461,0.033272238207093,0.0149435838647788,0.0330383575881382,0.0148958107612731,0.0367231344033494,0.0164844468585957,0.0359555731271356,0.0161535948770048,0.0357815371358321,0.0160595421531186,0.0353754980564812,0.0158782292912112,0.0363300779124438,0.0163274219811175,0.0340863444740276,0.015293574364827,0.0350968968295416,0.0157586118557858,0.0351307273518211,0.0157655798740266,0.0353565746177224,0.015867674117364,0.0363192180144749,0.0162951641648577,0.0351546612952091,0.0157753369600508,0.0356806637572879,0.0160002551861466,0.0352761664423948,0.0158331096661094,0.0353932500098489,0.0158867650454682,0.0394188812026193,0.0176592763684235,0.0355839124056909,0.0159728060037682,0.0353642074858466,0.0158738331271387,0.0350676562846078,0.0157483181303583,0.0356959395681293,0.0160189659345243,0.0351859030428708,0.0157892199417393,0.0350421277323726,0.0157501422836046,0.0343491491816478,0.0154294737204642
"20","Lower_jaw_length->TLDiet","p19",0.0789662709640547,0.0680144253384078,0.0789662709489189,0.0680144253180428,0.0782891586863167,0.0674243414889739,0.0792368439675087,0.0682019094438305,0.0791726760967744,0.0682890697969905,0.078977069193477,0.0680305910184858,0.0800560459151616,0.0686942518654076,0.0791774354668585,0.0681681016447395,0.0794756875404631,0.068439737241203,0.0790329486262226,0.0680682550086457,0.07898699493574,0.0680272432096655,0.0789614902742747,0.0680135461985639,0.0794090138448848,0.0685597094427147,0.0789544706452494,0.0680728959459049,0.0788822611196465,0.0679553338565787,0.0792951705267223,0.0683208560740047,0.0790984200850973,0.0681344513585203,0.0789042851467735,0.0680033613723797,0.0779663971631921,0.0669848600686439,0.0791101713948605,0.0681130032156073,0.0785618372091142,0.0676868912673984,0.07774593754445,0.0670342092014608,0.0770154478068271,0.0666385763645232,0.0784128501861628,0.0675641382626554,0.0793035709563628,0.0683997735706695,0.0785731101370539,0.0676895042955593,0.0788725093812954,0.0679467412830425,0.0799249468673107,0.0689689480731491,0.079269977108955,0.0682596566662496,0.0793887307587378,0.0684342964289251,0.0788405870115234,0.0679141700698174,0.0789559869269322,0.068021448697693,0.0790920778560965,0.0681610667901164,0.0788571976142552,0.0679209419975585,0.0790130788182218,0.0680139171540176,0.0787453464385894,0.0678388329809344,0.0789113880934778,0.0679927440415524,0.0789959325592031,0.0681277812241844,0.0791003560693004,0.0681696795262998,0.0780501269043807,0.0672088964871962,0.0780757399728272,0.067233720564595,0.0790652695743308,0.0681076977021712,0.0789231616674528,0.0679760754980684,0.07857083453431,0.0677712152943774,0.0794083156100667,0.0684523044021594
"21","Min_caudalpeduncle_depth->TLDiet","p20",-0.00492148475588843,-0.00501445036366606,-0.00492148472499921,-0.00501445033096944,-0.00492321637263405,-0.00501753516557137,-0.00473032415301788,-0.00481878613868792,-0.0050175406537941,-0.00511904830020851,-0.00484921433068203,-0.00494111336546529,-0.00499785486933171,-0.00508296613853316,-0.00518949974673758,-0.00528556810491852,-0.00499755847896375,-0.00509263224387004,-0.00494975883978007,-0.0050431804595483,-0.00492583426588691,-0.00501853851097218,-0.00493924546049837,-0.00503282086131319,-0.00512712271495688,-0.00524124856976651,-0.00470088692607888,-0.00479504084525541,-0.00509124937771758,-0.00518447000924255,-0.00510135889900929,-0.00519885036478877,-0.00502626409551458,-0.00512122005071393,-0.00481928126295734,-0.00491399348049081,-0.00458017897690958,-0.00458382236035195,-0.00482825613017548,-0.00492258459041228,-0.00499661449690231,-0.00509329270751123,-0.00413199138065443,-0.0042148427835219,-0.00483752417835142,-0.00495811578524768,-0.00450463080012331,-0.0045917259087276,-0.00541714105202902,-0.00552502841282249,-0.00499098066610179,-0.0050871287709485,-0.0049330215958227,-0.00502783145451415,-0.00562295609344974,-0.00573916159921969,-0.00503230584520118,-0.00512708711359065,-0.00507525773184021,-0.0051748714438641,-0.00484468726576326,-0.00493681413901843,-0.00491542561016605,-0.00500929971866963,-0.00509357152896711,-0.00519174110870257,-0.00492010652871907,-0.00501335730168652,-0.00491683256082948,-0.00500666270016216,-0.00485385038253874,-0.00494721032514546,-0.00491428209125549,-0.00500899075403269,-0.00587712968336992,-0.0059925388230591,-0.00708658230769294,-0.0071773563278123,-0.00446979320581749,-0.00455486680123262,-0.00447009663249324,-0.00455935725027102,-0.00530184487780926,-0.00540293531835268,-0.00489107882073112,-0.00498386221379654,-0.00505451119235784,-0.00515832539641755,-0.004580562476935,-0.0046718735596308
"22","c_m->K","p21",0.0583791597132914,0.231203062066988,0.0583791599017069,0.231203062902474,0.0571617081764186,0.225902120005554,0.0589051360180314,0.238213187379662,0.0617373045061455,0.242911560699215,0.0579685170752132,0.229359644295635,0.0666101831865569,0.300962636044951,0.0599433964369223,0.243030527925803,0.0588458572014739,0.230843427780627,0.0568291128538354,0.219178990019697,0.0579971167152486,0.229583625190439,0.0584932426612951,0.232586290749128,0.0680366514205608,0.301425013188077,0.0738722375282032,0.27664779825519,0.0638953148071647,0.255039320671128,0.0566407372570186,0.223490492951623,0.0524951831558284,0.176402735173864,0.0534599487746141,0.188430302376854,0.0586432554620268,0.236852232438456,0.0579151680975906,0.227613427696011,0.0584428596885514,0.232035258601077,0.0596018117410106,0.235742156265502,0.0689922324906329,0.301552232673456,0.0600332596590363,0.237165706570118,0.060934282751264,0.243146897583795,0.0589230146941777,0.233948478012773,0.0570308278248363,0.224280105841739,0.0615570431512523,0.244827847532574,0.0599199989388567,0.219333704048094,0.0614640916685358,0.244953712170453,0.0584046030208116,0.231915161923409,0.0634839683981016,0.249173312490623,0.0660485066834247,0.265484428097861,0.0591821460716541,0.236523980049467,0.0607730461907099,0.243351217965665,0.0596112962174003,0.238203641262112,0.0590539516671423,0.237041576036379,0.0562895898255793,0.222273110673085,0.0618881813556141,0.243941795424135,0.0569900602821182,0.224607951630743,0.0592912515643508,0.23562859640788,0.0587627156514182,0.233307295505982,0.0577662240781185,0.228025245906477,0.0567800005896764,0.227133036610381,0.0603404102425856,0.248983147614071
"23","c_m->M","p22",0.0618312116083245,0.234909975846114,0.0618312117044319,0.234909976241424,0.0605804551510191,0.229690770497742,0.0629728756443653,0.244470139391569,0.0659357935881335,0.248893109628129,0.0611530368961632,0.232147194555193,0.0692109002880057,0.299194652420883,0.0631232217851178,0.243093080024818,0.0624681320310658,0.235090295491234,0.0599227938411451,0.221613590402616,0.0617278010349131,0.234415932964852,0.0619683888898173,0.236371364878141,0.0695739664578614,0.293171999829203,0.0789486302399458,0.283494025846957,0.0679353155731416,0.261167153411809,0.0614755294009773,0.23298918640316,0.0541178745081657,0.174124698046935,0.0572775952438052,0.193630213413115,0.0614491864904184,0.238263839270629,0.062700931464234,0.236757691270991,0.0618978258440059,0.235707663823595,0.0623755553275493,0.236394211901619,0.074850892581845,0.327535042916354,0.062974660986368,0.238423464152398,0.0644797394776079,0.246843604678527,0.0623602211828093,0.237734333929225,0.0597831500042578,0.225431570237982,0.0638049528718537,0.243800384022566,0.0630932349551505,0.221096731875606,0.0651486165072832,0.249879438257919,0.0619201816051361,0.236035660959187,0.068114251588265,0.256807294464552,0.0681455655585722,0.26221871364991,0.0627290100004124,0.240274888912703,0.0647079234673798,0.248286030463817,0.0632689209288223,0.242674921976234,0.0625344926389882,0.240712891695076,0.0594572462285228,0.224453330852288,0.0646427581968749,0.244181596677261,0.0609093951033843,0.230382176603901,0.0627279648199177,0.239215590961793,0.0622247218954515,0.236972901041111,0.061205686503744,0.231766929997284,0.059908903410488,0.229162797758396,0.0633808300038427,0.252220442582044
"24","c_m->Woo","p23",-0.0356346788845797,-0.133254465182699,-0.0356346788469843,-0.133254465038139,-0.0375986224823417,-0.140698896138496,-0.0398704271782704,-0.152516624596389,-0.0317661971348781,-0.117583518430342,-0.0357901051926624,-0.133756730421826,-0.035495446930214,-0.148822679662499,-0.0374536051541155,-0.142375415537111,-0.0383496389099595,-0.142254087414424,-0.0359722039224609,-0.13134286879722,-0.0359799579045328,-0.13457075029452,-0.0357665533728294,-0.134254979515517,-0.0334298370881123,-0.136413490624877,-0.027392941496573,-0.0949674641980166,-0.034870203565521,-0.13054041403536,-0.0368209093737144,-0.137587508385586,-0.0377330695551463,-0.120881904231421,-0.0351168466242604,-0.117655423568122,-0.0449404258859959,-0.172479352150316,-0.0394517599384904,-0.148475855217102,-0.0355641630459242,-0.133300475231942,-0.0358139456082945,-0.133527257705285,-0.0324534076076702,-0.131536773756226,-0.0355906180549584,-0.132432051742598,-0.0343018830200458,-0.128626314466673,-0.0359643378685489,-0.134968108323303,-0.0367388778414193,-0.136765324246647,-0.0409601731063825,-0.155143042829699,-0.0493632598344442,-0.172408548654846,-0.0347760504727637,-0.130835506813286,-0.0360611410586966,-0.135132169893379,-0.0393016452399447,-0.145352632407464,-0.0359841961343447,-0.135109952985327,-0.0356903413387637,-0.134438825836242,-0.0347010744388765,-0.130486196402443,-0.0349277788492876,-0.131767453083427,-0.035883726434288,-0.135758352811446,-0.0369527909619597,-0.140426752238761,-0.0288820191441752,-0.106658335523534,-0.0364652362275211,-0.135915100918689,-0.0352032099331684,-0.131900586043544,-0.0352307703308653,-0.131956542468084,-0.0368137254447905,-0.137412442001869,-0.0391677976633869,-0.150096089692542,-0.0359072625652643,-0.139286244470248
