"","X","SpecCode","Brack","Saltwater","DemersPelag","Species","Genus","Subfamily","Family","Order","Class","SuperClass","c_m","eps_m"
"158",158,4274,0,1,"benthopelagic","Aluterus monoceros","Aluterus",NA,"Monacanthidae","Tetraodontiformes","Teleostei","Osteichthyes",NA,NA
"159",159,1081,0,1,"benthopelagic","Aluterus schoepfii","Aluterus",NA,"Monacanthidae","Tetraodontiformes","Teleostei","Osteichthyes",NA,NA
"160",160,4275,0,1,"benthopelagic","Aluterus scriptus","Aluterus",NA,"Monacanthidae","Tetraodontiformes","Teleostei","Osteichthyes",NA,NA
"161",161,8105,0,1,"benthopelagic","Amamiichthys matsubarai","Amamiichthys",NA,"Sparidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"162",162,6672,0,1,"benthopelagic","Amanses scopas","Amanses",NA,"Monacanthidae","Tetraodontiformes","Teleostei","Osteichthyes",NA,NA
"163",163,4459,0,1,"pelagic","Amarsipus carlsbergi","Amarsipus",NA,"Amarsipidae","Scombriformes","Teleostei","Osteichthyes",NA,NA
"164",164,58216,0,1,"demersal","Ambophthalmos eurystigmatephoros","Ambophthalmos",NA,"Psychrolutidae","Scorpaeniformes","Teleostei","Osteichthyes",NA,NA
"165",165,58288,0,1,"demersal","Ambophthalmos magnicirrus","Ambophthalmos",NA,"Psychrolutidae","Scorpaeniformes","Teleostei","Osteichthyes",NA,NA
"166",166,4745,0,1,"benthopelagic","Acanthurus fowleri","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes",NA,NA
"167",167,17471,0,1,"benthopelagic","Acanthurus gahhm","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes",NA,NA
"168",168,4749,0,1,"benthopelagic","Acanthurus grammoptilus","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes",NA,NA
"169",169,4736,0,1,"benthopelagic","Acanthurus guttatus","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes",NA,NA
"170",170,23375,0,1,"benthopelagic","Acanthurus japonicus","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes",NA,NA
"171",171,4741,0,1,"benthopelagic","Acanthurus leucocheilus","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes",NA,NA
"172",172,4737,0,1,"benthopelagic","Acanthurus leucopareius","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes",NA,NA
"173",173,1257,0,1,"benthopelagic","Acanthurus leucosternon","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes",NA,NA
"174",174,1258,0,1,"benthopelagic","Acanthurus lineatus","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes",NA,NA
"175",175,4746,0,1,"benthopelagic","Acanthurus maculiceps","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes",NA,NA
"176",176,1255,0,1,"benthopelagic","Acanthurus mata","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes",NA,NA
"177",177,1800,1,1,"demersal","Acanthurus monroviae","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes",NA,NA
"178",178,6011,0,1,"benthopelagic","Acanthurus nigricans","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes",NA,NA
"179",179,4747,1,1,"benthopelagic","Acanthurus nigricauda","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes",NA,NA
"180",180,4739,0,1,"benthopelagic","Acanthurus nigrofuscus","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes",NA,NA
"181",181,4738,0,1,"benthopelagic","Acanthurus nigroris","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes",NA,NA
"182",182,4733,0,1,"benthopelagic","Acanthurus nubilus","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes",NA,NA
"183",183,4744,0,1,"benthopelagic","Acanthurus olivaceus","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes",NA,NA
"184",184,4732,0,1,"benthopelagic","Acanthurus polyzona","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes",NA,NA
"185",185,4742,0,1,"benthopelagic","Acanthurus pyroferus","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes",NA,NA
"186",186,3905,0,1,"benthopelagic","Acanthurus randalli","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes",NA,NA
"187",187,58792,0,1,"benthopelagic","Acanthurus reversus","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes",NA,NA
"188",188,4740,0,1,"benthopelagic","Acanthurus sohal","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes",NA,NA
"189",189,1259,0,1,"benthopelagic","Acanthurus tennentii","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes",NA,NA
"190",190,4734,1,1,"benthopelagic","Acanthurus thompsoni","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes",NA,NA
"191",191,942,0,1,"benthopelagic","Acanthurus tractus","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes",NA,NA
"192",192,1260,0,1,"benthopelagic","Acanthurus triostegus","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes",NA,NA
"193",193,12782,0,1,"benthopelagic","Acanthurus tristis","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes",NA,NA
"194",194,1261,0,1,"benthopelagic","Acanthurus xanthopterus","Acanthurus","Acanthurinae","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes",NA,NA
"195",195,59465,0,1,"benthopelagic","Acarobythites larsonae","Acarobythites",NA,"Bythitidae","Ophidiiformes","Teleostei","Osteichthyes",NA,NA
"196",196,17032,1,1,"demersal","Acentrogobius audax","Acentrogobius","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"197",197,4894,1,1,"demersal","Acentrogobius caninus","Acentrogobius","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"198",198,66879,0,1,"benthopelagic","Acentrogobius cenderawasih","Acentrogobius","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"199",199,25062,1,1,"benthopelagic","Acentrogobius cyanomos","Acentrogobius","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"200",200,46432,1,1,"demersal","Acentrogobius dayi","Acentrogobius","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"201",201,56720,1,1,"demersal","Acentrogobius ennorensis","Acentrogobius","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"202",202,27549,1,1,"demersal","Acentrogobius gracilis","Acentrogobius","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"203",203,25229,1,1,"demersal","Acentrogobius griseus","Acentrogobius","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"204",204,23581,1,1,"benthopelagic","Acentrogobius janthinopterus","Acentrogobius","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"205",205,68732,0,1,"demersal","Acentrogobius limarius","Acentrogobius","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"206",206,25230,1,1,"demersal","Acentrogobius madraspatensis","Acentrogobius","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"207",207,25232,1,1,"demersal","Acentrogobius masoni","Acentrogobius","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"208",208,23582,1,1,"demersal","Acentrogobius moloanus","Acentrogobius","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"209",209,23583,1,1,"demersal","Acentrogobius multifasciatus","Acentrogobius","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"210",210,7228,1,1,"benthopelagic","Acentrogobius nebulosus","Acentrogobius","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"211",211,23585,1,1,"demersal","Acentrogobius pflaumii","Acentrogobius","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"212",212,17033,0,1,"demersal","Acentrogobius signatus","Acentrogobius","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"213",213,9921,1,1,"demersal","Acentrogobius simplex","Acentrogobius","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"214",214,23587,1,1,"demersal","Acentrogobius suluensis","Acentrogobius","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"215",215,68735,0,1,"demersal","Acentrogobius vanderloosi","Acentrogobius","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"216",216,65414,1,0,"benthopelagic","Acentrogobius veliensis","Acentrogobius","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"217",217,23590,1,1,"demersal","Acentrogobius viganensis","Acentrogobius","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"218",218,68736,0,1,"demersal","Acentrogobius violarisi","Acentrogobius","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"219",219,15776,1,1,"demersal","Acentrogobius viridipunctatus","Acentrogobius","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"220",220,66887,0,1,"benthopelagic","Acentronura breviperula","Acentronura","Syngnathinae","Syngnathidae","Syngnathiformes","Teleostei","Osteichthyes",NA,NA
"221",221,7994,0,1,"benthopelagic","Acentronura gracilissima","Acentronura","Syngnathinae","Syngnathidae","Syngnathiformes","Teleostei","Osteichthyes",NA,NA
"222",222,16862,0,1,"benthopelagic","Acentronura tentaculata","Acentronura","Syngnathinae","Syngnathidae","Syngnathiformes","Teleostei","Osteichthyes",NA,NA
"223",223,62231,0,1,"pelagic","Acentrophryne dolichonema","Acentrophryne",NA,"Linophrynidae","Lophiiformes","Teleostei","Osteichthyes",NA,NA
"224",224,59196,0,1,"pelagic","Acentrophryne longidens","Acentrophryne",NA,"Linophrynidae","Lophiiformes","Teleostei","Osteichthyes",NA,NA
"225",225,25162,1,1,"demersal","Achiroides leucorhynchos","Achiroides",NA,"Soleidae","Pleuronectiformes","Teleostei","Osteichthyes",NA,NA
"226",226,25164,1,1,"demersal","Achiroides melanorhynchus","Achiroides",NA,"Soleidae","Pleuronectiformes","Teleostei","Osteichthyes",NA,NA
"227",227,7119,0,1,"demersal","Achiropsetta tricholepis","Achiropsetta",NA,"Achiropsettidae","Pleuronectiformes","Teleostei","Osteichthyes",NA,NA
"228",228,7572,1,1,"demersal","Achirus achirus","Achirus",NA,"Achiridae","Pleuronectiformes","Teleostei","Osteichthyes",NA,NA
"229",229,52941,1,1,"demersal","Achirus declivis","Achirus",NA,"Achiridae","Pleuronectiformes","Teleostei","Osteichthyes",NA,NA
"230",230,13429,0,1,"demersal","Achirus klunzingeri","Achirus",NA,"Achiridae","Pleuronectiformes","Teleostei","Osteichthyes",NA,NA
"231",231,4256,1,1,"demersal","Achirus lineatus","Achirus",NA,"Achiridae","Pleuronectiformes","Teleostei","Osteichthyes",NA,NA
"232",232,10429,1,1,"demersal","Achirus mazatlanus","Achirus",NA,"Achiridae","Pleuronectiformes","Teleostei","Osteichthyes",NA,NA
"233",233,64929,1,1,"benthopelagic","Achirus mucuri","Achirus",NA,"Achiridae","Pleuronectiformes","Teleostei","Osteichthyes",NA,NA
"234",234,13434,1,1,"demersal","Achirus scutum","Achirus",NA,"Achiridae","Pleuronectiformes","Teleostei","Osteichthyes",NA,NA
"235",235,52950,0,1,"demersal","Achirus zebrinus","Achirus",NA,"Achiridae","Pleuronectiformes","Teleostei","Osteichthyes",NA,NA
"236",236,14420,0,1,"benthopelagic","Achoerodus gouldii","Achoerodus",NA,"Labridae","Labriformes","Teleostei","Osteichthyes",NA,NA
"237",237,50808,0,1,"benthopelagic","Achoerodus viridis","Achoerodus",NA,"Labridae","Labriformes","Teleostei","Osteichthyes",NA,NA
"238",238,2590,1,1,"demersal","Acipenser brevirostrum","Acipenser","Acipenserinae","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes",49842489390051.8,0.729610442151642
"239",239,4712,1,1,"demersal","Acipenser gueldenstaedtii","Acipenser","Acipenserinae","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes",49842489390051.8,0.729610442151642
"240",240,2592,1,1,"demersal","Acipenser medirostris","Acipenser","Acipenserinae","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes",49842489390051.8,0.729610442151642
"241",241,9762,1,1,"demersal","Acipenser mikadoi","Acipenser","Acipenserinae","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes",49842489390051.8,0.729610442151642
"242",242,2504,1,1,"demersal","Acipenser naccarii","Acipenser","Acipenserinae","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes",49842489390051.8,0.729610442151642
"243",243,2505,1,1,"demersal","Acipenser nudiventris","Acipenser","Acipenserinae","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes",49842489390051.8,0.729610442151642
"244",244,2593,1,1,"demersal","Acipenser oxyrinchus","Acipenser","Acipenserinae","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes",49842489390051.8,0.729610442151642
"245",245,9763,1,1,"demersal","Acipenser persicus","Acipenser","Acipenserinae","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes",49842489390051.8,0.729610442151642
"246",246,6085,1,1,"demersal","Acipenser schrenckii","Acipenser","Acipenserinae","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes",49842489390051.8,0.729610442151642
"247",247,8762,1,1,"demersal","Acipenser sinensis","Acipenser","Acipenserinae","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes",49842489390051.8,0.729610442151642
"248",248,2065,1,1,"demersal","Acipenser stellatus","Acipenser","Acipenserinae","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes",49842489390051.8,0.729610442151642
"249",249,2066,1,1,"demersal","Acipenser sturio","Acipenser","Acipenserinae","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes",49842489390051.8,0.729610442151642
"250",250,2594,1,1,"demersal","Acipenser transmontanus","Acipenser","Acipenserinae","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes",49842489390051.8,0.729610442151642
"251",251,24250,0,1,"demersal","Acreichthys hajam","Acreichthys",NA,"Monacanthidae","Tetraodontiformes","Teleostei","Osteichthyes",NA,NA
"252",252,7974,0,1,"benthopelagic","Acreichthys radiatus","Acreichthys",NA,"Monacanthidae","Tetraodontiformes","Teleostei","Osteichthyes",NA,NA
"253",253,7849,0,1,"benthopelagic","Acreichthys tomentosus","Acreichthys",NA,"Monacanthidae","Tetraodontiformes","Teleostei","Osteichthyes",NA,NA
"254",254,58525,0,1,"benthopelagic","Acromycter alcocki","Acromycter","Congrinae","Congridae","Anguilliformes","Teleostei","Osteichthyes",NA,NA
"255",255,58526,0,1,"demersal","Acromycter atlanticus","Acromycter","Congrinae","Congridae","Anguilliformes","Teleostei","Osteichthyes",NA,NA
"256",256,63064,0,1,"pelagic","Acromycter longipectoralis","Acromycter","Congrinae","Congridae","Anguilliformes","Teleostei","Osteichthyes",NA,NA
"257",257,23291,0,1,"demersal","Acromycter nezumi","Acromycter","Congrinae","Congridae","Anguilliformes","Teleostei","Osteichthyes",NA,NA
"258",258,58562,0,1,"demersal","Acromycter perturbator","Acromycter","Congrinae","Congridae","Anguilliformes","Teleostei","Osteichthyes",NA,NA
"259",259,69833,0,1,"pelagic","Acropoma arafurensis","Acropoma",NA,"Acropomatidae","Acropomatiformes","Teleostei","Osteichthyes",NA,NA
"260",260,59893,0,1,"pelagic","Acropoma argentistigma","Acropoma",NA,"Acropomatidae","Acropomatiformes","Teleostei","Osteichthyes",NA,NA
"261",261,59419,0,1,"pelagic","Acropoma boholensis","Acropoma",NA,"Acropomatidae","Acropomatiformes","Teleostei","Osteichthyes",NA,NA
"262",262,9232,0,1,"benthopelagic","Acropoma hanedai","Acropoma",NA,"Acropomatidae","Acropomatiformes","Teleostei","Osteichthyes",NA,NA
"263",263,1267,0,1,"pelagic","Acropoma japonicum","Acropoma",NA,"Acropomatidae","Acropomatiformes","Teleostei","Osteichthyes",NA,NA
"264",264,59169,0,1,"pelagic","Acropoma lecorneti","Acropoma",NA,"Acropomatidae","Acropomatiformes","Teleostei","Osteichthyes",NA,NA
"265",265,69834,0,1,"pelagic","Acropoma leobergi","Acropoma",NA,"Acropomatidae","Acropomatiformes","Teleostei","Osteichthyes",NA,NA
"266",266,67353,0,1,"pelagic","Acropoma profundum","Acropoma",NA,"Acropomatidae","Acropomatiformes","Teleostei","Osteichthyes",NA,NA
"267",267,69490,0,1,"demersal","Acroteriobatus andysabini","Acroteriobatus",NA,"Rhinobatidae","Rajiformes","Elasmobranchii","Chondrichthyes",NA,NA
"268",268,5509,1,1,"demersal","Acroteriobatus annulatus","Acroteriobatus",NA,"Rhinobatidae","Rajiformes","Elasmobranchii","Chondrichthyes",NA,NA
"269",269,7968,0,1,"benthopelagic","Acroteriobatus blochii","Acroteriobatus",NA,"Rhinobatidae","Rajiformes","Elasmobranchii","Chondrichthyes",NA,NA
"270",270,5510,0,1,"demersal","Acroteriobatus leucospilus","Acroteriobatus",NA,"Rhinobatidae","Rajiformes","Elasmobranchii","Chondrichthyes",NA,NA
"271",271,15661,0,1,"demersal","Acroteriobatus ocellatus","Acroteriobatus",NA,"Rhinobatidae","Rajiformes","Elasmobranchii","Chondrichthyes",NA,NA
"272",272,68219,0,1,"benthopelagic","Acroteriobatus omanensis","Acroteriobatus",NA,"Rhinobatidae","Rajiformes","Elasmobranchii","Chondrichthyes",NA,NA
"273",273,25240,0,1,"demersal","Acroteriobatus salalah","Acroteriobatus",NA,"Rhinobatidae","Rajiformes","Elasmobranchii","Chondrichthyes",NA,NA
"274",274,69491,0,1,"demersal","Acroteriobatus stehmanni","Acroteriobatus",NA,"Rhinobatidae","Rajiformes","Elasmobranchii","Chondrichthyes",NA,NA
"275",275,57445,0,1,"demersal","Acroteriobatus variegatus","Acroteriobatus",NA,"Rhinobatidae","Rajiformes","Elasmobranchii","Chondrichthyes",NA,NA
"276",276,57446,0,1,"demersal","Acroteriobatus zanzibarensis","Acroteriobatus",NA,"Rhinobatidae","Rajiformes","Elasmobranchii","Chondrichthyes",NA,NA
"277",277,644,0,1,"demersal","Aculeola nigra","Aculeola",NA,"Etmopteridae","Squaliformes","Elasmobranchii","Chondrichthyes",NA,NA
"278",278,57913,0,1,"demersal","Acyrtops amplicirrus","Acyrtops","Gobiesocinae","Gobiesocidae","Gobiesociformes","Teleostei","Osteichthyes",NA,NA
"279",279,3073,0,1,"benthopelagic","Acyrtops beryllinus","Acyrtops","Gobiesocinae","Gobiesocidae","Gobiesociformes","Teleostei","Osteichthyes",NA,NA
"280",280,16662,0,1,"benthopelagic","Acyrtus artius","Acyrtus","Gobiesocinae","Gobiesocidae","Gobiesociformes","Teleostei","Osteichthyes",NA,NA
"281",281,67983,0,1,"benthopelagic","Acyrtus lanthanum","Acyrtus","Gobiesocinae","Gobiesocidae","Gobiesociformes","Teleostei","Osteichthyes",NA,NA
"282",282,62176,0,1,"demersal","Acyrtus pauciradiatus","Acyrtus","Gobiesocinae","Gobiesocidae","Gobiesociformes","Teleostei","Osteichthyes",NA,NA
"283",283,16677,0,1,"demersal","Acyrtus rubiginosus","Acyrtus","Gobiesocinae","Gobiesocidae","Gobiesociformes","Teleostei","Osteichthyes",NA,NA
"284",284,23885,0,1,"demersal","Adelosebastes latens","Adelosebastes","Sebastolobinae","Sebastidae","Scorpaeniformes","Teleostei","Osteichthyes",NA,NA
"285",285,68806,0,1,"pelagic","Adelotremus deloachi","Adelotremus","Blenniinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA
"286",286,67382,0,1,"pelagic","Adelotremus leptus","Adelotremus","Blenniinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA
"287",287,27470,0,1,"demersal","Adventor elongatus","Adventor",NA,"Aploactinidae","Scorpaeniformes","Teleostei","Osteichthyes",NA,NA
"288",288,7986,0,1,"benthopelagic","Aeoliscus punctulatus","Aeoliscus","Centriscinae","Centriscidae","Syngnathiformes","Teleostei","Osteichthyes",NA,NA
"289",289,6503,0,1,"benthopelagic","Aeoliscus strigatus","Aeoliscus","Centriscinae","Centriscidae","Syngnathiformes","Teleostei","Osteichthyes",NA,NA
"290",290,7850,0,1,"benthopelagic","Aesopia cornuta","Aesopia",NA,"Soleidae","Pleuronectiformes","Teleostei","Osteichthyes",NA,NA
"291",291,12086,0,1,"demersal","Aetapcus maculatus","Aetapcus",NA,"Pataecidae","Scorpaeniformes","Teleostei","Osteichthyes",NA,NA
"292",292,6441,0,1,"benthopelagic","Aethaloperca rogaa","Aethaloperca",NA,"Epinephelidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"293",293,66721,0,1,"pelagic","Aetheliparis taurocanis","Aetheliparis",NA,"Liparidae","Scorpaeniformes","Teleostei","Osteichthyes",NA,NA
"294",294,7037,0,1,"pelagic","Aethotaxis mitopteryx","Aethotaxis","Pleuragrammatinae","Nototheniidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"295",295,8973,1,1,"benthopelagic","Aetobatus flagellum","Aetobatus",NA,"Aetobatidae","Myliobatiformes","Elasmobranchii","Chondrichthyes",NA,NA
"296",296,69023,0,1,"benthopelagic","Aetobatus laticeps","Aetobatus",NA,"Aetobatidae","Myliobatiformes","Elasmobranchii","Chondrichthyes",NA,NA
"297",297,1250,1,1,"benthopelagic","Aetobatus narinari","Aetobatus",NA,"Aetobatidae","Myliobatiformes","Elasmobranchii","Chondrichthyes",NA,NA
"298",298,67276,0,1,"benthopelagic","Aetobatus narutobiei","Aetobatus",NA,"Aetobatidae","Myliobatiformes","Elasmobranchii","Chondrichthyes",NA,NA
"299",299,12600,1,1,"benthopelagic","Aetobatus ocellatus","Aetobatus",NA,"Aetobatidae","Myliobatiformes","Elasmobranchii","Chondrichthyes",NA,NA
"300",300,13200,0,1,"demersal","Aetomylaeus asperrimus","Aetomylaeus",NA,"Myliobatidae","Myliobatiformes","Elasmobranchii","Chondrichthyes",NA,NA
"301",301,5011,1,1,"benthopelagic","Aetomylaeus bovinus","Aetomylaeus",NA,"Myliobatidae","Myliobatiformes","Elasmobranchii","Chondrichthyes",NA,NA
"302",302,67984,0,1,"pelagic","Aetomylaeus caeruleofasciatus","Aetomylaeus",NA,"Myliobatidae","Myliobatiformes","Elasmobranchii","Chondrichthyes",NA,NA
"303",303,12594,1,1,"benthopelagic","Aetomylaeus maculatus","Aetomylaeus",NA,"Myliobatidae","Myliobatiformes","Elasmobranchii","Chondrichthyes",NA,NA
"304",304,12597,0,1,"benthopelagic","Aetomylaeus milvus","Aetomylaeus",NA,"Myliobatidae","Myliobatiformes","Elasmobranchii","Chondrichthyes",NA,NA
"305",305,10120,1,1,"demersal","Aetomylaeus nichofii","Aetomylaeus",NA,"Myliobatidae","Myliobatiformes","Elasmobranchii","Chondrichthyes",NA,NA
"306",306,12599,0,1,"benthopelagic","Aetomylaeus vespertilio","Aetomylaeus",NA,"Myliobatidae","Myliobatiformes","Elasmobranchii","Chondrichthyes",NA,NA
"307",307,57010,1,1,"benthopelagic","Afurcagobius suppositus","Afurcagobius","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
