"","Ref","OxygenCons","Weight","Temperature","SpecCode","MetabolicLevel","AppliedStress","OxygenRefNo","Species","Genus","Subfamily","Family","Order","Class","SuperClass","Brack","Saltwater","DemersPelag"
"5604","fishbase",2.9536,0.0568,9.5,4480,"standard","none specified",2120,"Lampetra fluviatilis","Lampetra","Lampetrinae","Petromyzontidae","Petromyzontiformes","Petromyzonti","Agnatha",1,1,"demersal"
"5605","fishbase",2.2344,0.0588,9.5,4480,"standard","none specified",2120,"Lampetra fluviatilis","Lampetra","Lampetrinae","Petromyzontidae","Petromyzontiformes","Petromyzonti","Agnatha",1,1,"demersal"
"5606","fishbase",2.799,0.0622,9.5,4480,"standard","none specified",2120,"Lampetra fluviatilis","Lampetra","Lampetrinae","Petromyzontidae","Petromyzontiformes","Petromyzonti","Agnatha",1,1,"demersal"
"5607","fishbase",2.226,0.0636,9.5,4480,"standard","none specified",2120,"Lampetra fluviatilis","Lampetra","Lampetrinae","Petromyzontidae","Petromyzontiformes","Petromyzonti","Agnatha",1,1,"demersal"
"5875","fishbase",0.029578,2.3e-05,20,4712,"routine","none specified",2093,"Acipenser gueldenstaedtii","Acipenser","Acipenserinae","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes",1,1,"demersal"
"5876","fishbase",0.1077,3e-04,18,4712,"routine","none specified",2093,"Acipenser gueldenstaedtii","Acipenser","Acipenserinae","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes",1,1,"demersal"
"5877","fishbase",0.1815,3e-04,25,4712,"routine","none specified",2093,"Acipenser gueldenstaedtii","Acipenser","Acipenserinae","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes",1,1,"demersal"
"5878","fishbase",0.275063,0.000467,20,4712,"routine","none specified",2093,"Acipenser gueldenstaedtii","Acipenser","Acipenserinae","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes",1,1,"demersal"
"5879","fishbase",3.4,0.0125,18,4712,"routine","none specified",2093,"Acipenser gueldenstaedtii","Acipenser","Acipenserinae","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes",1,1,"demersal"
"5880","fishbase",6.575,0.0125,25,4712,"routine","none specified",2093,"Acipenser gueldenstaedtii","Acipenser","Acipenserinae","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes",1,1,"demersal"
"5881","fishbase",9.5568,0.0543,21,4712,"routine","none specified",2093,"Acipenser gueldenstaedtii","Acipenser","Acipenserinae","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes",1,1,"demersal"
"5882","fishbase",14.4768,0.208,18,4712,"routine","none specified",2093,"Acipenser gueldenstaedtii","Acipenser","Acipenserinae","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes",1,1,"demersal"
"6005","fishbase",0.1978,0.00043,20,4813,"routine","none specified",2120,"Aphaniops dispar","Aphaniops",NA,"Aphaniidae","Cyprinodontiformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"6006","fishbase",0.27979,0.00049,20,4813,"routine","none specified",2120,"Aphaniops dispar","Aphaniops",NA,"Aphaniidae","Cyprinodontiformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"6007","fishbase",0.18704,0.00056,17,4813,"routine","none specified",2120,"Aphaniops dispar","Aphaniops",NA,"Aphaniidae","Cyprinodontiformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"6008","fishbase",0.2766,6e-04,20,4813,"routine","none specified",2120,"Aphaniops dispar","Aphaniops",NA,"Aphaniidae","Cyprinodontiformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"6009","fishbase",0.46373,0.00079,24.5,4813,"routine","none specified",2120,"Aphaniops dispar","Aphaniops",NA,"Aphaniidae","Cyprinodontiformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"6110","fishbase",0.5424,0.0016,22,4833,"standard","none specified",2120,"Glossogobius giuris","Glossogobius","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"6111","fishbase",0.7125,0.0025,22,4833,"standard","none specified",2120,"Glossogobius giuris","Glossogobius","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"6112","fishbase",1.0792,0.0038,22,4833,"standard","none specified",2120,"Glossogobius giuris","Glossogobius","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"6113","fishbase",0.989,0.0046,22,4833,"standard","none specified",2120,"Glossogobius giuris","Glossogobius","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"6114","fishbase",3.31784,0.00619,26,4833,"routine","none specified",2120,"Glossogobius giuris","Glossogobius","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"6115","fishbase",1.8177,0.0073,22,4833,"standard","none specified",2120,"Glossogobius giuris","Glossogobius","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"6116","fishbase",1.7596,0.0083,22,4833,"standard","none specified",2120,"Glossogobius giuris","Glossogobius","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"6117","fishbase",1.9584,0.0102,22,4833,"standard","none specified",2120,"Glossogobius giuris","Glossogobius","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"6118","fishbase",1.804,0.011,22,4833,"standard","none specified",2120,"Glossogobius giuris","Glossogobius","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"6119","fishbase",2.1,0.012,22,4833,"standard","none specified",2120,"Glossogobius giuris","Glossogobius","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"6120","fishbase",1.6512,0.0129,25,4833,"standard","none specified",2120,"Glossogobius giuris","Glossogobius","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"6121","fishbase",1.86446,0.01313,25,4833,"standard","none specified",2120,"Glossogobius giuris","Glossogobius","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"6122","fishbase",2.0025,0.01335,25,4833,"standard","none specified",2120,"Glossogobius giuris","Glossogobius","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"6123","fishbase",2.0655,0.0135,22,4833,"standard","none specified",2120,"Glossogobius giuris","Glossogobius","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"6124","fishbase",2.43,0.0135,25,4833,"standard","none specified",2120,"Glossogobius giuris","Glossogobius","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"6125","fishbase",1.77504,0.01376,25,4833,"standard","none specified",2120,"Glossogobius giuris","Glossogobius","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"6126","fishbase",1.75336,0.01414,25,4833,"standard","none specified",2120,"Glossogobius giuris","Glossogobius","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"6127","fishbase",1.82793,0.01417,25,4833,"standard","none specified",2120,"Glossogobius giuris","Glossogobius","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"6128","fishbase",2.5168,0.0143,22,4833,"standard","none specified",2120,"Glossogobius giuris","Glossogobius","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"6129","fishbase",4.32717,0.01487,26,4833,"routine","none specified",2120,"Glossogobius giuris","Glossogobius","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"6130","fishbase",0.51,0.015,26,4833,"routine","none specified",2120,"Glossogobius giuris","Glossogobius","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"6131","fishbase",1.14,0.015,26,4833,"routine","none specified",2120,"Glossogobius giuris","Glossogobius","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"6132","fishbase",1.395,0.015,26,4833,"routine","none specified",2120,"Glossogobius giuris","Glossogobius","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"6133","fishbase",1.47,0.015,26,4833,"routine","none specified",2120,"Glossogobius giuris","Glossogobius","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"6134","fishbase",2.37,0.015,26,4833,"routine","none specified",2120,"Glossogobius giuris","Glossogobius","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"6135","fishbase",2.58,0.015,26,4833,"routine","none specified",2120,"Glossogobius giuris","Glossogobius","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"6136","fishbase",2.73,0.015,26,4833,"routine","none specified",2120,"Glossogobius giuris","Glossogobius","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"6137","fishbase",2.865,0.015,26,4833,"routine","none specified",2120,"Glossogobius giuris","Glossogobius","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"6138","fishbase",3.225,0.015,26,4833,"routine","none specified",2120,"Glossogobius giuris","Glossogobius","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"6139","fishbase",3.435,0.015,26,4833,"routine","none specified",2120,"Glossogobius giuris","Glossogobius","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"6140","fishbase",3.45,0.015,26,4833,"routine","none specified",2120,"Glossogobius giuris","Glossogobius","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"6141","fishbase",3.735,0.015,26,4833,"routine","none specified",2120,"Glossogobius giuris","Glossogobius","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"6142","fishbase",4.365,0.015,26,4833,"routine","none specified",2120,"Glossogobius giuris","Glossogobius","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"6143","fishbase",5.145,0.015,26,4833,"routine","none specified",2120,"Glossogobius giuris","Glossogobius","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"6144","fishbase",5.415,0.015,26,4833,"routine","none specified",2120,"Glossogobius giuris","Glossogobius","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"6145","fishbase",3.45103,0.01507,26,4833,"routine","none specified",2120,"Glossogobius giuris","Glossogobius","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"6146","fishbase",1.881,0.0165,22,4833,"standard","none specified",2120,"Glossogobius giuris","Glossogobius","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"6147","fishbase",2.2125,0.0177,22,4833,"standard","none specified",2120,"Glossogobius giuris","Glossogobius","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"6148","fishbase",3.1603,0.0187,22,4833,"standard","none specified",2120,"Glossogobius giuris","Glossogobius","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"6149","fishbase",3.1845,0.0193,22,4833,"standard","none specified",2120,"Glossogobius giuris","Glossogobius","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"6150","fishbase",2.856,0.0204,22,4833,"standard","none specified",2120,"Glossogobius giuris","Glossogobius","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"6151","fishbase",2.8304,0.0232,22,4833,"standard","none specified",2120,"Glossogobius giuris","Glossogobius","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"6152","fishbase",4.7517,0.047,22,4833,"standard","none specified",85173,"Glossogobius giuris","Glossogobius","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"6215","fishbase",1.23039,0.00441,28,5115,"routine","none specified",2120,"Chelon dumerili","Chelon",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"demersal"
"6216","fishbase",3.39664,0.00598,33,5115,"routine","none specified",2120,"Chelon dumerili","Chelon",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"demersal"
"6217","fishbase",2.30637,0.00723,23,5115,"routine","none specified",2120,"Chelon dumerili","Chelon",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"demersal"
"6218","fishbase",2.82693,0.00723,28,5115,"routine","none specified",2120,"Chelon dumerili","Chelon",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"demersal"
"6219","fishbase",1.01878,0.00766,13,5115,"routine","none specified",2120,"Chelon dumerili","Chelon",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"demersal"
"6220","fishbase",1.83074,0.00766,23,5115,"routine","none specified",2120,"Chelon dumerili","Chelon",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"demersal"
"6221","fishbase",1.67745,0.00795,18,5115,"routine","none specified",2120,"Chelon dumerili","Chelon",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"demersal"
"6222","fishbase",1.05534,0.00858,13,5115,"routine","none specified",2120,"Chelon dumerili","Chelon",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"demersal"
"6223","fishbase",2.7848,0.00944,33,5115,"routine","none specified",2120,"Chelon dumerili","Chelon",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"demersal"
"6224","fishbase",4.99376,0.00944,33,5115,"routine","none specified",2120,"Chelon dumerili","Chelon",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"demersal"
"6225","fishbase",3.02,0.01,28,5115,"routine","none specified",2120,"Chelon dumerili","Chelon",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"demersal"
"6226","fishbase",2.0072,0.0104,23,5115,"routine","none specified",2120,"Chelon dumerili","Chelon",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"demersal"
"6227","fishbase",1.1766,0.0106,13,5115,"routine","none specified",2120,"Chelon dumerili","Chelon",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"demersal"
"6228","fishbase",1.404,0.0108,13,5115,"routine","none specified",2120,"Chelon dumerili","Chelon",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"demersal"
"6229","fishbase",2.9268,0.0108,28,5115,"routine","none specified",2120,"Chelon dumerili","Chelon",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"demersal"
"6230","fishbase",2.2572,0.0114,23,5115,"routine","none specified",2120,"Chelon dumerili","Chelon",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"demersal"
"6231","fishbase",2.4624,0.0114,28,5115,"routine","none specified",2120,"Chelon dumerili","Chelon",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"demersal"
"6232","fishbase",3.6772,0.0116,28,5115,"routine","none specified",2120,"Chelon dumerili","Chelon",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"demersal"
"6233","fishbase",5.1765,0.0119,33,5115,"routine","none specified",2120,"Chelon dumerili","Chelon",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"demersal"
"6234","fishbase",4.0172,0.0121,23,5115,"routine","none specified",2120,"Chelon dumerili","Chelon",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"demersal"
"6235","fishbase",3.2103,0.0123,33,5115,"routine","none specified",2120,"Chelon dumerili","Chelon",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"demersal"
"6236","fishbase",2.3184,0.0126,18,5115,"routine","none specified",2120,"Chelon dumerili","Chelon",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"demersal"
"6237","fishbase",3.5712,0.0128,23,5115,"routine","none specified",2120,"Chelon dumerili","Chelon",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"demersal"
"6238","fishbase",6.4239,0.0133,33,5115,"routine","none specified",2120,"Chelon dumerili","Chelon",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"demersal"
"6239","fishbase",1.5456,0.0138,13,5115,"routine","none specified",2120,"Chelon dumerili","Chelon",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"demersal"
"6240","fishbase",3.0084,0.0138,28,5115,"routine","none specified",2120,"Chelon dumerili","Chelon",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"demersal"
"6241","fishbase",1.4976,0.0144,13,5115,"routine","none specified",2120,"Chelon dumerili","Chelon",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"demersal"
"6242","fishbase",4.4444,0.0164,23,5115,"routine","none specified",2120,"Chelon dumerili","Chelon",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"demersal"
"6243","fishbase",2.9232,0.0174,18,5115,"routine","none specified",2120,"Chelon dumerili","Chelon",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"demersal"
"6244","fishbase",3.0107,0.0187,23,5115,"routine","none specified",2120,"Chelon dumerili","Chelon",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"demersal"
"6245","fishbase",2.31,0.021,18,5115,"routine","none specified",2120,"Chelon dumerili","Chelon",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"demersal"
"6246","fishbase",1.89588,0.0259,13,5115,"routine","none specified",2120,"Chelon dumerili","Chelon",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"demersal"
"6247","fishbase",3.6621,0.0313,23,5115,"routine","none specified",2120,"Chelon dumerili","Chelon",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"demersal"
"6248","fishbase",7.4865,0.0345,28,5115,"routine","none specified",2120,"Chelon dumerili","Chelon",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"demersal"
"6249","fishbase",3.9663,0.0351,23,5115,"routine","none specified",2120,"Chelon dumerili","Chelon",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"demersal"
"6250","fishbase",5.5584,0.0386,33,5115,"routine","none specified",2120,"Chelon dumerili","Chelon",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"demersal"
"6251","fishbase",2.94525,0.0425,18,5115,"routine","none specified",2120,"Chelon dumerili","Chelon",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"demersal"
"6252","fishbase",4.8101,0.0467,23,5115,"routine","none specified",2120,"Chelon dumerili","Chelon",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"demersal"
"6253","fishbase",4.78977,0.047,18,5115,"standard","none specified",85173,"Chelon dumerili","Chelon",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"demersal"
"6254","fishbase",4.82314,0.047,18,5115,"standard","none specified",85173,"Chelon dumerili","Chelon",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"demersal"
"6255","fishbase",8.04687047,0.047,23,5115,"standard","none specified",85173,"Chelon dumerili","Chelon",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"demersal"
"6256","fishbase",8.50229953,0.047,23,5115,"standard","none specified",85173,"Chelon dumerili","Chelon",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"demersal"
"6257","fishbase",4.8906,0.0495,28,5115,"routine","none specified",2120,"Chelon dumerili","Chelon",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"demersal"
"6258","fishbase",6.7818,0.0534,28,5115,"routine","none specified",2120,"Chelon dumerili","Chelon",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"demersal"
"6259","fishbase",4.72736,0.0544,23,5115,"routine","none specified",2120,"Chelon dumerili","Chelon",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"demersal"
"6260","fishbase",4.00585,0.0565,18,5115,"routine","none specified",2120,"Chelon dumerili","Chelon",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"demersal"
"6261","fishbase",5.0508,0.061,23,5115,"routine","none specified",2120,"Chelon dumerili","Chelon",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"demersal"
"6262","fishbase",8.1277,0.0683,33,5115,"routine","none specified",2120,"Chelon dumerili","Chelon",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"demersal"
"6263","fishbase",6.368,0.0796,23,5115,"routine","none specified",2120,"Chelon dumerili","Chelon",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"demersal"
"6264","fishbase",0.010396,0.00023,3,5116,"standard","none specified",2120,"Cyclothone acclinidens","Cyclothone",NA,"Gonostomatidae","Stomiiformes","Teleostei","Osteichthyes",0,1,"pelagic"
"6265","fishbase",0.011385,0.00023,3,5116,"standard","none specified",2120,"Cyclothone acclinidens","Cyclothone",NA,"Gonostomatidae","Stomiiformes","Teleostei","Osteichthyes",0,1,"pelagic"
"6266","fishbase",0.04232,0.00023,3,5116,"routine","none specified",2120,"Cyclothone acclinidens","Cyclothone",NA,"Gonostomatidae","Stomiiformes","Teleostei","Osteichthyes",0,1,"pelagic"
"6267","fishbase",0.015444,0.00052,3,5116,"standard","none specified",2120,"Cyclothone acclinidens","Cyclothone",NA,"Gonostomatidae","Stomiiformes","Teleostei","Osteichthyes",0,1,"pelagic"
"6268","fishbase",0.018356,0.00052,3,5116,"standard","none specified",2120,"Cyclothone acclinidens","Cyclothone",NA,"Gonostomatidae","Stomiiformes","Teleostei","Osteichthyes",0,1,"pelagic"
"6269","fishbase",0.07124,0.00052,3,5116,"routine","none specified",2120,"Cyclothone acclinidens","Cyclothone",NA,"Gonostomatidae","Stomiiformes","Teleostei","Osteichthyes",0,1,"pelagic"
"6270","fishbase",0.02088,0.00087,3,5116,"standard","none specified",2120,"Cyclothone acclinidens","Cyclothone",NA,"Gonostomatidae","Stomiiformes","Teleostei","Osteichthyes",0,1,"pelagic"
"6271","fishbase",0.023316,0.00087,3,5116,"standard","none specified",2120,"Cyclothone acclinidens","Cyclothone",NA,"Gonostomatidae","Stomiiformes","Teleostei","Osteichthyes",0,1,"pelagic"
"6272","fishbase",0.10353,0.00087,3,5116,"routine","none specified",2120,"Cyclothone acclinidens","Cyclothone",NA,"Gonostomatidae","Stomiiformes","Teleostei","Osteichthyes",0,1,"pelagic"
"6292","fishbase",31.6368,0.0624,25,5126,"routine","none specified",2120,"Pomadasys commersonnii","Pomadasys","Haemulinae","Haemulidae","Eupercaria/misc","Teleostei","Osteichthyes",1,1,"benthopelagic"
"6293","fishbase",17.3927,0.0787,20,5126,"routine","none specified",2120,"Pomadasys commersonnii","Pomadasys","Haemulinae","Haemulidae","Eupercaria/misc","Teleostei","Osteichthyes",1,1,"benthopelagic"
"6294","fishbase",37.924,0.0998,25,5126,"routine","none specified",2120,"Pomadasys commersonnii","Pomadasys","Haemulinae","Haemulidae","Eupercaria/misc","Teleostei","Osteichthyes",1,1,"benthopelagic"
"6295","fishbase",11.0922,0.139,15,5126,"routine","none specified",2120,"Pomadasys commersonnii","Pomadasys","Haemulinae","Haemulidae","Eupercaria/misc","Teleostei","Osteichthyes",1,1,"benthopelagic"
"6296","fishbase",19.38,0.19,15,5126,"routine","none specified",2120,"Pomadasys commersonnii","Pomadasys","Haemulinae","Haemulidae","Eupercaria/misc","Teleostei","Osteichthyes",1,1,"benthopelagic"
"6297","fishbase",28.482,0.202,20,5126,"routine","none specified",2120,"Pomadasys commersonnii","Pomadasys","Haemulinae","Haemulidae","Eupercaria/misc","Teleostei","Osteichthyes",1,1,"benthopelagic"
"6298","fishbase",30.745,0.215,20,5126,"routine","none specified",2120,"Pomadasys commersonnii","Pomadasys","Haemulinae","Haemulidae","Eupercaria/misc","Teleostei","Osteichthyes",1,1,"benthopelagic"
"6299","fishbase",60.652,0.236,25,5126,"routine","none specified",2120,"Pomadasys commersonnii","Pomadasys","Haemulinae","Haemulidae","Eupercaria/misc","Teleostei","Osteichthyes",1,1,"benthopelagic"
"6300","fishbase",20.8495,0.259,15,5126,"routine","none specified",2120,"Pomadasys commersonnii","Pomadasys","Haemulinae","Haemulidae","Eupercaria/misc","Teleostei","Osteichthyes",1,1,"benthopelagic"
"6301","fishbase",20.6565,0.293,15,5126,"routine","none specified",2120,"Pomadasys commersonnii","Pomadasys","Haemulinae","Haemulidae","Eupercaria/misc","Teleostei","Osteichthyes",1,1,"benthopelagic"
"6302","fishbase",40.767,0.321,20,5126,"routine","none specified",2120,"Pomadasys commersonnii","Pomadasys","Haemulinae","Haemulidae","Eupercaria/misc","Teleostei","Osteichthyes",1,1,"benthopelagic"
"6303","fishbase",44.685,0.331,20,5126,"routine","none specified",2120,"Pomadasys commersonnii","Pomadasys","Haemulinae","Haemulidae","Eupercaria/misc","Teleostei","Osteichthyes",1,1,"benthopelagic"
"6304","fishbase",85.067,0.331,25,5126,"routine","none specified",2120,"Pomadasys commersonnii","Pomadasys","Haemulinae","Haemulidae","Eupercaria/misc","Teleostei","Osteichthyes",1,1,"benthopelagic"
"6305","fishbase",71.441,0.359,25,5126,"routine","none specified",2120,"Pomadasys commersonnii","Pomadasys","Haemulinae","Haemulidae","Eupercaria/misc","Teleostei","Osteichthyes",1,1,"benthopelagic"
"6306","fishbase",27.2625,0.375,15,5126,"routine","none specified",2120,"Pomadasys commersonnii","Pomadasys","Haemulinae","Haemulidae","Eupercaria/misc","Teleostei","Osteichthyes",1,1,"benthopelagic"
"6307","fishbase",46.101,0.381,20,5126,"routine","none specified",2120,"Pomadasys commersonnii","Pomadasys","Haemulinae","Haemulidae","Eupercaria/misc","Teleostei","Osteichthyes",1,1,"benthopelagic"
"6308","fishbase",30.8427,0.399,15,5126,"routine","none specified",2120,"Pomadasys commersonnii","Pomadasys","Haemulinae","Haemulidae","Eupercaria/misc","Teleostei","Osteichthyes",1,1,"benthopelagic"
"6309","fishbase",110.97,0.405,25,5126,"routine","none specified",2120,"Pomadasys commersonnii","Pomadasys","Haemulinae","Haemulidae","Eupercaria/misc","Teleostei","Osteichthyes",1,1,"benthopelagic"
"6310","fishbase",83.904,0.437,25,5126,"routine","none specified",2120,"Pomadasys commersonnii","Pomadasys","Haemulinae","Haemulidae","Eupercaria/misc","Teleostei","Osteichthyes",1,1,"benthopelagic"
"6311","fishbase",71.094,0.578,20,5126,"routine","none specified",2120,"Pomadasys commersonnii","Pomadasys","Haemulinae","Haemulidae","Eupercaria/misc","Teleostei","Osteichthyes",1,1,"benthopelagic"
"6312","fishbase",86.42,0.596,20,5126,"routine","none specified",2120,"Pomadasys commersonnii","Pomadasys","Haemulinae","Haemulidae","Eupercaria/misc","Teleostei","Osteichthyes",1,1,"benthopelagic"
"6313","fishbase",37.146,0.615,15,5126,"routine","none specified",2120,"Pomadasys commersonnii","Pomadasys","Haemulinae","Haemulidae","Eupercaria/misc","Teleostei","Osteichthyes",1,1,"benthopelagic"
