"","X.x","Ref","OxygenCons","Weight","Temperature","SpecCode.x","MetabolicLevel","AppliedStress","OxygenRefNo","Species","Genus.x","Subfamily.x","Family.x","Order.x","Class.x","SuperClass.x","Brack.x","Saltwater.x","DemersPelag.x","X.y","SpecCode.y","Brack.y","Saltwater.y","DemersPelag.y","Genus.y","Subfamily.y","Family.y","Order.y","Class.y","SuperClass.y","c_mm","eps_mm","ox_mm"
"1",377,"fishbase",0.05313,0.000231,17,35,"routine","none specified",2093,"Anguilla anguilla","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",1,1,"demersal",750,35,1,1,"demersal","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",18.2919878351279,0.502115299482546,-0.727247341746703
"2",380,"fishbase",2.28,0.02,18.5,35,"routine","none specified",2093,"Anguilla anguilla","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",1,1,"demersal",750,35,1,1,"demersal","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",18.2919878351279,0.502115299482546,-0.727247341746703
"3",381,"fishbase",2.604,0.021,18.5,35,"routine","none specified",2093,"Anguilla anguilla","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",1,1,"demersal",750,35,1,1,"demersal","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",18.2919878351279,0.502115299482546,-0.727247341746703
"4",382,"fishbase",2.73,0.021,18.5,35,"routine","none specified",2093,"Anguilla anguilla","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",1,1,"demersal",750,35,1,1,"demersal","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",18.2919878351279,0.502115299482546,-0.727247341746703
"5",385,"fishbase",4.587,0.033,17,35,"routine","none specified",2093,"Anguilla anguilla","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",1,1,"demersal",750,35,1,1,"demersal","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",18.2919878351279,0.502115299482546,-0.727247341746703
"6",386,"fishbase",3.54568,0.0376,13,35,"routine","none specified",2093,"Anguilla anguilla","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",1,1,"demersal",750,35,1,1,"demersal","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",18.2919878351279,0.502115299482546,-0.727247341746703
"7",388,"fishbase",2.772,0.04,13,35,"routine","none specified",2093,"Anguilla anguilla","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",1,1,"demersal",750,35,1,1,"demersal","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",18.2919878351279,0.502115299482546,-0.727247341746703
"8",389,"fishbase",5.04,0.04,17,35,"routine","none specified",2093,"Anguilla anguilla","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",1,1,"demersal",750,35,1,1,"demersal","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",18.2919878351279,0.502115299482546,-0.727247341746703
"9",390,"fishbase",0.547597,0.047,18,35,"standard","none specified",85173,"Anguilla anguilla","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",1,1,"demersal",750,35,1,1,"demersal","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",18.2919878351279,0.502115299482546,-0.727247341746703
"10",391,"fishbase",4.181355,0.047,20,35,"standard","none specified",85173,"Anguilla anguilla","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",1,1,"demersal",750,35,1,1,"demersal","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",18.2919878351279,0.502115299482546,-0.727247341746703
"11",392,"fishbase",6.34218,0.047,24,35,"standard","none specified",85173,"Anguilla anguilla","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",1,1,"demersal",750,35,1,1,"demersal","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",18.2919878351279,0.502115299482546,-0.727247341746703
"12",393,"fishbase",7.91254447,0.047,27,35,"standard","none specified",85173,"Anguilla anguilla","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",1,1,"demersal",750,35,1,1,"demersal","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",18.2919878351279,0.502115299482546,-0.727247341746703
"13",394,"fishbase",2.96448,0.0512,14,35,"routine","none specified",2093,"Anguilla anguilla","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",1,1,"demersal",750,35,1,1,"demersal","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",18.2919878351279,0.502115299482546,-0.727247341746703
"14",395,"fishbase",7.02,0.054,17,35,"routine","none specified",2093,"Anguilla anguilla","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",1,1,"demersal",750,35,1,1,"demersal","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",18.2919878351279,0.502115299482546,-0.727247341746703
"15",398,"fishbase",1.4338,0.067,13,35,"routine","none specified",2203,"Anguilla anguilla","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",1,1,"demersal",750,35,1,1,"demersal","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",18.2919878351279,0.502115299482546,-0.727247341746703
"16",400,"fishbase",2.355,0.075,21,35,"routine","none specified",2203,"Anguilla anguilla","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",1,1,"demersal",750,35,1,1,"demersal","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",18.2919878351279,0.502115299482546,-0.727247341746703
"17",401,"fishbase",3.54,0.075,22,35,"routine","none specified",2203,"Anguilla anguilla","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",1,1,"demersal",750,35,1,1,"demersal","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",18.2919878351279,0.502115299482546,-0.727247341746703
"18",402,"fishbase",4.5,0.075,25,35,"routine","none specified",2203,"Anguilla anguilla","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",1,1,"demersal",750,35,1,1,"demersal","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",18.2919878351279,0.502115299482546,-0.727247341746703
"19",403,"fishbase",3.75,0.075,27,35,"routine","none specified",2203,"Anguilla anguilla","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",1,1,"demersal",750,35,1,1,"demersal","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",18.2919878351279,0.502115299482546,-0.727247341746703
"20",404,"fishbase",6,0.075,30,35,"routine","none specified",2203,"Anguilla anguilla","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",1,1,"demersal",750,35,1,1,"demersal","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",18.2919878351279,0.502115299482546,-0.727247341746703
"21",405,"fishbase",4.088,0.08,25,35,"standard","none specified",2120,"Anguilla anguilla","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",1,1,"demersal",750,35,1,1,"demersal","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",18.2919878351279,0.502115299482546,-0.727247341746703
"22",406,"fishbase",4.56,0.08,25,35,"standard","none specified",2120,"Anguilla anguilla","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",1,1,"demersal",750,35,1,1,"demersal","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",18.2919878351279,0.502115299482546,-0.727247341746703
"23",407,"fishbase",4.592,0.08,25,35,"standard","none specified",2120,"Anguilla anguilla","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",1,1,"demersal",750,35,1,1,"demersal","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",18.2919878351279,0.502115299482546,-0.727247341746703
"24",408,"fishbase",5.184,0.08,25,35,"standard","none specified",2120,"Anguilla anguilla","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",1,1,"demersal",750,35,1,1,"demersal","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",18.2919878351279,0.502115299482546,-0.727247341746703
"25",409,"fishbase",5.216,0.08,25,35,"standard","none specified",2120,"Anguilla anguilla","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",1,1,"demersal",750,35,1,1,"demersal","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",18.2919878351279,0.502115299482546,-0.727247341746703
"26",410,"fishbase",5.48,0.08,25,35,"standard","none specified",2120,"Anguilla anguilla","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",1,1,"demersal",750,35,1,1,"demersal","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",18.2919878351279,0.502115299482546,-0.727247341746703
"27",411,"fishbase",5.752,0.08,25,35,"standard","none specified",2120,"Anguilla anguilla","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",1,1,"demersal",750,35,1,1,"demersal","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",18.2919878351279,0.502115299482546,-0.727247341746703
"28",412,"fishbase",5.824,0.08,25,35,"standard","none specified",2120,"Anguilla anguilla","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",1,1,"demersal",750,35,1,1,"demersal","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",18.2919878351279,0.502115299482546,-0.727247341746703
"29",413,"fishbase",5.928,0.08,25,35,"standard","none specified",2120,"Anguilla anguilla","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",1,1,"demersal",750,35,1,1,"demersal","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",18.2919878351279,0.502115299482546,-0.727247341746703
"30",414,"fishbase",5.984,0.08,25,35,"standard","none specified",2120,"Anguilla anguilla","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",1,1,"demersal",750,35,1,1,"demersal","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",18.2919878351279,0.502115299482546,-0.727247341746703
"31",415,"fishbase",6.072,0.08,25,35,"standard","none specified",2120,"Anguilla anguilla","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",1,1,"demersal",750,35,1,1,"demersal","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",18.2919878351279,0.502115299482546,-0.727247341746703
"32",416,"fishbase",6.12,0.08,25,35,"standard","none specified",2120,"Anguilla anguilla","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",1,1,"demersal",750,35,1,1,"demersal","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",18.2919878351279,0.502115299482546,-0.727247341746703
"33",417,"fishbase",6.816,0.08,25,35,"standard","none specified",2120,"Anguilla anguilla","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",1,1,"demersal",750,35,1,1,"demersal","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",18.2919878351279,0.502115299482546,-0.727247341746703
"34",418,"fishbase",6.872,0.08,25,35,"standard","none specified",2120,"Anguilla anguilla","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",1,1,"demersal",750,35,1,1,"demersal","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",18.2919878351279,0.502115299482546,-0.727247341746703
"35",419,"fishbase",7.112,0.08,25,35,"standard","none specified",2120,"Anguilla anguilla","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",1,1,"demersal",750,35,1,1,"demersal","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",18.2919878351279,0.502115299482546,-0.727247341746703
"36",420,"fishbase",7.256,0.08,25,35,"standard","none specified",2120,"Anguilla anguilla","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",1,1,"demersal",750,35,1,1,"demersal","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",18.2919878351279,0.502115299482546,-0.727247341746703
"37",421,"fishbase",8.08,0.08,25,35,"standard","none specified",2120,"Anguilla anguilla","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",1,1,"demersal",750,35,1,1,"demersal","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",18.2919878351279,0.502115299482546,-0.727247341746703
"38",435,"fishbase",10.53,0.09,17,35,"routine","none specified",2093,"Anguilla anguilla","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",1,1,"demersal",750,35,1,1,"demersal","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",18.2919878351279,0.502115299482546,-0.727247341746703
"39",436,"fishbase",7.7175,0.1125,15.5,35,"routine","none specified",2093,"Anguilla anguilla","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",1,1,"demersal",750,35,1,1,"demersal","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",18.2919878351279,0.502115299482546,-0.727247341746703
"40",437,"fishbase",11.112,0.12,20,35,"routine","none specified",2093,"Anguilla anguilla","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",1,1,"demersal",750,35,1,1,"demersal","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",18.2919878351279,0.502115299482546,-0.727247341746703
"41",438,"fishbase",12,0.15,20,35,"routine","none specified",2093,"Anguilla anguilla","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",1,1,"demersal",750,35,1,1,"demersal","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",18.2919878351279,0.502115299482546,-0.727247341746703
"42",439,"fishbase",6.26175,0.1815,14,35,"routine","none specified",2093,"Anguilla anguilla","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",1,1,"demersal",750,35,1,1,"demersal","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",18.2919878351279,0.502115299482546,-0.727247341746703
"43",440,"fishbase",6.8816,0.1955,12,35,"routine","none specified",2093,"Anguilla anguilla","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",1,1,"demersal",750,35,1,1,"demersal","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",18.2919878351279,0.502115299482546,-0.727247341746703
"44",526,"fishbase",20.07,0.223,20,35,"routine","none specified",2093,"Anguilla anguilla","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",1,1,"demersal",750,35,1,1,"demersal","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",18.2919878351279,0.502115299482546,-0.727247341746703
"45",527,"fishbase",19.711,0.23,20,35,"routine","none specified",2093,"Anguilla anguilla","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",1,1,"demersal",750,35,1,1,"demersal","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",18.2919878351279,0.502115299482546,-0.727247341746703
"46",528,"fishbase",42.398,0.43,17,35,"routine","none specified",2093,"Anguilla anguilla","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",1,1,"demersal",750,35,1,1,"demersal","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",18.2919878351279,0.502115299482546,-0.727247341746703
"47",529,"fishbase",47.821,0.485,17,35,"routine","none specified",2093,"Anguilla anguilla","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",1,1,"demersal",750,35,1,1,"demersal","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",18.2919878351279,0.502115299482546,-0.727247341746703
"48",533,"fishbase",74.9139,1.191,17,35,"routine","none specified",2093,"Anguilla anguilla","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",1,1,"demersal",750,35,1,1,"demersal","Anguilla",NA,"Anguillidae","Anguilliformes","Teleostei","Osteichthyes",18.2919878351279,0.502115299482546,-0.727247341746703
"49",534,"fishbase",2.41909,0.047,11,43,"standard","none specified",85173,"Arnoglossus thori","Arnoglossus",NA,"Bothidae","Pleuronectiformes","Teleostei","Osteichthyes",0,1,"demersal",1250,43,0,1,"demersal","Arnoglossus",NA,"Bothidae","Pleuronectiformes","Teleostei","Osteichthyes",24.0809197830549,0.644582127754321,-0.929876361940352
"50",535,"fishbase",2.58077,0.047,19,43,"standard","none specified",85173,"Arnoglossus thori","Arnoglossus",NA,"Bothidae","Pleuronectiformes","Teleostei","Osteichthyes",0,1,"demersal",1250,43,0,1,"demersal","Arnoglossus",NA,"Bothidae","Pleuronectiformes","Teleostei","Osteichthyes",24.0809197830549,0.644582127754321,-0.929876361940352
"51",536,"fishbase",1.21448,0.047,11,53,"standard","none specified",85173,"Buglossidium luteum","Buglossidium",NA,"Soleidae","Pleuronectiformes","Teleostei","Osteichthyes",0,1,"demersal",2391,53,0,1,"demersal","Buglossidium",NA,"Soleidae","Pleuronectiformes","Teleostei","Osteichthyes",29.8577450311437,0.795220545100318,-1.75995537635945
"52",537,"fishbase",2.42849,0.047,19,53,"standard","none specified",85173,"Buglossidium luteum","Buglossidium",NA,"Soleidae","Pleuronectiformes","Teleostei","Osteichthyes",0,1,"demersal",2391,53,0,1,"demersal","Buglossidium",NA,"Soleidae","Pleuronectiformes","Teleostei","Osteichthyes",29.8577450311437,0.795220545100318,-1.75995537635945
"53",552,"fishbase",2.3814,0.0147,12,69,"standard","none specified",2120,"Gadus morhua","Gadus",NA,"Gadidae","Gadiformes","Teleostei","Osteichthyes",1,1,"benthopelagic",6689,69,1,1,"benthopelagic","Gadus",NA,"Gadidae","Gadiformes","Teleostei","Osteichthyes",15.7540164738517,0.412277871475783,0.10131126102383
"54",553,"fishbase",2.6607,0.0147,12,69,"standard","none specified",2120,"Gadus morhua","Gadus",NA,"Gadidae","Gadiformes","Teleostei","Osteichthyes",1,1,"benthopelagic",6689,69,1,1,"benthopelagic","Gadus",NA,"Gadidae","Gadiformes","Teleostei","Osteichthyes",15.7540164738517,0.412277871475783,0.10131126102383
"55",554,"fishbase",2.2509,0.0183,12,69,"standard","none specified",2120,"Gadus morhua","Gadus",NA,"Gadidae","Gadiformes","Teleostei","Osteichthyes",1,1,"benthopelagic",6689,69,1,1,"benthopelagic","Gadus",NA,"Gadidae","Gadiformes","Teleostei","Osteichthyes",15.7540164738517,0.412277871475783,0.10131126102383
"56",555,"fishbase",2.5071,0.0183,12,69,"standard","none specified",2120,"Gadus morhua","Gadus",NA,"Gadidae","Gadiformes","Teleostei","Osteichthyes",1,1,"benthopelagic",6689,69,1,1,"benthopelagic","Gadus",NA,"Gadidae","Gadiformes","Teleostei","Osteichthyes",15.7540164738517,0.412277871475783,0.10131126102383
"57",556,"fishbase",2.3868,0.0204,12,69,"standard","none specified",2120,"Gadus morhua","Gadus",NA,"Gadidae","Gadiformes","Teleostei","Osteichthyes",1,1,"benthopelagic",6689,69,1,1,"benthopelagic","Gadus",NA,"Gadidae","Gadiformes","Teleostei","Osteichthyes",15.7540164738517,0.412277871475783,0.10131126102383
"58",557,"fishbase",2.958,0.0204,12,69,"standard","none specified",2120,"Gadus morhua","Gadus",NA,"Gadidae","Gadiformes","Teleostei","Osteichthyes",1,1,"benthopelagic",6689,69,1,1,"benthopelagic","Gadus",NA,"Gadidae","Gadiformes","Teleostei","Osteichthyes",15.7540164738517,0.412277871475783,0.10131126102383
"59",574,"fishbase",5.16013,0.047,3,69,"standard","none specified",85173,"Gadus morhua","Gadus",NA,"Gadidae","Gadiformes","Teleostei","Osteichthyes",1,1,"benthopelagic",6689,69,1,1,"benthopelagic","Gadus",NA,"Gadidae","Gadiformes","Teleostei","Osteichthyes",15.7540164738517,0.412277871475783,0.10131126102383
"60",575,"fishbase",6.60867,0.047,10,69,"standard","none specified",85173,"Gadus morhua","Gadus",NA,"Gadidae","Gadiformes","Teleostei","Osteichthyes",1,1,"benthopelagic",6689,69,1,1,"benthopelagic","Gadus",NA,"Gadidae","Gadiformes","Teleostei","Osteichthyes",15.7540164738517,0.412277871475783,0.10131126102383
"61",576,"fishbase",5.75844,0.047,12,69,"standard","none specified",85173,"Gadus morhua","Gadus",NA,"Gadidae","Gadiformes","Teleostei","Osteichthyes",1,1,"benthopelagic",6689,69,1,1,"benthopelagic","Gadus",NA,"Gadidae","Gadiformes","Teleostei","Osteichthyes",15.7540164738517,0.412277871475783,0.10131126102383
"62",593,"fishbase",7.4542,0.0611,12,69,"standard","none specified",2120,"Gadus morhua","Gadus",NA,"Gadidae","Gadiformes","Teleostei","Osteichthyes",1,1,"benthopelagic",6689,69,1,1,"benthopelagic","Gadus",NA,"Gadidae","Gadiformes","Teleostei","Osteichthyes",15.7540164738517,0.412277871475783,0.10131126102383
"63",594,"fishbase",8.7373,0.0611,12,69,"standard","none specified",2120,"Gadus morhua","Gadus",NA,"Gadidae","Gadiformes","Teleostei","Osteichthyes",1,1,"benthopelagic",6689,69,1,1,"benthopelagic","Gadus",NA,"Gadidae","Gadiformes","Teleostei","Osteichthyes",15.7540164738517,0.412277871475783,0.10131126102383
"64",601,"fishbase",6.6672,0.072,12,69,"standard","none specified",2120,"Gadus morhua","Gadus",NA,"Gadidae","Gadiformes","Teleostei","Osteichthyes",1,1,"benthopelagic",6689,69,1,1,"benthopelagic","Gadus",NA,"Gadidae","Gadiformes","Teleostei","Osteichthyes",15.7540164738517,0.412277871475783,0.10131126102383
"65",617,"fishbase",18.2,0.14,15,69,"standard","none specified",2120,"Gadus morhua","Gadus",NA,"Gadidae","Gadiformes","Teleostei","Osteichthyes",1,1,"benthopelagic",6689,69,1,1,"benthopelagic","Gadus",NA,"Gadidae","Gadiformes","Teleostei","Osteichthyes",15.7540164738517,0.412277871475783,0.10131126102383
"66",618,"fishbase",22.95,0.15,15,69,"routine","none specified",2120,"Gadus morhua","Gadus",NA,"Gadidae","Gadiformes","Teleostei","Osteichthyes",1,1,"benthopelagic",6689,69,1,1,"benthopelagic","Gadus",NA,"Gadidae","Gadiformes","Teleostei","Osteichthyes",15.7540164738517,0.412277871475783,0.10131126102383
"67",619,"fishbase",19.998,0.1515,15,69,"standard","none specified",2120,"Gadus morhua","Gadus",NA,"Gadidae","Gadiformes","Teleostei","Osteichthyes",1,1,"benthopelagic",6689,69,1,1,"benthopelagic","Gadus",NA,"Gadidae","Gadiformes","Teleostei","Osteichthyes",15.7540164738517,0.412277871475783,0.10131126102383
"68",622,"fishbase",19.55,0.17,11.5,69,"standard","none specified",2120,"Gadus morhua","Gadus",NA,"Gadidae","Gadiformes","Teleostei","Osteichthyes",1,1,"benthopelagic",6689,69,1,1,"benthopelagic","Gadus",NA,"Gadidae","Gadiformes","Teleostei","Osteichthyes",15.7540164738517,0.412277871475783,0.10131126102383
"69",623,"fishbase",14.2206,0.173,12,69,"standard","none specified",2120,"Gadus morhua","Gadus",NA,"Gadidae","Gadiformes","Teleostei","Osteichthyes",1,1,"benthopelagic",6689,69,1,1,"benthopelagic","Gadus",NA,"Gadidae","Gadiformes","Teleostei","Osteichthyes",15.7540164738517,0.412277871475783,0.10131126102383
"70",624,"fishbase",18.471420982,0.18810001,10,69,"standard","none specified",2120,"Gadus morhua","Gadus",NA,"Gadidae","Gadiformes","Teleostei","Osteichthyes",1,1,"benthopelagic",6689,69,1,1,"benthopelagic","Gadus",NA,"Gadidae","Gadiformes","Teleostei","Osteichthyes",15.7540164738517,0.412277871475783,0.10131126102383
"71",626,"fishbase",23.005,0.215,12,69,"standard","none specified",2120,"Gadus morhua","Gadus",NA,"Gadidae","Gadiformes","Teleostei","Osteichthyes",1,1,"benthopelagic",6689,69,1,1,"benthopelagic","Gadus",NA,"Gadidae","Gadiformes","Teleostei","Osteichthyes",15.7540164738517,0.412277871475783,0.10131126102383
"72",627,"fishbase",18.53,0.218,11.5,69,"standard","none specified",2120,"Gadus morhua","Gadus",NA,"Gadidae","Gadiformes","Teleostei","Osteichthyes",1,1,"benthopelagic",6689,69,1,1,"benthopelagic","Gadus",NA,"Gadidae","Gadiformes","Teleostei","Osteichthyes",15.7540164738517,0.412277871475783,0.10131126102383
"73",628,"fishbase",19.722,0.228,12,69,"standard","none specified",2120,"Gadus morhua","Gadus",NA,"Gadidae","Gadiformes","Teleostei","Osteichthyes",1,1,"benthopelagic",6689,69,1,1,"benthopelagic","Gadus",NA,"Gadidae","Gadiformes","Teleostei","Osteichthyes",15.7540164738517,0.412277871475783,0.10131126102383
"74",629,"fishbase",28.728,0.228,12,69,"standard","none specified",2120,"Gadus morhua","Gadus",NA,"Gadidae","Gadiformes","Teleostei","Osteichthyes",1,1,"benthopelagic",6689,69,1,1,"benthopelagic","Gadus",NA,"Gadidae","Gadiformes","Teleostei","Osteichthyes",15.7540164738517,0.412277871475783,0.10131126102383
"75",631,"fishbase",20.74,0.244,11.5,69,"standard","none specified",2120,"Gadus morhua","Gadus",NA,"Gadidae","Gadiformes","Teleostei","Osteichthyes",1,1,"benthopelagic",6689,69,1,1,"benthopelagic","Gadus",NA,"Gadidae","Gadiformes","Teleostei","Osteichthyes",15.7540164738517,0.412277871475783,0.10131126102383
"76",632,"fishbase",19.685,0.254,12,69,"standard","none specified",2120,"Gadus morhua","Gadus",NA,"Gadidae","Gadiformes","Teleostei","Osteichthyes",1,1,"benthopelagic",6689,69,1,1,"benthopelagic","Gadus",NA,"Gadidae","Gadiformes","Teleostei","Osteichthyes",15.7540164738517,0.412277871475783,0.10131126102383
"77",633,"fishbase",16.7232,0.268,12,69,"standard","none specified",2120,"Gadus morhua","Gadus",NA,"Gadidae","Gadiformes","Teleostei","Osteichthyes",1,1,"benthopelagic",6689,69,1,1,"benthopelagic","Gadus",NA,"Gadidae","Gadiformes","Teleostei","Osteichthyes",15.7540164738517,0.412277871475783,0.10131126102383
"78",634,"fishbase",27.451,0.283,11.5,69,"standard","none specified",2120,"Gadus morhua","Gadus",NA,"Gadidae","Gadiformes","Teleostei","Osteichthyes",1,1,"benthopelagic",6689,69,1,1,"benthopelagic","Gadus",NA,"Gadidae","Gadiformes","Teleostei","Osteichthyes",15.7540164738517,0.412277871475783,0.10131126102383
"79",635,"fishbase",19.6685,0.283,12,69,"standard","none specified",2120,"Gadus morhua","Gadus",NA,"Gadidae","Gadiformes","Teleostei","Osteichthyes",1,1,"benthopelagic",6689,69,1,1,"benthopelagic","Gadus",NA,"Gadidae","Gadiformes","Teleostei","Osteichthyes",15.7540164738517,0.412277871475783,0.10131126102383
"80",636,"fishbase",24.596,0.286,11.5,69,"standard","none specified",2120,"Gadus morhua","Gadus",NA,"Gadidae","Gadiformes","Teleostei","Osteichthyes",1,1,"benthopelagic",6689,69,1,1,"benthopelagic","Gadus",NA,"Gadidae","Gadiformes","Teleostei","Osteichthyes",15.7540164738517,0.412277871475783,0.10131126102383
