"","SpecCode","Genus","Subfamily","Brack","Saltwater","DemersPelag","Species","Family","Order","Class","SuperClass"
"5771",54079,"Eptatretus","Eptatretinae",0,1,"demersal","Eptatretus wisneri","Myxinidae","Myxiniformes","Myxini","Agnatha"
"5772",54080,"Eptatretus","Eptatretinae",0,1,"demersal","Eptatretus yangi","Myxinidae","Myxiniformes","Myxini","Agnatha"
"5773",3584,"Eques",NA,0,1,"benthopelagic","Eques lanceolatus","Sciaenidae","Eupercaria","Teleostei","Osteichthyes"
"5774",3585,"Equetus",NA,0,1,"benthopelagic","Equetus punctatus","Sciaenidae","Eupercaria","Teleostei","Osteichthyes"
"5775",65608,"Equulites","Gazzinae",0,1,"demersal","Equulites absconditus","Leiognathidae","Acanthuriformes","Teleostei","Osteichthyes"
"5776",69026,"Equulites","Gazzinae",0,1,"demersal","Equulites aethopos","Leiognathidae","Acanthuriformes","Teleostei","Osteichthyes"
"5777",69025,"Equulites","Gazzinae",0,1,"demersal","Equulites elongatus","Leiognathidae","Acanthuriformes","Teleostei","Osteichthyes"
"5778",27024,"Equulites","Gazzinae",0,1,"demersal","Equulites klunzingeri","Leiognathidae","Acanthuriformes","Teleostei","Osteichthyes"
"5779",63518,"Equulites","Gazzinae",0,1,"demersal","Equulites laterofenestra","Leiognathidae","Acanthuriformes","Teleostei","Osteichthyes"
"5780",4453,"Equulites","Gazzinae",0,1,"demersal","Equulites leuciscus","Leiognathidae","Acanthuriformes","Teleostei","Osteichthyes"
"5781",4563,"Equulites","Gazzinae",0,1,"demersal","Equulites lineolatus","Leiognathidae","Acanthuriformes","Teleostei","Osteichthyes"
"5782",58321,"Equulites","Gazzinae",0,1,"pelagic","Equulites oblongus","Leiognathidae","Acanthuriformes","Teleostei","Osteichthyes"
"5783",4450,"Equulites","Gazzinae",0,1,"demersal","Equulites popei","Leiognathidae","Acanthuriformes","Teleostei","Osteichthyes"
"5784",23466,"Equulites","Gazzinae",0,1,"demersal","Equulites rivulatus","Leiognathidae","Acanthuriformes","Teleostei","Osteichthyes"
"5785",54125,"Eretmichthys","Neobythitinae",0,1,"demersal","Eretmichthys pinnatus","Ophidiidae","Ophidiiformes","Teleostei","Osteichthyes"
"5786",57270,"Eretmophorus",NA,0,1,"benthopelagic","Eretmophorus kleinenbergi","Moridae","Gadiformes","Teleostei","Osteichthyes"
"5787",4314,"Ereunias",NA,0,1,"demersal","Ereunias grallator","Rhamphocottidae","Perciformes","Teleostei","Osteichthyes"
"5788",63386,"Ericandersonia","Gymnelinae",0,1,"pelagic","Ericandersonia sagamia","Zoarcidae","Perciformes","Teleostei","Osteichthyes"
"5789",46999,"Ericentrus",NA,0,1,"demersal","Ericentrus rubrus","Clinidae","Blenniiformes","Teleostei","Osteichthyes"
"5790",4532,"Eridacnis",NA,0,1,"demersal","Eridacnis barbouri","Proscylliidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes"
"5791",5919,"Eridacnis",NA,0,1,"demersal","Eridacnis radcliffei","Proscylliidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes"
"5792",5920,"Eridacnis",NA,0,1,"demersal","Eridacnis sinuans","Proscylliidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes"
"5793",4031,"Erilepis",NA,0,1,"demersal","Erilepis zonifer","Anoplopomatidae","Perciformes","Teleostei","Osteichthyes"
"5794",10539,"Erisphex",NA,0,1,"demersal","Erisphex aniarus","Aploactinidae","Perciformes","Teleostei","Osteichthyes"
"5795",10633,"Erisphex",NA,0,1,"demersal","Erisphex philippinus","Aploactinidae","Perciformes","Teleostei","Osteichthyes"
"5796",9238,"Erisphex",NA,0,1,"demersal","Erisphex pottii","Aploactinidae","Perciformes","Teleostei","Osteichthyes"
"5797",59073,"Erisphex",NA,0,1,"demersal","Erisphex simplex","Aploactinidae","Perciformes","Teleostei","Osteichthyes"
"5798",23788,"Ernogrammus","Stichaeinae",0,1,"demersal","Ernogrammus hexagrammus","Stichaeidae","Perciformes","Teleostei","Osteichthyes"
"5799",48853,"Ernogrammus","Stichaeinae",0,1,"demersal","Ernogrammus walkeri","Stichaeidae","Perciformes","Teleostei","Osteichthyes"
"5800",66022,"Ernogrammus","Stichaeinae",0,1,"demersal","Ernogrammus zhirmunskii","Stichaeidae","Perciformes","Teleostei","Osteichthyes"
"5801",10752,"Erosa","Synanceiinae",0,1,"benthopelagic","Erosa erosa","Synanceiidae","Perciformes","Teleostei","Osteichthyes"
"5802",54364,"Erotelis","Eleotrinae",0,1,"demersal","Erotelis armiger","Eleotridae","Gobiiformes","Teleostei","Osteichthyes"
"5803",3830,"Erotelis","Eleotrinae",1,1,"demersal","Erotelis smaragdus","Eleotridae","Gobiiformes","Teleostei","Osteichthyes"
"5804",51664,"Erythrocles",NA,0,1,"demersal","Erythrocles acarina","Emmelichthyidae","Eupercaria","Teleostei","Osteichthyes"
"5805",50592,"Erythrocles",NA,0,1,"demersal","Erythrocles microceps","Emmelichthyidae","Eupercaria","Teleostei","Osteichthyes"
"5806",3562,"Erythrocles",NA,0,1,"pelagic","Erythrocles monodi","Emmelichthyidae","Eupercaria","Teleostei","Osteichthyes"
"5807",7693,"Erythrocles",NA,0,1,"demersal","Erythrocles schlegelii","Emmelichthyidae","Eupercaria","Teleostei","Osteichthyes"
"5808",13013,"Erythrocles",NA,0,1,"benthopelagic","Erythrocles scintillans","Emmelichthyidae","Eupercaria","Teleostei","Osteichthyes"
"5809",51671,"Erythrocles",NA,0,1,"demersal","Erythrocles taeniatus","Emmelichthyidae","Eupercaria","Teleostei","Osteichthyes"
"5810",59085,"Eschmeyer",NA,0,1,"demersal","Eschmeyer nexus","Eschmeyeridae","Perciformes","Teleostei","Osteichthyes"
"5811",1521,"Escualosa",NA,0,1,"pelagic","Escualosa elongata","Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes"
"5812",61162,"Esselenichthys","Xiphisterinae",0,1,"demersal","Esselenichthys carli","Stichaeidae","Perciformes","Teleostei","Osteichthyes"
"5813",61163,"Esselenichthys","Xiphisterinae",0,1,"demersal","Esselenichthys laurae","Stichaeidae","Perciformes","Teleostei","Osteichthyes"
"5814",87,"Etelis","Etelinae",0,1,"benthopelagic","Etelis carbunculus","Lutjanidae","Eupercaria","Teleostei","Osteichthyes"
"5815",1385,"Etelis","Etelinae",0,1,"benthopelagic","Etelis coruscans","Lutjanidae","Eupercaria","Teleostei","Osteichthyes"
"5816",1391,"Etelis","Etelinae",0,1,"demersal","Etelis oculatus","Lutjanidae","Eupercaria","Teleostei","Osteichthyes"
"5817",1593,"Ethmidium",NA,0,1,"pelagic","Ethmidium maculatum","Clupeidae","Clupeiformes","Teleostei","Osteichthyes"
"5818",68051,"Etmopterus",NA,0,1,"pelagic","Etmopterus alphus","Etmopteridae","Squaliformes","Elasmobranchii","Chondrichthyes"
"5819",67845,"Etmopterus",NA,0,1,"pelagic","Etmopterus benchleyi","Etmopteridae","Squaliformes","Elasmobranchii","Chondrichthyes"
"5820",25482,"Etmopterus",NA,0,1,"pelagic","Etmopterus bigelowi","Etmopteridae","Squaliformes","Elasmobranchii","Chondrichthyes"
"5821",675,"Etmopterus",NA,0,1,"pelagic","Etmopterus brachyurus","Etmopteridae","Squaliformes","Elasmobranchii","Chondrichthyes"
"5822",69483,"Etmopterus",NA,0,1,"pelagic","Etmopterus brosei","Etmopteridae","Squaliformes","Elasmobranchii","Chondrichthyes"
"5823",676,"Etmopterus",NA,0,1,"pelagic","Etmopterus bullisi","Etmopteridae","Squaliformes","Elasmobranchii","Chondrichthyes"
"5824",63154,"Etmopterus",NA,0,1,"pelagic","Etmopterus burgessi","Etmopteridae","Squaliformes","Elasmobranchii","Chondrichthyes"
"5825",50208,"Etmopterus",NA,0,1,"pelagic","Etmopterus carteri","Etmopteridae","Squaliformes","Elasmobranchii","Chondrichthyes"
"5826",60034,"Etmopterus",NA,0,1,"pelagic","Etmopterus caudistigmus","Etmopteridae","Squaliformes","Elasmobranchii","Chondrichthyes"
"5827",25483,"Etmopterus",NA,0,1,"pelagic","Etmopterus compagnoi","Etmopteridae","Squaliformes","Elasmobranchii","Chondrichthyes"
"5828",677,"Etmopterus",NA,0,1,"pelagic","Etmopterus decacuspidatus","Etmopteridae","Squaliformes","Elasmobranchii","Chondrichthyes"
"5829",60035,"Etmopterus",NA,0,1,"pelagic","Etmopterus dianthus","Etmopteridae","Squaliformes","Elasmobranchii","Chondrichthyes"
"5830",60036,"Etmopterus",NA,0,1,"pelagic","Etmopterus dislineatus","Etmopteridae","Squaliformes","Elasmobranchii","Chondrichthyes"
"5831",60037,"Etmopterus",NA,0,1,"pelagic","Etmopterus evansi","Etmopteridae","Squaliformes","Elasmobranchii","Chondrichthyes"
"5832",60038,"Etmopterus",NA,0,1,"pelagic","Etmopterus fusus","Etmopteridae","Squaliformes","Elasmobranchii","Chondrichthyes"
"5833",678,"Etmopterus",NA,0,1,"pelagic","Etmopterus gracilispinis","Etmopteridae","Squaliformes","Elasmobranchii","Chondrichthyes"
"5834",679,"Etmopterus",NA,0,1,"pelagic","Etmopterus granulosus","Etmopteridae","Squaliformes","Elasmobranchii","Chondrichthyes"
"5835",680,"Etmopterus",NA,0,1,"pelagic","Etmopterus hillianus","Etmopteridae","Squaliformes","Elasmobranchii","Chondrichthyes"
"5836",66060,"Etmopterus",NA,0,1,"pelagic","Etmopterus joungi","Etmopteridae","Squaliformes","Elasmobranchii","Chondrichthyes"
"5837",68367,"Etmopterus",NA,1,1,"pelagic","Etmopterus lailae","Etmopteridae","Squaliformes","Elasmobranchii","Chondrichthyes"
"5838",53935,"Etmopterus",NA,0,1,"demersal","Etmopterus litvinovi","Etmopteridae","Squaliformes","Elasmobranchii","Chondrichthyes"
"5839",681,"Etmopterus",NA,0,1,"pelagic","Etmopterus lucifer","Etmopteridae","Squaliformes","Elasmobranchii","Chondrichthyes"
"5840",68881,"Etmopterus",NA,0,1,"pelagic","Etmopterus marshae","Etmopteridae","Squaliformes","Elasmobranchii","Chondrichthyes"
"5841",23928,"Etmopterus",NA,0,1,"pelagic","Etmopterus molleri","Etmopteridae","Squaliformes","Elasmobranchii","Chondrichthyes"
"5842",69489,"Etmopterus",NA,0,1,"pelagic","Etmopterus parini","Etmopteridae","Squaliformes","Elasmobranchii","Chondrichthyes"
"5843",50209,"Etmopterus",NA,0,1,"pelagic","Etmopterus perryi","Etmopteridae","Squaliformes","Elasmobranchii","Chondrichthyes"
"5844",682,"Etmopterus",NA,0,1,"demersal","Etmopterus polli","Etmopteridae","Squaliformes","Elasmobranchii","Chondrichthyes"
"5845",683,"Etmopterus",NA,0,1,"demersal","Etmopterus princeps","Etmopteridae","Squaliformes","Elasmobranchii","Chondrichthyes"
"5846",60039,"Etmopterus",NA,0,1,"demersal","Etmopterus pseudosqualiolus","Etmopteridae","Squaliformes","Elasmobranchii","Chondrichthyes"
"5847",684,"Etmopterus",NA,0,1,"demersal","Etmopterus pusillus","Etmopteridae","Squaliformes","Elasmobranchii","Chondrichthyes"
"5848",53934,"Etmopterus",NA,0,1,"pelagic","Etmopterus pycnolepis","Etmopteridae","Squaliformes","Elasmobranchii","Chondrichthyes"
"5849",53936,"Etmopterus",NA,0,1,"demersal","Etmopterus robinsi","Etmopteridae","Squaliformes","Elasmobranchii","Chondrichthyes"
"5850",68364,"Etmopterus",NA,0,1,"pelagic","Etmopterus samadiae","Etmopteridae","Squaliformes","Elasmobranchii","Chondrichthyes"
"5851",685,"Etmopterus",NA,0,1,"demersal","Etmopterus schultzi","Etmopteridae","Squaliformes","Elasmobranchii","Chondrichthyes"
"5852",66301,"Etmopterus",NA,0,1,"demersal","Etmopterus sculptus","Etmopteridae","Squaliformes","Elasmobranchii","Chondrichthyes"
"5853",686,"Etmopterus",NA,0,1,"demersal","Etmopterus sentosus","Etmopteridae","Squaliformes","Elasmobranchii","Chondrichthyes"
"5854",53993,"Etmopterus",NA,0,1,"pelagic","Etmopterus sheikoi","Etmopteridae","Squaliformes","Elasmobranchii","Chondrichthyes"
"5855",687,"Etmopterus",NA,0,1,"demersal","Etmopterus spinax","Etmopteridae","Squaliformes","Elasmobranchii","Chondrichthyes"
"5856",27023,"Etmopterus",NA,0,1,"pelagic","Etmopterus splendidus","Etmopteridae","Squaliformes","Elasmobranchii","Chondrichthyes"
"5857",688,"Etmopterus",NA,0,1,"demersal","Etmopterus unicolor","Etmopteridae","Squaliformes","Elasmobranchii","Chondrichthyes"
"5858",66262,"Etmopterus",NA,0,1,"demersal","Etmopterus viator","Etmopteridae","Squaliformes","Elasmobranchii","Chondrichthyes"
"5859",689,"Etmopterus",NA,0,1,"demersal","Etmopterus villosus","Etmopteridae","Squaliformes","Elasmobranchii","Chondrichthyes"
"5860",690,"Etmopterus",NA,0,1,"demersal","Etmopterus virens","Etmopteridae","Squaliformes","Elasmobranchii","Chondrichthyes"
"5861",63069,"Etropus",NA,0,1,"demersal","Etropus ciadi","Cyclopsettidae","Pleuronectiformes","Teleostei","Osteichthyes"
"5862",4221,"Etropus",NA,1,1,"demersal","Etropus crossotus","Cyclopsettidae","Pleuronectiformes","Teleostei","Osteichthyes"
"5863",58224,"Etropus",NA,0,1,"demersal","Etropus cyclosquamus","Cyclopsettidae","Pleuronectiformes","Teleostei","Osteichthyes"
"5864",24632,"Etropus",NA,0,1,"demersal","Etropus delsmani","Cyclopsettidae","Pleuronectiformes","Teleostei","Osteichthyes"
"5865",13956,"Etropus",NA,1,1,"demersal","Etropus ectenes","Cyclopsettidae","Pleuronectiformes","Teleostei","Osteichthyes"
"5866",57918,"Etropus",NA,0,1,"demersal","Etropus longimanus","Cyclopsettidae","Pleuronectiformes","Teleostei","Osteichthyes"
"5867",4222,"Etropus",NA,0,1,"demersal","Etropus microstomus","Cyclopsettidae","Pleuronectiformes","Teleostei","Osteichthyes"
"5868",24631,"Etropus",NA,0,1,"demersal","Etropus pacificus","Cyclopsettidae","Pleuronectiformes","Teleostei","Osteichthyes"
"5869",13957,"Etropus",NA,0,1,"demersal","Etropus peruvianus","Cyclopsettidae","Pleuronectiformes","Teleostei","Osteichthyes"
"5870",4223,"Etropus",NA,0,1,"demersal","Etropus rimosus","Cyclopsettidae","Pleuronectiformes","Teleostei","Osteichthyes"
"5871",66828,"Etrumeus",NA,0,1,"pelagic","Etrumeus acuminatus","Dussumieriidae","Clupeiformes","Teleostei","Osteichthyes"
"5872",66829,"Etrumeus",NA,0,1,"pelagic","Etrumeus golanii","Dussumieriidae","Clupeiformes","Teleostei","Osteichthyes"
"5873",66442,"Etrumeus",NA,0,1,"pelagic","Etrumeus makiawa","Dussumieriidae","Clupeiformes","Teleostei","Osteichthyes"
"5874",60868,"Etrumeus",NA,0,1,"pelagic","Etrumeus micropus","Dussumieriidae","Clupeiformes","Teleostei","Osteichthyes"
"5875",1455,"Etrumeus",NA,0,1,"pelagic","Etrumeus sadina","Dussumieriidae","Clupeiformes","Teleostei","Osteichthyes"
"5876",1456,"Etrumeus",NA,0,1,"pelagic","Etrumeus whiteheadi","Dussumieriidae","Clupeiformes","Teleostei","Osteichthyes"
"5877",66830,"Etrumeus",NA,0,1,"pelagic","Etrumeus wongratanai","Dussumieriidae","Clupeiformes","Teleostei","Osteichthyes"
"5878",14535,"Eubalichthys",NA,1,1,"demersal","Eubalichthys bucephalus","Monacanthidae","Tetraodontiformes","Teleostei","Osteichthyes"
"5879",10999,"Eubalichthys",NA,0,1,"demersal","Eubalichthys caeruleoguttatus","Monacanthidae","Tetraodontiformes","Teleostei","Osteichthyes"
"5880",59665,"Eubalichthys",NA,0,1,"benthopelagic","Eubalichthys cyanoura","Monacanthidae","Tetraodontiformes","Teleostei","Osteichthyes"
"5881",52447,"Eubalichthys",NA,1,1,"demersal","Eubalichthys gunnii","Monacanthidae","Tetraodontiformes","Teleostei","Osteichthyes"
"5882",14538,"Eubalichthys",NA,0,1,"benthopelagic","Eubalichthys mosaicus","Monacanthidae","Tetraodontiformes","Teleostei","Osteichthyes"
"5883",14539,"Eubalichthys",NA,0,1,"demersal","Eubalichthys quadrispinis","Monacanthidae","Tetraodontiformes","Teleostei","Osteichthyes"
"5884",63865,"Eubleekeria","Gazzinae",0,1,"demersal","Eubleekeria jonesi","Leiognathidae","Acanthuriformes","Teleostei","Osteichthyes"
"5885",63843,"Eubleekeria","Gazzinae",0,1,"benthopelagic","Eubleekeria kupanensis","Leiognathidae","Acanthuriformes","Teleostei","Osteichthyes"
"5886",10344,"Eubleekeria","Gazzinae",0,1,"pelagic","Eubleekeria rapsoni","Leiognathidae","Acanthuriformes","Teleostei","Osteichthyes"
"5887",4454,"Eubleekeria","Gazzinae",1,1,"demersal","Eubleekeria splendens","Leiognathidae","Acanthuriformes","Teleostei","Osteichthyes"
"5888",46591,"Eucinostomus",NA,1,1,"demersal","Eucinostomus dowii","Gerreidae","Eupercaria","Teleostei","Osteichthyes"
"5889",13729,"Eucinostomus",NA,1,1,"demersal","Eucinostomus entomelas","Gerreidae","Eupercaria","Teleostei","Osteichthyes"
"5890",55039,"Eucinostomus",NA,1,1,"demersal","Eucinostomus harengulus","Gerreidae","Eupercaria","Teleostei","Osteichthyes"
"5891",1051,"Eucinostomus",NA,1,1,"demersal","Eucinostomus havana","Gerreidae","Eupercaria","Teleostei","Osteichthyes"
"5892",3567,"Eucinostomus",NA,0,1,"demersal","Eucinostomus jonesii","Gerreidae","Eupercaria","Teleostei","Osteichthyes"
"5893",69229,"Euclichthys",NA,0,1,"benthopelagic","Euclichthys microdorsalis","Euclichthyidae","Gadiformes","Teleostei","Osteichthyes"
"5894",8096,"Euclichthys",NA,0,1,"benthopelagic","Euclichthys polynemus","Euclichthyidae","Gadiformes","Teleostei","Osteichthyes"
"5895",69230,"Euclichthys",NA,0,1,"benthopelagic","Euclichthys robertsi","Euclichthyidae","Gadiformes","Teleostei","Osteichthyes"
"5896",756,"Eucrossorhinus",NA,0,1,"benthopelagic","Eucrossorhinus dasypogon","Orectolobidae","Orectolobiformes","Elasmobranchii","Chondrichthyes"
"5897",3149,"Eucryphycus","Lycodinae",0,1,"demersal","Eucryphycus californicus","Zoarcidae","Perciformes","Teleostei","Osteichthyes"
"5898",69286,"Eucyclogobius","Gobionellinae",1,1,"demersal","Eucyclogobius kristinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"5899",3851,"Eucyclogobius","Gobionellinae",1,1,"demersal","Eucyclogobius newberryi","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"5900",13697,"Eugerres",NA,0,1,"demersal","Eugerres axillaris","Gerreidae","Eupercaria","Teleostei","Osteichthyes"
"5901",7533,"Eugerres",NA,0,1,"demersal","Eugerres brasilianus","Gerreidae","Eupercaria","Teleostei","Osteichthyes"
"5902",13730,"Eugerres",NA,0,1,"benthopelagic","Eugerres lineatus","Gerreidae","Eupercaria","Teleostei","Osteichthyes"
"5903",56598,"Eugnathogobius","Gobionellinae",1,1,"demersal","Eugnathogobius mas","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"5904",59784,"Eugnathogobius","Gobionellinae",1,1,"demersal","Eugnathogobius mindora","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"5905",59238,"Eugnathogobius","Gobionellinae",1,1,"demersal","Eugnathogobius variegatus","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"5906",3155,"Euleptorhamphus",NA,0,1,"pelagic","Euleptorhamphus velox","Hemiramphidae","Beloniformes","Teleostei","Osteichthyes"
"5907",3156,"Euleptorhamphus",NA,0,1,"pelagic","Euleptorhamphus viridis","Hemiramphidae","Beloniformes","Teleostei","Osteichthyes"
"5908",67003,"Eulophias",NA,0,1,"pelagic","Eulophias koreanus","Eulophiidae","Perciformes","Teleostei","Osteichthyes"
"5909",23797,"Eulophias",NA,0,1,"demersal","Eulophias owashii","Eulophiidae","Perciformes","Teleostei","Osteichthyes"
"5910",23796,"Eulophias",NA,0,1,"demersal","Eulophias tanneri","Eulophiidae","Perciformes","Teleostei","Osteichthyes"
"5911",3260,"Eumecichthys",NA,0,1,"pelagic","Eumecichthys fiski","Lophotidae","Lampriformes","Teleostei","Osteichthyes"
"5912",17375,"Eumegistus",NA,0,1,"pelagic","Eumegistus brevorti","Bramidae","Scombriformes","Teleostei","Osteichthyes"
"5913",23469,"Eumegistus",NA,0,1,"pelagic","Eumegistus illustris","Bramidae","Scombriformes","Teleostei","Osteichthyes"
"5914",3783,"Eumesogrammus","Stichaeinae",0,1,"benthopelagic","Eumesogrammus praecisus","Stichaeidae","Perciformes","Teleostei","Osteichthyes"
"5915",51419,"Eumicrotremus","Eumicrotreminae",0,1,"demersal","Eumicrotremus andriashevi","Cyclopteridae","Perciformes","Teleostei","Osteichthyes"
"5916",60669,"Eumicrotremus","Eumicrotreminae",0,1,"demersal","Eumicrotremus asperrimus","Cyclopteridae","Perciformes","Teleostei","Osteichthyes"
"5917",24106,"Eumicrotremus","Eumicrotreminae",0,1,"demersal","Eumicrotremus awae","Cyclopteridae","Perciformes","Teleostei","Osteichthyes"
"5918",24059,"Eumicrotremus","Eumicrotreminae",0,1,"demersal","Eumicrotremus barbatus","Cyclopteridae","Perciformes","Teleostei","Osteichthyes"
"5919",4183,"Eumicrotremus","Eumicrotreminae",0,1,"demersal","Eumicrotremus derjugini","Cyclopteridae","Perciformes","Teleostei","Osteichthyes"
"5920",58804,"Eumicrotremus","Eumicrotreminae",0,1,"demersal","Eumicrotremus fedorovi","Cyclopteridae","Perciformes","Teleostei","Osteichthyes"
"5921",50771,"Eumicrotremus","Eumicrotreminae",0,1,"demersal","Eumicrotremus gyrinops","Cyclopteridae","Perciformes","Teleostei","Osteichthyes"
"5922",69186,"Eumicrotremus","Eumicrotreminae",0,1,"demersal","Eumicrotremus jindoensis","Cyclopteridae","Perciformes","Teleostei","Osteichthyes"
"5923",4184,"Eumicrotremus","Eumicrotreminae",0,1,"demersal","Eumicrotremus orbis","Cyclopteridae","Perciformes","Teleostei","Osteichthyes"
"5924",24057,"Eumicrotremus","Eumicrotreminae",0,1,"demersal","Eumicrotremus pacificus","Cyclopteridae","Perciformes","Teleostei","Osteichthyes"
"5925",51412,"Eumicrotremus","Eumicrotreminae",0,1,"demersal","Eumicrotremus phrynoides","Cyclopteridae","Perciformes","Teleostei","Osteichthyes"
"5926",24055,"Eumicrotremus","Eumicrotreminae",0,1,"demersal","Eumicrotremus schmidti","Cyclopteridae","Perciformes","Teleostei","Osteichthyes"
"5927",4185,"Eumicrotremus","Eumicrotreminae",0,1,"demersal","Eumicrotremus spinosus","Cyclopteridae","Perciformes","Teleostei","Osteichthyes"
"5928",27595,"Eumicrotremus","Eumicrotreminae",0,1,"demersal","Eumicrotremus taranetzi","Cyclopteridae","Perciformes","Teleostei","Osteichthyes"
"5929",60673,"Eumicrotremus","Eumicrotreminae",0,1,"demersal","Eumicrotremus tartaricus","Cyclopteridae","Perciformes","Teleostei","Osteichthyes"
"5930",58831,"Eumicrotremus","Eumicrotreminae",0,1,"demersal","Eumicrotremus terraenovae","Cyclopteridae","Perciformes","Teleostei","Osteichthyes"
"5931",69185,"Eumicrotremus","Eumicrotreminae",0,1,"demersal","Eumicrotremus uenoi","Cyclopteridae","Perciformes","Teleostei","Osteichthyes"
"5932",47037,"Eupetrichthys",NA,0,1,"demersal","Eupetrichthys angustipes","Labridae","Eupercaria","Teleostei","Osteichthyes"
"5933",8567,"Eupleurogrammus","Lepidopodinae",0,1,"benthopelagic","Eupleurogrammus glossodon","Trichiuridae","Scombriformes","Teleostei","Osteichthyes"
"5934",8244,"Eupleurogrammus","Lepidopodinae",1,1,"benthopelagic","Eupleurogrammus muticus","Trichiuridae","Scombriformes","Teleostei","Osteichthyes"
"5935",58916,"Eupogonesthes","Astronesthinae",0,1,"demersal","Eupogonesthes xenicus","Stomiidae","Stomiiformes","Teleostei","Osteichthyes"
"5936",691,"Euprotomicroides",NA,0,1,"benthopelagic","Euprotomicroides zantedeschia","Dalatiidae","Squaliformes","Elasmobranchii","Chondrichthyes"
"5937",693,"Euprotomicrus",NA,0,1,"pelagic","Euprotomicrus bispinatus","Dalatiidae","Squaliformes","Elasmobranchii","Chondrichthyes"
"5938",6644,"Euristhmus",NA,1,1,"demersal","Euristhmus lepturus","Plotosidae","Siluriformes","Teleostei","Osteichthyes"
"5939",24602,"Euristhmus",NA,0,1,"demersal","Euristhmus microceps","Plotosidae","Siluriformes","Teleostei","Osteichthyes"
"5940",63645,"Euristhmus",NA,0,1,"demersal","Euristhmus microphthalmus","Plotosidae","Siluriformes","Teleostei","Osteichthyes"
"5941",63646,"Euristhmus",NA,0,1,"demersal","Euristhmus sandrae","Plotosidae","Siluriformes","Teleostei","Osteichthyes"
"5942",58800,"Eurymen",NA,0,1,"demersal","Eurymen bassargini","Psychrolutidae","Perciformes","Teleostei","Osteichthyes"
"5943",11715,"Eurymen",NA,0,1,"demersal","Eurymen gyrinus","Psychrolutidae","Perciformes","Teleostei","Osteichthyes"
"5944",4606,"Eurypegasus",NA,1,1,"demersal","Eurypegasus draconis","Pegasidae","Dactylopteriformes","Teleostei","Osteichthyes"
"5945",4607,"Eurypegasus",NA,0,1,"demersal","Eurypegasus papilio","Pegasidae","Dactylopteriformes","Teleostei","Osteichthyes"
"5946",4526,"Eurypharynx",NA,0,1,"pelagic","Eurypharynx pelecanoides","Eurypharyngidae","Saccopharyngiformes","Teleostei","Osteichthyes"
"5947",62016,"Eurypleuron","Pyramodontinae",0,1,"demersal","Eurypleuron cinereum","Carapidae","Ophidiiformes","Teleostei","Osteichthyes"
"5948",24980,"Eurypleuron","Pyramodontinae",0,1,"demersal","Eurypleuron owasianum","Carapidae","Ophidiiformes","Teleostei","Osteichthyes"
"5949",908,"Eusphyra",NA,1,1,"benthopelagic","Eusphyra blochii","Sphyrnidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes"
"5950",69723,"Eusphyra",NA,0,1,"benthopelagic","Eusphyra laticeps","Sphyrnidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes"
"5951",11736,"Eustomias","Melanostomiinae",0,1,"pelagic","Eustomias achirus","Stomiidae","Stomiiformes","Teleostei","Osteichthyes"
"5952",60281,"Eustomias","Melanostomiinae",0,1,"pelagic","Eustomias acinosus","Stomiidae","Stomiiformes","Teleostei","Osteichthyes"
"5953",51706,"Eustomias","Melanostomiinae",0,1,"pelagic","Eustomias aequatorialis","Stomiidae","Stomiiformes","Teleostei","Osteichthyes"
"5954",61133,"Eustomias","Melanostomiinae",0,1,"pelagic","Eustomias albibulbus","Stomiidae","Stomiiformes","Teleostei","Osteichthyes"
"5955",59151,"Eustomias","Melanostomiinae",0,1,"pelagic","Eustomias appositus","Stomiidae","Stomiiformes","Teleostei","Osteichthyes"
"5956",11737,"Eustomias","Melanostomiinae",0,1,"pelagic","Eustomias arborifer","Stomiidae","Stomiiformes","Teleostei","Osteichthyes"
"5957",24531,"Eustomias","Melanostomiinae",0,1,"pelagic","Eustomias australensis","Stomiidae","Stomiiformes","Teleostei","Osteichthyes"
"5958",59811,"Eustomias","Melanostomiinae",0,1,"pelagic","Eustomias austratlanticus","Stomiidae","Stomiiformes","Teleostei","Osteichthyes"
"5959",59820,"Eustomias","Melanostomiinae",0,1,"pelagic","Eustomias bertelseni","Stomiidae","Stomiiformes","Teleostei","Osteichthyes"
"5960",59812,"Eustomias","Melanostomiinae",0,1,"pelagic","Eustomias bibulboides","Stomiidae","Stomiiformes","Teleostei","Osteichthyes"
"5961",59809,"Eustomias","Melanostomiinae",0,1,"pelagic","Eustomias bibulbosus","Stomiidae","Stomiiformes","Teleostei","Osteichthyes"
"5962",10326,"Eustomias","Melanostomiinae",0,1,"pelagic","Eustomias bifilis","Stomiidae","Stomiiformes","Teleostei","Osteichthyes"
