"","SpecCode","Genus","Subfamily","Brack","Saltwater","DemersPelag","Species","Family","Order","Class","SuperClass"
"9152",23710,"Luciogobius","Gobionellinae",0,1,"demersal","Luciogobius koma","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"9153",23718,"Luciogobius","Gobionellinae",0,1,"demersal","Luciogobius parvulus","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"9154",23713,"Luciogobius","Gobionellinae",0,1,"demersal","Luciogobius platycephalus","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"9155",23711,"Luciogobius","Gobionellinae",0,1,"demersal","Luciogobius saikaiensis","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"9156",9157,"Luciosudis",NA,0,1,"pelagic","Luciosudis normani","Notosudidae","Aulopiformes","Teleostei","Osteichthyes"
"9157",10729,"Lumiconger","Congrinae",0,1,"demersal","Lumiconger arafura","Congridae","Anguilliformes","Teleostei","Osteichthyes"
"9158",3785,"Lumpenella",NA,0,1,"demersal","Lumpenella longirostris","Lumpenidae","Perciformes","Teleostei","Osteichthyes"
"9159",61639,"Lumpenopsis",NA,0,1,"demersal","Lumpenopsis clitella","Opisthocentridae","Perciformes","Teleostei","Osteichthyes"
"9160",3774,"Lumpenopsis",NA,0,1,"benthopelagic","Lumpenopsis hypochroma","Opisthocentridae","Perciformes","Teleostei","Osteichthyes"
"9161",23786,"Lumpenopsis",NA,0,1,"demersal","Lumpenopsis pavlenkoi","Opisthocentridae","Perciformes","Teleostei","Osteichthyes"
"9162",23787,"Lumpenopsis",NA,0,1,"demersal","Lumpenopsis triocellata","Opisthocentridae","Perciformes","Teleostei","Osteichthyes"
"9163",3786,"Lumpenus",NA,0,1,"demersal","Lumpenus fabricii","Lumpenidae","Perciformes","Teleostei","Osteichthyes"
"9164",1380,"Lumpenus",NA,0,1,"demersal","Lumpenus lampretaeformis","Lumpenidae","Perciformes","Teleostei","Osteichthyes"
"9165",3790,"Lumpenus",NA,0,1,"benthopelagic","Lumpenus sagitta","Lumpenidae","Perciformes","Teleostei","Osteichthyes"
"9166",3767,"Lupinoblennius","Salariinae",1,1,"benthopelagic","Lupinoblennius nicholsi","Blenniidae","Blenniiformes","Teleostei","Osteichthyes"
"9167",48360,"Lupinoblennius","Salariinae",1,1,"benthopelagic","Lupinoblennius vinctus","Blenniidae","Blenniiformes","Teleostei","Osteichthyes"
"9168",23719,"Luposicya","Gobiinae",0,1,"benthopelagic","Luposicya lupus","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"9169",63442,"Luthulenchelys","Ophichthinae",0,1,"benthopelagic","Luthulenchelys heemstraorum","Ophichthidae","Anguilliformes","Teleostei","Osteichthyes"
"9170",1395,"Lutjanus","Lutjaninae",0,1,"benthopelagic","Lutjanus adetii","Lutjanidae","Eupercaria","Teleostei","Osteichthyes"
"9171",1401,"Lutjanus","Lutjaninae",1,1,"benthopelagic","Lutjanus agennes","Lutjanidae","Eupercaria","Teleostei","Osteichthyes"
"9172",63308,"Lutjanus","Lutjaninae",0,1,"demersal","Lutjanus alexandrei","Lutjanidae","Eupercaria","Teleostei","Osteichthyes"
"9173",1402,"Lutjanus","Lutjaninae",0,1,"benthopelagic","Lutjanus ambiguus","Lutjanidae","Eupercaria","Teleostei","Osteichthyes"
"9174",1403,"Lutjanus","Lutjaninae",1,1,"benthopelagic","Lutjanus analis","Lutjanidae","Eupercaria","Teleostei","Osteichthyes"
"9175",1404,"Lutjanus","Lutjaninae",1,1,"benthopelagic","Lutjanus apodus","Lutjanidae","Eupercaria","Teleostei","Osteichthyes"
"9176",1405,"Lutjanus","Lutjaninae",0,1,"benthopelagic","Lutjanus aratus","Lutjanidae","Eupercaria","Teleostei","Osteichthyes"
"9177",1408,"Lutjanus","Lutjaninae",1,1,"benthopelagic","Lutjanus argentiventris","Lutjanidae","Eupercaria","Teleostei","Osteichthyes"
"9178",1409,"Lutjanus","Lutjaninae",0,1,"benthopelagic","Lutjanus bengalensis","Lutjanidae","Eupercaria","Teleostei","Osteichthyes"
"9179",1410,"Lutjanus","Lutjaninae",0,1,"benthopelagic","Lutjanus biguttatus","Lutjanidae","Eupercaria","Teleostei","Osteichthyes"
"9180",1411,"Lutjanus","Lutjaninae",0,1,"benthopelagic","Lutjanus bitaeniatus","Lutjanidae","Eupercaria","Teleostei","Osteichthyes"
"9181",1418,"Lutjanus","Lutjaninae",0,1,"benthopelagic","Lutjanus boutton","Lutjanidae","Eupercaria","Teleostei","Osteichthyes"
"9182",1419,"Lutjanus","Lutjaninae",0,1,"benthopelagic","Lutjanus buccanella","Lutjanidae","Eupercaria","Teleostei","Osteichthyes"
"9183",1423,"Lutjanus","Lutjaninae",0,1,"benthopelagic","Lutjanus campechanus","Lutjanidae","Eupercaria","Teleostei","Osteichthyes"
"9184",1424,"Lutjanus","Lutjaninae",0,1,"benthopelagic","Lutjanus carponotatus","Lutjanidae","Eupercaria","Teleostei","Osteichthyes"
"9185",1425,"Lutjanus","Lutjaninae",0,1,"benthopelagic","Lutjanus coeruleolineatus","Lutjanidae","Eupercaria","Teleostei","Osteichthyes"
"9186",1426,"Lutjanus","Lutjaninae",1,1,"benthopelagic","Lutjanus colorado","Lutjanidae","Eupercaria","Teleostei","Osteichthyes"
"9187",1427,"Lutjanus","Lutjaninae",1,1,"benthopelagic","Lutjanus cyanopterus","Lutjanidae","Eupercaria","Teleostei","Osteichthyes"
"9188",1428,"Lutjanus","Lutjaninae",0,1,"benthopelagic","Lutjanus decussatus","Lutjanidae","Eupercaria","Teleostei","Osteichthyes"
"9189",1429,"Lutjanus","Lutjaninae",1,1,"benthopelagic","Lutjanus dentatus","Lutjanidae","Eupercaria","Teleostei","Osteichthyes"
"9190",354,"Lutjanus","Lutjaninae",0,1,"benthopelagic","Lutjanus dodecacanthoides","Lutjanidae","Eupercaria","Teleostei","Osteichthyes"
"9191",1406,"Lutjanus","Lutjaninae",0,1,"benthopelagic","Lutjanus erythropterus","Lutjanidae","Eupercaria","Teleostei","Osteichthyes"
"9192",1070,"Lutjanus","Lutjaninae",0,1,"demersal","Lutjanus fulgens","Lutjanidae","Eupercaria","Teleostei","Osteichthyes"
"9193",261,"Lutjanus","Lutjaninae",1,1,"benthopelagic","Lutjanus fulviflamma","Lutjanidae","Eupercaria","Teleostei","Osteichthyes"
"9194",265,"Lutjanus","Lutjaninae",0,1,"benthopelagic","Lutjanus gibbus","Lutjanidae","Eupercaria","Teleostei","Osteichthyes"
"9195",151,"Lutjanus","Lutjaninae",0,1,"demersal","Lutjanus guilcheri","Lutjanidae","Eupercaria","Teleostei","Osteichthyes"
"9196",152,"Lutjanus","Lutjaninae",0,1,"benthopelagic","Lutjanus guttatus","Lutjanidae","Eupercaria","Teleostei","Osteichthyes"
"9197",153,"Lutjanus","Lutjaninae",0,1,"benthopelagic","Lutjanus inermis","Lutjanidae","Eupercaria","Teleostei","Osteichthyes"
"9198",264,"Lutjanus","Lutjaninae",1,1,"benthopelagic","Lutjanus johnii","Lutjanidae","Eupercaria","Teleostei","Osteichthyes"
"9199",155,"Lutjanus","Lutjaninae",0,1,"benthopelagic","Lutjanus jordani","Lutjanidae","Eupercaria","Teleostei","Osteichthyes"
"9200",156,"Lutjanus","Lutjaninae",0,1,"benthopelagic","Lutjanus kasmira","Lutjanidae","Eupercaria","Teleostei","Osteichthyes"
"9201",157,"Lutjanus","Lutjaninae",0,1,"benthopelagic","Lutjanus lemniscatus","Lutjanidae","Eupercaria","Teleostei","Osteichthyes"
"9202",158,"Lutjanus","Lutjaninae",0,1,"benthopelagic","Lutjanus lunulatus","Lutjanidae","Eupercaria","Teleostei","Osteichthyes"
"9203",159,"Lutjanus","Lutjaninae",0,1,"benthopelagic","Lutjanus lutjanus","Lutjanidae","Eupercaria","Teleostei","Osteichthyes"
"9204",160,"Lutjanus","Lutjaninae",0,1,"benthopelagic","Lutjanus madras","Lutjanidae","Eupercaria","Teleostei","Osteichthyes"
"9205",161,"Lutjanus","Lutjaninae",0,1,"benthopelagic","Lutjanus mahogoni","Lutjanidae","Eupercaria","Teleostei","Osteichthyes"
"9206",162,"Lutjanus","Lutjaninae",1,1,"benthopelagic","Lutjanus malabaricus","Lutjanidae","Eupercaria","Teleostei","Osteichthyes"
"9207",165,"Lutjanus","Lutjaninae",0,1,"benthopelagic","Lutjanus mizenkoi","Lutjanidae","Eupercaria","Teleostei","Osteichthyes"
"9208",166,"Lutjanus","Lutjaninae",1,1,"benthopelagic","Lutjanus monostigma","Lutjanidae","Eupercaria","Teleostei","Osteichthyes"
"9209",168,"Lutjanus","Lutjaninae",0,1,"benthopelagic","Lutjanus notatus","Lutjanidae","Eupercaria","Teleostei","Osteichthyes"
"9210",169,"Lutjanus","Lutjaninae",1,1,"benthopelagic","Lutjanus novemfasciatus","Lutjanidae","Eupercaria","Teleostei","Osteichthyes"
"9211",68235,"Lutjanus","Lutjaninae",0,1,"benthopelagic","Lutjanus octolineatus","Lutjanidae","Eupercaria","Teleostei","Osteichthyes"
"9212",13063,"Lutjanus","Lutjaninae",0,1,"demersal","Lutjanus ophuysenii","Lutjanidae","Eupercaria","Teleostei","Osteichthyes"
"9213",66804,"Lutjanus","Lutjaninae",0,1,"benthopelagic","Lutjanus papuensis","Lutjanidae","Eupercaria","Teleostei","Osteichthyes"
"9214",170,"Lutjanus","Lutjaninae",0,1,"benthopelagic","Lutjanus peru","Lutjanidae","Eupercaria","Teleostei","Osteichthyes"
"9215",171,"Lutjanus","Lutjaninae",0,1,"demersal","Lutjanus purpureus","Lutjanidae","Eupercaria","Teleostei","Osteichthyes"
"9216",172,"Lutjanus","Lutjaninae",0,1,"benthopelagic","Lutjanus quinquelineatus","Lutjanidae","Eupercaria","Teleostei","Osteichthyes"
"9217",173,"Lutjanus","Lutjaninae",0,1,"benthopelagic","Lutjanus rivulatus","Lutjanidae","Eupercaria","Teleostei","Osteichthyes"
"9218",25063,"Lutjanus","Lutjaninae",0,1,"benthopelagic","Lutjanus rufolineatus","Lutjanidae","Eupercaria","Teleostei","Osteichthyes"
"9219",176,"Lutjanus","Lutjaninae",1,1,"benthopelagic","Lutjanus russellii","Lutjanidae","Eupercaria","Teleostei","Osteichthyes"
"9220",177,"Lutjanus","Lutjaninae",0,1,"benthopelagic","Lutjanus sanguineus","Lutjanidae","Eupercaria","Teleostei","Osteichthyes"
"9221",68234,"Lutjanus","Lutjaninae",0,1,"benthopelagic","Lutjanus sapphirolineatus","Lutjanidae","Eupercaria","Teleostei","Osteichthyes"
"9222",178,"Lutjanus","Lutjaninae",1,1,"benthopelagic","Lutjanus sebae","Lutjanidae","Eupercaria","Teleostei","Osteichthyes"
"9223",179,"Lutjanus","Lutjaninae",0,1,"benthopelagic","Lutjanus semicinctus","Lutjanidae","Eupercaria","Teleostei","Osteichthyes"
"9224",180,"Lutjanus","Lutjaninae",0,1,"benthopelagic","Lutjanus stellatus","Lutjanidae","Eupercaria","Teleostei","Osteichthyes"
"9225",181,"Lutjanus","Lutjaninae",0,1,"benthopelagic","Lutjanus synagris","Lutjanidae","Eupercaria","Teleostei","Osteichthyes"
"9226",182,"Lutjanus","Lutjaninae",0,1,"benthopelagic","Lutjanus timoriensis","Lutjanidae","Eupercaria","Teleostei","Osteichthyes"
"9227",183,"Lutjanus","Lutjaninae",0,1,"benthopelagic","Lutjanus viridis","Lutjanidae","Eupercaria","Teleostei","Osteichthyes"
"9228",184,"Lutjanus","Lutjaninae",1,1,"benthopelagic","Lutjanus vitta","Lutjanidae","Eupercaria","Teleostei","Osteichthyes"
"9229",185,"Lutjanus","Lutjaninae",0,1,"benthopelagic","Lutjanus vivanus","Lutjanidae","Eupercaria","Teleostei","Osteichthyes"
"9230",68664,"Lutjanus","Lutjaninae",0,1,"benthopelagic","Lutjanus xanthopinnis","Lutjanidae","Eupercaria","Teleostei","Osteichthyes"
"9231",1725,"Luvarus",NA,0,1,"pelagic","Luvarus imperialis","Luvaridae","Acanthuriformes","Teleostei","Osteichthyes"
"9232",46860,"Lythrypnus","Gobiinae",0,1,"demersal","Lythrypnus lavenbergi","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"9233",57929,"Lythrypnus","Gobiinae",0,1,"demersal","Lythrypnus minimus","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"9234",56505,"Lythrypnus","Gobiinae",0,1,"benthopelagic","Lythrypnus mowbrayi","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"9235",3886,"Lythrypnus","Gobiinae",0,1,"benthopelagic","Lythrypnus nesiotes","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"9236",16647,"Lythrypnus","Gobiinae",0,1,"benthopelagic","Lythrypnus okapia","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"9237",3887,"Lythrypnus","Gobiinae",0,1,"benthopelagic","Lythrypnus phorellus","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"9238",46859,"Lythrypnus","Gobiinae",0,1,"benthopelagic","Lythrypnus pulchellus","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"9239",46849,"Lythrypnus","Gobiinae",0,1,"benthopelagic","Lythrypnus rhizophora","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"9240",46863,"Lythrypnus","Gobiinae",0,1,"demersal","Lythrypnus solanensis","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"9241",3888,"Lythrypnus","Gobiinae",0,1,"benthopelagic","Lythrypnus spilus","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"9242",3889,"Lythrypnus","Gobiinae",0,1,"demersal","Lythrypnus zebra","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"9243",65025,"Mataeocephalus",NA,0,1,"benthopelagic","Mataeocephalus cristatus","Macrouridae","Gadiformes","Teleostei","Osteichthyes"
"9244",52183,"Mataeocephalus",NA,0,1,"demersal","Mataeocephalus hyostomus","Macrouridae","Gadiformes","Teleostei","Osteichthyes"
"9245",64832,"Mataeocephalus",NA,0,1,"benthopelagic","Mataeocephalus kotlyari","Macrouridae","Gadiformes","Teleostei","Osteichthyes"
"9246",8500,"Mataeocephalus",NA,0,1,"pelagic","Mataeocephalus tenuicauda","Macrouridae","Gadiformes","Teleostei","Osteichthyes"
"9247",47054,"Matanui","Tripterygiinae",0,1,"demersal","Matanui bathytaton","Tripterygiidae","Blenniiformes","Teleostei","Osteichthyes"
"9248",47061,"Matanui","Tripterygiinae",0,1,"benthopelagic","Matanui profundum","Tripterygiidae","Blenniiformes","Teleostei","Osteichthyes"
"9249",58247,"Matsubaraea",NA,0,1,"demersal","Matsubaraea fusiformis","Hemerocoetidae","Acropomatiformes","Teleostei","Osteichthyes"
"9250",59076,"Matsubarichthys",NA,0,1,"demersal","Matsubarichthys inusitatus","Aploactinidae","Perciformes","Teleostei","Osteichthyes"
"9251",59107,"Matsuichthys",NA,0,1,"pelagic","Matsuichthys aequipinnis","Platytroctidae","Alepocephaliformes","Teleostei","Osteichthyes"
"9252",9967,"Mauligobius","Gobiinae",0,1,"demersal","Mauligobius maderensis","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"9253",9969,"Mauligobius","Gobiinae",1,1,"demersal","Mauligobius nigri","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"9254",11432,"Maulisia",NA,0,1,"pelagic","Maulisia acuticeps","Platytroctidae","Alepocephaliformes","Teleostei","Osteichthyes"
"9255",11434,"Maulisia",NA,0,1,"pelagic","Maulisia argipalla","Platytroctidae","Alepocephaliformes","Teleostei","Osteichthyes"
"9256",59108,"Maulisia",NA,0,1,"pelagic","Maulisia isaacsi","Platytroctidae","Alepocephaliformes","Teleostei","Osteichthyes"
"9257",10151,"Maulisia",NA,0,1,"pelagic","Maulisia mauli","Platytroctidae","Alepocephaliformes","Teleostei","Osteichthyes"
"9258",10152,"Maulisia",NA,0,1,"pelagic","Maulisia microlepis","Platytroctidae","Alepocephaliformes","Teleostei","Osteichthyes"
"9259",60991,"Maurolicus","Maurolicinae",0,1,"pelagic","Maurolicus amethystinopunctatus","Sternoptychidae","Stomiiformes","Teleostei","Osteichthyes"
"9260",51609,"Maurolicus","Maurolicinae",0,1,"pelagic","Maurolicus australis","Sternoptychidae","Stomiiformes","Teleostei","Osteichthyes"
"9261",51616,"Maurolicus","Maurolicinae",0,1,"pelagic","Maurolicus breviculus","Sternoptychidae","Stomiiformes","Teleostei","Osteichthyes"
"9262",51610,"Maurolicus","Maurolicinae",0,1,"pelagic","Maurolicus imperatorius","Sternoptychidae","Stomiiformes","Teleostei","Osteichthyes"
"9263",51601,"Maurolicus","Maurolicinae",0,1,"pelagic","Maurolicus inventionis","Sternoptychidae","Stomiiformes","Teleostei","Osteichthyes"
"9264",60992,"Maurolicus","Maurolicinae",0,1,"pelagic","Maurolicus japonicus","Sternoptychidae","Stomiiformes","Teleostei","Osteichthyes"
"9265",51614,"Maurolicus","Maurolicinae",0,1,"pelagic","Maurolicus javanicus","Sternoptychidae","Stomiiformes","Teleostei","Osteichthyes"
"9266",51613,"Maurolicus","Maurolicinae",0,1,"pelagic","Maurolicus kornilovorum","Sternoptychidae","Stomiiformes","Teleostei","Osteichthyes"
"9267",51615,"Maurolicus","Maurolicinae",0,1,"pelagic","Maurolicus mucronatus","Sternoptychidae","Stomiiformes","Teleostei","Osteichthyes"
"9268",754,"Maurolicus","Maurolicinae",0,1,"pelagic","Maurolicus muelleri","Sternoptychidae","Stomiiformes","Teleostei","Osteichthyes"
"9269",51606,"Maurolicus","Maurolicinae",0,1,"pelagic","Maurolicus parvipinnis","Sternoptychidae","Stomiiformes","Teleostei","Osteichthyes"
"9270",51608,"Maurolicus","Maurolicinae",0,1,"pelagic","Maurolicus rudjakovi","Sternoptychidae","Stomiiformes","Teleostei","Osteichthyes"
"9271",51603,"Maurolicus","Maurolicinae",0,1,"pelagic","Maurolicus stehmanni","Sternoptychidae","Stomiiformes","Teleostei","Osteichthyes"
"9272",51607,"Maurolicus","Maurolicinae",0,1,"pelagic","Maurolicus walvisensis","Sternoptychidae","Stomiiformes","Teleostei","Osteichthyes"
"9273",51611,"Maurolicus","Maurolicinae",0,1,"pelagic","Maurolicus weitzmani","Sternoptychidae","Stomiiformes","Teleostei","Osteichthyes"
"9274",52307,"Maxillicosta",NA,0,1,"benthopelagic","Maxillicosta lopholepis","Neosebastidae","Perciformes","Teleostei","Osteichthyes"
"9275",12598,"Luzonichthys",NA,0,1,"benthopelagic","Luzonichthys earlei","Anthiadidae","Perciformes","Teleostei","Osteichthyes"
"9276",69016,"Luzonichthys",NA,0,1,"benthopelagic","Luzonichthys kiomeamea","Anthiadidae","Perciformes","Teleostei","Osteichthyes"
"9277",12872,"Luzonichthys",NA,0,1,"benthopelagic","Luzonichthys microlepis","Anthiadidae","Perciformes","Teleostei","Osteichthyes"
"9278",69040,"Luzonichthys",NA,0,1,"benthopelagic","Luzonichthys seaver","Anthiadidae","Perciformes","Teleostei","Osteichthyes"
"9279",12873,"Luzonichthys",NA,0,1,"benthopelagic","Luzonichthys taeniatus","Anthiadidae","Perciformes","Teleostei","Osteichthyes"
"9280",7453,"Luzonichthys",NA,0,1,"benthopelagic","Luzonichthys waitei","Anthiadidae","Perciformes","Teleostei","Osteichthyes"
"9281",12874,"Luzonichthys",NA,0,1,"benthopelagic","Luzonichthys whitleyi","Anthiadidae","Perciformes","Teleostei","Osteichthyes"
"9282",12875,"Luzonichthys",NA,0,1,"demersal","Luzonichthys williamsi","Anthiadidae","Perciformes","Teleostei","Osteichthyes"
"9283",15473,"Lycenchelys","Lycodinae",0,1,"demersal","Lycenchelys alba","Zoarcidae","Perciformes","Teleostei","Osteichthyes"
"9284",48092,"Lycenchelys","Lycodinae",0,1,"demersal","Lycenchelys albeola","Zoarcidae","Perciformes","Teleostei","Osteichthyes"
"9285",23830,"Lycenchelys","Lycodinae",0,1,"demersal","Lycenchelys albomaculata","Zoarcidae","Perciformes","Teleostei","Osteichthyes"
"9286",48390,"Lycenchelys","Lycodinae",0,1,"demersal","Lycenchelys alta","Zoarcidae","Perciformes","Teleostei","Osteichthyes"
"9287",7015,"Lycenchelys","Lycodinae",0,1,"demersal","Lycenchelys antarctica","Zoarcidae","Perciformes","Teleostei","Osteichthyes"
"9288",7016,"Lycenchelys","Lycodinae",0,1,"demersal","Lycenchelys aratrirostris","Zoarcidae","Perciformes","Teleostei","Osteichthyes"
"9289",7017,"Lycenchelys","Lycodinae",0,1,"demersal","Lycenchelys argentina","Zoarcidae","Perciformes","Teleostei","Osteichthyes"
"9290",52712,"Lycenchelys","Lycodinae",0,1,"demersal","Lycenchelys aurantiaca","Zoarcidae","Perciformes","Teleostei","Osteichthyes"
"9291",48094,"Lycenchelys","Lycodinae",0,1,"demersal","Lycenchelys bachmanni","Zoarcidae","Perciformes","Teleostei","Osteichthyes"
"9292",7018,"Lycenchelys","Lycodinae",0,1,"demersal","Lycenchelys bellingshauseni","Zoarcidae","Perciformes","Teleostei","Osteichthyes"
"9293",48099,"Lycenchelys","Lycodinae",0,1,"demersal","Lycenchelys bullisi","Zoarcidae","Perciformes","Teleostei","Osteichthyes"
"9294",58976,"Lycenchelys","Lycodinae",0,1,"demersal","Lycenchelys callista","Zoarcidae","Perciformes","Teleostei","Osteichthyes"
"9295",48101,"Lycenchelys","Lycodinae",0,1,"demersal","Lycenchelys camchatica","Zoarcidae","Perciformes","Teleostei","Osteichthyes"
"9296",58977,"Lycenchelys","Lycodinae",0,1,"demersal","Lycenchelys chauliodus","Zoarcidae","Perciformes","Teleostei","Osteichthyes"
"9297",48102,"Lycenchelys","Lycodinae",0,1,"demersal","Lycenchelys cicatrifer","Zoarcidae","Perciformes","Teleostei","Osteichthyes"
"9298",11658,"Lycenchelys","Lycodinae",0,1,"demersal","Lycenchelys crotalinus","Zoarcidae","Perciformes","Teleostei","Osteichthyes"
"9299",57896,"Lycenchelys","Lycodinae",0,1,"demersal","Lycenchelys fedorovi","Zoarcidae","Perciformes","Teleostei","Osteichthyes"
"9300",58978,"Lycenchelys","Lycodinae",0,1,"demersal","Lycenchelys folletti","Zoarcidae","Perciformes","Teleostei","Osteichthyes"
"9301",58979,"Lycenchelys","Lycodinae",0,1,"demersal","Lycenchelys hadrogeneia","Zoarcidae","Perciformes","Teleostei","Osteichthyes"
"9302",23825,"Lycenchelys","Lycodinae",0,1,"demersal","Lycenchelys hippopotamus","Zoarcidae","Perciformes","Teleostei","Osteichthyes"
"9303",7019,"Lycenchelys","Lycodinae",0,1,"demersal","Lycenchelys hureaui","Zoarcidae","Perciformes","Teleostei","Osteichthyes"
"9304",64611,"Lycenchelys","Lycodinae",0,1,"pelagic","Lycenchelys imamurai","Zoarcidae","Perciformes","Teleostei","Osteichthyes"
"9305",48105,"Lycenchelys","Lycodinae",0,1,"demersal","Lycenchelys incisa","Zoarcidae","Perciformes","Teleostei","Osteichthyes"
"9306",24699,"Lycenchelys","Lycodinae",0,1,"demersal","Lycenchelys jordani","Zoarcidae","Perciformes","Teleostei","Osteichthyes"
"9307",15471,"Lycenchelys","Lycodinae",0,1,"demersal","Lycenchelys kolthoffi","Zoarcidae","Perciformes","Teleostei","Osteichthyes"
"9308",58980,"Lycenchelys","Lycodinae",0,1,"demersal","Lycenchelys lonchoura","Zoarcidae","Perciformes","Teleostei","Osteichthyes"
"9309",48108,"Lycenchelys","Lycodinae",0,1,"demersal","Lycenchelys maculata","Zoarcidae","Perciformes","Teleostei","Osteichthyes"
"9310",48109,"Lycenchelys","Lycodinae",0,1,"demersal","Lycenchelys makushok","Zoarcidae","Perciformes","Teleostei","Osteichthyes"
"9311",47020,"Lycenchelys","Lycodinae",0,1,"demersal","Lycenchelys maoriensis","Zoarcidae","Perciformes","Teleostei","Osteichthyes"
"9312",23826,"Lycenchelys","Lycodinae",0,1,"demersal","Lycenchelys melanostomias","Zoarcidae","Perciformes","Teleostei","Osteichthyes"
"9313",48110,"Lycenchelys","Lycodinae",0,1,"demersal","Lycenchelys micropora","Zoarcidae","Perciformes","Teleostei","Osteichthyes"
"9314",48188,"Lycenchelys","Lycodinae",0,1,"demersal","Lycenchelys monstrosa","Zoarcidae","Perciformes","Teleostei","Osteichthyes"
"9315",15474,"Lycenchelys","Lycodinae",0,1,"demersal","Lycenchelys muraena","Zoarcidae","Perciformes","Teleostei","Osteichthyes"
"9316",7020,"Lycenchelys","Lycodinae",0,1,"demersal","Lycenchelys nanospinata","Zoarcidae","Perciformes","Teleostei","Osteichthyes"
"9317",7021,"Lycenchelys","Lycodinae",0,1,"demersal","Lycenchelys nigripalatum","Zoarcidae","Perciformes","Teleostei","Osteichthyes"
"9318",64612,"Lycenchelys","Lycodinae",0,1,"demersal","Lycenchelys novaezealandiae","Zoarcidae","Perciformes","Teleostei","Osteichthyes"
"9319",58990,"Lycenchelys","Lycodinae",0,1,"demersal","Lycenchelys parini","Zoarcidae","Perciformes","Teleostei","Osteichthyes"
"9320",48189,"Lycenchelys","Lycodinae",0,1,"demersal","Lycenchelys paxillus","Zoarcidae","Perciformes","Teleostei","Osteichthyes"
"9321",58981,"Lycenchelys","Lycodinae",0,1,"demersal","Lycenchelys pearcyi","Zoarcidae","Perciformes","Teleostei","Osteichthyes"
"9322",58982,"Lycenchelys","Lycodinae",0,1,"demersal","Lycenchelys pentactina","Zoarcidae","Perciformes","Teleostei","Osteichthyes"
"9323",58983,"Lycenchelys","Lycodinae",0,1,"demersal","Lycenchelys pequenoi","Zoarcidae","Perciformes","Teleostei","Osteichthyes"
"9324",58984,"Lycenchelys","Lycodinae",0,1,"demersal","Lycenchelys peruana","Zoarcidae","Perciformes","Teleostei","Osteichthyes"
"9325",27736,"Lycenchelys","Lycodinae",0,1,"demersal","Lycenchelys platyrhina","Zoarcidae","Perciformes","Teleostei","Osteichthyes"
"9326",48191,"Lycenchelys","Lycodinae",0,1,"demersal","Lycenchelys plicifera","Zoarcidae","Perciformes","Teleostei","Osteichthyes"
"9327",64613,"Lycenchelys","Lycodinae",0,1,"demersal","Lycenchelys polyodon","Zoarcidae","Perciformes","Teleostei","Osteichthyes"
"9328",48192,"Lycenchelys","Lycodinae",0,1,"demersal","Lycenchelys porifer","Zoarcidae","Perciformes","Teleostei","Osteichthyes"
"9329",23829,"Lycenchelys","Lycodinae",0,1,"demersal","Lycenchelys rassi","Zoarcidae","Perciformes","Teleostei","Osteichthyes"
"9330",48194,"Lycenchelys","Lycodinae",0,1,"demersal","Lycenchelys ratmanovi","Zoarcidae","Perciformes","Teleostei","Osteichthyes"
"9331",58991,"Lycenchelys","Lycodinae",0,1,"demersal","Lycenchelys remissaria","Zoarcidae","Perciformes","Teleostei","Osteichthyes"
"9332",48195,"Lycenchelys","Lycodinae",0,1,"demersal","Lycenchelys rosea","Zoarcidae","Perciformes","Teleostei","Osteichthyes"
"9333",63943,"Lycenchelys","Lycodinae",0,1,"demersal","Lycenchelys ryukyuensis","Zoarcidae","Perciformes","Teleostei","Osteichthyes"
"9334",15640,"Lycenchelys","Lycodinae",0,1,"demersal","Lycenchelys sarsii","Zoarcidae","Perciformes","Teleostei","Osteichthyes"
"9335",48196,"Lycenchelys","Lycodinae",0,1,"demersal","Lycenchelys scaurus","Zoarcidae","Perciformes","Teleostei","Osteichthyes"
"9336",23831,"Lycenchelys","Lycodinae",0,1,"demersal","Lycenchelys squamosa","Zoarcidae","Perciformes","Teleostei","Osteichthyes"
"9337",60032,"Lycenchelys","Lycodinae",0,1,"demersal","Lycenchelys tohokuensis","Zoarcidae","Perciformes","Teleostei","Osteichthyes"
"9338",7022,"Lycenchelys","Lycodinae",0,1,"demersal","Lycenchelys tristichodon","Zoarcidae","Perciformes","Teleostei","Osteichthyes"
