"","SpecCode","Brack","Saltwater","DemersPelag","Species","Genus","Subfamily","Family","Order","Class","SuperClass"
"5270",64715,0,1,"benthopelagic","Dipturus argentinensis","Dipturus",NA,"Rajidae","Rajiformes","Elasmobranchii","Chondrichthyes"
"5271",2058,0,1,"demersal","Dipturus batis","Dipturus",NA,"Rajidae","Rajiformes","Elasmobranchii","Chondrichthyes"
"5272",7604,0,1,"demersal","Dipturus bullisi","Dipturus",NA,"Rajidae","Rajiformes","Elasmobranchii","Chondrichthyes"
"5273",25569,0,1,"demersal","Dipturus campbelli","Dipturus",NA,"Rajidae","Rajiformes","Elasmobranchii","Chondrichthyes"
"5274",63962,0,1,"benthopelagic","Dipturus canutus","Dipturus",NA,"Rajidae","Rajiformes","Elasmobranchii","Chondrichthyes"
"5275",51636,0,1,"demersal","Dipturus chilensis","Dipturus",NA,"Rajidae","Rajiformes","Elasmobranchii","Chondrichthyes"
"5276",63316,0,1,"demersal","Dipturus chinensis","Dipturus",NA,"Rajidae","Rajiformes","Elasmobranchii","Chondrichthyes"
"5277",54103,0,1,"demersal","Dipturus crosnieri","Dipturus",NA,"Rajidae","Rajiformes","Elasmobranchii","Chondrichthyes"
"5278",61090,0,1,"demersal","Dipturus diehli","Dipturus",NA,"Rajidae","Rajiformes","Elasmobranchii","Chondrichthyes"
"5279",5012,0,1,"demersal","Dipturus doutrei","Dipturus",NA,"Rajidae","Rajiformes","Elasmobranchii","Chondrichthyes"
"5280",54442,0,1,"demersal","Dipturus ecuadoriensis","Dipturus",NA,"Rajidae","Rajiformes","Elasmobranchii","Chondrichthyes"
"5281",54601,0,1,"demersal","Dipturus flavirostris","Dipturus",NA,"Rajidae","Rajiformes","Elasmobranchii","Chondrichthyes"
"5282",51859,0,1,"demersal","Dipturus garricki","Dipturus",NA,"Rajidae","Rajiformes","Elasmobranchii","Chondrichthyes"
"5283",15414,0,1,"demersal","Dipturus gigas","Dipturus",NA,"Rajidae","Rajiformes","Elasmobranchii","Chondrichthyes"
"5284",63966,0,1,"benthopelagic","Dipturus grahamorum","Dipturus",NA,"Rajidae","Rajiformes","Elasmobranchii","Chondrichthyes"
"5285",24079,0,1,"demersal","Dipturus gudgeri","Dipturus",NA,"Rajidae","Rajiformes","Elasmobranchii","Chondrichthyes"
"5286",13145,0,1,"demersal","Dipturus innominatus","Dipturus",NA,"Rajidae","Rajiformes","Elasmobranchii","Chondrichthyes"
"5287",68885,0,1,"demersal","Dipturus intermedius","Dipturus",NA,"Rajidae","Rajiformes","Elasmobranchii","Chondrichthyes"
"5288",47130,0,1,"demersal","Dipturus johannisdavisi","Dipturus",NA,"Rajidae","Rajiformes","Elasmobranchii","Chondrichthyes"
"5289",54036,0,1,"demersal","Dipturus kwangtungensis","Dipturus",NA,"Rajidae","Rajiformes","Elasmobranchii","Chondrichthyes"
"5290",2561,0,1,"demersal","Dipturus laevis","Dipturus",NA,"Rajidae","Rajiformes","Elasmobranchii","Chondrichthyes"
"5291",69294,0,1,"demersal","Dipturus lamillai","Dipturus",NA,"Rajidae","Rajiformes","Elasmobranchii","Chondrichthyes"
"5292",7961,1,1,"demersal","Dipturus lanceorostratus","Dipturus",NA,"Rajidae","Rajiformes","Elasmobranchii","Chondrichthyes"
"5293",54117,0,1,"demersal","Dipturus leptocauda","Dipturus",NA,"Rajidae","Rajiformes","Elasmobranchii","Chondrichthyes"
"5294",22551,0,1,"demersal","Dipturus macrocauda","Dipturus",NA,"Rajidae","Rajiformes","Elasmobranchii","Chondrichthyes"
"5295",63418,1,0,"benthopelagic","Dipturus maugeanus","Dipturus",NA,"Rajidae","Rajiformes","Elasmobranchii","Chondrichthyes"
"5296",63934,0,1,"pelagic","Dipturus melanospilus","Dipturus",NA,"Rajidae","Rajiformes","Elasmobranchii","Chondrichthyes"
"5297",59787,0,1,"demersal","Dipturus mennii","Dipturus",NA,"Rajidae","Rajiformes","Elasmobranchii","Chondrichthyes"
"5298",13144,0,1,"demersal","Dipturus nasutus","Dipturus",NA,"Rajidae","Rajiformes","Elasmobranchii","Chondrichthyes"
"5299",8900,0,1,"demersal","Dipturus nidarosiensis","Dipturus",NA,"Rajidae","Rajiformes","Elasmobranchii","Chondrichthyes"
"5300",2563,0,1,"demersal","Dipturus olseni","Dipturus",NA,"Rajidae","Rajiformes","Elasmobranchii","Chondrichthyes"
"5301",51860,0,1,"demersal","Dipturus oregoni","Dipturus",NA,"Rajidae","Rajiformes","Elasmobranchii","Chondrichthyes"
"5302",7616,0,1,"demersal","Dipturus oxyrinchus","Dipturus",NA,"Rajidae","Rajiformes","Elasmobranchii","Chondrichthyes"
"5303",7960,0,1,"demersal","Dipturus pullopunctatus","Dipturus",NA,"Rajidae","Rajiformes","Elasmobranchii","Chondrichthyes"
"5304",63935,0,1,"demersal","Dipturus queenslandicus","Dipturus",NA,"Rajidae","Rajiformes","Elasmobranchii","Chondrichthyes"
"5305",7962,0,1,"demersal","Dipturus springeri","Dipturus",NA,"Rajidae","Rajiformes","Elasmobranchii","Chondrichthyes"
"5306",7963,0,1,"demersal","Dipturus stenorhynchus","Dipturus",NA,"Rajidae","Rajiformes","Elasmobranchii","Chondrichthyes"
"5307",7607,0,1,"demersal","Dipturus teevani","Dipturus",NA,"Rajidae","Rajiformes","Elasmobranchii","Chondrichthyes"
"5308",15415,0,1,"demersal","Dipturus tengu","Dipturus",NA,"Rajidae","Rajiformes","Elasmobranchii","Chondrichthyes"
"5309",50858,0,1,"demersal","Dipturus trachyderma","Dipturus",NA,"Rajidae","Rajiformes","Elasmobranchii","Chondrichthyes"
"5310",63969,0,1,"benthopelagic","Dipturus wengi","Dipturus",NA,"Rajidae","Rajiformes","Elasmobranchii","Chondrichthyes"
"5311",63867,0,1,"benthopelagic","Dipturus wuhanlingi","Dipturus",NA,"Rajidae","Rajiformes","Elasmobranchii","Chondrichthyes"
"5312",24964,0,1,"benthopelagic","Dipulus caecus","Dipulus",NA,"Dinematichthyidae","Ophidiiformes","Teleostei","Osteichthyes"
"5313",63251,0,1,"benthopelagic","Dipulus hutchinsi","Dipulus",NA,"Dinematichthyidae","Ophidiiformes","Teleostei","Osteichthyes"
"5314",56406,0,1,"benthopelagic","Dipulus norfolkanus","Dipulus",NA,"Dinematichthyidae","Ophidiiformes","Teleostei","Osteichthyes"
"5315",9057,0,1,"pelagic","Diretmichthys parini","Diretmichthys",NA,"Diretmidae","Trachichthyiformes","Teleostei","Osteichthyes"
"5316",9056,0,1,"pelagic","Diretmoides pauciradiatus","Diretmoides",NA,"Diretmidae","Trachichthyiformes","Teleostei","Osteichthyes"
"5317",15708,0,1,"pelagic","Diretmoides veriginae","Diretmoides",NA,"Diretmidae","Trachichthyiformes","Teleostei","Osteichthyes"
"5318",4958,0,1,"pelagic","Diretmus argenteus","Diretmus",NA,"Diretmidae","Trachichthyiformes","Teleostei","Osteichthyes"
"5319",6553,0,1,"benthopelagic","Dischistodus chrysopoecilus","Dischistodus","Pomacentrinae","Pomacentridae","Ovalentaria/misc","Teleostei","Osteichthyes"
"5320",25219,0,1,"benthopelagic","Dischistodus darwiniensis","Dischistodus","Pomacentrinae","Pomacentridae","Ovalentaria/misc","Teleostei","Osteichthyes"
"5321",9982,0,1,"benthopelagic","Dischistodus fasciatus","Dischistodus","Pomacentrinae","Pomacentridae","Ovalentaria/misc","Teleostei","Osteichthyes"
"5322",5703,0,1,"benthopelagic","Dischistodus melanotus","Dischistodus","Pomacentrinae","Pomacentridae","Ovalentaria/misc","Teleostei","Osteichthyes"
"5323",5704,1,1,"benthopelagic","Dischistodus perspicillatus","Dischistodus","Pomacentrinae","Pomacentridae","Ovalentaria/misc","Teleostei","Osteichthyes"
"5324",6608,1,1,"benthopelagic","Dischistodus prosopotaenia","Dischistodus","Pomacentrinae","Pomacentridae","Ovalentaria/misc","Teleostei","Osteichthyes"
"5325",8242,0,1,"benthopelagic","Dischistodus pseudochrysopoecilus","Dischistodus","Pomacentrinae","Pomacentridae","Ovalentaria/misc","Teleostei","Osteichthyes"
"5326",64984,0,1,"pelagic","Discopyge castelloi","Discopyge",NA,"Narcinidae","Torpediniformes","Elasmobranchii","Chondrichthyes"
"5327",8396,0,1,"demersal","Discopyge tschudii","Discopyge",NA,"Narcinidae","Torpediniformes","Elasmobranchii","Chondrichthyes"
"5328",67394,0,1,"benthopelagic","Discordipinna filamentosa","Discordipinna","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"5329",7212,0,1,"benthopelagic","Discordipinna griessingeri","Discordipinna","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"5330",7494,0,1,"benthopelagic","Discotrema crinophilum","Discotrema","Diademichthyinae","Gobiesocidae","Gobiesociformes","Teleostei","Osteichthyes"
"5331",63700,0,1,"benthopelagic","Discotrema monogrammum","Discotrema","Diademichthyinae","Gobiesocidae","Gobiesociformes","Teleostei","Osteichthyes"
"5332",63911,0,1,"benthopelagic","Discotrema zonatum","Discotrema","Diademichthyinae","Gobiesocidae","Gobiesociformes","Teleostei","Osteichthyes"
"5333",467,0,1,"pelagic","Dissostichus eleginoides","Dissostichus","Pleuragrammatinae","Nototheniidae","Perciformes","Teleostei","Osteichthyes"
"5334",7039,0,1,"pelagic","Dissostichus mawsoni","Dissostichus","Pleuragrammatinae","Nototheniidae","Perciformes","Teleostei","Osteichthyes"
"5335",64734,0,1,"demersal","Ditrema jordani","Ditrema",NA,"Embiotocidae","Ovalentaria/misc","Teleostei","Osteichthyes"
"5336",13038,0,1,"demersal","Ditrema temminckii","Ditrema",NA,"Embiotocidae","Ovalentaria/misc","Teleostei","Osteichthyes"
"5337",23494,0,1,"demersal","Ditrema viride","Ditrema",NA,"Embiotocidae","Ovalentaria/misc","Teleostei","Osteichthyes"
"5338",9042,0,1,"pelagic","Ditropichthys storeri","Ditropichthys",NA,"Cetomimidae","Beryciformes","Teleostei","Osteichthyes"
"5339",59891,1,1,"pelagic","Doboatherina aetholepis","Doboatherina","Atherinomorinae","Atherinidae","Atheriniformes","Teleostei","Osteichthyes"
"5340",69052,0,1,"demersal","Doboatherina balabacensis","Doboatherina","Atherinomorinae","Atherinidae","Atheriniformes","Teleostei","Osteichthyes"
"5341",1302,1,1,"demersal","Doboatherina duodecimalis","Doboatherina","Atherinomorinae","Atherinidae","Atheriniformes","Teleostei","Osteichthyes"
"5342",59603,0,1,"demersal","Dodekablennos fraseri","Dodekablennos","Salariinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes"
"5343",4599,0,1,"demersal","Doederleinia berycoides","Doederleinia",NA,"Acropomatidae","Acropomatiformes","Teleostei","Osteichthyes"
"5344",9168,0,1,"pelagic","Dolicholagus longirostris","Dolicholagus",NA,"Bathylagidae","Argentiniformes","Teleostei","Osteichthyes"
"5345",9120,0,1,"pelagic","Dolichopteroides binocularis","Dolichopteroides",NA,"Opisthoproctidae","Argentiniformes","Teleostei","Osteichthyes"
"5346",51693,0,1,"pelagic","Dolichopteryx anascopa","Dolichopteryx",NA,"Opisthoproctidae","Argentiniformes","Teleostei","Osteichthyes"
"5347",65556,0,1,"benthopelagic","Dolichopteryx andriashevi","Dolichopteryx",NA,"Opisthoproctidae","Argentiniformes","Teleostei","Osteichthyes"
"5348",9121,0,1,"pelagic","Dolichopteryx longipes","Dolichopteryx",NA,"Opisthoproctidae","Argentiniformes","Teleostei","Osteichthyes"
"5349",63387,0,1,"pelagic","Dolichopteryx minuscula","Dolichopteryx",NA,"Opisthoproctidae","Argentiniformes","Teleostei","Osteichthyes"
"5350",60994,0,1,"pelagic","Dolichopteryx parini","Dolichopteryx",NA,"Opisthoproctidae","Argentiniformes","Teleostei","Osteichthyes"
"5351",64629,0,1,"benthopelagic","Dolichopteryx pseudolongipes","Dolichopteryx",NA,"Opisthoproctidae","Argentiniformes","Teleostei","Osteichthyes"
"5352",63388,0,1,"pelagic","Dolichopteryx rostrata","Dolichopteryx",NA,"Opisthoproctidae","Argentiniformes","Teleostei","Osteichthyes"
"5353",63390,0,1,"pelagic","Dolichopteryx trunovi","Dolichopteryx",NA,"Opisthoproctidae","Argentiniformes","Teleostei","Osteichthyes"
"5354",65557,0,1,"benthopelagic","Dolichopteryx vityazi","Dolichopteryx",NA,"Opisthoproctidae","Argentiniformes","Teleostei","Osteichthyes"
"5355",10168,0,1,"pelagic","Dolichosudis fuliginosa","Dolichosudis",NA,"Paralepididae","Aulopiformes","Teleostei","Osteichthyes"
"5356",3826,1,1,"demersal","Dormitator latifrons","Dormitator","Eleotrinae","Eleotridae","Gobiiformes","Teleostei","Osteichthyes"
"5357",10008,1,1,"demersal","Dormitator lebretonis","Dormitator","Eleotrinae","Eleotridae","Gobiiformes","Teleostei","Osteichthyes"
"5358",3827,1,1,"demersal","Dormitator maculatus","Dormitator","Eleotrinae","Eleotridae","Gobiiformes","Teleostei","Osteichthyes"
"5359",1604,1,1,"pelagic","Dorosoma cepedianum","Dorosoma",NA,"Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes"
"5360",1606,1,1,"pelagic","Dorosoma petenense","Dorosoma",NA,"Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes"
"5361",7718,0,1,"benthopelagic","Doryrhamphus abbreviatus","Doryrhamphus","Nerophinae","Syngnathidae","Syngnathiformes","Teleostei","Osteichthyes"
"5362",26967,0,1,"demersal","Doryrhamphus aurolineatus","Doryrhamphus","Nerophinae","Syngnathidae","Syngnathiformes","Teleostei","Osteichthyes"
"5363",16864,0,1,"demersal","Doryrhamphus bicarinatus","Doryrhamphus","Nerophinae","Syngnathidae","Syngnathiformes","Teleostei","Osteichthyes"
"5364",5969,0,1,"benthopelagic","Doryrhamphus excisus","Doryrhamphus","Nerophinae","Syngnathidae","Syngnathiformes","Teleostei","Osteichthyes"
"5365",5970,0,1,"benthopelagic","Doryrhamphus janssi","Doryrhamphus","Nerophinae","Syngnathidae","Syngnathiformes","Teleostei","Osteichthyes"
"5366",23083,0,1,"benthopelagic","Doryrhamphus japonicus","Doryrhamphus","Nerophinae","Syngnathidae","Syngnathiformes","Teleostei","Osteichthyes"
"5367",7719,0,1,"benthopelagic","Doryrhamphus malus","Doryrhamphus","Nerophinae","Syngnathidae","Syngnathiformes","Teleostei","Osteichthyes"
"5368",69842,0,1,"benthopelagic","Doryrhamphus melanopleura","Doryrhamphus","Nerophinae","Syngnathidae","Syngnathiformes","Teleostei","Osteichthyes"
"5369",5971,0,1,"benthopelagic","Doryrhamphus negrosensis","Doryrhamphus","Nerophinae","Syngnathidae","Syngnathiformes","Teleostei","Osteichthyes"
"5370",46120,0,1,"demersal","Doryrhamphus paulus","Doryrhamphus","Nerophinae","Syngnathidae","Syngnathiformes","Teleostei","Osteichthyes"
"5371",46818,0,1,"benthopelagic","Dotalabrus alleni","Dotalabrus",NA,"Labridae","Labriformes","Teleostei","Osteichthyes"
"5372",46798,0,1,"demersal","Dotalabrus aurantiacus","Dotalabrus",NA,"Labridae","Labriformes","Teleostei","Osteichthyes"
"5373",24195,0,1,"demersal","Draconetta xenica","Draconetta",NA,"Draconettidae","Callionymiformes","Teleostei","Osteichthyes"
"5374",17030,0,1,"demersal","Draculo celetus","Draculo",NA,"Callionymidae","Callionymiformes","Teleostei","Osteichthyes"
"5375",59302,0,1,"demersal","Draculo maugei","Draculo",NA,"Callionymidae","Callionymiformes","Teleostei","Osteichthyes"
"5376",24315,0,1,"demersal","Draculo mirabilis","Draculo",NA,"Callionymidae","Callionymiformes","Teleostei","Osteichthyes"
"5377",58170,0,1,"demersal","Draculo pogognathus","Draculo",NA,"Callionymidae","Callionymiformes","Teleostei","Osteichthyes"
"5378",22723,0,1,"demersal","Draculo shango","Draculo",NA,"Callionymidae","Callionymiformes","Teleostei","Osteichthyes"
"5379",455,1,1,"benthopelagic","Drepane africana","Drepane",NA,"Drepaneidae","Acanthuriformes","Teleostei","Osteichthyes"
"5380",7692,1,1,"benthopelagic","Drepane longimana","Drepane",NA,"Drepaneidae","Acanthuriformes","Teleostei","Osteichthyes"
"5381",454,1,1,"benthopelagic","Drepane punctata","Drepane",NA,"Drepaneidae","Acanthuriformes","Teleostei","Osteichthyes"
"5382",65423,1,1,"benthopelagic","Drombus dentifer","Drombus","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"5383",25070,1,1,"demersal","Drombus globiceps","Drombus","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"5384",61024,0,1,"demersal","Drombus halei","Drombus","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"5385",8031,0,1,"demersal","Drombus key","Drombus","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"5386",25072,1,1,"demersal","Drombus kranjiensis","Drombus","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"5387",61332,1,1,"demersal","Drombus lepidothorax","Drombus","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"5388",59244,1,1,"demersal","Drombus ocyurus","Drombus","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"5389",61671,0,1,"demersal","Drombus palackyi","Drombus","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"5390",9971,0,1,"demersal","Drombus simulus","Drombus","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"5391",9944,1,1,"demersal","Drombus triangularis","Drombus","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"5392",12931,0,1,"benthopelagic","Dules auriga","Dules",NA,"Serranidae","Perciformes","Teleostei","Osteichthyes"
"5393",12771,0,1,"demersal","Dunckerocampus baldwini","Dunckerocampus","Nerophinae","Syngnathidae","Syngnathiformes","Teleostei","Osteichthyes"
"5394",54745,0,1,"demersal","Dunckerocampus boylei","Dunckerocampus","Nerophinae","Syngnathidae","Syngnathiformes","Teleostei","Osteichthyes"
"5395",46121,0,1,"demersal","Dunckerocampus chapmani","Dunckerocampus","Nerophinae","Syngnathidae","Syngnathiformes","Teleostei","Osteichthyes"
"5396",5972,0,1,"benthopelagic","Dunckerocampus dactyliophorus","Dunckerocampus","Nerophinae","Syngnathidae","Syngnathiformes","Teleostei","Osteichthyes"
"5397",14286,0,1,"benthopelagic","Dunckerocampus multiannulatus","Dunckerocampus","Nerophinae","Syngnathidae","Syngnathiformes","Teleostei","Osteichthyes"
"5398",64209,0,1,"demersal","Dunckerocampus naia","Dunckerocampus","Nerophinae","Syngnathidae","Syngnathiformes","Teleostei","Osteichthyes"
"5399",7723,0,1,"demersal","Dunckerocampus pessuliferus","Dunckerocampus","Nerophinae","Syngnathidae","Syngnathiformes","Teleostei","Osteichthyes"
"5400",1453,1,1,"pelagic","Dussumieria acuta","Dussumieria",NA,"Dussumieriidae","Clupeiformes","Teleostei","Osteichthyes"
"5401",69849,0,1,"pelagic","Dussumieria albulina","Dussumieria",NA,"Dussumieriidae","Clupeiformes","Teleostei","Osteichthyes"
"5402",1454,0,1,"pelagic","Dussumieria elopsoides","Dussumieria",NA,"Dussumieriidae","Clupeiformes","Teleostei","Osteichthyes"
"5403",69847,0,1,"pelagic","Dussumieria hasseltii","Dussumieria",NA,"Dussumieriidae","Clupeiformes","Teleostei","Osteichthyes"
"5404",69846,0,1,"pelagic","Dussumieria modakandai","Dussumieria",NA,"Dussumieriidae","Clupeiformes","Teleostei","Osteichthyes"
"5405",69848,0,1,"pelagic","Dussumieria productissima","Dussumieria",NA,"Dussumieriidae","Clupeiformes","Teleostei","Osteichthyes"
"5406",69850,0,1,"pelagic","Dussumieria torpedo","Dussumieria",NA,"Dussumieriidae","Clupeiformes","Teleostei","Osteichthyes"
"5407",16915,0,1,"pelagic","Dysalotus alcocki","Dysalotus",NA,"Chiasmodontidae","Scombriformes","Teleostei","Osteichthyes"
"5408",16916,0,1,"pelagic","Dysalotus oligoscolus","Dysalotus",NA,"Chiasmodontidae","Scombriformes","Teleostei","Osteichthyes"
"5409",69203,0,1,"demersal","Dysomma alticorpus","Dysomma","Ilyophinae","Synaphobranchidae","Anguilliformes","Teleostei","Osteichthyes"
"5410",2659,0,1,"demersal","Dysomma anguillare","Dysomma","Ilyophinae","Synaphobranchidae","Anguilliformes","Teleostei","Osteichthyes"
"5411",9101,0,1,"benthopelagic","Dysomma brevirostre","Dysomma","Ilyophinae","Synaphobranchidae","Anguilliformes","Teleostei","Osteichthyes"
"5412",58294,0,1,"demersal","Dysomma bucephalus","Dysomma","Ilyophinae","Synaphobranchidae","Anguilliformes","Teleostei","Osteichthyes"
"5413",58295,0,1,"demersal","Dysomma dolichosomatum","Dysomma","Ilyophinae","Synaphobranchidae","Anguilliformes","Teleostei","Osteichthyes"
"5414",15591,0,1,"demersal","Dysomma fuscoventralis","Dysomma","Ilyophinae","Synaphobranchidae","Anguilliformes","Teleostei","Osteichthyes"
"5415",58293,0,1,"demersal","Dysomma goslinei","Dysomma","Ilyophinae","Synaphobranchidae","Anguilliformes","Teleostei","Osteichthyes"
"5416",58291,0,1,"demersal","Dysomma longirostrum","Dysomma","Ilyophinae","Synaphobranchidae","Anguilliformes","Teleostei","Osteichthyes"
"5417",58296,0,1,"demersal","Dysomma melanurum","Dysomma","Ilyophinae","Synaphobranchidae","Anguilliformes","Teleostei","Osteichthyes"
"5418",58297,0,1,"demersal","Dysomma muciparus","Dysomma","Ilyophinae","Synaphobranchidae","Anguilliformes","Teleostei","Osteichthyes"
"5419",54317,0,1,"demersal","Dysomma opisthoproctus","Dysomma","Ilyophinae","Synaphobranchidae","Anguilliformes","Teleostei","Osteichthyes"
"5420",58298,0,1,"demersal","Dysomma polycatodon","Dysomma","Ilyophinae","Synaphobranchidae","Anguilliformes","Teleostei","Osteichthyes"
"5421",68260,0,1,"demersal","Dysomma taiwanense","Dysomma","Ilyophinae","Synaphobranchidae","Anguilliformes","Teleostei","Osteichthyes"
"5422",58299,0,1,"demersal","Dysomma tridens","Dysomma","Ilyophinae","Synaphobranchidae","Anguilliformes","Teleostei","Osteichthyes"
"5423",61181,0,1,"demersal","Dysommina proboscideus","Dysommina","Ilyophinae","Synaphobranchidae","Anguilliformes","Teleostei","Osteichthyes"
"5424",27787,0,1,"benthopelagic","Dysommina rugosa","Dysommina","Ilyophinae","Synaphobranchidae","Anguilliformes","Teleostei","Osteichthyes"
"5425",64589,0,1,"demersal","Ebinania australiae","Ebinania",NA,"Psychrolutidae","Scorpaeniformes","Teleostei","Osteichthyes"
"5426",23983,0,1,"demersal","Ebinania brephocephala","Ebinania",NA,"Psychrolutidae","Scorpaeniformes","Teleostei","Osteichthyes"
"5427",10182,0,1,"demersal","Ebinania costaecanariae","Ebinania",NA,"Psychrolutidae","Scorpaeniformes","Teleostei","Osteichthyes"
"5428",58785,0,1,"demersal","Ebinania gyrinoides","Ebinania",NA,"Psychrolutidae","Scorpaeniformes","Teleostei","Osteichthyes"
"5429",60331,0,1,"demersal","Ebinania macquariensis","Ebinania",NA,"Psychrolutidae","Scorpaeniformes","Teleostei","Osteichthyes"
"5430",60332,0,1,"demersal","Ebinania malacocephala","Ebinania",NA,"Psychrolutidae","Scorpaeniformes","Teleostei","Osteichthyes"
"5431",23984,0,1,"demersal","Ebinania vermiculata","Ebinania",NA,"Psychrolutidae","Scorpaeniformes","Teleostei","Osteichthyes"
"5432",22741,1,0,"demersal","Ebomegobius goodi","Ebomegobius","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"5433",10384,0,1,"demersal","Ebosia bleekeri","Ebosia","Pteroinae","Scorpaenidae","Scorpaeniformes","Teleostei","Osteichthyes"
"5434",59328,0,1,"demersal","Ebosia falcata","Ebosia","Pteroinae","Scorpaenidae","Scorpaeniformes","Teleostei","Osteichthyes"
"5435",69333,0,1,"demersal","Ebosia saya","Ebosia","Pteroinae","Scorpaenidae","Scorpaeniformes","Teleostei","Osteichthyes"
"5436",68381,0,1,"demersal","Ebosia vespertina","Ebosia","Pteroinae","Scorpaenidae","Scorpaeniformes","Teleostei","Osteichthyes"
"5437",1713,1,1,"demersal","Echelus myrus","Echelus","Ophichthinae","Ophichthidae","Anguilliformes","Teleostei","Osteichthyes"
"5438",9084,0,1,"demersal","Echelus pachyrhynchus","Echelus","Ophichthinae","Ophichthidae","Anguilliformes","Teleostei","Osteichthyes"
"5439",68629,0,1,"benthopelagic","Echelus polyspondylus","Echelus","Ophichthinae","Ophichthidae","Anguilliformes","Teleostei","Osteichthyes"
"5440",17407,0,1,"benthopelagic","Echelus uropterus","Echelus","Ophichthinae","Ophichthidae","Anguilliformes","Teleostei","Osteichthyes"
"5441",2467,1,1,"benthopelagic","Echeneis naucrates","Echeneis",NA,"Echeneidae","Carangiformes","Teleostei","Osteichthyes"
"5442",3543,0,1,"benthopelagic","Echeneis neucratoides","Echeneis",NA,"Echeneidae","Carangiformes","Teleostei","Osteichthyes"
"5443",58577,0,1,"demersal","Echidna amblyodon","Echidna","Muraeninae","Muraenidae","Anguilliformes","Teleostei","Osteichthyes"
"5444",2609,0,1,"benthopelagic","Echidna catenata","Echidna","Muraeninae","Muraenidae","Anguilliformes","Teleostei","Osteichthyes"
"5445",23273,0,1,"benthopelagic","Echidna delicatula","Echidna","Muraeninae","Muraenidae","Anguilliformes","Teleostei","Osteichthyes"
"5446",6486,1,1,"benthopelagic","Echidna leucotaenia","Echidna","Muraeninae","Muraenidae","Anguilliformes","Teleostei","Osteichthyes"
"5447",5388,0,1,"benthopelagic","Echidna nebulosa","Echidna","Muraeninae","Muraenidae","Anguilliformes","Teleostei","Osteichthyes"
"5448",8287,0,1,"demersal","Echidna nocturna","Echidna","Muraeninae","Muraenidae","Anguilliformes","Teleostei","Osteichthyes"
"5449",9031,0,1,"demersal","Echidna peli","Echidna","Muraeninae","Muraenidae","Anguilliformes","Teleostei","Osteichthyes"
"5450",5389,0,1,"benthopelagic","Echidna polyzona","Echidna","Muraeninae","Muraenidae","Anguilliformes","Teleostei","Osteichthyes"
"5451",11709,1,1,"demersal","Echidna rhodochilus","Echidna","Muraeninae","Muraenidae","Anguilliformes","Teleostei","Osteichthyes"
"5452",6487,0,1,"benthopelagic","Echidna unicolor","Echidna","Muraeninae","Muraenidae","Anguilliformes","Teleostei","Osteichthyes"
"5453",27394,0,1,"demersal","Echidna xanthospilos","Echidna","Muraeninae","Muraenidae","Anguilliformes","Teleostei","Osteichthyes"
"5454",1364,0,1,"demersal","Echiichthys vipera","Echiichthys",NA,"Trachinidae","Perciformes","Teleostei","Osteichthyes"
"5455",52710,0,1,"benthopelagic","Echinogobius hayashii","Echinogobius","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes"
"5456",56997,0,1,"pelagic","Echinomacrurus mollis","Echinomacrurus",NA,"Macrouridae","Gadiformes","Teleostei","Osteichthyes"
"5457",54413,0,1,"benthopelagic","Echinomacrurus occidentalis","Echinomacrurus",NA,"Macrouridae","Gadiformes","Teleostei","Osteichthyes"
"5458",14039,0,1,"benthopelagic","Echinophryne crassispina","Echinophryne",NA,"Histiophrynidae","Lophiiformes","Teleostei","Osteichthyes"
"5459",14042,0,1,"benthopelagic","Echinophryne mitchellii","Echinophryne",NA,"Histiophrynidae","Lophiiformes","Teleostei","Osteichthyes"
"5460",24729,0,1,"benthopelagic","Echinophryne reynoldsi","Echinophryne",NA,"Histiophrynidae","Lophiiformes","Teleostei","Osteichthyes"
"5461",641,0,1,"demersal","Echinorhinus brucus","Echinorhinus",NA,"Echinorhinidae","Echinorhiniformes","Elasmobranchii","Chondrichthyes"
"5462",642,0,1,"benthopelagic","Echinorhinus cookei","Echinorhinus",NA,"Echinorhinidae","Echinorhiniformes","Elasmobranchii","Chondrichthyes"
