"","SpecCode","Brack","Saltwater","DemersPelag","Species","Genus","Subfamily","Family","Order","Class","SuperClass"
"8268",10668,0,1,"demersal","Hoplostethus melanopus","Hoplostethus",NA,"Trachichthyidae","Trachichthyiformes","Teleostei","Osteichthyes"
"8269",15696,0,1,"pelagic","Hoplostethus mento","Hoplostethus",NA,"Trachichthyidae","Trachichthyiformes","Teleostei","Osteichthyes"
"8270",15699,0,1,"pelagic","Hoplostethus metallicus","Hoplostethus",NA,"Trachichthyidae","Trachichthyiformes","Teleostei","Osteichthyes"
"8271",15666,0,1,"pelagic","Hoplostethus mikhailini","Hoplostethus",NA,"Trachichthyidae","Trachichthyiformes","Teleostei","Osteichthyes"
"8272",15670,0,1,"pelagic","Hoplostethus occidentalis","Hoplostethus",NA,"Trachichthyidae","Trachichthyiformes","Teleostei","Osteichthyes"
"8273",15683,0,1,"pelagic","Hoplostethus pacificus","Hoplostethus",NA,"Trachichthyidae","Trachichthyiformes","Teleostei","Osteichthyes"
"8274",65347,0,1,"demersal","Hoplostethus ravurictus","Hoplostethus",NA,"Trachichthyidae","Trachichthyiformes","Teleostei","Osteichthyes"
"8275",15673,0,1,"pelagic","Hoplostethus rifti","Hoplostethus",NA,"Trachichthyidae","Trachichthyiformes","Teleostei","Osteichthyes"
"8276",65512,0,1,"demersal","Hoplostethus robustispinus","Hoplostethus",NA,"Trachichthyidae","Trachichthyiformes","Teleostei","Osteichthyes"
"8277",15645,0,1,"pelagic","Hoplostethus rubellopterus","Hoplostethus",NA,"Trachichthyidae","Trachichthyiformes","Teleostei","Osteichthyes"
"8278",15641,0,1,"pelagic","Hoplostethus shubnikovi","Hoplostethus",NA,"Trachichthyidae","Trachichthyiformes","Teleostei","Osteichthyes"
"8279",15644,0,1,"pelagic","Hoplostethus tenebricus","Hoplostethus",NA,"Trachichthyidae","Trachichthyiformes","Teleostei","Osteichthyes"
"8280",54098,0,1,"demersal","Hoplostethus vniro","Hoplostethus",NA,"Trachichthyidae","Trachichthyiformes","Teleostei","Osteichthyes"
"8281",2621,0,1,"demersal","Hoplunnis diomediana","Hoplunnis",NA,"Nettastomatidae","Anguilliformes","Teleostei","Osteichthyes"
"8282",2622,0,1,"demersal","Hoplunnis macrura","Hoplunnis",NA,"Nettastomatidae","Anguilliformes","Teleostei","Osteichthyes"
"8283",58703,0,1,"demersal","Hoplunnis megista","Hoplunnis",NA,"Nettastomatidae","Anguilliformes","Teleostei","Osteichthyes"
"8284",50087,0,1,"demersal","Hoplunnis pacifica","Hoplunnis",NA,"Nettastomatidae","Anguilliformes","Teleostei","Osteichthyes"
"8285",9072,0,1,"demersal","Hoplunnis punctata","Hoplunnis",NA,"Nettastomatidae","Anguilliformes","Teleostei","Osteichthyes"
"8286",60964,0,1,"demersal","Hoplunnis schmidti","Hoplunnis",NA,"Nettastomatidae","Anguilliformes","Teleostei","Osteichthyes"
"8287",57195,0,1,"demersal","Hoplunnis sicarius","Hoplunnis",NA,"Nettastomatidae","Anguilliformes","Teleostei","Osteichthyes"
"8288",58704,0,1,"demersal","Hoplunnis similis","Hoplunnis",NA,"Nettastomatidae","Anguilliformes","Teleostei","Osteichthyes"
"8289",2623,0,1,"demersal","Hoplunnis tenuis","Hoplunnis",NA,"Nettastomatidae","Anguilliformes","Teleostei","Osteichthyes"
"8290",67032,0,1,"pelagic","Howella atlantica","Howella",NA,"Howellidae","Acropomatiformes","Teleostei","Osteichthyes"
"8291",11780,0,1,"pelagic","Howella brodiei","Howella",NA,"Howellidae","Acropomatiformes","Teleostei","Osteichthyes"
"8292",63439,0,1,"demersal","Howella pammelas","Howella",NA,"Howellidae","Acropomatiformes","Teleostei","Osteichthyes"
"8293",23395,0,1,"pelagic","Howella parini","Howella",NA,"Howellidae","Acropomatiformes","Teleostei","Osteichthyes"
"8294",5054,0,1,"pelagic","Howella sherborni","Howella",NA,"Howellidae","Acropomatiformes","Teleostei","Osteichthyes"
"8295",23396,0,1,"pelagic","Howella zina","Howella",NA,"Howellidae","Acropomatiformes","Teleostei","Osteichthyes"
"8296",23872,0,1,"demersal","Hozukius emblemarius","Hozukius","Sebastinae","Sebastidae","Scorpaeniformes","Teleostei","Osteichthyes"
"8297",23873,0,1,"demersal","Hozukius guyotensis","Hozukius","Sebastinae","Sebastidae","Scorpaeniformes","Teleostei","Osteichthyes"
"8298",4633,1,1,"demersal","Huso dauricus","Huso","Acipenserinae","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes"
"8299",2067,1,1,"pelagic","Huso huso","Huso","Acipenserinae","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes"
"8300",5441,0,1,"demersal","Hydrolagus affinis","Hydrolagus",NA,"Chimaeridae","Chimaeriformes","Holocephali","Chondrichthyes"
"8301",10131,0,1,"demersal","Hydrolagus africanus","Hydrolagus",NA,"Chimaeridae","Chimaeriformes","Holocephali","Chondrichthyes"
"8302",8997,0,1,"demersal","Hydrolagus alberti","Hydrolagus",NA,"Chimaeridae","Chimaeriformes","Holocephali","Chondrichthyes"
"8303",62999,0,1,"pelagic","Hydrolagus alphus","Hydrolagus",NA,"Chimaeridae","Chimaeriformes","Holocephali","Chondrichthyes"
"8304",12979,0,1,"demersal","Hydrolagus barbouri","Hydrolagus",NA,"Chimaeridae","Chimaeriformes","Holocephali","Chondrichthyes"
"8305",60030,0,1,"demersal","Hydrolagus bemisi","Hydrolagus",NA,"Chimaeridae","Chimaeriformes","Holocephali","Chondrichthyes"
"8306",2589,0,1,"demersal","Hydrolagus colliei","Hydrolagus",NA,"Chimaeridae","Chimaeriformes","Holocephali","Chondrichthyes"
"8307",7589,0,1,"demersal","Hydrolagus deani","Hydrolagus",NA,"Chimaeridae","Chimaeriformes","Holocephali","Chondrichthyes"
"8308",22763,0,1,"demersal","Hydrolagus eidolon","Hydrolagus",NA,"Chimaeridae","Chimaeriformes","Holocephali","Chondrichthyes"
"8309",68563,0,1,"demersal","Hydrolagus erithacus","Hydrolagus",NA,"Chimaeridae","Chimaeriformes","Holocephali","Chondrichthyes"
"8310",64162,0,1,"demersal","Hydrolagus homonycteris","Hydrolagus",NA,"Chimaeridae","Chimaeriformes","Holocephali","Chondrichthyes"
"8311",63207,0,1,"pelagic","Hydrolagus lusitanicus","Hydrolagus",NA,"Chimaeridae","Chimaeriformes","Holocephali","Chondrichthyes"
"8312",55060,0,1,"demersal","Hydrolagus macrophthalmus","Hydrolagus",NA,"Chimaeridae","Chimaeriformes","Holocephali","Chondrichthyes"
"8313",64163,0,1,"demersal","Hydrolagus marmoratus","Hydrolagus",NA,"Chimaeridae","Chimaeriformes","Holocephali","Chondrichthyes"
"8314",62018,0,1,"demersal","Hydrolagus matallanasi","Hydrolagus",NA,"Chimaeridae","Chimaeriformes","Holocephali","Chondrichthyes"
"8315",63197,0,1,"pelagic","Hydrolagus mccoskeri","Hydrolagus",NA,"Chimaeridae","Chimaeriformes","Holocephali","Chondrichthyes"
"8316",65072,0,1,"benthopelagic","Hydrolagus melanophasma","Hydrolagus",NA,"Chimaeridae","Chimaeriformes","Holocephali","Chondrichthyes"
"8317",9000,0,1,"demersal","Hydrolagus mirabilis","Hydrolagus",NA,"Chimaeridae","Chimaeriformes","Holocephali","Chondrichthyes"
"8318",22918,0,1,"demersal","Hydrolagus mitsukurii","Hydrolagus",NA,"Chimaeridae","Chimaeriformes","Holocephali","Chondrichthyes"
"8319",13146,0,1,"demersal","Hydrolagus novaezealandiae","Hydrolagus",NA,"Chimaeridae","Chimaeriformes","Holocephali","Chondrichthyes"
"8320",27724,0,1,"demersal","Hydrolagus pallidus","Hydrolagus",NA,"Chimaeridae","Chimaeriformes","Holocephali","Chondrichthyes"
"8321",7378,0,1,"benthopelagic","Hydrolagus purpurescens","Hydrolagus",NA,"Chimaeridae","Chimaeriformes","Holocephali","Chondrichthyes"
"8322",60055,0,1,"demersal","Hydrolagus trolli","Hydrolagus",NA,"Chimaeridae","Chimaeriformes","Holocephali","Chondrichthyes"
"8323",54409,0,1,"pelagic","Hygophum atratum","Hygophum","Myctophinae","Myctophidae","Myctophiformes","Teleostei","Osteichthyes"
"8324",1718,0,1,"pelagic","Hygophum benoiti","Hygophum","Myctophinae","Myctophidae","Myctophiformes","Teleostei","Osteichthyes"
"8325",55104,0,1,"pelagic","Hygophum bruuni","Hygophum","Myctophinae","Myctophidae","Myctophiformes","Teleostei","Osteichthyes"
"8326",16759,0,1,"pelagic","Hygophum hanseni","Hygophum","Myctophinae","Myctophidae","Myctophiformes","Teleostei","Osteichthyes"
"8327",1719,0,1,"pelagic","Hygophum hygomii","Hygophum","Myctophinae","Myctophidae","Myctophiformes","Teleostei","Osteichthyes"
"8328",16665,0,1,"pelagic","Hygophum macrochir","Hygophum","Myctophinae","Myctophidae","Myctophiformes","Teleostei","Osteichthyes"
"8329",4522,0,1,"pelagic","Hygophum proximum","Hygophum","Myctophinae","Myctophidae","Myctophiformes","Teleostei","Osteichthyes"
"8330",4520,0,1,"pelagic","Hygophum reinhardtii","Hygophum","Myctophinae","Myctophidae","Myctophiformes","Teleostei","Osteichthyes"
"8331",16291,0,1,"pelagic","Hygophum taaningi","Hygophum","Myctophinae","Myctophidae","Myctophiformes","Teleostei","Osteichthyes"
"8332",8967,1,1,"demersal","Hypanus rudis","Hypanus","Dasyatinae","Dasyatidae","Myliobatiformes","Elasmobranchii","Chondrichthyes"
"8333",2574,1,1,"demersal","Hypanus sabinus","Hypanus","Dasyatinae","Dasyatidae","Myliobatiformes","Elasmobranchii","Chondrichthyes"
"8334",2575,1,1,"demersal","Hypanus say","Hypanus","Dasyatinae","Dasyatidae","Myliobatiformes","Elasmobranchii","Chondrichthyes"
"8335",1572,1,1,"pelagic","Hyperlophus translucidus","Hyperlophus",NA,"Clupeidae","Clupeiformes","Teleostei","Osteichthyes"
"8336",1573,1,1,"pelagic","Hyperlophus vittatus","Hyperlophus",NA,"Clupeidae","Clupeiformes","Teleostei","Osteichthyes"
"8337",496,0,1,"benthopelagic","Hyperoglyphe antarctica","Hyperoglyphe",NA,"Centrolophidae","Scombriformes","Teleostei","Osteichthyes"
"8338",3920,0,1,"pelagic","Hyperoglyphe bythites","Hyperoglyphe",NA,"Centrolophidae","Scombriformes","Teleostei","Osteichthyes"
"8339",13043,0,1,"benthopelagic","Hyperoglyphe japonica","Hyperoglyphe",NA,"Centrolophidae","Scombriformes","Teleostei","Osteichthyes"
"8340",57905,0,1,"pelagic","Hyperoglyphe macrophthalma","Hyperoglyphe",NA,"Centrolophidae","Scombriformes","Teleostei","Osteichthyes"
"8341",3921,0,1,"pelagic","Hyperoglyphe perciformis","Hyperoglyphe",NA,"Centrolophidae","Scombriformes","Teleostei","Osteichthyes"
"8342",26374,0,1,"benthopelagic","Hyperoglyphe pringlei","Hyperoglyphe",NA,"Centrolophidae","Scombriformes","Teleostei","Osteichthyes"
"8343",1373,0,1,"demersal","Hyperoplus immaculatus","Hyperoplus",NA,"Ammodytidae","Perciformes","Teleostei","Osteichthyes"
"8344",1374,1,1,"demersal","Hyperoplus lanceolatus","Hyperoplus",NA,"Ammodytidae","Perciformes","Teleostei","Osteichthyes"
"8345",3630,0,1,"demersal","Hyperprosopon anale","Hyperprosopon",NA,"Embiotocidae","Ovalentaria/misc","Teleostei","Osteichthyes"
"8346",3631,0,1,"demersal","Hyperprosopon argenteum","Hyperprosopon",NA,"Embiotocidae","Ovalentaria/misc","Teleostei","Osteichthyes"
"8347",3632,0,1,"demersal","Hyperprosopon ellipticum","Hyperprosopon",NA,"Embiotocidae","Ovalentaria/misc","Teleostei","Osteichthyes"
"8348",53830,0,1,"demersal","Hyphalophis devius","Hyphalophis","Ophichthinae","Ophichthidae","Anguilliformes","Teleostei","Osteichthyes"
"8349",3757,0,1,"benthopelagic","Hypleurochilus aequipinnis","Hypleurochilus","Salariinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes"
"8350",16293,0,1,"demersal","Hypleurochilus bananensis","Hypleurochilus","Salariinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes"
"8351",3758,0,1,"benthopelagic","Hypleurochilus bermudensis","Hypleurochilus","Salariinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes"
"8352",67092,0,1,"benthopelagic","Hypleurochilus brasil","Hypleurochilus","Salariinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes"
"8353",61240,1,1,"benthopelagic","Hypleurochilus caudovittatus","Hypleurochilus","Salariinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes"
"8354",52386,0,1,"demersal","Hypleurochilus fissicornis","Hypleurochilus","Salariinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes"
"8355",3759,0,1,"benthopelagic","Hypleurochilus geminatus","Hypleurochilus","Salariinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes"
"8356",9920,1,1,"demersal","Hypleurochilus langi","Hypleurochilus","Salariinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes"
"8357",59662,0,1,"benthopelagic","Hypleurochilus multifilis","Hypleurochilus","Salariinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes"
"8358",61241,0,1,"benthopelagic","Hypleurochilus pseudoaequipinnis","Hypleurochilus","Salariinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes"
"8359",3760,0,1,"benthopelagic","Hypleurochilus springeri","Hypleurochilus","Salariinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes"
"8360",8724,0,1,"benthopelagic","Hypnos monopterygius","Hypnos",NA,"Hypnidae","Torpediniformes","Elasmobranchii","Chondrichthyes"
"8361",1305,0,1,"benthopelagic","Hypoatherina barnesi","Hypoatherina","Atherinomorinae","Atherinidae","Atheriniformes","Teleostei","Osteichthyes"
"8362",66662,0,1,"benthopelagic","Hypoatherina celebesensis","Hypoatherina","Atherinomorinae","Atherinidae","Atheriniformes","Teleostei","Osteichthyes"
"8363",15269,0,1,"pelagic","Hypoatherina crenolepis","Hypoatherina","Atherinomorinae","Atherinidae","Atheriniformes","Teleostei","Osteichthyes"
"8364",66755,0,1,"pelagic","Hypoatherina golanii","Hypoatherina","Atherinomorinae","Atherinidae","Atheriniformes","Teleostei","Osteichthyes"
"8365",3237,0,1,"benthopelagic","Hypoatherina harringtonensis","Hypoatherina","Atherinomorinae","Atherinidae","Atheriniformes","Teleostei","Osteichthyes"
"8366",66756,0,1,"pelagic","Hypoatherina lunata","Hypoatherina","Atherinomorinae","Atherinidae","Atheriniformes","Teleostei","Osteichthyes"
"8367",66663,0,1,"benthopelagic","Hypoatherina macrophthalma","Hypoatherina","Atherinomorinae","Atherinidae","Atheriniformes","Teleostei","Osteichthyes"
"8368",8120,0,1,"benthopelagic","Hypoatherina ovalaua","Hypoatherina","Atherinomorinae","Atherinidae","Atheriniformes","Teleostei","Osteichthyes"
"8369",1307,0,1,"benthopelagic","Hypoatherina temminckii","Hypoatherina","Atherinomorinae","Atherinidae","Atheriniformes","Teleostei","Osteichthyes"
"8370",15461,0,1,"pelagic","Hypoatherina tropicalis","Hypoatherina","Atherinomorinae","Atherinidae","Atheriniformes","Teleostei","Osteichthyes"
"8371",23372,0,1,"pelagic","Hypoatherina tsurugae","Hypoatherina","Atherinomorinae","Atherinidae","Atheriniformes","Teleostei","Osteichthyes"
"8372",15462,1,1,"pelagic","Hypoatherina valenciennei","Hypoatherina","Atherinomorinae","Atherinidae","Atheriniformes","Teleostei","Osteichthyes"
"8373",23371,0,1,"pelagic","Hypoatherina woodwardi","Hypoatherina","Atherinomorinae","Atherinidae","Atheriniformes","Teleostei","Osteichthyes"
"8374",5928,0,1,"demersal","Hypogaleus hyugaensis","Hypogaleus","Galeorhininae","Triakidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes"
"8375",23752,1,1,"demersal","Hypomesus japonicus","Hypomesus",NA,"Osmeridae","Osmeriformes","Teleostei","Osteichthyes"
"8376",2695,1,1,"pelagic","Hypomesus nipponensis","Hypomesus",NA,"Osmeridae","Osmeriformes","Teleostei","Osteichthyes"
"8377",254,1,1,"pelagic","Hypomesus olidus","Hypomesus",NA,"Osmeridae","Osmeriformes","Teleostei","Osteichthyes"
"8378",255,1,1,"benthopelagic","Hypomesus pretiosus","Hypomesus",NA,"Osmeridae","Osmeriformes","Teleostei","Osteichthyes"
"8379",4099,0,1,"demersal","Icelinus borealis","Icelinus",NA,"Cottidae","Scorpaeniformes","Teleostei","Osteichthyes"
"8380",57870,0,1,"benthopelagic","Iniistius baldwini","Iniistius","Xyrichtyinae","Labridae","Labriformes","Teleostei","Osteichthyes"
"8381",14342,0,1,"demersal","Iniistius bimaculatus","Iniistius","Xyrichtyinae","Labridae","Labriformes","Teleostei","Osteichthyes"
"8382",66975,0,1,"benthopelagic","Iniistius brevipinnis","Iniistius","Xyrichtyinae","Labridae","Labriformes","Teleostei","Osteichthyes"
"8383",5612,0,1,"benthopelagic","Iniistius celebicus","Iniistius","Xyrichtyinae","Labridae","Labriformes","Teleostei","Osteichthyes"
"8384",57871,0,1,"pelagic","Iniistius cyanifrons","Iniistius","Xyrichtyinae","Labridae","Labriformes","Teleostei","Osteichthyes"
"8385",10501,0,1,"demersal","Iniistius dea","Iniistius","Xyrichtyinae","Labridae","Labriformes","Teleostei","Osteichthyes"
"8386",66411,0,1,"benthopelagic","Iniistius evides","Iniistius","Xyrichtyinae","Labridae","Labriformes","Teleostei","Osteichthyes"
"8387",15090,0,1,"benthopelagic","Hypoplectrodes annulatus","Hypoplectrodes",NA,"Anthiadidae","Perciformes","Teleostei","Osteichthyes"
"8388",61249,0,1,"benthopelagic","Hypoplectrodes cardinalis","Hypoplectrodes",NA,"Anthiadidae","Perciformes","Teleostei","Osteichthyes"
"8389",47008,0,1,"benthopelagic","Hypoplectrodes huntii","Hypoplectrodes",NA,"Anthiadidae","Perciformes","Teleostei","Osteichthyes"
"8390",15093,1,1,"demersal","Hypoplectrodes jamesoni","Hypoplectrodes",NA,"Anthiadidae","Perciformes","Teleostei","Osteichthyes"
"8391",15095,1,1,"benthopelagic","Hypoplectrodes maccullochi","Hypoplectrodes",NA,"Anthiadidae","Perciformes","Teleostei","Osteichthyes"
"8392",14628,0,1,"benthopelagic","Hypoplectrodes nigroruber","Hypoplectrodes",NA,"Anthiadidae","Perciformes","Teleostei","Osteichthyes"
"8393",59849,0,1,"pelagic","Hypoplectrodes semicinctum","Hypoplectrodes",NA,"Anthiadidae","Perciformes","Teleostei","Osteichthyes"
"8394",15099,0,1,"benthopelagic","Hypoplectrodes wilsoni","Hypoplectrodes",NA,"Anthiadidae","Perciformes","Teleostei","Osteichthyes"
"8395",47862,0,1,"benthopelagic","Hypoplectrus aberrans","Hypoplectrus",NA,"Serranidae","Perciformes","Teleostei","Osteichthyes"
"8396",67258,0,1,"pelagic","Hypoplectrus atlahua","Hypoplectrus",NA,"Serranidae","Perciformes","Teleostei","Osteichthyes"
"8397",66548,0,1,"pelagic","Hypoplectrus castroaguirrei","Hypoplectrus",NA,"Serranidae","Perciformes","Teleostei","Osteichthyes"
"8398",12765,0,1,"benthopelagic","Hypoplectrus chlorurus","Hypoplectrus",NA,"Serranidae","Perciformes","Teleostei","Osteichthyes"
"8399",66622,0,1,"benthopelagic","Hypoplectrus ecosur","Hypoplectrus",NA,"Serranidae","Perciformes","Teleostei","Osteichthyes"
"8400",66621,0,1,"benthopelagic","Hypoplectrus floridae","Hypoplectrus",NA,"Serranidae","Perciformes","Teleostei","Osteichthyes"
"8401",47813,0,1,"benthopelagic","Hypoplectrus gemma","Hypoplectrus",NA,"Serranidae","Perciformes","Teleostei","Osteichthyes"
"8402",16533,0,1,"benthopelagic","Hypoplectrus gummigutta","Hypoplectrus",NA,"Serranidae","Perciformes","Teleostei","Osteichthyes"
"8403",16534,0,1,"benthopelagic","Hypoplectrus guttavarius","Hypoplectrus",NA,"Serranidae","Perciformes","Teleostei","Osteichthyes"
"8404",12766,0,1,"benthopelagic","Hypoplectrus indigo","Hypoplectrus",NA,"Serranidae","Perciformes","Teleostei","Osteichthyes"
"8405",68993,0,1,"benthopelagic","Hypoplectrus liberte","Hypoplectrus",NA,"Serranidae","Perciformes","Teleostei","Osteichthyes"
"8406",66374,0,1,"benthopelagic","Hypoplectrus maculiferus","Hypoplectrus",NA,"Serranidae","Perciformes","Teleostei","Osteichthyes"
"8407",66319,0,1,"benthopelagic","Hypoplectrus maya","Hypoplectrus",NA,"Serranidae","Perciformes","Teleostei","Osteichthyes"
"8408",16535,0,1,"benthopelagic","Hypoplectrus nigricans","Hypoplectrus",NA,"Serranidae","Perciformes","Teleostei","Osteichthyes"
"8409",57460,0,1,"benthopelagic","Hypoplectrus providencianus","Hypoplectrus",NA,"Serranidae","Perciformes","Teleostei","Osteichthyes"
"8410",12759,0,1,"benthopelagic","Hypoplectrus puella","Hypoplectrus",NA,"Serranidae","Perciformes","Teleostei","Osteichthyes"
"8411",66320,0,1,"benthopelagic","Hypoplectrus randallorum","Hypoplectrus",NA,"Serranidae","Perciformes","Teleostei","Osteichthyes"
"8412",3329,0,1,"benthopelagic","Hypoplectrus unicolor","Hypoplectrus",NA,"Serranidae","Perciformes","Teleostei","Osteichthyes"
"8413",10646,0,1,"demersal","Hypopleuron caninum","Hypopleuron","Neobythitinae","Ophidiidae","Ophidiiformes","Teleostei","Osteichthyes"
"8414",15142,0,1,"demersal","Hypopterus macropterus","Hypopterus",NA,"Latidae","Carangaria/misc","Teleostei","Osteichthyes"
"8415",488,0,1,"benthopelagic","Hypoptychus dybowskii","Hypoptychus",NA,"Hypoptychidae","Perciformes","Teleostei","Osteichthyes"
"8416",7505,0,1,"benthopelagic","Hyporhamphus acutus","Hyporhamphus",NA,"Hemiramphidae","Beloniformes","Teleostei","Osteichthyes"
"8417",7710,0,1,"benthopelagic","Hyporhamphus affinis","Hyporhamphus",NA,"Hemiramphidae","Beloniformes","Teleostei","Osteichthyes"
"8418",12725,1,1,"pelagic","Hyporhamphus australis","Hyporhamphus",NA,"Hemiramphidae","Beloniformes","Teleostei","Osteichthyes"
"8419",16813,0,1,"benthopelagic","Hyporhamphus balinensis","Hyporhamphus",NA,"Hemiramphidae","Beloniformes","Teleostei","Osteichthyes"
"8420",7711,1,1,"pelagic","Hyporhamphus capensis","Hyporhamphus",NA,"Hemiramphidae","Beloniformes","Teleostei","Osteichthyes"
"8421",65996,0,1,"benthopelagic","Hyporhamphus collettei","Hyporhamphus",NA,"Hemiramphidae","Beloniformes","Teleostei","Osteichthyes"
"8422",12895,0,1,"benthopelagic","Hyporhamphus dussumieri","Hyporhamphus",NA,"Hemiramphidae","Beloniformes","Teleostei","Osteichthyes"
"8423",53536,0,1,"pelagic","Hyporhamphus erythrorinchus","Hyporhamphus",NA,"Hemiramphidae","Beloniformes","Teleostei","Osteichthyes"
"8424",53427,0,1,"benthopelagic","Hyporhamphus gamberur","Hyporhamphus",NA,"Hemiramphidae","Beloniformes","Teleostei","Osteichthyes"
"8425",16952,0,1,"pelagic","Hyporhamphus gernaerti","Hyporhamphus",NA,"Hemiramphidae","Beloniformes","Teleostei","Osteichthyes"
"8426",13743,0,1,"pelagic","Hyporhamphus gilli","Hyporhamphus",NA,"Hemiramphidae","Beloniformes","Teleostei","Osteichthyes"
"8427",13135,0,1,"pelagic","Hyporhamphus ihi","Hyporhamphus",NA,"Hemiramphidae","Beloniformes","Teleostei","Osteichthyes"
"8428",7712,0,1,"pelagic","Hyporhamphus improvisus","Hyporhamphus",NA,"Hemiramphidae","Beloniformes","Teleostei","Osteichthyes"
"8429",12985,1,1,"pelagic","Hyporhamphus intermedius","Hyporhamphus",NA,"Hemiramphidae","Beloniformes","Teleostei","Osteichthyes"
"8430",8313,1,1,"pelagic","Hyporhamphus limbatus","Hyporhamphus",NA,"Hemiramphidae","Beloniformes","Teleostei","Osteichthyes"
"8431",53540,1,1,"pelagic","Hyporhamphus meeki","Hyporhamphus",NA,"Hemiramphidae","Beloniformes","Teleostei","Osteichthyes"
"8432",14582,1,1,"pelagic","Hyporhamphus melanochir","Hyporhamphus",NA,"Hemiramphidae","Beloniformes","Teleostei","Osteichthyes"
"8433",16815,0,1,"pelagic","Hyporhamphus melanopterus","Hyporhamphus",NA,"Hemiramphidae","Beloniformes","Teleostei","Osteichthyes"
"8434",61365,1,1,"pelagic","Hyporhamphus naos","Hyporhamphus",NA,"Hemiramphidae","Beloniformes","Teleostei","Osteichthyes"
"8435",16817,0,1,"pelagic","Hyporhamphus neglectissimus","Hyporhamphus",NA,"Hemiramphidae","Beloniformes","Teleostei","Osteichthyes"
"8436",16816,1,1,"pelagic","Hyporhamphus neglectus","Hyporhamphus",NA,"Hemiramphidae","Beloniformes","Teleostei","Osteichthyes"
"8437",7506,0,1,"pelagic","Hyporhamphus pacificus","Hyporhamphus",NA,"Hemiramphidae","Beloniformes","Teleostei","Osteichthyes"
"8438",17035,0,1,"pelagic","Hyporhamphus paucirastris","Hyporhamphus",NA,"Hemiramphidae","Beloniformes","Teleostei","Osteichthyes"
"8439",9010,1,1,"benthopelagic","Hyporhamphus picarti","Hyporhamphus",NA,"Hemiramphidae","Beloniformes","Teleostei","Osteichthyes"
"8440",8262,1,1,"pelagic","Hyporhamphus quoyi","Hyporhamphus",NA,"Hemiramphidae","Beloniformes","Teleostei","Osteichthyes"
"8441",7538,1,1,"pelagic","Hyporhamphus roberti","Hyporhamphus",NA,"Hemiramphidae","Beloniformes","Teleostei","Osteichthyes"
"8442",3159,1,1,"pelagic","Hyporhamphus rosae","Hyporhamphus",NA,"Hemiramphidae","Beloniformes","Teleostei","Osteichthyes"
"8443",305,1,1,"pelagic","Hyporhamphus sajori","Hyporhamphus",NA,"Hemiramphidae","Beloniformes","Teleostei","Osteichthyes"
"8444",28131,0,1,"pelagic","Hyporhamphus sindensis","Hyporhamphus",NA,"Hemiramphidae","Beloniformes","Teleostei","Osteichthyes"
"8445",13745,0,1,"pelagic","Hyporhamphus snyderi","Hyporhamphus",NA,"Hemiramphidae","Beloniformes","Teleostei","Osteichthyes"
"8446",46438,0,1,"pelagic","Hyporhamphus unicuspis","Hyporhamphus",NA,"Hemiramphidae","Beloniformes","Teleostei","Osteichthyes"
"8447",1060,1,1,"benthopelagic","Hyporhamphus unifasciatus","Hyporhamphus",NA,"Hemiramphidae","Beloniformes","Teleostei","Osteichthyes"
"8448",25044,1,1,"pelagic","Hyporhamphus xanthopterus","Hyporhamphus",NA,"Hemiramphidae","Beloniformes","Teleostei","Osteichthyes"
"8449",17039,0,1,"pelagic","Hyporhamphus yuri","Hyporhamphus",NA,"Hemiramphidae","Beloniformes","Teleostei","Osteichthyes"
"8450",9205,0,1,"demersal","Hyporthodus acanthistius","Hyporthodus",NA,"Epinephelidae","Perciformes","Teleostei","Osteichthyes"
"8451",9219,0,1,"demersal","Hyporthodus cifuentesi","Hyporthodus",NA,"Epinephelidae","Perciformes","Teleostei","Osteichthyes"
"8452",7339,0,1,"demersal","Hyporthodus darwinensis","Hyporthodus",NA,"Epinephelidae","Perciformes","Teleostei","Osteichthyes"
"8453",7342,0,1,"demersal","Hyporthodus ergastularius","Hyporthodus",NA,"Epinephelidae","Perciformes","Teleostei","Osteichthyes"
"8454",9228,0,1,"demersal","Hyporthodus exsul","Hyporthodus",NA,"Epinephelidae","Perciformes","Teleostei","Osteichthyes"
"8455",1205,0,1,"demersal","Hyporthodus flavolimbatus","Hyporthodus",NA,"Epinephelidae","Perciformes","Teleostei","Osteichthyes"
"8456",9262,0,1,"demersal","Hyporthodus haifensis","Hyporthodus",NA,"Epinephelidae","Perciformes","Teleostei","Osteichthyes"
"8457",1206,0,1,"demersal","Hyporthodus mystacinus","Hyporthodus",NA,"Epinephelidae","Perciformes","Teleostei","Osteichthyes"
