"","Ref","OxygenCons","Weight","Temperature","SpecCode","MetabolicLevel","AppliedStress","OxygenRefNo","Genus","Subfamily","Brack","Saltwater","DemersPelag","Species","Family","Order","Class","SuperClass"
"1461","fishbase",17.01372,0.116,19.3,785,"standard","none specified",2120,"Mugil",NA,1,1,"benthopelagic","Mugil cephalus","Mugilidae","Mugiliformes","Teleostei","Osteichthyes"
"1462","fishbase",13.79,0.14,20,785,"standard","none specified",2120,"Mugil",NA,1,1,"benthopelagic","Mugil cephalus","Mugilidae","Mugiliformes","Teleostei","Osteichthyes"
"1463","fishbase",18.76,0.14,20,785,"standard","none specified",2120,"Mugil",NA,1,1,"benthopelagic","Mugil cephalus","Mugilidae","Mugiliformes","Teleostei","Osteichthyes"
"1464","fishbase",22.4,0.14,20,785,"standard","none specified",2120,"Mugil",NA,1,1,"benthopelagic","Mugil cephalus","Mugilidae","Mugiliformes","Teleostei","Osteichthyes"
"1465","fishbase",22.68,0.14,20,785,"standard","none specified",2120,"Mugil",NA,1,1,"benthopelagic","Mugil cephalus","Mugilidae","Mugiliformes","Teleostei","Osteichthyes"
"1466","fishbase",48.58,0.14,20,785,"routine","none specified",2120,"Mugil",NA,1,1,"benthopelagic","Mugil cephalus","Mugilidae","Mugiliformes","Teleostei","Osteichthyes"
"1467","fishbase",49.98,0.14,20,785,"routine","none specified",2120,"Mugil",NA,1,1,"benthopelagic","Mugil cephalus","Mugilidae","Mugiliformes","Teleostei","Osteichthyes"
"1468","fishbase",58.52,0.14,20,785,"routine","none specified",2120,"Mugil",NA,1,1,"benthopelagic","Mugil cephalus","Mugilidae","Mugiliformes","Teleostei","Osteichthyes"
"1469","fishbase",73.22,0.14,20,785,"routine","none specified",2120,"Mugil",NA,1,1,"benthopelagic","Mugil cephalus","Mugilidae","Mugiliformes","Teleostei","Osteichthyes"
"1470","fishbase",44.94,0.21,28.5,785,"standard","none specified",2120,"Mugil",NA,1,1,"benthopelagic","Mugil cephalus","Mugilidae","Mugiliformes","Teleostei","Osteichthyes"
"1471","fishbase",42.158,0.214,28.5,785,"standard","none specified",2120,"Mugil",NA,1,1,"benthopelagic","Mugil cephalus","Mugilidae","Mugiliformes","Teleostei","Osteichthyes"
"1472","fishbase",45.771,0.219,28.5,785,"standard","none specified",2120,"Mugil",NA,1,1,"benthopelagic","Mugil cephalus","Mugilidae","Mugiliformes","Teleostei","Osteichthyes"
"1473","fishbase",11.3152,0.221,14.5,785,"standard","none specified",2120,"Mugil",NA,1,1,"benthopelagic","Mugil cephalus","Mugilidae","Mugiliformes","Teleostei","Osteichthyes"
"1474","fishbase",16.335,0.225,14.5,785,"standard","none specified",2120,"Mugil",NA,1,1,"benthopelagic","Mugil cephalus","Mugilidae","Mugiliformes","Teleostei","Osteichthyes"
"1475","fishbase",43.65,0.225,28.5,785,"standard","none specified",2120,"Mugil",NA,1,1,"benthopelagic","Mugil cephalus","Mugilidae","Mugiliformes","Teleostei","Osteichthyes"
"1476","fishbase",12.6854,0.238,14.5,785,"standard","none specified",2120,"Mugil",NA,1,1,"benthopelagic","Mugil cephalus","Mugilidae","Mugiliformes","Teleostei","Osteichthyes"
"1477","fishbase",18.389,0.259,14.5,785,"standard","none specified",2120,"Mugil",NA,1,1,"benthopelagic","Mugil cephalus","Mugilidae","Mugiliformes","Teleostei","Osteichthyes"
"1478","fishbase",12.7693,0.149,14,845,"routine","none specified",2203,"Scyliorhinus","Scyliorhininae",0,1,"demersal","Scyliorhinus canicula","Scyliorhinidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes"
"1479","fishbase",17.1,0.15,12,845,"routine","none specified",2203,"Scyliorhinus","Scyliorhininae",0,1,"demersal","Scyliorhinus canicula","Scyliorhinidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes"
"1480","fishbase",4.795,0.175,12,845,"standard","none specified",2120,"Scyliorhinus","Scyliorhininae",0,1,"demersal","Scyliorhinus canicula","Scyliorhinidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes"
"1481","fishbase",23.2112,0.712,17,845,"standard","none specified",2120,"Scyliorhinus","Scyliorhininae",0,1,"demersal","Scyliorhinus canicula","Scyliorhinidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes"
"1482","fishbase",29.0496,0.712,17,845,"standard","none specified",2120,"Scyliorhinus","Scyliorhininae",0,1,"demersal","Scyliorhinus canicula","Scyliorhinidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes"
"1483","fishbase",33.2504,0.712,17,845,"standard","none specified",2120,"Scyliorhinus","Scyliorhininae",0,1,"demersal","Scyliorhinus canicula","Scyliorhinidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes"
"1484","fishbase",36.9528,0.712,17,845,"standard","none specified",2120,"Scyliorhinus","Scyliorhininae",0,1,"demersal","Scyliorhinus canicula","Scyliorhinidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes"
"1485","fishbase",40.0856,0.712,17,845,"standard","none specified",2120,"Scyliorhinus","Scyliorhininae",0,1,"demersal","Scyliorhinus canicula","Scyliorhinidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes"
"1486","fishbase",41.652,0.712,17,845,"standard","none specified",2120,"Scyliorhinus","Scyliorhininae",0,1,"demersal","Scyliorhinus canicula","Scyliorhinidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes"
"1487","fishbase",42.2216,0.712,17,845,"standard","none specified",2120,"Scyliorhinus","Scyliorhininae",0,1,"demersal","Scyliorhinus canicula","Scyliorhinidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes"
"1488","fishbase",42.72,0.712,17,845,"standard","none specified",2120,"Scyliorhinus","Scyliorhininae",0,1,"demersal","Scyliorhinus canicula","Scyliorhinidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes"
"1489","fishbase",39.4944,0.748,15,845,"standard","none specified",2120,"Scyliorhinus","Scyliorhininae",0,1,"demersal","Scyliorhinus canicula","Scyliorhinidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes"
"1490","fishbase",51.6868,0.748,15,845,"standard","none specified",2120,"Scyliorhinus","Scyliorhininae",0,1,"demersal","Scyliorhinus canicula","Scyliorhinidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes"
"1491","fishbase",20.8032,0.788,12,845,"standard","none specified",2120,"Scyliorhinus","Scyliorhininae",0,1,"demersal","Scyliorhinus canicula","Scyliorhinidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes"
"1492","fishbase",23.1672,0.788,12,845,"standard","none specified",2120,"Scyliorhinus","Scyliorhininae",0,1,"demersal","Scyliorhinus canicula","Scyliorhinidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes"
"1493","fishbase",26.1616,0.788,12,845,"standard","none specified",2120,"Scyliorhinus","Scyliorhininae",0,1,"demersal","Scyliorhinus canicula","Scyliorhinidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes"
"1494","fishbase",28.5256,0.788,12,845,"standard","none specified",2120,"Scyliorhinus","Scyliorhininae",0,1,"demersal","Scyliorhinus canicula","Scyliorhinidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes"
"1495","fishbase",29.0772,0.788,12,845,"standard","none specified",2120,"Scyliorhinus","Scyliorhininae",0,1,"demersal","Scyliorhinus canicula","Scyliorhinidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes"
"1496","fishbase",18.4255,0.857,7,845,"standard","none specified",2120,"Scyliorhinus","Scyliorhininae",0,1,"demersal","Scyliorhinus canicula","Scyliorhinidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes"
"1497","fishbase",21.0822,0.857,7,845,"standard","none specified",2120,"Scyliorhinus","Scyliorhininae",0,1,"demersal","Scyliorhinus canicula","Scyliorhinidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes"
"1498","fishbase",23.6532,0.857,7,845,"standard","none specified",2120,"Scyliorhinus","Scyliorhininae",0,1,"demersal","Scyliorhinus canicula","Scyliorhinidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes"
"1499","fishbase",24.3388,0.857,7,845,"standard","none specified",2120,"Scyliorhinus","Scyliorhininae",0,1,"demersal","Scyliorhinus canicula","Scyliorhinidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes"
"1500","fishbase",25.0244,0.857,7,845,"standard","none specified",2120,"Scyliorhinus","Scyliorhininae",0,1,"demersal","Scyliorhinus canicula","Scyliorhinidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes"
"1501","fishbase",26.3099,0.857,7,845,"standard","none specified",2120,"Scyliorhinus","Scyliorhininae",0,1,"demersal","Scyliorhinus canicula","Scyliorhinidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes"
"1580","fishbase",13.972,0.14,20,1086,"standard","none specified",2120,"Mugil",NA,1,1,"benthopelagic","Mugil curema","Mugilidae","Mugiliformes","Teleostei","Osteichthyes"
"1581","fishbase",15.26,0.14,20,1086,"standard","none specified",2120,"Mugil",NA,1,1,"benthopelagic","Mugil curema","Mugilidae","Mugiliformes","Teleostei","Osteichthyes"
"1582","fishbase",20.16,0.14,20,1086,"standard","none specified",2120,"Mugil",NA,1,1,"benthopelagic","Mugil curema","Mugilidae","Mugiliformes","Teleostei","Osteichthyes"
"1583","fishbase",22.54,0.14,20,1086,"standard","none specified",2120,"Mugil",NA,1,1,"benthopelagic","Mugil curema","Mugilidae","Mugiliformes","Teleostei","Osteichthyes"
"1584","fishbase",25.2,0.14,20,1086,"routine","none specified",2120,"Mugil",NA,1,1,"benthopelagic","Mugil curema","Mugilidae","Mugiliformes","Teleostei","Osteichthyes"
"1585","fishbase",49.56,0.14,20,1086,"routine","none specified",2120,"Mugil",NA,1,1,"benthopelagic","Mugil curema","Mugilidae","Mugiliformes","Teleostei","Osteichthyes"
"1586","fishbase",65.1,0.14,20,1086,"routine","none specified",2120,"Mugil",NA,1,1,"benthopelagic","Mugil curema","Mugilidae","Mugiliformes","Teleostei","Osteichthyes"
"1587","fishbase",73.64,0.14,20,1086,"routine","none specified",2120,"Mugil",NA,1,1,"benthopelagic","Mugil curema","Mugilidae","Mugiliformes","Teleostei","Osteichthyes"
"1588","fishbase",15.834,0.078,18,1164,"routine","none specified",2203,"Sparus",NA,1,1,"demersal","Sparus aurata","Sparidae","Eupercaria/misc","Teleostei","Osteichthyes"
"1589","fishbase",15.8949,0.0783,19,1164,"routine","none specified",2093,"Sparus",NA,1,1,"demersal","Sparus aurata","Sparidae","Eupercaria/misc","Teleostei","Osteichthyes"
"1595","fishbase",1.41094,0.047,2,1341,"standard","none specified",85173,"Platichthys","Pleuronectinae",1,1,"demersal","Platichthys flesus","Pleuronectidae","Pleuronectiformes","Teleostei","Osteichthyes"
"1596","fishbase",1.32399,0.047,5,1341,"standard","none specified",85173,"Platichthys","Pleuronectinae",1,1,"demersal","Platichthys flesus","Pleuronectidae","Pleuronectiformes","Teleostei","Osteichthyes"
"1597","fishbase",2.34201,0.047,6,1341,"standard","none specified",85173,"Platichthys","Pleuronectinae",1,1,"demersal","Platichthys flesus","Pleuronectidae","Pleuronectiformes","Teleostei","Osteichthyes"
"1598","fishbase",3.98842,0.047,10,1341,"standard","none specified",85173,"Platichthys","Pleuronectinae",1,1,"demersal","Platichthys flesus","Pleuronectidae","Pleuronectiformes","Teleostei","Osteichthyes"
"1599","fishbase",5.17799,0.047,14,1341,"standard","none specified",85173,"Platichthys","Pleuronectinae",1,1,"demersal","Platichthys flesus","Pleuronectidae","Pleuronectiformes","Teleostei","Osteichthyes"
"1600","fishbase",2.61085,0.047,15,1341,"standard","none specified",85173,"Platichthys","Pleuronectinae",1,1,"demersal","Platichthys flesus","Pleuronectidae","Pleuronectiformes","Teleostei","Osteichthyes"
"1601","fishbase",6.58987047,0.047,18,1341,"standard","none specified",85173,"Platichthys","Pleuronectinae",1,1,"demersal","Platichthys flesus","Pleuronectidae","Pleuronectiformes","Teleostei","Osteichthyes"
"1602","fishbase",7.04436,0.047,22,1341,"standard","none specified",85173,"Platichthys","Pleuronectinae",1,1,"demersal","Platichthys flesus","Pleuronectidae","Pleuronectiformes","Teleostei","Osteichthyes"
"1603","fishbase",3.92,0.35,9,1341,"standard","none specified",2120,"Platichthys","Pleuronectinae",1,1,"demersal","Platichthys flesus","Pleuronectidae","Pleuronectiformes","Teleostei","Osteichthyes"
"1604","fishbase",6.895,0.35,9,1341,"standard","none specified",2120,"Platichthys","Pleuronectinae",1,1,"demersal","Platichthys flesus","Pleuronectidae","Pleuronectiformes","Teleostei","Osteichthyes"
"1605","fishbase",13.51,0.35,9,1341,"standard","none specified",2120,"Platichthys","Pleuronectinae",1,1,"demersal","Platichthys flesus","Pleuronectidae","Pleuronectiformes","Teleostei","Osteichthyes"
"1606","fishbase",14.50045,0.395,15,1341,"standard","none specified",2120,"Platichthys","Pleuronectinae",1,1,"demersal","Platichthys flesus","Pleuronectidae","Pleuronectiformes","Teleostei","Osteichthyes"
"1607","fishbase",7.73388,0.434,5,1341,"standard","none specified",2120,"Platichthys","Pleuronectinae",1,1,"demersal","Platichthys flesus","Pleuronectidae","Pleuronectiformes","Teleostei","Osteichthyes"
"1608","fishbase",21.9336,0.494,10,1341,"standard","none specified",2120,"Platichthys","Pleuronectinae",1,1,"demersal","Platichthys flesus","Pleuronectidae","Pleuronectiformes","Teleostei","Osteichthyes"
"1609","fishbase",0.306,0.001,10,1342,"routine","none specified",2203,"Pleuronectes","Pleuronectinae",1,1,"demersal","Pleuronectes platessa","Pleuronectidae","Pleuronectiformes","Teleostei","Osteichthyes"
"1610","fishbase",0.612,0.001,15,1342,"routine","none specified",2203,"Pleuronectes","Pleuronectinae",1,1,"demersal","Pleuronectes platessa","Pleuronectidae","Pleuronectiformes","Teleostei","Osteichthyes"
"1611","fishbase",1.326,0.001,20,1342,"routine","none specified",2203,"Pleuronectes","Pleuronectinae",1,1,"demersal","Pleuronectes platessa","Pleuronectidae","Pleuronectiformes","Teleostei","Osteichthyes"
"1612","fishbase",0.518,0.002,10,1342,"routine","none specified",2203,"Pleuronectes","Pleuronectinae",1,1,"demersal","Pleuronectes platessa","Pleuronectidae","Pleuronectiformes","Teleostei","Osteichthyes"
"1613","fishbase",0.952,0.002,15,1342,"routine","none specified",2203,"Pleuronectes","Pleuronectinae",1,1,"demersal","Pleuronectes platessa","Pleuronectidae","Pleuronectiformes","Teleostei","Osteichthyes"
"1614","fishbase",2.178,0.002,20,1342,"routine","none specified",2203,"Pleuronectes","Pleuronectinae",1,1,"demersal","Pleuronectes platessa","Pleuronectidae","Pleuronectiformes","Teleostei","Osteichthyes"
"1615","fishbase",0.53,0.005,5,1342,"routine","none specified",2203,"Pleuronectes","Pleuronectinae",1,1,"demersal","Pleuronectes platessa","Pleuronectidae","Pleuronectiformes","Teleostei","Osteichthyes"
"1616","fishbase",0.96,0.005,10,1342,"routine","none specified",2203,"Pleuronectes","Pleuronectinae",1,1,"demersal","Pleuronectes platessa","Pleuronectidae","Pleuronectiformes","Teleostei","Osteichthyes"
"1617","fishbase",1.86,0.005,15,1342,"routine","none specified",2203,"Pleuronectes","Pleuronectinae",1,1,"demersal","Pleuronectes platessa","Pleuronectidae","Pleuronectiformes","Teleostei","Osteichthyes"
"1618","fishbase",2.86,0.005,20,1342,"routine","none specified",2203,"Pleuronectes","Pleuronectinae",1,1,"demersal","Pleuronectes platessa","Pleuronectidae","Pleuronectiformes","Teleostei","Osteichthyes"
"1619","fishbase",3.429,0.027,10,1342,"standard","none specified",2120,"Pleuronectes","Pleuronectinae",1,1,"demersal","Pleuronectes platessa","Pleuronectidae","Pleuronectiformes","Teleostei","Osteichthyes"
"1620","fishbase",4.536,0.027,20,1342,"standard","none specified",2120,"Pleuronectes","Pleuronectinae",1,1,"demersal","Pleuronectes platessa","Pleuronectidae","Pleuronectiformes","Teleostei","Osteichthyes"
"1621","fishbase",1.50776,0.047,2,1342,"standard","none specified",85173,"Pleuronectes","Pleuronectinae",1,1,"demersal","Pleuronectes platessa","Pleuronectidae","Pleuronectiformes","Teleostei","Osteichthyes"
"1622","fishbase",2.20524,0.047,6,1342,"standard","none specified",85173,"Pleuronectes","Pleuronectinae",1,1,"demersal","Pleuronectes platessa","Pleuronectidae","Pleuronectiformes","Teleostei","Osteichthyes"
"1623","fishbase",3.51889,0.047,10,1342,"standard","none specified",85173,"Pleuronectes","Pleuronectinae",1,1,"demersal","Pleuronectes platessa","Pleuronectidae","Pleuronectiformes","Teleostei","Osteichthyes"
"1624","fishbase",4.90868,0.047,10,1342,"standard","none specified",85173,"Pleuronectes","Pleuronectinae",1,1,"demersal","Pleuronectes platessa","Pleuronectidae","Pleuronectiformes","Teleostei","Osteichthyes"
"1625","fishbase",3.89818,0.047,14,1342,"standard","none specified",85173,"Pleuronectes","Pleuronectinae",1,1,"demersal","Pleuronectes platessa","Pleuronectidae","Pleuronectiformes","Teleostei","Osteichthyes"
"1626","fishbase",4.51858,0.047,18,1342,"standard","none specified",85173,"Pleuronectes","Pleuronectinae",1,1,"demersal","Pleuronectes platessa","Pleuronectidae","Pleuronectiformes","Teleostei","Osteichthyes"
"1627","fishbase",6.38401,0.047,22,1342,"standard","none specified",85173,"Pleuronectes","Pleuronectinae",1,1,"demersal","Pleuronectes platessa","Pleuronectidae","Pleuronectiformes","Teleostei","Osteichthyes"
"1628","fishbase",6.6792,0.092,20,1342,"standard","none specified",2120,"Pleuronectes","Pleuronectinae",1,1,"demersal","Pleuronectes platessa","Pleuronectidae","Pleuronectiformes","Teleostei","Osteichthyes"
"1629","fishbase",6.636,0.105,15,1342,"standard","none specified",2120,"Pleuronectes","Pleuronectinae",1,1,"demersal","Pleuronectes platessa","Pleuronectidae","Pleuronectiformes","Teleostei","Osteichthyes"
"1630","fishbase",6.5826,0.106,20,1342,"standard","none specified",2120,"Pleuronectes","Pleuronectinae",1,1,"demersal","Pleuronectes platessa","Pleuronectidae","Pleuronectiformes","Teleostei","Osteichthyes"
"1631","fishbase",4.862,0.11,10,1342,"standard","none specified",2120,"Pleuronectes","Pleuronectinae",1,1,"demersal","Pleuronectes platessa","Pleuronectidae","Pleuronectiformes","Teleostei","Osteichthyes"
"1632","fishbase",7.128,0.11,15,1342,"standard","none specified",2120,"Pleuronectes","Pleuronectinae",1,1,"demersal","Pleuronectes platessa","Pleuronectidae","Pleuronectiformes","Teleostei","Osteichthyes"
"1633","fishbase",14.3,0.11,20,1342,"standard","none specified",2120,"Pleuronectes","Pleuronectinae",1,1,"demersal","Pleuronectes platessa","Pleuronectidae","Pleuronectiformes","Teleostei","Osteichthyes"
"1634","fishbase",4.38,0.12,10,1342,"standard","none specified",2120,"Pleuronectes","Pleuronectinae",1,1,"demersal","Pleuronectes platessa","Pleuronectidae","Pleuronectiformes","Teleostei","Osteichthyes"
"1635","fishbase",6.024,0.12,10,1342,"standard","none specified",2120,"Pleuronectes","Pleuronectinae",1,1,"demersal","Pleuronectes platessa","Pleuronectidae","Pleuronectiformes","Teleostei","Osteichthyes"
"1636","fishbase",7.776,0.12,15,1342,"standard","none specified",2120,"Pleuronectes","Pleuronectinae",1,1,"demersal","Pleuronectes platessa","Pleuronectidae","Pleuronectiformes","Teleostei","Osteichthyes"
"1637","fishbase",3.8936,0.124,10,1342,"standard","none specified",2120,"Pleuronectes","Pleuronectinae",1,1,"demersal","Pleuronectes platessa","Pleuronectidae","Pleuronectiformes","Teleostei","Osteichthyes"
"1638","fishbase",5.1689,0.127,10,1342,"standard","none specified",2120,"Pleuronectes","Pleuronectinae",1,1,"demersal","Pleuronectes platessa","Pleuronectidae","Pleuronectiformes","Teleostei","Osteichthyes"
"1639","fishbase",10.985,0.13,20,1342,"standard","none specified",2120,"Pleuronectes","Pleuronectinae",1,1,"demersal","Pleuronectes platessa","Pleuronectidae","Pleuronectiformes","Teleostei","Osteichthyes"
"1640","fishbase",12.6192,0.132,20,1342,"standard","none specified",2120,"Pleuronectes","Pleuronectinae",1,1,"demersal","Pleuronectes platessa","Pleuronectidae","Pleuronectiformes","Teleostei","Osteichthyes"
"1641","fishbase",6.15,0.15,10,1342,"standard","none specified",2120,"Pleuronectes","Pleuronectinae",1,1,"demersal","Pleuronectes platessa","Pleuronectidae","Pleuronectiformes","Teleostei","Osteichthyes"
"1642","fishbase",6.9678,0.158,10,1342,"standard","none specified",2120,"Pleuronectes","Pleuronectinae",1,1,"demersal","Pleuronectes platessa","Pleuronectidae","Pleuronectiformes","Teleostei","Osteichthyes"
"1643","fishbase",7.7736,0.164,10,1342,"standard","none specified",2120,"Pleuronectes","Pleuronectinae",1,1,"demersal","Pleuronectes platessa","Pleuronectidae","Pleuronectiformes","Teleostei","Osteichthyes"
"1644","fishbase",7.7748,0.186,10,1342,"standard","none specified",2120,"Pleuronectes","Pleuronectinae",1,1,"demersal","Pleuronectes platessa","Pleuronectidae","Pleuronectiformes","Teleostei","Osteichthyes"
"1645","fishbase",14.2467,0.281,15,1342,"standard","none specified",2120,"Pleuronectes","Pleuronectinae",1,1,"demersal","Pleuronectes platessa","Pleuronectidae","Pleuronectiformes","Teleostei","Osteichthyes"
"1646","fishbase",5.569980193,0.28860001,5,1342,"standard","none specified",2120,"Pleuronectes","Pleuronectinae",1,1,"demersal","Pleuronectes platessa","Pleuronectidae","Pleuronectiformes","Teleostei","Osteichthyes"
"1647","fishbase",11.9952,0.294,10,1342,"standard","none specified",2120,"Pleuronectes","Pleuronectinae",1,1,"demersal","Pleuronectes platessa","Pleuronectidae","Pleuronectiformes","Teleostei","Osteichthyes"
"1648","fishbase",12.1072,0.322,10,1342,"standard","none specified",2120,"Pleuronectes","Pleuronectinae",1,1,"demersal","Pleuronectes platessa","Pleuronectidae","Pleuronectiformes","Teleostei","Osteichthyes"
"1649","fishbase",12.2943,0.383,10,1342,"standard","none specified",2120,"Pleuronectes","Pleuronectinae",1,1,"demersal","Pleuronectes platessa","Pleuronectidae","Pleuronectiformes","Teleostei","Osteichthyes"
"1650","fishbase",18.3898,0.572,10,1342,"standard","none specified",2120,"Pleuronectes","Pleuronectinae",1,1,"demersal","Pleuronectes platessa","Pleuronectidae","Pleuronectiformes","Teleostei","Osteichthyes"
"1651","fishbase",29.1352,0.632,10,1342,"standard","none specified",2120,"Pleuronectes","Pleuronectinae",1,1,"demersal","Pleuronectes platessa","Pleuronectidae","Pleuronectiformes","Teleostei","Osteichthyes"
"1673","fishbase",0.36883,0.00077,25,1390,"routine","none specified",2120,"Coptodon","Pseudocrenilabrinae",1,0,"benthopelagic","Coptodon zillii","Cichlidae","Cichliformes","Teleostei","Osteichthyes"
"1674","fishbase",0.4112,8e-04,25,1390,"routine","none specified",2120,"Coptodon","Pseudocrenilabrinae",1,0,"benthopelagic","Coptodon zillii","Cichlidae","Cichliformes","Teleostei","Osteichthyes"
"1675","fishbase",0.30544,0.00083,25,1390,"routine","none specified",2120,"Coptodon","Pseudocrenilabrinae",1,0,"benthopelagic","Coptodon zillii","Cichlidae","Cichliformes","Teleostei","Osteichthyes"
"1676","fishbase",0.35192,0.00083,25,1390,"routine","none specified",2120,"Coptodon","Pseudocrenilabrinae",1,0,"benthopelagic","Coptodon zillii","Cichlidae","Cichliformes","Teleostei","Osteichthyes"
"1677","fishbase",0.39093,0.00083,25,1390,"routine","none specified",2120,"Coptodon","Pseudocrenilabrinae",1,0,"benthopelagic","Coptodon zillii","Cichlidae","Cichliformes","Teleostei","Osteichthyes"
"1678","fishbase",0.498,0.00083,25,1390,"routine","none specified",2120,"Coptodon","Pseudocrenilabrinae",1,0,"benthopelagic","Coptodon zillii","Cichlidae","Cichliformes","Teleostei","Osteichthyes"
"1679","fishbase",0.4536,9e-04,25,1390,"routine","none specified",2120,"Coptodon","Pseudocrenilabrinae",1,0,"benthopelagic","Coptodon zillii","Cichlidae","Cichliformes","Teleostei","Osteichthyes"
"1680","fishbase",0.44454,0.00093,25,1390,"routine","none specified",2120,"Coptodon","Pseudocrenilabrinae",1,0,"benthopelagic","Coptodon zillii","Cichlidae","Cichliformes","Teleostei","Osteichthyes"
"1681","fishbase",0.55484,0.00097,25,1390,"routine","none specified",2120,"Coptodon","Pseudocrenilabrinae",1,0,"benthopelagic","Coptodon zillii","Cichlidae","Cichliformes","Teleostei","Osteichthyes"
"1682","fishbase",0.46136,0.00146,25,1390,"routine","none specified",2120,"Coptodon","Pseudocrenilabrinae",1,0,"benthopelagic","Coptodon zillii","Cichlidae","Cichliformes","Teleostei","Osteichthyes"
"1683","fishbase",0.55918,0.00146,25,1390,"routine","none specified",2120,"Coptodon","Pseudocrenilabrinae",1,0,"benthopelagic","Coptodon zillii","Cichlidae","Cichliformes","Teleostei","Osteichthyes"
"1684","fishbase",2.2143,0.00605,25,1390,"routine","none specified",2120,"Coptodon","Pseudocrenilabrinae",1,0,"benthopelagic","Coptodon zillii","Cichlidae","Cichliformes","Teleostei","Osteichthyes"
"1685","fishbase",1.91673,0.00687,25,1390,"routine","none specified",2120,"Coptodon","Pseudocrenilabrinae",1,0,"benthopelagic","Coptodon zillii","Cichlidae","Cichliformes","Teleostei","Osteichthyes"
"1686","fishbase",1.7061,0.00705,25,1390,"routine","none specified",2120,"Coptodon","Pseudocrenilabrinae",1,0,"benthopelagic","Coptodon zillii","Cichlidae","Cichliformes","Teleostei","Osteichthyes"
"1687","fishbase",1.88034,0.00726,25,1390,"routine","none specified",2120,"Coptodon","Pseudocrenilabrinae",1,0,"benthopelagic","Coptodon zillii","Cichlidae","Cichliformes","Teleostei","Osteichthyes"
"1688","fishbase",5.47417,0.02477,25,1390,"routine","none specified",2120,"Coptodon","Pseudocrenilabrinae",1,0,"benthopelagic","Coptodon zillii","Cichlidae","Cichliformes","Teleostei","Osteichthyes"
"1689","fishbase",18.459,0.315,26,1390,"standard","none specified",5593,"Coptodon","Pseudocrenilabrinae",1,0,"benthopelagic","Coptodon zillii","Cichlidae","Cichliformes","Teleostei","Osteichthyes"
"1690","fishbase",24.4125,0.315,26,1390,"routine","none specified",5593,"Coptodon","Pseudocrenilabrinae",1,0,"benthopelagic","Coptodon zillii","Cichlidae","Cichliformes","Teleostei","Osteichthyes"
"1691","fishbase",4.17,0.05,17,1397,"routine","none specified",2120,"Coptodon","Pseudocrenilabrinae",1,0,"benthopelagic","Coptodon rendalli","Cichlidae","Cichliformes","Teleostei","Osteichthyes"
"1692","fishbase",7.3,0.05,23,1397,"routine","none specified",2120,"Coptodon","Pseudocrenilabrinae",1,0,"benthopelagic","Coptodon rendalli","Cichlidae","Cichliformes","Teleostei","Osteichthyes"
"1693","fishbase",12.3,0.05,28,1397,"routine","none specified",2120,"Coptodon","Pseudocrenilabrinae",1,0,"benthopelagic","Coptodon rendalli","Cichlidae","Cichliformes","Teleostei","Osteichthyes"
"1694","fishbase",45.5838,0.697,26,1387,"standard","none specified",5593,"Oreochromis","Pseudocrenilabrinae",1,0,"benthopelagic","Oreochromis aureus","Cichlidae","Cichliformes","Teleostei","Osteichthyes"
"1695","fishbase",55.063,0.697,26,1387,"routine","none specified",5593,"Oreochromis","Pseudocrenilabrinae",1,0,"benthopelagic","Oreochromis aureus","Cichlidae","Cichliformes","Teleostei","Osteichthyes"
"1696","fishbase",26.5353,0.3655,15,1423,"routine","none specified",2120,"Lutjanus","Lutjaninae",0,1,"benthopelagic","Lutjanus campechanus","Lutjanidae","Eupercaria/misc","Teleostei","Osteichthyes"
"1697","fishbase",32.56605,0.3655,20,1423,"routine","none specified",2120,"Lutjanus","Lutjaninae",0,1,"benthopelagic","Lutjanus campechanus","Lutjanidae","Eupercaria/misc","Teleostei","Osteichthyes"
"1698","fishbase",0.0045824,3.2e-06,20.6,1450,"routine","none specified",2093,"Cyprinus","Cyprininae",1,0,"benthopelagic","Cyprinus carpio","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
