"","Ref","OxygenCons","Weight","Temperature","SpecCode","MetabolicLevel","AppliedStress","OxygenRefNo","Genus","Subfamily","Brack","Saltwater","DemersPelag","Species","Family","Order","Class","SuperClass"
"834","fishbase",2.65302,0.00867,25,263,"routine","none specified",2120,"Colossoma","Colossomatinae",0,0,"benthopelagic","Colossoma macropomum","Serrasalmidae","Characiformes","Teleostei","Osteichthyes"
"835","fishbase",3.51135,0.00867,25,263,"routine","none specified",2120,"Colossoma","Colossomatinae",0,0,"benthopelagic","Colossoma macropomum","Serrasalmidae","Characiformes","Teleostei","Osteichthyes"
"836","fishbase",2.94872,0.00899,25,263,"routine","none specified",2120,"Colossoma","Colossomatinae",0,0,"benthopelagic","Colossoma macropomum","Serrasalmidae","Characiformes","Teleostei","Osteichthyes"
"837","fishbase",20.055,0.021,30,263,"routine","none specified",2120,"Colossoma","Colossomatinae",0,0,"benthopelagic","Colossoma macropomum","Serrasalmidae","Characiformes","Teleostei","Osteichthyes"
"838","fishbase",6.5836,0.0218,25,263,"routine","none specified",2120,"Colossoma","Colossomatinae",0,0,"benthopelagic","Colossoma macropomum","Serrasalmidae","Characiformes","Teleostei","Osteichthyes"
"839","fishbase",9.317,0.0242,30,263,"routine","none specified",2120,"Colossoma","Colossomatinae",0,0,"benthopelagic","Colossoma macropomum","Serrasalmidae","Characiformes","Teleostei","Osteichthyes"
"840","fishbase",16.8432,0.0242,30,263,"routine","none specified",2120,"Colossoma","Colossomatinae",0,0,"benthopelagic","Colossoma macropomum","Serrasalmidae","Characiformes","Teleostei","Osteichthyes"
"841","fishbase",15.184,0.026,30,263,"routine","none specified",2120,"Colossoma","Colossomatinae",0,0,"benthopelagic","Colossoma macropomum","Serrasalmidae","Characiformes","Teleostei","Osteichthyes"
"842","fishbase",11.116,0.028,30,263,"routine","none specified",2120,"Colossoma","Colossomatinae",0,0,"benthopelagic","Colossoma macropomum","Serrasalmidae","Characiformes","Teleostei","Osteichthyes"
"843","fishbase",11.87126,0.047,25,263,"standard","none specified",85173,"Colossoma","Colossomatinae",0,0,"benthopelagic","Colossoma macropomum","Serrasalmidae","Characiformes","Teleostei","Osteichthyes"
"844","fishbase",18.21814,0.047,30,263,"standard","none specified",85173,"Colossoma","Colossomatinae",0,0,"benthopelagic","Colossoma macropomum","Serrasalmidae","Characiformes","Teleostei","Osteichthyes"
"845","fishbase",12.08981047,0.047,35,263,"standard","none specified",85173,"Colossoma","Colossomatinae",0,0,"benthopelagic","Colossoma macropomum","Serrasalmidae","Characiformes","Teleostei","Osteichthyes"
"846","fishbase",32.718,0.0492,30,263,"routine","none specified",2120,"Colossoma","Colossomatinae",0,0,"benthopelagic","Colossoma macropomum","Serrasalmidae","Characiformes","Teleostei","Osteichthyes"
"847","fishbase",28.416,0.111,30,263,"routine","none specified",2120,"Colossoma","Colossomatinae",0,0,"benthopelagic","Colossoma macropomum","Serrasalmidae","Characiformes","Teleostei","Osteichthyes"
"848","fishbase",31.556,0.196,30,263,"routine","none specified",2120,"Colossoma","Colossomatinae",0,0,"benthopelagic","Colossoma macropomum","Serrasalmidae","Characiformes","Teleostei","Osteichthyes"
"849","fishbase",30.45,0.21,25,263,"routine","none specified",2120,"Colossoma","Colossomatinae",0,0,"benthopelagic","Colossoma macropomum","Serrasalmidae","Characiformes","Teleostei","Osteichthyes"
"850","fishbase",37.59,0.21,30,263,"routine","none specified",2120,"Colossoma","Colossomatinae",0,0,"benthopelagic","Colossoma macropomum","Serrasalmidae","Characiformes","Teleostei","Osteichthyes"
"851","fishbase",44.73,0.21,30,263,"routine","none specified",2120,"Colossoma","Colossomatinae",0,0,"benthopelagic","Colossoma macropomum","Serrasalmidae","Characiformes","Teleostei","Osteichthyes"
"852","fishbase",41.624,0.242,25,263,"routine","none specified",2120,"Colossoma","Colossomatinae",0,0,"benthopelagic","Colossoma macropomum","Serrasalmidae","Characiformes","Teleostei","Osteichthyes"
"853","fishbase",72.828,0.289,30,263,"routine","none specified",2120,"Colossoma","Colossomatinae",0,0,"benthopelagic","Colossoma macropomum","Serrasalmidae","Characiformes","Teleostei","Osteichthyes"
"854","fishbase",43.148,0.322,25,263,"routine","none specified",2120,"Colossoma","Colossomatinae",0,0,"benthopelagic","Colossoma macropomum","Serrasalmidae","Characiformes","Teleostei","Osteichthyes"
"855","fishbase",75.538,0.358,30,263,"routine","none specified",2120,"Colossoma","Colossomatinae",0,0,"benthopelagic","Colossoma macropomum","Serrasalmidae","Characiformes","Teleostei","Osteichthyes"
"856","fishbase",49.714,0.371,25,263,"routine","none specified",2120,"Colossoma","Colossomatinae",0,0,"benthopelagic","Colossoma macropomum","Serrasalmidae","Characiformes","Teleostei","Osteichthyes"
"857","fishbase",65.664,0.384,30,263,"routine","none specified",2120,"Colossoma","Colossomatinae",0,0,"benthopelagic","Colossoma macropomum","Serrasalmidae","Characiformes","Teleostei","Osteichthyes"
"858","fishbase",84.048,0.412,30,263,"routine","none specified",2120,"Colossoma","Colossomatinae",0,0,"benthopelagic","Colossoma macropomum","Serrasalmidae","Characiformes","Teleostei","Osteichthyes"
"859","fishbase",55.1,0.475,25,263,"routine","none specified",2120,"Colossoma","Colossomatinae",0,0,"benthopelagic","Colossoma macropomum","Serrasalmidae","Characiformes","Teleostei","Osteichthyes"
"860","fishbase",84.075,0.475,30,263,"routine","none specified",2120,"Colossoma","Colossomatinae",0,0,"benthopelagic","Colossoma macropomum","Serrasalmidae","Characiformes","Teleostei","Osteichthyes"
"861","fishbase",48.0192,0.492,25,263,"routine","none specified",2120,"Colossoma","Colossomatinae",0,0,"benthopelagic","Colossoma macropomum","Serrasalmidae","Characiformes","Teleostei","Osteichthyes"
"862","fishbase",55.08,0.51,25,263,"routine","none specified",2120,"Colossoma","Colossomatinae",0,0,"benthopelagic","Colossoma macropomum","Serrasalmidae","Characiformes","Teleostei","Osteichthyes"
"863","fishbase",84.15,0.51,30,263,"routine","none specified",2120,"Colossoma","Colossomatinae",0,0,"benthopelagic","Colossoma macropomum","Serrasalmidae","Characiformes","Teleostei","Osteichthyes"
"864","fishbase",57.132,0.529,30,263,"routine","none specified",2120,"Colossoma","Colossomatinae",0,0,"benthopelagic","Colossoma macropomum","Serrasalmidae","Characiformes","Teleostei","Osteichthyes"
"865","fishbase",61.376,0.548,25,263,"routine","none specified",2120,"Colossoma","Colossomatinae",0,0,"benthopelagic","Colossoma macropomum","Serrasalmidae","Characiformes","Teleostei","Osteichthyes"
"866","fishbase",111.244,0.548,30,263,"routine","none specified",2120,"Colossoma","Colossomatinae",0,0,"benthopelagic","Colossoma macropomum","Serrasalmidae","Characiformes","Teleostei","Osteichthyes"
"867","fishbase",44.8224,0.609,25,263,"routine","none specified",2120,"Colossoma","Colossomatinae",0,0,"benthopelagic","Colossoma macropomum","Serrasalmidae","Characiformes","Teleostei","Osteichthyes"
"868","fishbase",57.246,0.609,25,263,"routine","none specified",2120,"Colossoma","Colossomatinae",0,0,"benthopelagic","Colossoma macropomum","Serrasalmidae","Characiformes","Teleostei","Osteichthyes"
"869","fishbase",53.3484,0.609,30,263,"routine","none specified",2120,"Colossoma","Colossomatinae",0,0,"benthopelagic","Colossoma macropomum","Serrasalmidae","Characiformes","Teleostei","Osteichthyes"
"870","fishbase",99.698,0.631,30,263,"routine","none specified",2120,"Colossoma","Colossomatinae",0,0,"benthopelagic","Colossoma macropomum","Serrasalmidae","Characiformes","Teleostei","Osteichthyes"
"871","fishbase",93.522,0.654,30,263,"routine","none specified",2120,"Colossoma","Colossomatinae",0,0,"benthopelagic","Colossoma macropomum","Serrasalmidae","Characiformes","Teleostei","Osteichthyes"
"872","fishbase",53.3476,0.677,25,263,"routine","none specified",2120,"Colossoma","Colossomatinae",0,0,"benthopelagic","Colossoma macropomum","Serrasalmidae","Characiformes","Teleostei","Osteichthyes"
"873","fishbase",57.2065,0.677,25,263,"routine","none specified",2120,"Colossoma","Colossomatinae",0,0,"benthopelagic","Colossoma macropomum","Serrasalmidae","Characiformes","Teleostei","Osteichthyes"
"874","fishbase",86.58,0.78,25,263,"routine","none specified",2120,"Colossoma","Colossomatinae",0,0,"benthopelagic","Colossoma macropomum","Serrasalmidae","Characiformes","Teleostei","Osteichthyes"
"875","fishbase",93.6,0.78,30,263,"routine","none specified",2120,"Colossoma","Colossomatinae",0,0,"benthopelagic","Colossoma macropomum","Serrasalmidae","Characiformes","Teleostei","Osteichthyes"
"876","fishbase",119.34,0.78,30,263,"routine","none specified",2120,"Colossoma","Colossomatinae",0,0,"benthopelagic","Colossoma macropomum","Serrasalmidae","Characiformes","Teleostei","Osteichthyes"
"877","fishbase",63.5204,0.838,25,263,"routine","none specified",2120,"Colossoma","Colossomatinae",0,0,"benthopelagic","Colossoma macropomum","Serrasalmidae","Characiformes","Teleostei","Osteichthyes"
"878","fishbase",115.072,0.899,30,263,"routine","none specified",2120,"Colossoma","Colossomatinae",0,0,"benthopelagic","Colossoma macropomum","Serrasalmidae","Characiformes","Teleostei","Osteichthyes"
"879","fishbase",70.5524,0.932,25,263,"routine","none specified",2120,"Colossoma","Colossomatinae",0,0,"benthopelagic","Colossoma macropomum","Serrasalmidae","Characiformes","Teleostei","Osteichthyes"
"880","fishbase",87.0488,0.932,30,263,"routine","none specified",2120,"Colossoma","Colossomatinae",0,0,"benthopelagic","Colossoma macropomum","Serrasalmidae","Characiformes","Teleostei","Osteichthyes"
"881","fishbase",110.908,0.932,30,263,"routine","none specified",2120,"Colossoma","Colossomatinae",0,0,"benthopelagic","Colossoma macropomum","Serrasalmidae","Characiformes","Teleostei","Osteichthyes"
"882","fishbase",123.76,1.04,25,263,"routine","none specified",2120,"Colossoma","Colossomatinae",0,0,"benthopelagic","Colossoma macropomum","Serrasalmidae","Characiformes","Teleostei","Osteichthyes"
"883","fishbase",114.49,1.07,25,263,"routine","none specified",2120,"Colossoma","Colossomatinae",0,0,"benthopelagic","Colossoma macropomum","Serrasalmidae","Characiformes","Teleostei","Osteichthyes"
"884","fishbase",70.374,1.11,25,263,"routine","none specified",2120,"Colossoma","Colossomatinae",0,0,"benthopelagic","Colossoma macropomum","Serrasalmidae","Characiformes","Teleostei","Osteichthyes"
"885","fishbase",72.91,1.15,25,263,"routine","none specified",2120,"Colossoma","Colossomatinae",0,0,"benthopelagic","Colossoma macropomum","Serrasalmidae","Characiformes","Teleostei","Osteichthyes"
"886","fishbase",61.504,1.24,25,263,"routine","none specified",2120,"Colossoma","Colossomatinae",0,0,"benthopelagic","Colossoma macropomum","Serrasalmidae","Characiformes","Teleostei","Osteichthyes"
"887","fishbase",75.52,1.28,25,263,"routine","none specified",2120,"Colossoma","Colossomatinae",0,0,"benthopelagic","Colossoma macropomum","Serrasalmidae","Characiformes","Teleostei","Osteichthyes"
"888","fishbase",100.149,1.33,25,263,"routine","none specified",2120,"Colossoma","Colossomatinae",0,0,"benthopelagic","Colossoma macropomum","Serrasalmidae","Characiformes","Teleostei","Osteichthyes"
"889","fishbase",147.112,1.48,25,263,"routine","none specified",2120,"Colossoma","Colossomatinae",0,0,"benthopelagic","Colossoma macropomum","Serrasalmidae","Characiformes","Teleostei","Osteichthyes"
"890","fishbase",141.252,1.58,25,263,"routine","none specified",2120,"Colossoma","Colossomatinae",0,0,"benthopelagic","Colossoma macropomum","Serrasalmidae","Characiformes","Teleostei","Osteichthyes"
"891","fishbase",141.252,1.58,30,263,"routine","none specified",2120,"Colossoma","Colossomatinae",0,0,"benthopelagic","Colossoma macropomum","Serrasalmidae","Characiformes","Teleostei","Osteichthyes"
"892","fishbase",86.768,1.76,25,263,"routine","none specified",2120,"Colossoma","Colossomatinae",0,0,"benthopelagic","Colossoma macropomum","Serrasalmidae","Characiformes","Teleostei","Osteichthyes"
"893","fishbase",239.73,1.83,30,263,"routine","none specified",2120,"Colossoma","Colossomatinae",0,0,"benthopelagic","Colossoma macropomum","Serrasalmidae","Characiformes","Teleostei","Osteichthyes"
"894","fishbase",180.873,2.03,30,263,"routine","none specified",2120,"Colossoma","Colossomatinae",0,0,"benthopelagic","Colossoma macropomum","Serrasalmidae","Characiformes","Teleostei","Osteichthyes"
"895","fishbase",174.51,2.1,25,263,"routine","none specified",2120,"Colossoma","Colossomatinae",0,0,"benthopelagic","Colossoma macropomum","Serrasalmidae","Characiformes","Teleostei","Osteichthyes"
"896","fishbase",141.54,2.1,30,263,"routine","none specified",2120,"Colossoma","Colossomatinae",0,0,"benthopelagic","Colossoma macropomum","Serrasalmidae","Characiformes","Teleostei","Osteichthyes"
"897","fishbase",8.127,0.0387,18,268,"routine","none specified",2093,"Abramis","Leuciscinae",1,0,"benthopelagic","Abramis brama","Leuciscidae","Cypriniformes","Teleostei","Osteichthyes"
"898","fishbase",37.41936,0.05968,20,268,"routine","none specified",2120,"Abramis","Leuciscinae",1,0,"benthopelagic","Abramis brama","Leuciscidae","Cypriniformes","Teleostei","Osteichthyes"
"899","fishbase",56.37775,0.06175,20,268,"routine","none specified",2120,"Abramis","Leuciscinae",1,0,"benthopelagic","Abramis brama","Leuciscidae","Cypriniformes","Teleostei","Osteichthyes"
"900","fishbase",13.622,0.0695,18,268,"routine","none specified",2093,"Abramis","Leuciscinae",1,0,"benthopelagic","Abramis brama","Leuciscidae","Cypriniformes","Teleostei","Osteichthyes"
"901","fishbase",56.5848,0.0696,20,268,"routine","none specified",2120,"Abramis","Leuciscinae",1,0,"benthopelagic","Abramis brama","Leuciscidae","Cypriniformes","Teleostei","Osteichthyes"
"902","fishbase",42.19776,0.07326,20,268,"routine","none specified",2120,"Abramis","Leuciscinae",1,0,"benthopelagic","Abramis brama","Leuciscidae","Cypriniformes","Teleostei","Osteichthyes"
"903","fishbase",45.9348,0.0758,20,268,"routine","none specified",2120,"Abramis","Leuciscinae",1,0,"benthopelagic","Abramis brama","Leuciscidae","Cypriniformes","Teleostei","Osteichthyes"
"904","fishbase",59.32796,0.08116,20,268,"routine","none specified",2120,"Abramis","Leuciscinae",1,0,"benthopelagic","Abramis brama","Leuciscidae","Cypriniformes","Teleostei","Osteichthyes"
"905","fishbase",41.496,0.084,20,268,"routine","none specified",2120,"Abramis","Leuciscinae",1,0,"benthopelagic","Abramis brama","Leuciscidae","Cypriniformes","Teleostei","Osteichthyes"
"906","fishbase",54.516,0.084,20,268,"routine","none specified",2120,"Abramis","Leuciscinae",1,0,"benthopelagic","Abramis brama","Leuciscidae","Cypriniformes","Teleostei","Osteichthyes"
"907","fishbase",50.89835,0.09305,20,268,"routine","none specified",2120,"Abramis","Leuciscinae",1,0,"benthopelagic","Abramis brama","Leuciscidae","Cypriniformes","Teleostei","Osteichthyes"
"908","fishbase",69.14322,0.09963,20,268,"routine","none specified",2120,"Abramis","Leuciscinae",1,0,"benthopelagic","Abramis brama","Leuciscidae","Cypriniformes","Teleostei","Osteichthyes"
"909","fishbase",13.8915,0.1029,18,268,"routine","none specified",2093,"Abramis","Leuciscinae",1,0,"benthopelagic","Abramis brama","Leuciscidae","Cypriniformes","Teleostei","Osteichthyes"
"910","fishbase",76.6033,0.1031,20,268,"routine","none specified",2120,"Abramis","Leuciscinae",1,0,"benthopelagic","Abramis brama","Leuciscidae","Cypriniformes","Teleostei","Osteichthyes"
"911","fishbase",74.03592,0.10668,20,268,"routine","none specified",2120,"Abramis","Leuciscinae",1,0,"benthopelagic","Abramis brama","Leuciscidae","Cypriniformes","Teleostei","Osteichthyes"
"912","fishbase",58.36642,0.11422,20,268,"routine","none specified",2120,"Abramis","Leuciscinae",1,0,"benthopelagic","Abramis brama","Leuciscidae","Cypriniformes","Teleostei","Osteichthyes"
"913","fishbase",76.64162,0.11422,20,268,"routine","none specified",2120,"Abramis","Leuciscinae",1,0,"benthopelagic","Abramis brama","Leuciscidae","Cypriniformes","Teleostei","Osteichthyes"
"914","fishbase",79.2504,0.1223,20,268,"routine","none specified",2120,"Abramis","Leuciscinae",1,0,"benthopelagic","Abramis brama","Leuciscidae","Cypriniformes","Teleostei","Osteichthyes"
"915","fishbase",86.3071,0.12655,20,268,"routine","none specified",2120,"Abramis","Leuciscinae",1,0,"benthopelagic","Abramis brama","Leuciscidae","Cypriniformes","Teleostei","Osteichthyes"
"916","fishbase",90.8793,0.13095,20,268,"routine","none specified",2120,"Abramis","Leuciscinae",1,0,"benthopelagic","Abramis brama","Leuciscidae","Cypriniformes","Teleostei","Osteichthyes"
"917","fishbase",45.9345,0.1355,20,268,"routine","none specified",2120,"Abramis","Leuciscinae",1,0,"benthopelagic","Abramis brama","Leuciscidae","Cypriniformes","Teleostei","Osteichthyes"
"918","fishbase",100.6765,0.1355,20,268,"routine","none specified",2120,"Abramis","Leuciscinae",1,0,"benthopelagic","Abramis brama","Leuciscidae","Cypriniformes","Teleostei","Osteichthyes"
"919","fishbase",111.57421,0.14509,20,268,"routine","none specified",2120,"Abramis","Leuciscinae",1,0,"benthopelagic","Abramis brama","Leuciscidae","Cypriniformes","Teleostei","Osteichthyes"
"920","fishbase",54.52785351,0.15535001,20,268,"routine","none specified",2120,"Abramis","Leuciscinae",1,0,"benthopelagic","Abramis brama","Leuciscidae","Cypriniformes","Teleostei","Osteichthyes"
"921","fishbase",75.65545487,0.15535001,20,268,"routine","none specified",2120,"Abramis","Leuciscinae",1,0,"benthopelagic","Abramis brama","Leuciscidae","Cypriniformes","Teleostei","Osteichthyes"
"922","fishbase",111.5605,0.16075,20,268,"routine","none specified",2120,"Abramis","Leuciscinae",1,0,"benthopelagic","Abramis brama","Leuciscidae","Cypriniformes","Teleostei","Osteichthyes"
"923","fishbase",97.30305,0.16633,20,268,"routine","none specified",2120,"Abramis","Leuciscinae",1,0,"benthopelagic","Abramis brama","Leuciscidae","Cypriniformes","Teleostei","Osteichthyes"
"924","fishbase",111.60072,0.18117,20,268,"routine","none specified",2120,"Abramis","Leuciscinae",1,0,"benthopelagic","Abramis brama","Leuciscidae","Cypriniformes","Teleostei","Osteichthyes"
"925","fishbase",110.98158,0.19069,20,268,"routine","none specified",2120,"Abramis","Leuciscinae",1,0,"benthopelagic","Abramis brama","Leuciscidae","Cypriniformes","Teleostei","Osteichthyes"
"926","fishbase",132.30863352,0.20417999,20,268,"routine","none specified",2120,"Abramis","Leuciscinae",1,0,"benthopelagic","Abramis brama","Leuciscidae","Cypriniformes","Teleostei","Osteichthyes"
"927","fishbase",123.5203,0.21862,20,268,"routine","none specified",2120,"Abramis","Leuciscinae",1,0,"benthopelagic","Abramis brama","Leuciscidae","Cypriniformes","Teleostei","Osteichthyes"
"928","fishbase",139.1253,0.22622,20,268,"routine","none specified",2120,"Abramis","Leuciscinae",1,0,"benthopelagic","Abramis brama","Leuciscidae","Cypriniformes","Teleostei","Osteichthyes"
"929","fishbase",119.3808,0.23408,20,268,"routine","none specified",2120,"Abramis","Leuciscinae",1,0,"benthopelagic","Abramis brama","Leuciscidae","Cypriniformes","Teleostei","Osteichthyes"
"930","fishbase",139.2765,0.24222,20,268,"routine","none specified",2120,"Abramis","Leuciscinae",1,0,"benthopelagic","Abramis brama","Leuciscidae","Cypriniformes","Teleostei","Osteichthyes"
"931","fishbase",127.8264,0.25064,20,268,"routine","none specified",2120,"Abramis","Leuciscinae",1,0,"benthopelagic","Abramis brama","Leuciscidae","Cypriniformes","Teleostei","Osteichthyes"
"932","fishbase",146.6244,0.25064,20,268,"routine","none specified",2120,"Abramis","Leuciscinae",1,0,"benthopelagic","Abramis brama","Leuciscidae","Cypriniformes","Teleostei","Osteichthyes"
"933","fishbase",111.41752437,0.25496001,20,268,"routine","none specified",2120,"Abramis","Leuciscinae",1,0,"benthopelagic","Abramis brama","Leuciscidae","Cypriniformes","Teleostei","Osteichthyes"
"934","fishbase",149.12946,0.28734,20,268,"routine","none specified",2120,"Abramis","Leuciscinae",1,0,"benthopelagic","Abramis brama","Leuciscidae","Cypriniformes","Teleostei","Osteichthyes"
"935","fishbase",156.99023472,0.29732999,20,268,"routine","none specified",2120,"Abramis","Leuciscinae",1,0,"benthopelagic","Abramis brama","Leuciscidae","Cypriniformes","Teleostei","Osteichthyes"
"936","fishbase",136.76351563,0.31295999,20,268,"routine","none specified",2120,"Abramis","Leuciscinae",1,0,"benthopelagic","Abramis brama","Leuciscidae","Cypriniformes","Teleostei","Osteichthyes"
"937","fishbase",0.27,0.00135,16,269,"routine","none specified",2093,"Tinca",NA,1,0,"demersal","Tinca tinca","Tincidae","Cypriniformes","Teleostei","Osteichthyes"
"938","fishbase",0.90675,0.00585,18,269,"routine","none specified",2093,"Tinca",NA,1,0,"demersal","Tinca tinca","Tincidae","Cypriniformes","Teleostei","Osteichthyes"
"939","fishbase",0.966,0.007,18,269,"routine","none specified",2093,"Tinca",NA,1,0,"demersal","Tinca tinca","Tincidae","Cypriniformes","Teleostei","Osteichthyes"
"940","fishbase",4.995,0.0185,20,269,"routine","none specified",2093,"Tinca",NA,1,0,"demersal","Tinca tinca","Tincidae","Cypriniformes","Teleostei","Osteichthyes"
"941","fishbase",2.928,0.0305,18,269,"routine","none specified",2093,"Tinca",NA,1,0,"demersal","Tinca tinca","Tincidae","Cypriniformes","Teleostei","Osteichthyes"
"942","fishbase",9.102,0.041,20,269,"routine","none specified",2093,"Tinca",NA,1,0,"demersal","Tinca tinca","Tincidae","Cypriniformes","Teleostei","Osteichthyes"
"943","fishbase",11.89,0.1189,15,269,"routine","none specified",2093,"Tinca",NA,1,0,"demersal","Tinca tinca","Tincidae","Cypriniformes","Teleostei","Osteichthyes"
"944","fishbase",141.525,0.225,20,269,"routine","none specified",2093,"Tinca",NA,1,0,"demersal","Tinca tinca","Tincidae","Cypriniformes","Teleostei","Osteichthyes"
"945","fishbase",33.4338,0.541,16,269,"routine","none specified",2120,"Tinca",NA,1,0,"demersal","Tinca tinca","Tincidae","Cypriniformes","Teleostei","Osteichthyes"
"946","fishbase",37.2208,0.541,16,269,"routine","none specified",2120,"Tinca",NA,1,0,"demersal","Tinca tinca","Tincidae","Cypriniformes","Teleostei","Osteichthyes"
"947","fishbase",39.8717,0.541,16,269,"routine","none specified",2120,"Tinca",NA,1,0,"demersal","Tinca tinca","Tincidae","Cypriniformes","Teleostei","Osteichthyes"
"948","fishbase",53.4508,0.541,16,269,"routine","none specified",2120,"Tinca",NA,1,0,"demersal","Tinca tinca","Tincidae","Cypriniformes","Teleostei","Osteichthyes"
"949","fishbase",0.7209,0.00445,16,270,"routine","none specified",2203,"Carassius","Cyprininae",1,0,"demersal","Carassius carassius","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
"950","fishbase",0.8455,0.00445,16,270,"routine","none specified",2093,"Carassius","Cyprininae",1,0,"demersal","Carassius carassius","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
"951","fishbase",0.665,0.005,18,270,"routine","none specified",2203,"Carassius","Cyprininae",1,0,"demersal","Carassius carassius","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
"952","fishbase",0.6916,0.0052,18,270,"routine","none specified",2093,"Carassius","Cyprininae",1,0,"demersal","Carassius carassius","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
"953","fishbase",1.479,0.0087,16.5,270,"routine","none specified",2093,"Carassius","Cyprininae",1,0,"demersal","Carassius carassius","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
"954","fishbase",1.284,0.012,15,270,"routine","none specified",2203,"Carassius","Cyprininae",1,0,"demersal","Carassius carassius","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
"955","fishbase",0.12275,0.0125,5,270,"routine","none specified",2120,"Carassius","Cyprininae",1,0,"demersal","Carassius carassius","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
"956","fishbase",0.41375,0.0125,10,270,"routine","none specified",2120,"Carassius","Cyprininae",1,0,"demersal","Carassius carassius","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
"957","fishbase",0.84625,0.0125,15,270,"routine","none specified",2120,"Carassius","Cyprininae",1,0,"demersal","Carassius carassius","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
"958","fishbase",0.98125,0.0125,15,270,"routine","none specified",2120,"Carassius","Cyprininae",1,0,"demersal","Carassius carassius","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
"959","fishbase",1.01625,0.0125,15,270,"routine","none specified",2120,"Carassius","Cyprininae",1,0,"demersal","Carassius carassius","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
"960","fishbase",2.025,0.0125,20,270,"routine","none specified",2120,"Carassius","Cyprininae",1,0,"demersal","Carassius carassius","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
"961","fishbase",2.95,0.0125,25,270,"routine","none specified",2120,"Carassius","Cyprininae",1,0,"demersal","Carassius carassius","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
"962","fishbase",2.4955,0.0161,15,270,"routine","none specified",2120,"Carassius","Cyprininae",1,0,"demersal","Carassius carassius","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
"963","fishbase",8.94,0.06,19,270,"routine","none specified",2203,"Carassius","Cyprininae",1,0,"demersal","Carassius carassius","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
"964","fishbase",8.94,0.06,19.5,270,"routine","none specified",2093,"Carassius","Cyprininae",1,0,"demersal","Carassius carassius","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
"965","fishbase",0.33441,0.00157,19,271,"routine","none specified",2093,"Carassius","Cyprininae",1,0,"benthopelagic","Carassius auratus","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
"966","fishbase",0.5292,0.00245,19,271,"routine","none specified",2093,"Carassius","Cyprininae",1,0,"benthopelagic","Carassius auratus","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
"967","fishbase",0.04256,0.0038,5,271,"routine","none specified",2120,"Carassius","Cyprininae",1,0,"benthopelagic","Carassius auratus","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
"968","fishbase",0.12578,0.0038,10,271,"routine","none specified",2120,"Carassius","Cyprininae",1,0,"benthopelagic","Carassius auratus","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
"969","fishbase",0.25764,0.0038,15,271,"routine","none specified",2120,"Carassius","Cyprininae",1,0,"benthopelagic","Carassius auratus","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
"970","fishbase",0.4294,0.0038,20,271,"routine","none specified",2120,"Carassius","Cyprininae",1,0,"benthopelagic","Carassius auratus","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
"971","fishbase",0.4636,0.0038,20,271,"routine","none specified",2093,"Carassius","Cyprininae",1,0,"benthopelagic","Carassius auratus","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
"972","fishbase",0.3914,0.0038,25,271,"routine","none specified",2120,"Carassius","Cyprininae",1,0,"benthopelagic","Carassius auratus","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
"973","fishbase",1.083,0.0038,35,271,"routine","none specified",2120,"Carassius","Cyprininae",1,0,"benthopelagic","Carassius auratus","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
"974","fishbase",0.6396,0.0039,16.6,271,"routine","none specified",2093,"Carassius","Cyprininae",1,0,"benthopelagic","Carassius auratus","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
"975","fishbase",1.0335,0.0039,20.8,271,"routine","none specified",2093,"Carassius","Cyprininae",1,0,"benthopelagic","Carassius auratus","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
"976","fishbase",0.80685,0.00495,20,271,"routine","none specified",2093,"Carassius","Cyprininae",1,0,"benthopelagic","Carassius auratus","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
"977","fishbase",0.97,0.005,25,271,"routine","none specified",2203,"Carassius","Cyprininae",1,0,"benthopelagic","Carassius auratus","Cyprinidae","Cypriniformes","Teleostei","Osteichthyes"
