"","X","SpecCode","Genus","Subfamily","Brack","Saltwater","DemersPelag","Species","Family","Order","Class","SuperClass","c_m","eps_m"
"170",170,4739,"Acanthurus","Acanthurinae",0,1,"benthopelagic","Acanthurus nigrofuscus","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes",NA,NA
"171",171,4738,"Acanthurus","Acanthurinae",0,1,"benthopelagic","Acanthurus nigroris","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes",NA,NA
"172",172,4733,"Acanthurus","Acanthurinae",0,1,"benthopelagic","Acanthurus nubilus","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes",NA,NA
"173",173,4744,"Acanthurus","Acanthurinae",0,1,"benthopelagic","Acanthurus olivaceus","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes",NA,NA
"174",174,4732,"Acanthurus","Acanthurinae",0,1,"benthopelagic","Acanthurus polyzona","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes",NA,NA
"175",175,4742,"Acanthurus","Acanthurinae",0,1,"benthopelagic","Acanthurus pyroferus","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes",NA,NA
"176",176,3905,"Acanthurus","Acanthurinae",0,1,"benthopelagic","Acanthurus randalli","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes",NA,NA
"177",177,58792,"Acanthurus","Acanthurinae",0,1,"benthopelagic","Acanthurus reversus","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes",NA,NA
"178",178,4740,"Acanthurus","Acanthurinae",0,1,"benthopelagic","Acanthurus sohal","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes",NA,NA
"179",179,1259,"Acanthurus","Acanthurinae",0,1,"benthopelagic","Acanthurus tennentii","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes",NA,NA
"180",180,4734,"Acanthurus","Acanthurinae",1,1,"benthopelagic","Acanthurus thompsoni","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes",NA,NA
"181",181,942,"Acanthurus","Acanthurinae",0,1,"benthopelagic","Acanthurus tractus","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes",NA,NA
"182",182,1260,"Acanthurus","Acanthurinae",0,1,"benthopelagic","Acanthurus triostegus","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes",NA,NA
"183",183,12782,"Acanthurus","Acanthurinae",0,1,"benthopelagic","Acanthurus tristis","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes",NA,NA
"184",184,1261,"Acanthurus","Acanthurinae",0,1,"benthopelagic","Acanthurus xanthopterus","Acanthuridae","Acanthuriformes","Teleostei","Osteichthyes",NA,NA
"185",185,59465,"Acarobythites",NA,0,1,"benthopelagic","Acarobythites larsonae","Bythitidae","Ophidiiformes","Teleostei","Osteichthyes",NA,NA
"186",186,17032,"Acentrogobius","Gobiinae",1,1,"demersal","Acentrogobius audax","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"187",187,66879,"Acentrogobius","Gobiinae",0,1,"benthopelagic","Acentrogobius cenderawasih","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"188",188,25062,"Acentrogobius","Gobiinae",1,1,"benthopelagic","Acentrogobius cyanomos","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"189",189,56720,"Acentrogobius","Gobiinae",1,1,"demersal","Acentrogobius ennorensis","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"190",190,27549,"Acentrogobius","Gobiinae",1,1,"demersal","Acentrogobius gracilis","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"191",191,68732,"Acentrogobius","Gobiinae",0,1,"demersal","Acentrogobius limarius","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"192",192,25232,"Acentrogobius","Gobiinae",1,1,"demersal","Acentrogobius masoni","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"193",193,23582,"Acentrogobius","Gobiinae",1,1,"demersal","Acentrogobius moloanus","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"194",194,23583,"Acentrogobius","Gobiinae",1,1,"demersal","Acentrogobius multifasciatus","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"195",195,23585,"Acentrogobius","Gobiinae",1,1,"demersal","Acentrogobius pflaumii","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"196",196,17033,"Acentrogobius","Gobiinae",0,1,"demersal","Acentrogobius signatus","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"197",197,23587,"Acentrogobius","Gobiinae",1,1,"demersal","Acentrogobius suluensis","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"198",198,68735,"Acentrogobius","Gobiinae",0,1,"demersal","Acentrogobius vanderloosi","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"199",199,23590,"Acentrogobius","Gobiinae",1,1,"demersal","Acentrogobius viganensis","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"200",200,68736,"Acentrogobius","Gobiinae",0,1,"demersal","Acentrogobius violarisi","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"201",201,66887,"Acentronura","Syngnathinae",0,1,"benthopelagic","Acentronura breviperula","Syngnathidae","Syngnathiformes","Teleostei","Osteichthyes",NA,NA
"202",202,7994,"Acentronura","Syngnathinae",0,1,"benthopelagic","Acentronura gracilissima","Syngnathidae","Syngnathiformes","Teleostei","Osteichthyes",NA,NA
"203",203,16862,"Acentronura","Syngnathinae",0,1,"benthopelagic","Acentronura tentaculata","Syngnathidae","Syngnathiformes","Teleostei","Osteichthyes",NA,NA
"204",204,62231,"Acentrophryne",NA,0,1,"pelagic","Acentrophryne dolichonema","Linophrynidae","Lophiiformes","Teleostei","Osteichthyes",NA,NA
"205",205,59196,"Acentrophryne",NA,0,1,"pelagic","Acentrophryne longidens","Linophrynidae","Lophiiformes","Teleostei","Osteichthyes",NA,NA
"206",206,7119,"Achiropsetta",NA,0,1,"demersal","Achiropsetta tricholepis","Achiropsettidae","Pleuronectiformes","Teleostei","Osteichthyes",NA,NA
"207",207,52941,"Achirus",NA,1,1,"demersal","Achirus declivis","Achiridae","Pleuronectiformes","Teleostei","Osteichthyes",NA,NA
"208",208,13429,"Achirus",NA,0,1,"demersal","Achirus klunzingeri","Achiridae","Pleuronectiformes","Teleostei","Osteichthyes",NA,NA
"209",209,4256,"Achirus",NA,1,1,"demersal","Achirus lineatus","Achiridae","Pleuronectiformes","Teleostei","Osteichthyes",NA,NA
"210",210,64929,"Achirus",NA,1,1,"benthopelagic","Achirus mucuri","Achiridae","Pleuronectiformes","Teleostei","Osteichthyes",NA,NA
"211",211,13434,"Achirus",NA,1,1,"demersal","Achirus scutum","Achiridae","Pleuronectiformes","Teleostei","Osteichthyes",NA,NA
"212",212,52950,"Achirus",NA,0,1,"demersal","Achirus zebrinus","Achiridae","Pleuronectiformes","Teleostei","Osteichthyes",NA,NA
"213",213,14420,"Achoerodus",NA,0,1,"benthopelagic","Achoerodus gouldii","Labridae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"214",214,50808,"Achoerodus",NA,0,1,"benthopelagic","Achoerodus viridis","Labridae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"215",215,24250,"Acreichthys",NA,0,1,"demersal","Acreichthys hajam","Monacanthidae","Tetraodontiformes","Teleostei","Osteichthyes",NA,NA
"216",216,7974,"Acreichthys",NA,0,1,"benthopelagic","Acreichthys radiatus","Monacanthidae","Tetraodontiformes","Teleostei","Osteichthyes",NA,NA
"217",217,7849,"Acreichthys",NA,0,1,"benthopelagic","Acreichthys tomentosus","Monacanthidae","Tetraodontiformes","Teleostei","Osteichthyes",NA,NA
"218",218,58525,"Acromycter","Congrinae",0,1,"benthopelagic","Acromycter alcocki","Congridae","Anguilliformes","Teleostei","Osteichthyes",NA,NA
"219",219,58526,"Acromycter","Congrinae",0,1,"demersal","Acromycter atlanticus","Congridae","Anguilliformes","Teleostei","Osteichthyes",NA,NA
"220",220,63064,"Acromycter","Congrinae",0,1,"pelagic","Acromycter longipectoralis","Congridae","Anguilliformes","Teleostei","Osteichthyes",NA,NA
"221",221,23291,"Acromycter","Congrinae",0,1,"demersal","Acromycter nezumi","Congridae","Anguilliformes","Teleostei","Osteichthyes",NA,NA
"222",222,58562,"Acromycter","Congrinae",0,1,"demersal","Acromycter perturbator","Congridae","Anguilliformes","Teleostei","Osteichthyes",NA,NA
"223",223,69833,"Acropoma",NA,0,1,"pelagic","Acropoma arafurensis","Acropomatidae","Acropomatiformes","Teleostei","Osteichthyes",NA,NA
"224",224,59893,"Acropoma",NA,0,1,"pelagic","Acropoma argentistigma","Acropomatidae","Acropomatiformes","Teleostei","Osteichthyes",NA,NA
"225",225,59419,"Acropoma",NA,0,1,"pelagic","Acropoma boholensis","Acropomatidae","Acropomatiformes","Teleostei","Osteichthyes",NA,NA
"226",226,9232,"Acropoma",NA,0,1,"benthopelagic","Acropoma hanedai","Acropomatidae","Acropomatiformes","Teleostei","Osteichthyes",NA,NA
"227",227,1267,"Acropoma",NA,0,1,"pelagic","Acropoma japonicum","Acropomatidae","Acropomatiformes","Teleostei","Osteichthyes",NA,NA
"228",228,59169,"Acropoma",NA,0,1,"pelagic","Acropoma lecorneti","Acropomatidae","Acropomatiformes","Teleostei","Osteichthyes",NA,NA
"229",229,69834,"Acropoma",NA,0,1,"pelagic","Acropoma leobergi","Acropomatidae","Acropomatiformes","Teleostei","Osteichthyes",NA,NA
"230",230,67353,"Acropoma",NA,0,1,"pelagic","Acropoma profundum","Acropomatidae","Acropomatiformes","Teleostei","Osteichthyes",NA,NA
"231",231,69490,"Acroteriobatus",NA,0,1,"demersal","Acroteriobatus andysabini","Rhinobatidae","Rhinopristiformes","Elasmobranchii","Chondrichthyes",NA,NA
"232",232,5509,"Acroteriobatus",NA,1,1,"demersal","Acroteriobatus annulatus","Rhinobatidae","Rhinopristiformes","Elasmobranchii","Chondrichthyes",NA,NA
"233",233,7968,"Acroteriobatus",NA,0,1,"benthopelagic","Acroteriobatus blochii","Rhinobatidae","Rhinopristiformes","Elasmobranchii","Chondrichthyes",NA,NA
"234",234,5510,"Acroteriobatus",NA,0,1,"demersal","Acroteriobatus leucospilus","Rhinobatidae","Rhinopristiformes","Elasmobranchii","Chondrichthyes",NA,NA
"235",235,15661,"Acroteriobatus",NA,0,1,"demersal","Acroteriobatus ocellatus","Rhinobatidae","Rhinopristiformes","Elasmobranchii","Chondrichthyes",NA,NA
"236",236,68219,"Acroteriobatus",NA,0,1,"benthopelagic","Acroteriobatus omanensis","Rhinobatidae","Rhinopristiformes","Elasmobranchii","Chondrichthyes",NA,NA
"237",237,25240,"Acroteriobatus",NA,0,1,"demersal","Acroteriobatus salalah","Rhinobatidae","Rhinopristiformes","Elasmobranchii","Chondrichthyes",NA,NA
"238",238,69491,"Acroteriobatus",NA,0,1,"demersal","Acroteriobatus stehmanni","Rhinobatidae","Rhinopristiformes","Elasmobranchii","Chondrichthyes",NA,NA
"239",239,57445,"Acroteriobatus",NA,0,1,"demersal","Acroteriobatus variegatus","Rhinobatidae","Rhinopristiformes","Elasmobranchii","Chondrichthyes",NA,NA
"240",240,57446,"Acroteriobatus",NA,0,1,"demersal","Acroteriobatus zanzibarensis","Rhinobatidae","Rhinopristiformes","Elasmobranchii","Chondrichthyes",NA,NA
"241",241,644,"Aculeola",NA,0,1,"demersal","Aculeola nigra","Etmopteridae","Squaliformes","Elasmobranchii","Chondrichthyes",NA,NA
"242",242,57913,"Acyrtops","Gobiesocinae",0,1,"demersal","Acyrtops amplicirrus","Gobiesocidae","Gobiesociformes","Teleostei","Osteichthyes",NA,NA
"243",243,3073,"Acyrtops","Gobiesocinae",0,1,"benthopelagic","Acyrtops beryllinus","Gobiesocidae","Gobiesociformes","Teleostei","Osteichthyes",NA,NA
"244",244,16662,"Acyrtus","Gobiesocinae",0,1,"benthopelagic","Acyrtus artius","Gobiesocidae","Gobiesociformes","Teleostei","Osteichthyes",NA,NA
"245",245,67983,"Acyrtus","Gobiesocinae",0,1,"benthopelagic","Acyrtus lanthanum","Gobiesocidae","Gobiesociformes","Teleostei","Osteichthyes",NA,NA
"246",246,62176,"Acyrtus","Gobiesocinae",0,1,"demersal","Acyrtus pauciradiatus","Gobiesocidae","Gobiesociformes","Teleostei","Osteichthyes",NA,NA
"247",247,16677,"Acyrtus","Gobiesocinae",0,1,"demersal","Acyrtus rubiginosus","Gobiesocidae","Gobiesociformes","Teleostei","Osteichthyes",NA,NA
"248",248,23885,"Adelosebastes","Sebastolobinae",0,1,"demersal","Adelosebastes latens","Sebastidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"249",249,68806,"Adelotremus","Blenniinae",0,1,"pelagic","Adelotremus deloachi","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA
"250",250,67382,"Adelotremus","Blenniinae",0,1,"pelagic","Adelotremus leptus","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA
"251",251,27470,"Adventor",NA,0,1,"demersal","Adventor elongatus","Aploactinidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"252",252,7986,"Aeoliscus","Centriscinae",0,1,"benthopelagic","Aeoliscus punctulatus","Centriscidae","Syngnathiformes","Teleostei","Osteichthyes",NA,NA
"253",253,6503,"Aeoliscus","Centriscinae",0,1,"benthopelagic","Aeoliscus strigatus","Centriscidae","Syngnathiformes","Teleostei","Osteichthyes",NA,NA
"254",254,7850,"Aesopia",NA,0,1,"benthopelagic","Aesopia cornuta","Soleidae","Pleuronectiformes","Teleostei","Osteichthyes",NA,NA
"255",255,12086,"Aetapcus",NA,0,1,"demersal","Aetapcus maculatus","Pataecidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"256",256,6441,"Aethaloperca",NA,0,1,"benthopelagic","Aethaloperca rogaa","Epinephelidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"257",257,66721,"Aetheliparis",NA,0,1,"pelagic","Aetheliparis taurocanis","Liparidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"258",258,7037,"Aethotaxis","Pleuragrammatinae",0,1,"pelagic","Aethotaxis mitopteryx","Nototheniidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"259",259,8973,"Aetobatus",NA,1,1,"benthopelagic","Aetobatus flagellum","Aetobatidae","Myliobatiformes","Elasmobranchii","Chondrichthyes",NA,NA
"260",260,69023,"Aetobatus",NA,0,1,"benthopelagic","Aetobatus laticeps","Aetobatidae","Myliobatiformes","Elasmobranchii","Chondrichthyes",NA,NA
"261",261,1250,"Aetobatus",NA,1,1,"benthopelagic","Aetobatus narinari","Aetobatidae","Myliobatiformes","Elasmobranchii","Chondrichthyes",NA,NA
"262",262,67276,"Aetobatus",NA,0,1,"benthopelagic","Aetobatus narutobiei","Aetobatidae","Myliobatiformes","Elasmobranchii","Chondrichthyes",NA,NA
"263",263,12600,"Aetobatus",NA,1,1,"benthopelagic","Aetobatus ocellatus","Aetobatidae","Myliobatiformes","Elasmobranchii","Chondrichthyes",NA,NA
"264",264,13200,"Aetomylaeus",NA,0,1,"demersal","Aetomylaeus asperrimus","Myliobatidae","Myliobatiformes","Elasmobranchii","Chondrichthyes",NA,NA
"265",265,5011,"Aetomylaeus",NA,1,1,"benthopelagic","Aetomylaeus bovinus","Myliobatidae","Myliobatiformes","Elasmobranchii","Chondrichthyes",NA,NA
"266",266,67984,"Aetomylaeus",NA,0,1,"pelagic","Aetomylaeus caeruleofasciatus","Myliobatidae","Myliobatiformes","Elasmobranchii","Chondrichthyes",NA,NA
"267",267,12594,"Aetomylaeus",NA,1,1,"benthopelagic","Aetomylaeus maculatus","Myliobatidae","Myliobatiformes","Elasmobranchii","Chondrichthyes",NA,NA
"268",268,12597,"Aetomylaeus",NA,0,1,"benthopelagic","Aetomylaeus milvus","Myliobatidae","Myliobatiformes","Elasmobranchii","Chondrichthyes",NA,NA
"269",269,10120,"Aetomylaeus",NA,1,1,"demersal","Aetomylaeus nichofii","Myliobatidae","Myliobatiformes","Elasmobranchii","Chondrichthyes",NA,NA
"270",270,12599,"Aetomylaeus",NA,0,1,"benthopelagic","Aetomylaeus vespertilio","Myliobatidae","Myliobatiformes","Elasmobranchii","Chondrichthyes",NA,NA
"271",271,23989,"Agonomalus","Hypsagoninae",0,1,"demersal","Agonomalus jordani","Agonidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"272",272,4150,"Agonomalus","Hypsagoninae",0,1,"demersal","Agonomalus mozinoi","Agonidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"273",273,13066,"Agonomalus","Hypsagoninae",0,1,"demersal","Agonomalus proboscidalis","Agonidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"274",274,62091,"Agonopsis","Agoninae",0,1,"demersal","Agonopsis asperoculis","Agonidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"275",275,12932,"Agonopsis","Agoninae",0,1,"demersal","Agonopsis chiloensis","Agonidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"276",276,4151,"Agonopsis","Agoninae",0,1,"demersal","Agonopsis sterletus","Agonidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"277",277,4152,"Agonopsis","Agoninae",0,1,"demersal","Agonopsis vulsa","Agonidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"278",278,36,"Agonus","Agoninae",0,1,"demersal","Agonus cataphractus","Agonidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"279",279,16851,"Agrostichthys",NA,0,1,"pelagic","Agrostichthys parkeri","Regalecidae","Lampriformes","Teleostei","Osteichthyes",NA,NA
"280",280,2633,"Ahlia","Myrophinae",0,1,"benthopelagic","Ahlia egmontis","Ophichthidae","Anguilliformes","Teleostei","Osteichthyes",NA,NA
"281",281,9155,"Ahliesaurus",NA,0,1,"pelagic","Ahliesaurus berryi","Notosudidae","Aulopiformes","Teleostei","Osteichthyes",NA,NA
"282",282,22983,"Ahliesaurus",NA,0,1,"pelagic","Ahliesaurus brevis","Notosudidae","Aulopiformes","Teleostei","Osteichthyes",NA,NA
"283",283,47911,"Aiakas","Lycodinae",0,1,"demersal","Aiakas kreffti","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"284",284,47912,"Aiakas","Lycodinae",0,1,"demersal","Aiakas zinorum","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"285",285,25971,"Aidablennius","Salariinae",0,1,"demersal","Aidablennius sphynx","Blenniidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA
"286",286,59224,"Aioliops","Ptereleotrinae",0,1,"benthopelagic","Aioliops brachypterus","Microdesmidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"287",287,59225,"Aioliops","Ptereleotrinae",0,1,"benthopelagic","Aioliops megastigma","Microdesmidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"288",288,27609,"Aioliops","Ptereleotrinae",0,1,"benthopelagic","Aioliops novaeguineae","Microdesmidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"289",289,56506,"Akko","Gobiinae",0,1,"demersal","Akko dionaea","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"290",290,62085,"Akko","Gobiinae",0,1,"demersal","Akko rossi","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"291",291,64541,"Alabes","Cheilobranchinae",0,1,"demersal","Alabes bathys","Gobiesocidae","Gobiesociformes","Teleostei","Osteichthyes",NA,NA
"292",292,55697,"Alabes","Cheilobranchinae",0,1,"demersal","Alabes brevis","Gobiesocidae","Gobiesociformes","Teleostei","Osteichthyes",NA,NA
"293",293,51362,"Alabes","Cheilobranchinae",0,1,"demersal","Alabes dorsalis","Gobiesocidae","Gobiesociformes","Teleostei","Osteichthyes",NA,NA
"294",294,62615,"Alabes","Cheilobranchinae",0,1,"demersal","Alabes elongata","Gobiesocidae","Gobiesociformes","Teleostei","Osteichthyes",NA,NA
"295",295,62616,"Alabes","Cheilobranchinae",0,1,"demersal","Alabes gibbosa","Gobiesocidae","Gobiesociformes","Teleostei","Osteichthyes",NA,NA
"296",296,51367,"Alabes","Cheilobranchinae",0,1,"demersal","Alabes hoesei","Gobiesocidae","Gobiesociformes","Teleostei","Osteichthyes",NA,NA
"297",297,62634,"Alabes","Cheilobranchinae",0,1,"benthopelagic","Alabes obtusirostris","Gobiesocidae","Gobiesociformes","Teleostei","Osteichthyes",NA,NA
"298",298,62635,"Alabes","Cheilobranchinae",0,1,"demersal","Alabes occidentalis","Gobiesocidae","Gobiesociformes","Teleostei","Osteichthyes",NA,NA
"299",299,27497,"Alabes","Cheilobranchinae",0,1,"demersal","Alabes parvula","Gobiesocidae","Gobiesociformes","Teleostei","Osteichthyes",NA,NA
"300",300,62638,"Alabes","Cheilobranchinae",0,1,"benthopelagic","Alabes scotti","Gobiesocidae","Gobiesociformes","Teleostei","Osteichthyes",NA,NA
"301",301,64542,"Alabes","Cheilobranchinae",0,1,"demersal","Alabes springeri","Gobiesocidae","Gobiesociformes","Teleostei","Osteichthyes",NA,NA
"302",302,8435,"Albatrossia",NA,0,1,"demersal","Albatrossia pectoralis","Macrouridae","Gadiformes","Teleostei","Osteichthyes",NA,NA
"303",303,58326,"Albula","Albulinae",0,1,"demersal","Albula argentea","Albulidae","Albuliformes","Teleostei","Osteichthyes",NA,NA
"304",304,65525,"Albula","Albulinae",1,1,"benthopelagic","Albula esuncula","Albulidae","Albuliformes","Teleostei","Osteichthyes",NA,NA
"305",305,66312,"Albula","Albulinae",0,1,"benthopelagic","Albula gilberti","Albulidae","Albuliformes","Teleostei","Osteichthyes",NA,NA
"306",306,67597,"Albula","Albulinae",0,1,"benthopelagic","Albula goreensis","Albulidae","Albuliformes","Teleostei","Osteichthyes",NA,NA
"307",307,66113,"Albula","Albulinae",0,1,"pelagic","Albula koreana","Albulidae","Albuliformes","Teleostei","Osteichthyes",NA,NA
"308",308,63907,"Albula","Albulinae",0,1,"benthopelagic","Albula oligolepis","Albulidae","Albuliformes","Teleostei","Osteichthyes",NA,NA
"309",309,67476,"Albula","Albulinae",0,1,"demersal","Albula pacifica","Albulidae","Albuliformes","Teleostei","Osteichthyes",NA,NA
"310",310,63908,"Albula","Albulinae",0,1,"benthopelagic","Albula virgata","Albulidae","Albuliformes","Teleostei","Osteichthyes",NA,NA
"311",311,228,"Albula","Albulinae",1,1,"benthopelagic","Albula vulpes","Albulidae","Albuliformes","Teleostei","Osteichthyes",NA,NA
"312",312,61290,"Alcichthys",NA,0,1,"demersal","Alcichthys elongatus","Cottidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"313",313,52723,"Alcockia","Neobythitinae",0,1,"pelagic","Alcockia rostrata","Ophidiidae","Ophidiiformes","Teleostei","Osteichthyes",NA,NA
"314",314,7502,"Aldrovandia",NA,0,1,"benthopelagic","Aldrovandia affinis","Halosauridae","Notacanthiformes","Teleostei","Osteichthyes",NA,NA
